Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Устьянская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944					
18	"1. ""ЕДИНЕНИЕ"""	189	5	1	6	3	0	2	0	6	0	0	4	4	8	3	2	3	5	6	2	4	5	20	13	11	2	0	2	1	1	4	0	0	3	10	5	1	5	4	2	1	7	5	4	4	1	2	1	1	0	3	6	1					
		1.13%	1.79%	0.93%	2.44%	0.78%	0.0%	1.98%	0.0%	2.70%	0.0%	0.0%	0.83%	1.20%	2.09%	2.83%	0.75%	2.30%	1.31%	0.93%	0.32%	1.07%	1.82%	1.27%	1.00%	0.82%	1.30%	0.0%	2.32%	1.85%	1.28%	1.09%	0.0%	0.0%	1.02%	2.46%	3.73%	0.78%	2.06%	1.20%	1.96%	1.44%	1.01%	0.52%	1.26%	1.08%	0.84%	0.75%	0.8%	1.14%	0.0%	0.69%	4.19%	0.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	170	5	0	1	3	0	1	0	3	0	1	6	1	1	0	9	0	4	3	2	1	3	38	25	10	1	2	1	1	0	3	1	1	4	4	1	2	1	3	2	0	3	7	2	3	0	3	3	0	1	2	0	2					
		1.02%	1.79%	0.0%	0.40%	0.78%	0.0%	0.99%	0.0%	1.35%	0.0%	1.02%	1.24%	0.30%	0.26%	0.0%	3.40%	0.0%	1.04%	0.46%	0.32%	0.26%	1.09%	2.42%	1.92%	0.74%	0.65%	2.04%	1.16%	1.85%	0.0%	0.82%	1.75%	1.38%	1.36%	0.98%	0.74%	1.56%	0.41%	0.90%	1.96%	0.0%	0.43%	0.74%	0.63%	0.81%	0.0%	1.12%	2.4%	0.0%	1.09%	0.46%	0.0%	0.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	745	17	10	11	13	0	6	5	12	1	10	17	28	17	1	12	4	33	27	48	7	8	70	63	51	5	2	5	1	4	13	5	5	9	11	7	7	9	8	4	4	52	40	9	22	8	0	4	3	4	11	6	16					
		4.48%	6.11%	9.34%	4.48%	3.41%	0.0%	5.94%	2.71%	5.40%	0.74%	10.20%	3.53%	8.40%	4.45%	0.94%	4.54%	3.07%	8.66%	4.18%	7.72%	1.88%	2.91%	4.46%	4.85%	3.80%	3.26%	2.04%	5.81%	1.85%	5.12%	3.56%	8.77%	6.94%	3.07%	2.71%	5.22%	5.46%	3.71%	2.40%	3.92%	5.79%	7.56%	4.23%	2.84%	5.96%	6.72%	0.0%	3.2%	3.44%	4.39%	2.56%	4.19%	4.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	270	4	5	2	3	1	2	2	1	1	4	4	5	2	1	2	1	3	9	19	4	4	36	40	33	4	0	2	0	0	6	0	1	6	7	2	2	3	1	4	0	6	11	5	3	2	2	2	1	1	3	0	8					
		1.62%	1.43%	4.67%	0.81%	0.78%	2.04%	1.98%	1.08%	0.45%	0.74%	4.08%	0.83%	1.50%	0.52%	0.94%	0.75%	0.76%	0.78%	1.39%	3.05%	1.07%	1.45%	2.29%	3.08%	2.46%	2.61%	0.0%	2.32%	0.0%	0.0%	1.64%	0.0%	1.38%	2.04%	1.72%	1.49%	1.56%	1.23%	0.30%	3.92%	0.0%	0.87%	1.16%	1.58%	0.81%	1.68%	0.75%	1.6%	1.14%	1.09%	0.69%	0.0%	2.15%					
22	"5. ""За Русь Святую"""	85	2	0	4	5	0	1	2	2	0	0	3	2	2	1	2	0	2	0	0	2	1	5	3	4	1	1	1	0	0	5	1	2	2	1	2	0	3	2	1	3	3	3	3	4	0	1	0	0	0	0	2	1					
		0.51%	0.71%	0.0%	1.63%	1.31%	0.0%	0.99%	1.08%	0.90%	0.0%	0.0%	0.62%	0.60%	0.52%	0.94%	0.75%	0.0%	0.52%	0.0%	0.0%	0.53%	0.36%	0.31%	0.23%	0.29%	0.65%	1.02%	1.16%	0.0%	0.0%	1.36%	1.75%	2.77%	0.68%	0.24%	1.49%	0.0%	1.23%	0.60%	0.98%	4.34%	0.43%	0.31%	0.94%	1.08%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	1.39%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	1	1	1	0	0	0	0	1	0	0	3	0	4	0	2	0	1	1	3	1	3	8	9	6	1	0	2	0	0	3	0	0	1	2	1	0	1	0	0	1	3	3	0	0	0	1	1	0	0	5	0	2					
		0.43%	0.35%	0.93%	0.40%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.62%	0.0%	1.04%	0.0%	0.75%	0.0%	0.26%	0.15%	0.48%	0.26%	1.09%	0.51%	0.69%	0.44%	0.65%	0.0%	2.32%	0.0%	0.0%	0.82%	0.0%	0.0%	0.34%	0.49%	0.74%	0.0%	0.41%	0.0%	0.0%	1.44%	0.43%	0.31%	0.0%	0.0%	0.0%	0.37%	0.8%	0.0%	0.0%	1.16%	0.0%	0.53%					
24	"7. ""Новый курс - Автомобильная Россия"""	67	0	0	0	0	0	0	0	3	0	0	0	2	1	0	3	0	1	3	3	0	0	10	9	11	1	0	1	0	1	3	0	2	0	3	0	1	0	0	0	0	1	2	0	2	0	1	0	0	1	0	0	2					
		0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	0.0%	0.0%	0.60%	0.26%	0.0%	1.13%	0.0%	0.26%	0.46%	0.48%	0.0%	0.0%	0.63%	0.69%	0.82%	0.65%	0.0%	1.16%	0.0%	1.28%	0.82%	0.0%	2.77%	0.0%	0.74%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.14%	0.21%	0.0%	0.54%	0.0%	0.37%	0.0%	0.0%	1.09%	0.0%	0.0%	0.53%					
25	"8. ""Народно-республиканская партия России"""	35	0	0	0	0	0	2	0	2	0	0	1	0	2	0	0	1	1	0	2	0	2	4	0	5	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	2	0	3	0	0	0	0	0	0	1	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	1.98%	0.0%	0.90%	0.0%	0.0%	0.20%	0.0%	0.52%	0.0%	0.0%	0.76%	0.26%	0.0%	0.32%	0.0%	0.72%	0.25%	0.0%	0.37%	0.0%	1.02%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.24%	0.74%	0.78%	0.41%	0.0%	0.0%	1.44%	0.0%	0.21%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	0	2	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0					
		0.13%	0.0%	1.86%	0.40%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.23%	0.07%	0.0%	1.02%	0.0%	3.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.31%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.39%	0.0%					
27	"10. ""Аграрная партия России"""	1078	9	5	2	31	8	13	21	2	15	3	46	38	45	8	15	8	29	51	37	22	9	66	58	59	13	6	6	4	4	44	2	10	32	69	3	2	13	12	7	0	24	51	16	11	4	48	22	17	7	25	4	22					
		6.49%	3.23%	4.67%	0.81%	8.13%	16.32%	12.87%	11.41%	0.90%	11.19%	3.06%	9.56%	11.41%	11.78%	7.54%	5.68%	6.15%	7.61%	7.90%	5.95%	5.92%	3.28%	4.20%	4.47%	4.40%	8.49%	6.12%	6.97%	7.40%	5.12%	12.05%	3.50%	13.88%	10.92%	17.03%	2.23%	1.56%	5.37%	3.61%	6.86%	0.0%	3.49%	5.40%	5.06%	2.98%	3.36%	18.04%	17.6%	19.54%	7.69%	5.82%	2.79%	5.92%					
28	"11. ""Истинные патриоты России"""	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	1	0	1	0	0	0	1	3	0	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	1.53%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	1.02%	1.16%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	2.89%	0.29%	0.0%	0.31%	0.0%	0.84%	0.0%	0.0%	0.0%	1.09%	0.69%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	211	4	0	3	3	0	0	2	7	1	1	4	0	4	1	7	0	4	7	3	4	5	18	27	24	4	2	0	0	2	3	0	0	7	5	2	0	9	2	4	0	10	10	3	3	2	0	4	1	2	3	2	2					
		1.27%	1.43%	0.0%	1.22%	0.78%	0.0%	0.0%	1.08%	3.15%	0.74%	1.02%	0.83%	0.0%	1.04%	0.94%	2.65%	0.0%	1.04%	1.08%	0.48%	1.07%	1.82%	1.14%	2.08%	1.79%	2.61%	2.04%	0.0%	0.0%	2.56%	0.82%	0.0%	0.0%	2.38%	1.23%	1.49%	0.0%	3.71%	0.60%	3.92%	0.0%	1.45%	1.05%	0.94%	0.81%	1.68%	0.0%	3.2%	1.14%	2.19%	0.69%	1.39%	0.53%					
30	"13. ""Демократическая партия России"""	72	0	0	1	1	0	1	1	2	2	1	2	0	1	0	0	0	3	7	6	3	0	6	10	2	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	2	4	2	4	0	0	0	1	2	1	0	0					
		0.43%	0.0%	0.0%	0.40%	0.26%	0.0%	0.99%	0.54%	0.90%	1.49%	1.02%	0.41%	0.0%	0.26%	0.0%	0.0%	0.0%	0.78%	1.08%	0.96%	0.80%	0.0%	0.38%	0.77%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.42%	0.63%	1.08%	0.0%	0.0%	0.0%	1.14%	2.19%	0.23%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	49	0	0	1	0	0	0	0	3	0	1	2	0	2	0	0	1	3	0	1	0	1	1	3	5	1	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	2	2	1	5	0	1	0	0	1	3	1	1					
		0.29%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	1.02%	0.41%	0.0%	0.52%	0.0%	0.0%	0.76%	0.78%	0.0%	0.16%	0.0%	0.36%	0.06%	0.23%	0.37%	0.65%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	1.38%	0.34%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.21%	0.31%	1.35%	0.0%	0.37%	0.0%	0.0%	1.09%	0.69%	0.69%	0.26%					
32	"15. ""Партия СЛОН"""	23	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	1	0	3	0	1	0	0	0	0	0	1					
		0.13%	0.0%	0.0%	0.40%	0.0%	0.0%	0.99%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.16%	0.0%	0.0%	0.25%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	1.44%	0.29%	0.10%	0.0%	0.81%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1892	22	23	19	47	1	16	21	35	15	8	48	27	19	6	27	15	27	52	57	52	49	180	171	161	37	4	9	3	9	48	1	3	46	40	13	4	31	34	19	1	93	172	46	38	19	28	6	21	3	38	12	16					
		11.39%	7.91%	21.49%	7.75%	12.33%	2.04%	15.84%	11.41%	15.76%	11.19%	8.16%	9.97%	8.10%	4.97%	5.66%	10.22%	11.53%	7.08%	8.06%	9.17%	14.01%	17.88%	11.47%	13.18%	12.01%	24.18%	4.08%	10.46%	5.55%	11.53%	13.15%	1.75%	4.16%	15.69%	9.87%	9.70%	3.12%	12.80%	10.24%	18.62%	1.44%	13.53%	18.22%	14.55%	10.29%	15.96%	10.52%	4.8%	24.13%	3.29%	8.85%	8.39%	4.31%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	56	0	0	1	1	0	0	2	3	1	0	5	0	0	2	0	0	2	2	1	4	2	2	4	2	0	1	0	0	1	2	1	0	2	2	0	2	1	0	1	0	2	1	1	1	0	0	0	0	1	0	2	1					
		0.33%	0.0%	0.0%	0.40%	0.26%	0.0%	0.0%	1.08%	1.35%	0.74%	0.0%	1.03%	0.0%	0.0%	1.88%	0.0%	0.0%	0.52%	0.31%	0.16%	1.07%	0.72%	0.12%	0.30%	0.14%	0.0%	1.02%	0.0%	0.0%	1.28%	0.54%	1.75%	0.0%	0.68%	0.49%	0.0%	1.56%	0.41%	0.0%	0.98%	0.0%	0.29%	0.10%	0.31%	0.27%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	1.39%	0.26%					
35	"18. ""ЛДПР"""	1953	13	11	42	59	8	8	25	15	17	21	50	22	69	6	35	23	41	68	63	47	46	193	136	138	17	13	6	8	14	38	3	9	45	38	17	11	16	22	2	13	125	112	44	43	23	20	9	7	15	52	19	56					
		11.76%	4.67%	10.28%	17.14%	15.48%	16.32%	7.92%	13.58%	6.75%	12.68%	21.42%	10.39%	6.60%	18.06%	5.66%	13.25%	17.69%	10.76%	10.54%	10.14%	12.66%	16.78%	12.30%	10.48%	10.29%	11.11%	13.26%	6.97%	14.81%	17.94%	10.41%	5.26%	12.5%	15.35%	9.38%	12.68%	8.59%	6.61%	6.62%	1.96%	18.84%	18.19%	11.86%	13.92%	11.65%	19.32%	7.51%	7.2%	8.04%	16.48%	12.12%	13.28%	15.09%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	435	7	1	7	5	0	2	5	6	3	5	13	7	6	4	3	1	14	20	20	3	11	61	30	45	2	1	4	1	1	7	1	0	5	9	4	3	5	10	3	0	18	33	10	12	6	1	0	4	0	9	1	6					
		2.61%	2.51%	0.93%	2.85%	1.31%	0.0%	1.98%	2.71%	2.70%	2.23%	5.10%	2.70%	2.10%	1.57%	3.77%	1.13%	0.76%	3.67%	3.10%	3.22%	0.80%	4.01%	3.89%	2.31%	3.35%	1.30%	1.02%	4.65%	1.85%	1.28%	1.91%	1.75%	0.0%	1.70%	2.22%	2.98%	2.34%	2.06%	3.01%	2.94%	0.0%	2.62%	3.49%	3.16%	3.25%	5.04%	0.37%	0.0%	4.59%	0.0%	2.09%	0.69%	1.61%					
37	"20. ""Политическая партия ""Единая Россия"""	7116	151	38	112	155	28	32	85	80	55	37	209	153	159	58	128	47	163	282	255	182	105	656	546	616	52	54	38	23	29	143	40	28	107	163	70	71	119	178	39	35	217	365	123	152	45	105	58	23	33	199	67	208					
		42.84%	54.31%	35.51%	45.71%	40.68%	57.14%	31.68%	46.19%	36.03%	41.04%	37.75%	43.45%	45.94%	41.62%	54.71%	48.48%	36.15%	42.78%	43.72%	41.06%	49.05%	38.32%	41.83%	42.09%	45.97%	33.98%	55.10%	44.18%	42.59%	37.17%	39.17%	70.17%	38.88%	36.51%	40.24%	52.23%	55.46%	49.17%	53.61%	38.23%	50.72%	31.58%	38.66%	38.92%	41.19%	37.81%	39.47%	46.4%	26.43%	36.26%	46.38%	46.85%	56.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	37	1	0	1	1	0	0	0	0	2	0	2	0	0	1	0	1	0	2	1	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	4	2	1	5	0	0	0	0	1	3	1	0					
		0.22%	0.35%	0.0%	0.40%	0.26%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.41%	0.0%	0.0%	0.94%	0.0%	0.76%	0.0%	0.31%	0.16%	0.53%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.74%	0.78%	0.0%	0.30%	0.0%	0.0%	0.58%	0.21%	0.31%	1.35%	0.0%	0.0%	0.0%	0.0%	1.09%	0.69%	0.69%	0.0%					
39	"22. ""Развитие предпринимательства"""	31	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5	0	0	9	5	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.80%	0.0%	0.0%	0.57%	0.38%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.10%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1353	21	2	16	40	3	9	10	24	12	0	46	23	26	6	12	17	25	84	71	21	9	123	89	107	6	7	4	7	7	21	0	7	11	16	4	15	13	41	6	5	72	99	31	28	5	41	10	7	12	56	11	15					
		8.14%	7.55%	1.86%	6.53%	10.49%	6.12%	8.91%	5.43%	10.81%	8.95%	0.0%	9.56%	6.90%	6.80%	5.66%	4.54%	13.07%	6.56%	13.02%	11.43%	5.66%	3.28%	7.84%	6.86%	7.98%	3.92%	7.14%	4.65%	12.96%	8.97%	5.75%	0.0%	9.72%	3.75%	3.95%	2.98%	11.71%	5.37%	12.34%	5.88%	7.24%	10.48%	10.48%	9.81%	7.58%	4.20%	15.41%	8.0%	8.04%	13.18%	13.05%	7.69%	4.04%					
																																																											
41	Против всех	357	8	6	4	7	0	0	2	5	4	3	10	8	4	2	3	2	10	13	12	4	10	37	41	32	4	1	1	0	2	9	0	1	4	8	0	1	7	10	3	2	21	11	4	14	0	9	2	0	1	7	4	4					
		2.14%	2.87%	5.60%	1.63%	1.83%	0.0%	0.0%	1.08%	2.25%	2.98%	3.06%	2.07%	2.40%	1.04%	1.88%	1.13%	1.53%	2.62%	2.01%	1.93%	1.07%	3.64%	2.35%	3.16%	2.38%	2.61%	1.02%	1.16%	0.0%	2.56%	2.46%	0.0%	1.38%	1.36%	1.97%	0.0%	0.78%	2.89%	3.01%	2.94%	2.89%	3.05%	1.16%	1.26%	3.79%	0.0%	3.38%	1.6%	0.0%	1.09%	1.63%	2.79%	1.07%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
