Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Киселевская городская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1955	25	15	25	40	25	50	25	70	20	50	50	60	25	10	25	20	50	50	40	25	25	25	50	40	35	12	50	25	55	25	50	45	38	8	55	45	50	36	40	45	36	40	35	40	40	15	35	15	40	20	25	25	25	60	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1451	8	5	13	40	15	50	25	25	11	19	26	60	15	2	6	4	50	50	40	16	20	10	18	17	23	6	21	25	55	20	50	22	38	8	55	45	50	36	40	45	22	26	35	26	40	1	15	15	8	20	14	20	15	60	50									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	415	0	0	0	3	0	1	0	19	3	9	5	10	2	92	40	0	6	0	5	9	0	16	0	5	0	0	13	0	12	0	0	0	0	1	0	1	0	0	3	0	5	5	0	9	0	0	0	0	9	0	0	5	12	0	115									
14	Число погашенных неиспользованных открепительных удостоверений	504	17	10	12	0	10	0	0	45	9	31	24	0	10	8	19	16	0	0	0	9	5	15	32	23	12	6	29	0	0	5	0	23	0	0	0	0	0	0	0	0	14	14	0	14	0	14	20	0	32	0	11	5	10	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	0	1	1	0	0	0	2	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	104	1	1	1	1	1	0	6	0	4	3	1	1	3	0	5	1	2	1	3	0	3	0	0	2	2	0	0	1	3	1	1	0	6	0	2	0	0	0	5	3	13	4	1	3	0	1	0	2	0	0	1	6	1	2	6									
		0.16%	0.09%	0.18%	0.13%	0.07%	0.10%	0.00%	0.62%	0.00%	0.56%	0.18%	0.06%	0.05%	0.31%	0.00%	0.47%	0.16%	0.12%	0.06%	0.23%	0.00%	0.34%	0.00%	0.00%	0.14%	0.17%	0.00%	0.00%	0.11%	0.17%	0.12%	0.06%	0.00%	0.49%	0.00%	0.14%	0.00%	0.00%	0.00%	0.32%	0.17%	1.45%	0.30%	0.08%	0.20%	0.00%	0.17%	0.00%	0.20%	0.00%	0.00%	0.12%	0.59%	0.13%	0.13%	0.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	574	2	1	2	2	3	31	4	9	2	4	4	3	13	0	5	1	3	3	21	0	1	0	3	4	3	3	3	0	4	2	9	28	37	0	3	2	0	3	6	4	24	38	0	2	20	1	92	2	148	3	2	5	2	4	3									
		0.86%	0.19%	0.18%	0.25%	0.14%	0.29%	2.20%	0.41%	0.36%	0.28%	0.24%	0.24%	0.16%	1.35%	0.00%	0.47%	0.16%	0.18%	0.18%	1.61%	0.00%	0.11%	0.00%	0.19%	0.27%	0.25%	0.74%	0.18%	0.00%	0.23%	0.25%	0.58%	1.68%	3.00%	0.00%	0.21%	0.13%	0.00%	0.22%	0.38%	0.22%	2.68%	2.89%	0.00%	0.14%	1.49%	0.17%	8.27%	0.20%	8.48%	0.40%	0.24%	0.49%	0.25%	0.25%	0.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	276	3	3	2	7	27	1	12	5	0	6	5	4	11	2	0	2	5	2	4	0	3	0	1	6	2	1	0	1	2	3	12	1	12	0	6	0	0	0	21	2	63	6	1	2	3	3	9	2	0	0	1	0	1	4	7									
		0.41%	0.28%	0.54%	0.25%	0.48%	2.59%	0.07%	1.24%	0.20%	0.00%	0.36%	0.29%	0.21%	1.14%	0.98%	0.00%	0.32%	0.31%	0.12%	0.31%	0.00%	0.34%	0.00%	0.06%	0.41%	0.17%	0.25%	0.00%	0.11%	0.11%	0.37%	0.77%	0.06%	0.97%	0.00%	0.42%	0.00%	0.00%	0.00%	1.33%	0.11%	7.05%	0.46%	0.08%	0.14%	0.22%	0.52%	0.81%	0.20%	0.00%	0.00%	0.12%	0.00%	0.13%	0.25%	0.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	50651	806	423	604	1109	786	1080	644	1916	554	1242	1297	1451	774	160	800	484	1244	1264	1001	766	676	759	1231	1110	912	304	1279	702	1354	616	1113	1307	550	245	1048	1190	1131	1143	1216	1622	511	900	1027	1120	1022	436	882	754	1356	542	651	737	608	1219	973									
		76.15%	75.19%	76.08%	76.36%	75.85%	75.50%	76.76%	66.67%	76.30%	77.05%	74.73%	76.25%	75.85%	80.46%	78.05%	75.76%	76.34%	76.23%	76.33%	76.65%	74.66%	76.47%	78.01%	77.47%	76.08%	76.32%	74.69%	76.59%	76.30%	76.37%	76.14%	71.48%	78.59%	44.61%	90.74%	72.83%	80.24%	93.01%	82.65%	76.91%	90.97%	57.16%	68.34%	82.49%	76.19%	76.33%	75.96%	79.25%	76.55%	77.66%	72.75%	76.50%	72.61%	76.57%	76.38%	76.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	89	2	1	0	2	1	0	20	0	0	5	4	2	0	0	0	1	4	2	6	1	1	0	0	2	1	0	0	1	2	1	0	0	5	0	0	0	0	0	3	0	6	2	1	1	2	1	4	1	0	0	1	0	0	2	1									
		0.13%	0.19%	0.18%	0.00%	0.14%	0.10%	0.00%	2.07%	0.00%	0.00%	0.30%	0.24%	0.10%	0.00%	0.00%	0.00%	0.16%	0.25%	0.12%	0.46%	0.10%	0.11%	0.00%	0.00%	0.14%	0.08%	0.00%	0.00%	0.11%	0.11%	0.12%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.67%	0.15%	0.08%	0.07%	0.15%	0.17%	0.36%	0.10%	0.00%	0.00%	0.12%	0.00%	0.00%	0.13%	0.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	2	1	3	4	0	6	0	0	2	0	3	0	0	0	2	4	1	0	1	1	0	2	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	3	1	2	2	1	0	1	0	0	1	0	2	2	0									
		0.08%	0.09%	0.36%	0.13%	0.21%	0.38%	0.00%	0.62%	0.00%	0.00%	0.12%	0.00%	0.16%	0.00%	0.00%	0.00%	0.32%	0.25%	0.06%	0.00%	0.10%	0.11%	0.00%	0.13%	0.07%	0.08%	0.00%	0.00%	0.00%	0.11%	0.12%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.23%	0.08%	0.14%	0.15%	0.17%	0.00%	0.10%	0.00%	0.00%	0.12%	0.00%	0.25%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5790	95	47	68	136	92	118	66	226	60	149	156	175	93	16	78	55	142	148	107	102	77	84	135	117	104	32	145	81	154	70	169	119	124	7	201	125	48	117	138	39	173	157	79	128	117	50	82	81	146	74	75	100	69	135	109									
		8.70%	8.86%	8.45%	8.60%	9.30%	8.84%	8.39%	6.83%	9.00%	8.34%	8.97%	9.17%	9.15%	9.67%	7.80%	7.39%	8.68%	8.70%	8.94%	8.19%	9.94%	8.71%	8.63%	8.50%	8.02%	8.70%	7.86%	8.68%	8.80%	8.69%	8.65%	10.85%	7.16%	10.06%	2.59%	13.97%	8.43%	3.95%	8.46%	8.73%	2.19%	19.35%	11.92%	6.35%	8.71%	8.74%	8.71%	7.37%	8.22%	8.36%	9.93%	8.81%	9.85%	8.69%	8.46%	8.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	1	0	2	0	0	0	6	0	0	1	1	2	0	0	5	0	3	1	0	1	1	0	1	2	1	0	0	0	2	1	0	0	1	0	0	0	0	0	2	2	5	1	1	0	3	0	0	0	0	0	1	0	1	2	0									
		0.08%	0.09%	0.00%	0.25%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.06%	0.06%	0.10%	0.00%	0.00%	0.47%	0.00%	0.18%	0.06%	0.00%	0.10%	0.11%	0.00%	0.06%	0.14%	0.08%	0.00%	0.00%	0.00%	0.11%	0.12%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.11%	0.56%	0.08%	0.08%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.13%	0.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	1	1	0	3	0	0	8	0	3	2	5	2	1	0	11	0	1	3	0	2	1	0	0	1	1	0	0	0	2	1	0	0	4	0	0	0	0	0	2	0	8	6	0	3	0	0	0	2	18	0	1	0	1	3	0									
		0.15%	0.09%	0.18%	0.00%	0.21%	0.00%	0.00%	0.83%	0.00%	0.42%	0.12%	0.29%	0.10%	0.10%	0.00%	1.04%	0.00%	0.06%	0.18%	0.00%	0.19%	0.11%	0.00%	0.00%	0.07%	0.08%	0.00%	0.00%	0.00%	0.11%	0.12%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.89%	0.46%	0.00%	0.20%	0.00%	0.00%	0.00%	0.20%	1.03%	0.00%	0.12%	0.00%	0.13%	0.19%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	59	1	0	1	2	0	0	11	0	0	2	2	2	0	0	5	0	2	2	4	1	1	0	1	2	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	4	0	3	1	0	0	2	0	0	1	0	1	2	0									
		0.09%	0.09%	0.00%	0.13%	0.14%	0.00%	0.00%	1.14%	0.00%	0.00%	0.12%	0.12%	0.10%	0.00%	0.00%	0.47%	0.00%	0.12%	0.12%	0.31%	0.10%	0.11%	0.00%	0.06%	0.14%	0.08%	0.00%	0.00%	0.00%	0.11%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.30%	0.00%	0.20%	0.07%	0.00%	0.00%	0.20%	0.00%	0.00%	0.12%	0.00%	0.13%	0.13%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	2	1	2	3	7	0	9	13	2	4	2	3	3	0	12	1	3	3	4	0	1	0	4	5	3	1	3	2	4	2	7	1	4	0	4	2	3	3	0	5	3	5	0	3	3	1	2	2	2	3	1	3	2	3	2									
		0.25%	0.19%	0.18%	0.25%	0.21%	0.67%	0.00%	0.93%	0.52%	0.28%	0.24%	0.12%	0.16%	0.31%	0.00%	1.14%	0.16%	0.18%	0.18%	0.31%	0.00%	0.11%	0.00%	0.25%	0.34%	0.25%	0.25%	0.18%	0.22%	0.23%	0.25%	0.45%	0.06%	0.32%	0.00%	0.28%	0.13%	0.25%	0.22%	0.00%	0.28%	0.34%	0.38%	0.00%	0.20%	0.22%	0.17%	0.18%	0.20%	0.11%	0.40%	0.12%	0.30%	0.25%	0.19%	0.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5722	105	51	72	127	95	127	102	211	64	160	145	185	48	18	90	58	145	149	80	118	78	88	139	133	109	44	165	89	161	73	141	131	448	16	67	138	24	107	116	79	39	101	127	134	104	53	0	89	0	77	77	106	70	140	109									
		8.60%	9.79%	9.17%	9.10%	8.69%	9.13%	9.03%	10.56%	8.40%	8.90%	9.63%	8.52%	9.67%	4.99%	8.78%	8.52%	9.15%	8.88%	8.99%	6.13%	11.50%	8.82%	9.04%	8.75%	9.12%	9.12%	10.81%	9.88%	9.67%	9.08%	9.02%	9.06%	7.88%	36.33%	5.93%	4.66%	9.31%	1.97%	7.74%	7.34%	4.43%	4.36%	7.67%	10.20%	9.12%	7.77%	9.23%	0.00%	9.04%	0.00%	10.34%	9.05%	10.44%	8.82%	8.77%	8.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	1	1	1	1	4	0	10	3	1	2	2	2	1	0	8	1	2	2	5	0	1	0	2	5	2	0	2	2	2	1	3	0	1	0	2	0	0	0	1	2	1	4	1	4	3	1	0	2	2	3	1	5	1	2	1									
		0.16%	0.09%	0.18%	0.13%	0.07%	0.38%	0.00%	1.04%	0.12%	0.14%	0.12%	0.12%	0.10%	0.10%	0.00%	0.76%	0.16%	0.12%	0.12%	0.38%	0.00%	0.11%	0.00%	0.13%	0.34%	0.17%	0.00%	0.12%	0.22%	0.11%	0.12%	0.19%	0.00%	0.08%	0.00%	0.14%	0.00%	0.00%	0.00%	0.06%	0.11%	0.11%	0.30%	0.08%	0.27%	0.22%	0.17%	0.00%	0.20%	0.11%	0.40%	0.12%	0.49%	0.13%	0.13%	0.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2715	51	24	35	64	21	50	62	126	29	73	75	78	15	9	37	28	72	74	71	34	39	42	70	67	53	22	73	41	78	35	100	76	40	2	96	23	10	10	68	25	25	86	6	65	59	25	42	43	73	38	37	53	33	75	57									
		4.08%	4.76%	4.32%	4.42%	4.38%	2.02%	3.55%	6.42%	5.02%	4.03%	4.39%	4.41%	4.08%	1.56%	4.39%	3.50%	4.42%	4.41%	4.47%	5.44%	3.31%	4.41%	4.32%	4.41%	4.59%	4.44%	5.41%	4.37%	4.46%	4.40%	4.33%	6.42%	4.57%	3.24%	0.74%	6.67%	1.55%	0.82%	0.72%	4.30%	1.40%	2.80%	6.53%	0.48%	4.42%	4.41%	4.36%	3.77%	4.37%	4.18%	5.10%	4.35%	5.22%	4.16%	4.70%	4.50%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
