Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Балейская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1386	22	62	99	67	82	55	49	57	20	43	47	74	68	21	79	39	18	16	3	10	7	28	39	11	16	7	99	66	25	24	8	15	61	8	2	6	33					
		14.69%	11.83%	16.06%	15.54%	15.58%	15.30%	13.99%	12.89%	17.43%	13.79%	22.05%	14.60%	20.85%	18.99%	16.28%	11.42%	14.08%	11.11%	12.50%	4.05%	5.71%	5.65%	18.06%	14.83%	11.96%	16.49%	10.00%	19.30%	13.02%	10.29%	11.71%	8.89%	14.15%	16.01%	20.00%	2.90%	8.82%	25.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1821	40	86	121	95	102	86	74	52	29	33	64	58	61	16	131	50	33	40	25	37	23	26	40	32	16	16	69	67	46	40	25	36	94	4	9	13	32					
		19.29%	21.51%	22.28%	18.99%	22.09%	19.03%	21.88%	19.47%	15.90%	20.00%	16.92%	19.88%	16.34%	17.04%	12.40%	18.93%	18.05%	20.37%	31.25%	33.78%	21.14%	18.55%	16.77%	15.21%	34.78%	16.49%	22.86%	13.45%	13.21%	18.93%	19.51%	27.78%	33.96%	24.67%	10.00%	13.04%	19.12%	25.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	1	5	4	9	9	4	5	0	1	0	2	7	1	1	7	11	1	0	1	2	0	0	2	3	0	0	10	5	0	0	0	0	0	0	0	1	1					
		0.99%	0.54%	1.30%	0.63%	2.09%	1.68%	1.02%	1.32%	0.00%	0.69%	0.00%	0.62%	1.97%	0.28%	0.78%	1.01%	3.97%	0.62%	0.00%	1.35%	1.14%	0.00%	0.00%	0.76%	3.26%	0.00%	0.00%	1.95%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.78%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1443	27	59	105	75	62	64	73	61	29	18	62	49	61	22	138	52	23	15	9	32	28	10	35	10	16	3	71	64	12	62	3	8	44	5	12	9	15					
		15.29%	14.52%	15.28%	16.48%	17.44%	11.57%	16.28%	19.21%	18.65%	20.00%	9.23%	19.25%	13.80%	17.04%	17.05%	19.94%	18.77%	14.20%	11.72%	12.16%	18.29%	22.58%	6.45%	13.31%	10.87%	16.49%	4.29%	13.84%	12.62%	4.94%	30.24%	3.33%	7.55%	11.55%	12.50%	17.39%	13.24%	11.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	4	2	9	3	10	3	11	7	1	3	7	1	1	3	6	3	0	0	1	0	0	0	4	0	0	3	3	2	1	0	0	0	2	0	0	0	1					
		0.96%	2.15%	0.52%	1.41%	0.70%	1.87%	0.76%	2.89%	2.14%	0.69%	1.54%	2.17%	0.28%	0.28%	2.33%	0.87%	1.08%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	4.29%	0.58%	0.39%	0.41%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.78%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4425	88	168	287	170	254	176	165	142	60	97	132	161	162	65	319	113	85	55	35	94	65	89	138	29	49	40	243	292	158	73	54	45	172	23	43	39	45					
		46.88%	47.31%	43.52%	45.05%	39.53%	47.39%	44.78%	43.42%	43.43%	41.38%	49.74%	40.99%	45.35%	45.25%	50.39%	46.10%	40.79%	52.47%	42.97%	47.30%	53.71%	52.42%	57.42%	52.47%	31.52%	50.52%	57.14%	47.37%	57.59%	65.02%	35.61%	60.00%	42.45%	45.14%	57.50%	62.32%	57.35%	35.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	2	3	2	1	1	2	2	1	0	1	3	1	2	1	1	7	1	0	0	0	1	0	1	0	0	1	7	1	0	2	0	0	0	0	0	0	0					
		0.47%	1.08%	0.78%	0.31%	0.23%	0.19%	0.51%	0.53%	0.31%	0.00%	0.51%	0.93%	0.28%	0.56%	0.78%	0.14%	2.53%	0.62%	0.00%	0.00%	0.00%	0.81%	0.00%	0.38%	0.00%	0.00%	1.43%	1.36%	0.20%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
