Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Тальменская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
23	6.Политическая партия «Партия социальной справедливости»	36	0	0	0	0	2	1	0	0	0	0	2	5	0	0	2	0	0	0	2	1	0	1	2	0	1	2	0	2	0	0	1	0	0	0	0	0	1	1	1	2	0	2	1	0	2	0	2					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.79%	0.21%	0.00%	0.00%	0.00%	0.00%	0.17%	3.85%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.24%	0.27%	0.00%	0.11%	0.20%	0.00%	0.13%	0.55%	0.00%	0.19%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.14%	0.14%	0.24%	0.00%	0.30%	0.16%	0.00%	0.32%	0.00%	0.31%					
24	7.Политическая партия «Либерально-демократическая партия России»	2573	96	21	18	47	35	47	5	25	62	34	117	10	3	20	41	24	14	22	77	61	70	84	81	91	64	29	22	84	36	19	38	34	15	1	92	72	111	99	99	89	98	72	56	106	75	91	66					
		11.25%	13.54%	10.77%	7.38%	11.35%	13.83%	10.04%	6.58%	12.63%	13.03%	15.18%	10.11%	7.69%	4.17%	14.39%	6.78%	9.72%	6.51%	17.46%	9.11%	16.31%	31.96%	9.14%	8.12%	11.29%	8.14%	7.99%	12.87%	7.93%	13.28%	18.81%	10.83%	13.65%	10.07%	2.70%	11.72%	10.57%	13.57%	13.38%	14.20%	10.50%	14.98%	10.96%	8.71%	15.89%	12.00%	11.96%	10.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1766	67	6	17	31	37	23	1	27	12	5	60	13	4	9	40	34	4	24	61	23	10	91	72	55	75	38	10	79	33	13	23	22	16	7	59	57	63	55	82	40	62	47	28	52	48	73	58					
		7.72%	9.45%	3.08%	6.97%	7.49%	14.62%	4.91%	1.32%	13.64%	2.52%	2.23%	5.19%	10.00%	5.56%	6.47%	6.61%	13.77%	1.86%	19.05%	7.22%	6.15%	4.57%	9.90%	7.21%	6.82%	9.54%	10.47%	5.85%	7.46%	12.18%	12.87%	6.55%	8.84%	10.74%	18.92%	7.52%	8.37%	7.70%	7.43%	11.76%	4.72%	9.48%	7.15%	4.35%	7.80%	7.68%	9.59%	9.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	176	5	0	2	2	3	1	0	0	14	0	10	0	0	0	2	0	0	2	4	2	2	9	12	7	13	6	1	8	3	1	2	1	1	1	7	10	10	4	2	6	6	1	2	5	2	6	1					
		0.77%	0.71%	0.00%	0.82%	0.48%	1.19%	0.21%	0.00%	0.00%	2.94%	0.00%	0.86%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.59%	0.47%	0.53%	0.91%	0.98%	1.20%	0.87%	1.65%	1.65%	0.58%	0.76%	1.11%	0.99%	0.57%	0.40%	0.67%	2.70%	0.89%	1.47%	1.22%	0.54%	0.29%	0.71%	0.92%	0.15%	0.31%	0.75%	0.32%	0.79%	0.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13029	399	115	135	243	120	322	53	104	319	158	832	94	58	87	377	139	101	66	466	193	108	502	543	485	418	183	83	645	155	51	183	134	89	20	402	383	385	397	381	499	340	398	389	370	348	429	328					
		56.98%	56.28%	58.97%	55.33%	58.70%	47.43%	68.80%	69.74%	52.53%	67.02%	70.54%	71.91%	72.31%	80.56%	62.59%	62.31%	56.28%	46.98%	52.38%	55.15%	51.60%	49.32%	54.62%	54.41%	60.17%	53.18%	50.41%	48.54%	60.91%	57.20%	50.50%	52.14%	53.82%	59.73%	54.05%	51.21%	56.24%	47.07%	53.65%	54.66%	58.84%	51.99%	60.58%	60.50%	55.47%	55.68%	56.37%	51.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	148	5	2	1	4	2	2	0	0	1	0	1	0	0	1	3	0	0	0	8	1	0	28	5	9	8	5	1	7	2	0	1	0	0	0	5	3	4	5	3	5	6	3	1	4	1	5	6					
		0.65%	0.71%	1.03%	0.41%	0.97%	0.79%	0.43%	0.00%	0.00%	0.21%	0.00%	0.09%	0.00%	0.00%	0.72%	0.50%	0.00%	0.00%	0.00%	0.95%	0.27%	0.00%	3.05%	0.50%	1.12%	1.02%	1.38%	0.58%	0.66%	0.74%	0.00%	0.28%	0.00%	0.00%	0.00%	0.64%	0.44%	0.49%	0.68%	0.43%	0.59%	0.92%	0.46%	0.16%	0.60%	0.16%	0.66%	0.93%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
