Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Спасская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1882	84	86	83	54	29	69	76	42	23	44	56	86	8	26	9	48	39	33	55	15	17	42	57	31	10	38	29	37	11	30	16	11	65	11	25	25	15	24	62	39	58	37	21	46	23	60	9	24	7	9	28					
		14.96%	19.44%	13.35%	17.66%	20.07%	10.70%	19.94%	14.67%	17.14%	13.45%	20.56%	19.65%	26.54%	8.70%	11.40%	5.66%	16.84%	15.23%	9.71%	19.50%	7.14%	6.59%	25.77%	11.45%	12.50%	11.11%	12.14%	20.42%	14.62%	9.73%	10.99%	8.00%	10.38%	21.81%	9.73%	19.08%	14.79%	23.44%	15.29%	11.68%	13.78%	23.02%	25.00%	13.46%	13.57%	10.31%	10.62%	18.00%	21.82%	16.28%	20.00%	13.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	152	5	8	1	3	3	8	14	2	4	2	4	2	1	0	4	4	6	3	6	0	0	3	9	4	2	6	1	4	0	7	2	2	3	0	0	1	2	2	6	3	2	1	2	3	3	0	1	0	0	0	3					
		1.21%	1.16%	1.24%	0.21%	1.12%	1.11%	2.31%	2.70%	0.82%	2.34%	0.93%	1.40%	0.62%	1.09%	0.00%	2.52%	1.40%	2.34%	0.88%	2.13%	0.00%	0.00%	1.84%	1.81%	1.61%	2.22%	1.92%	0.70%	1.58%	0.00%	2.56%	1.00%	1.89%	1.01%	0.00%	0.00%	0.59%	3.13%	1.27%	1.13%	1.06%	0.79%	0.68%	1.28%	0.88%	1.35%	0.00%	2.00%	0.00%	0.00%	0.00%	1.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2719	93	166	118	57	76	66	144	41	40	38	48	33	15	33	16	88	80	155	83	24	32	36	133	37	15	59	52	52	21	69	44	20	69	24	22	36	11	46	61	52	28	34	39	65	45	105	6	27	10	7	48					
		21.61%	21.53%	25.78%	25.11%	21.19%	28.04%	19.08%	27.80%	16.73%	23.39%	17.76%	16.84%	10.19%	16.30%	14.47%	10.06%	30.88%	31.25%	45.59%	29.43%	11.43%	12.40%	22.09%	26.71%	14.92%	16.67%	18.85%	36.62%	20.55%	18.58%	25.27%	22.00%	18.87%	23.15%	21.24%	16.79%	21.30%	17.19%	29.30%	11.49%	18.37%	11.11%	22.97%	25.00%	19.17%	20.18%	18.58%	12.00%	24.55%	23.26%	15.56%	22.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	271	18	24	10	10	11	8	15	3	2	2	1	6	1	1	2	6	3	4	4	0	2	7	18	3	0	7	1	4	2	6	2	5	4	12	0	2	2	2	12	8	8	0	2	10	5	10	0	1	0	0	5					
		2.15%	4.17%	3.73%	2.13%	3.72%	4.06%	2.31%	2.90%	1.22%	1.17%	0.93%	0.35%	1.85%	1.09%	0.44%	1.26%	2.11%	1.17%	1.18%	1.42%	0.00%	0.78%	4.29%	3.61%	1.21%	0.00%	2.24%	0.70%	1.58%	1.77%	2.20%	1.00%	4.72%	1.34%	10.62%	0.00%	1.18%	3.13%	1.27%	2.26%	2.83%	3.17%	0.00%	1.28%	2.95%	2.24%	1.77%	0.00%	0.91%	0.00%	0.00%	2.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5060	123	193	123	89	88	127	147	121	56	91	117	142	50	123	109	89	73	75	72	132	166	60	159	117	54	124	44	105	43	120	110	42	111	34	51	72	23	56	287	162	127	47	48	157	99	308	20	39	25	18	92					
		40.21%	28.47%	29.97%	26.17%	33.09%	32.47%	36.71%	28.38%	49.39%	32.75%	42.52%	41.05%	43.83%	54.35%	53.95%	68.55%	31.23%	28.52%	22.06%	25.53%	62.86%	64.34%	36.81%	31.93%	47.18%	60.00%	39.62%	30.99%	41.50%	38.05%	43.96%	55.00%	39.62%	37.25%	30.09%	38.93%	42.60%	35.94%	35.67%	54.05%	57.24%	50.40%	31.76%	30.77%	46.31%	44.39%	54.51%	40.00%	35.45%	58.14%	40.00%	44.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	67	7	8	3	1	1	0	0	1	2	1	3	2	1	3	1	2	0	1	0	0	1	0	4	1	1	3	0	2	0	0	3	0	2	0	0	1	0	0	3	1	1	1	1	3	0	2	0	0	0	0	0					
		0.53%	1.62%	1.24%	0.64%	0.37%	0.37%	0.00%	0.00%	0.41%	1.17%	0.47%	1.05%	0.62%	1.09%	1.32%	0.63%	0.70%	0.00%	0.29%	0.00%	0.00%	0.39%	0.00%	0.80%	0.40%	1.11%	0.96%	0.00%	0.79%	0.00%	0.00%	1.50%	0.00%	0.67%	0.00%	0.00%	0.59%	0.00%	0.00%	0.56%	0.35%	0.40%	0.68%	0.64%	0.88%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
