Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Спасская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912					
14	Число погашенных неиспользованных открепительных удостоверений	239	5	5	5	5	5	0	4	4	5	10	5	5	0	0	8	2	3	4	7	5	9	4	5	5	8	9	10	5	1	2	5	5	2	7	5	5	5	2	5	3	1	5	9	3	0	5	2	4	3	3	4	4	0	3	3	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	343	2	2	0	15	1	4	2	2	0	13	13	5	5	2	5	9	10	11	13	6	8	11	12	11	7	7	5	3	2	1	4	8	1	7	0	2	1	8	0	11	7	0	5	7	3	0	9	15	1	5	9	4	10	8	8	13	10					
		2.42%	1.89%	1.79%	0.00%	5.32%	1.18%	1.49%	0.65%	1.38%	0.00%	7.43%	8.72%	3.85%	3.97%	0.75%	1.95%	2.45%	2.60%	5.58%	4.04%	2.35%	2.26%	6.88%	2.44%	3.85%	2.56%	2.48%	2.11%	2.24%	0.75%	2.27%	3.03%	4.55%	0.65%	2.72%	0.00%	3.23%	1.89%	2.05%	0.00%	4.95%	3.50%	0.00%	1.56%	2.71%	1.82%	0.00%	3.73%	2.48%	0.41%	2.49%	1.86%	1.20%	1.45%	1.39%	2.34%	2.15%	1.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	63	0	0	1	1	3	2	0	0	0	0	0	0	0	3	0	2	1	1	2	1	0	0	4	2	4	1	1	0	0	1	1	1	3	0	0	0	0	0	1	1	3	0	1	1	1	0	0	1	0	0	1	2	3	2	0	8	3					
		0.44%	0.00%	0.00%	1.79%	0.35%	3.53%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.54%	0.26%	0.51%	0.62%	0.39%	0.00%	0.00%	0.81%	0.70%	1.47%	0.35%	0.42%	0.00%	0.00%	2.27%	0.76%	0.57%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.45%	1.50%	0.00%	0.31%	0.39%	0.61%	0.00%	0.00%	0.17%	0.00%	0.00%	0.21%	0.60%	0.44%	0.35%	0.00%	1.32%	0.53%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.69%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.31%	0.39%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.57%	0.65%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.61%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.17%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1853	11	14	5	39	7	32	15	12	9	7	27	17	30	27	16	69	107	35	57	20	30	24	74	27	31	50	25	17	60	1	14	34	33	32	4	2	9	36	11	19	32	10	44	12	13	4	40	78	16	19	60	46	87	82	57	62	102					
		13.08%	10.38%	12.50%	8.93%	13.83%	8.24%	11.94%	4.89%	8.28%	15.52%	4.00%	18.12%	13.08%	23.81%	10.15%	6.25%	18.80%	27.86%	17.77%	17.70%	7.84%	8.47%	15.00%	15.07%	9.44%	11.36%	17.73%	10.55%	12.69%	22.47%	2.27%	10.61%	19.32%	21.57%	12.45%	7.02%	3.23%	16.98%	9.23%	10.19%	8.56%	16.00%	9.43%	13.75%	4.65%	7.88%	8.16%	16.60%	12.89%	6.53%	9.45%	12.42%	13.86%	12.63%	14.24%	16.67%	10.25%	18.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	90	0	15	6	1	0	0	11	1	0	4	0	0	0	0	4	2	1	0	1	0	0	3	1	0	1	7	0	0	0	0	1	0	0	1	0	0	0	3	0	3	1	0	1	1	0	0	0	5	0	3	3	1	4	0	0	3	2					
		0.64%	0.00%	13.39%	10.71%	0.35%	0.00%	0.00%	3.58%	0.69%	0.00%	2.29%	0.00%	0.00%	0.00%	0.00%	1.56%	0.54%	0.26%	0.00%	0.31%	0.00%	0.00%	1.88%	0.20%	0.00%	0.37%	2.48%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.77%	0.00%	1.35%	0.50%	0.00%	0.31%	0.39%	0.00%	0.00%	0.00%	0.83%	0.00%	1.49%	0.62%	0.30%	0.58%	0.00%	0.00%	0.50%	0.35%					
23	6.Политическая партия «Партия социальной справедливости»	28	1	1	0	1	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	5	0	0	2	0					
		0.20%	0.94%	0.89%	0.00%	0.35%	1.18%	0.00%	0.98%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.20%	0.70%	0.37%	0.71%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.63%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.33%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1310	10	7	6	27	9	33	33	19	4	17	21	14	9	22	30	40	40	21	25	7	23	17	41	27	16	16	8	6	49	3	10	11	19	19	2	6	7	21	5	24	15	7	26	30	7	2	19	50	6	17	62	31	74	68	36	91	45					
		9.25%	9.43%	6.25%	10.71%	9.57%	10.59%	12.31%	10.75%	13.10%	6.90%	9.71%	14.09%	10.77%	7.14%	8.27%	11.72%	10.90%	10.42%	10.66%	7.76%	2.75%	6.50%	10.63%	8.35%	9.44%	5.86%	5.67%	3.38%	4.48%	18.35%	6.82%	7.58%	6.25%	12.42%	7.39%	3.51%	9.68%	13.21%	5.38%	4.63%	10.81%	7.50%	6.60%	8.13%	11.63%	4.24%	4.08%	7.88%	8.26%	2.45%	8.46%	12.84%	9.34%	10.74%	11.81%	10.53%	15.04%	7.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2104	15	12	12	16	7	28	33	25	17	39	19	14	21	55	14	45	58	37	54	31	43	13	59	35	29	40	42	47	20	11	27	14	21	16	13	13	13	47	12	28	41	21	14	50	19	10	20	72	12	28	100	57	146	129	65	106	119					
		14.85%	14.15%	10.71%	21.43%	5.67%	8.24%	10.45%	10.75%	17.24%	29.31%	22.29%	12.75%	10.77%	16.67%	20.68%	5.47%	12.26%	15.10%	18.78%	16.77%	12.16%	12.15%	8.13%	12.02%	12.24%	10.62%	14.18%	17.72%	35.07%	7.49%	25.00%	20.45%	7.95%	13.73%	6.23%	22.81%	20.97%	24.53%	12.05%	11.11%	12.61%	20.50%	19.81%	4.38%	19.38%	11.52%	20.41%	8.30%	11.90%	4.90%	13.93%	20.70%	17.17%	21.19%	22.40%	19.01%	17.52%	21.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	130	1	1	1	6	1	3	2	1	1	0	0	2	0	2	0	2	4	2	4	4	4	2	6	3	2	2	1	0	3	0	1	1	2	3	0	2	0	10	0	4	3	0	0	2	2	0	2	2	2	1	8	4	5	2	1	8	5					
		0.92%	0.94%	0.89%	1.79%	2.13%	1.18%	1.12%	0.65%	0.69%	1.72%	0.00%	0.00%	1.54%	0.00%	0.75%	0.00%	0.54%	1.04%	1.02%	1.24%	1.57%	1.13%	1.25%	1.22%	1.05%	0.73%	0.71%	0.42%	0.00%	1.12%	0.00%	0.76%	0.57%	1.31%	1.17%	0.00%	3.23%	0.00%	2.56%	0.00%	1.80%	1.50%	0.00%	0.00%	0.78%	1.21%	0.00%	0.83%	0.33%	0.82%	0.50%	1.66%	1.20%	0.73%	0.35%	0.29%	1.32%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8010	66	58	25	175	50	164	205	82	27	93	66	78	61	151	186	189	157	86	164	185	243	86	278	175	179	151	149	60	126	27	59	102	72	176	37	37	23	261	78	128	94	68	220	152	117	31	148	378	205	127	228	179	340	273	162	306	267					
		56.54%	62.26%	51.79%	44.64%	62.06%	58.82%	61.19%	66.78%	56.55%	46.55%	53.14%	44.30%	60.00%	48.41%	56.77%	72.66%	51.50%	40.89%	43.65%	50.93%	72.55%	68.64%	53.75%	56.62%	61.19%	65.57%	53.55%	62.87%	44.78%	47.19%	61.36%	44.70%	57.95%	47.06%	68.48%	64.91%	59.68%	43.40%	66.92%	72.22%	57.66%	47.00%	64.15%	68.75%	58.91%	70.91%	63.27%	61.41%	62.48%	83.67%	63.18%	47.20%	53.92%	49.35%	47.40%	47.37%	50.58%	47.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	117	0	0	0	0	3	2	0	0	0	1	1	0	0	2	0	4	0	1	0	0	1	3	6	2	0	0	4	0	2	0	14	2	1	2	1	0	0	2	1	1	1	0	4	0	0	1	0	4	2	1	7	5	5	8	13	3	7					
		0.83%	0.00%	0.00%	0.00%	0.00%	3.53%	0.75%	0.00%	0.00%	0.00%	0.57%	0.67%	0.00%	0.00%	0.75%	0.00%	1.09%	0.00%	0.51%	0.00%	0.00%	0.28%	1.88%	1.22%	0.70%	0.00%	0.00%	1.69%	0.00%	0.75%	0.00%	10.61%	1.14%	0.65%	0.78%	1.75%	0.00%	0.00%	0.51%	0.93%	0.45%	0.50%	0.00%	1.25%	0.00%	0.00%	2.04%	0.00%	0.66%	0.82%	0.50%	1.45%	1.51%	0.73%	1.39%	3.80%	0.50%	1.24%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
