9	Число недействительных избирательных бюллетеней	1089	19	14	16	16	16	17	16	8	25	23	17	17	22	14	23	14	10	21	12	16	20	19	14	12	19	16	16	19	30	16	17	16	15	10	2	11	25	11	1	12	14	12	6	14	3	7	8	17	11	11	11	15	20	9	16	15	27	15	10	18	14	17	22	8	19	18	7	14	17	11	17	17	9	3									
10	Число действительных избирательных бюллетеней	98166	1570	1594	1479	1148	1699	1579	1339	878	1626	1588	829	1553	1659	1547	1715	963	1219	1609	1471	1711	1505	1152	1195	1143	1186	1508	833	1557	1864	1585	1302	1052	1015	1221	182	1611	1265	1132	340	1084	1090	774	601	1359	613	1414	1496	2164	853	1558	1313	1316	1601	966	1452	1568	1591	1547	1277	1785	1623	1666	1591	1629	1370	1525	1418	1442	1472	1798	898	1276	1270	342									
11	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																					
13	Бабурин Сергей Николаевич	791	14	13	11	11	11	13	19	5	17	9	3	25	13	24	22	6	10	8	16	12	23	11	9	13	15	15	3	11	17	15	8	16	15	8	2	16	17	6	3	6	5	7	8	15	5	12	4	18	4	6	9	8	11	8	5	8	11	14	5	8	17	12	9	11	6	6	16	9	6	5	4	9	12	7									
		0.80%	0.88%	0.81%	0.74%	0.95%	0.64%	0.81%	1.40%	0.56%	1.03%	0.56%	0.35%	1.59%	0.77%	1.54%	1.27%	0.61%	0.81%	0.49%	1.08%	0.69%	1.51%	0.94%	0.74%	1.13%	1.24%	0.98%	0.35%	0.70%	0.90%	0.94%	0.61%	1.50%	1.46%	0.65%	1.09%	0.99%	1.32%	0.52%	0.88%	0.55%	0.45%	0.89%	1.32%	1.09%	0.81%	0.84%	0.27%	0.83%	0.46%	0.38%	0.68%	0.60%	0.68%	0.82%	0.34%	0.51%	0.68%	0.90%	0.39%	0.44%	1.04%	0.71%	0.56%	0.67%	0.43%	0.39%	1.12%	0.62%	0.40%	0.28%	0.44%	0.70%	0.94%	2.03%									
14	Грудинин Павел Николаевич	9678	146	135	123	119	183	131	140	95	159	162	69	138	175	144	162	100	135	174	163	180	153	110	116	124	125	139	65	137	241	181	151	109	127	101	5	143	121	112	13	100	102	68	48	125	66	124	148	242	77	182	137	121	189	70	143	156	145	152	92	133	139	193	169	190	143	168	122	159	141	179	65	146	112	26									
		9.75%	9.19%	8.40%	8.23%	10.22%	10.67%	8.21%	10.33%	10.72%	9.63%	10.06%	8.16%	8.79%	10.41%	9.22%	9.32%	10.24%	10.98%	10.67%	10.99%	10.42%	10.03%	9.39%	9.59%	10.74%	10.37%	9.12%	7.66%	8.69%	12.72%	11.31%	11.45%	10.21%	12.33%	8.20%	2.72%	8.82%	9.38%	9.80%	3.81%	9.12%	9.24%	8.65%	7.91%	9.10%	10.71%	8.73%	9.84%	11.10%	8.91%	11.60%	10.35%	9.09%	11.66%	7.18%	9.74%	9.85%	8.96%	9.73%	7.15%	7.38%	8.49%	11.47%	10.48%	11.61%	10.30%	10.89%	8.56%	10.92%	9.47%	9.89%	7.10%	11.29%	8.76%	7.54%									
15	Жириновский Владимир Вольфович	4268	74	54	54	40	69	64	41	37	65	59	33	69	58	75	67	31	42	52	63	76	41	37	64	31	50	51	32	68	54	51	96	42	35	67	1	53	61	51	11	31	59	42	37	51	17	67	75	99	54	67	44	52	79	31	80	81	83	83	65	82	56	38	93	112	85	92	57	79	107	81	48	54	58	10									
		4.30%	4.66%	3.36%	3.61%	3.44%	4.02%	4.01%	3.03%	4.18%	3.94%	3.66%	3.90%	4.39%	3.45%	4.80%	3.86%	3.17%	3.42%	3.19%	4.25%	4.40%	2.69%	3.16%	5.29%	2.68%	4.15%	3.35%	3.77%	4.31%	2.85%	3.19%	7.28%	3.93%	3.40%	5.44%	0.54%	3.27%	4.73%	4.46%	3.23%	2.83%	5.34%	5.34%	6.10%	3.71%	2.76%	4.71%	4.99%	4.54%	6.25%	4.27%	3.32%	3.91%	4.87%	3.18%	5.45%	5.12%	5.13%	5.31%	5.05%	4.55%	3.42%	2.26%	5.77%	6.84%	6.12%	5.96%	4.00%	5.43%	7.19%	4.48%	5.25%	4.18%	4.53%	2.90%									
16	Путин Владимир Владимирович	76346	1189	1251	1181	902	1272	1269	1039	659	1234	1214	657	1182	1253	1142	1314	751	930	1208	1091	1272	1151	906	939	892	902	1186	666	1242	1318	1250	983	797	782	979	165	1245	949	861	302	868	834	615	476	1063	461	1119	1162	1628	659	1185	1039	1089	1222	769	1163	1253	1273	1225	1068	1489	1324	1255	1226	1217	1073	1183	1129	1118	1146	1462	743	970	1026	289									
		76.92%	74.83%	77.80%	78.99%	77.49%	74.17%	79.51%	76.68%	74.38%	74.74%	75.36%	77.66%	75.29%	74.54%	73.16%	75.60%	76.87%	75.67%	74.11%	73.57%	73.65%	75.48%	77.37%	77.67%	77.23%	74.85%	77.82%	78.45%	78.81%	69.59%	78.08%	74.53%	74.63%	75.92%	79.53%	89.67%	76.76%	73.57%	75.33%	88.56%	79.20%	75.54%	78.24%	78.42%	77.42%	74.84%	78.75%	77.26%	74.64%	76.27%	75.53%	78.47%	81.82%	75.39%	78.87%	79.22%	79.15%	78.68%	78.43%	82.98%	82.58%	80.88%	74.57%	76.01%	74.34%	77.25%	76.67%	79.23%	76.79%	76.96%	80.82%	81.20%	75.02%	80.22%	83.77%									
17	Собчак Ксения Анатольевна	3112	59	51	46	28	75	51	46	31	65	53	38	62	70	61	62	35	37	75	54	72	67	25	35	32	36	52	29	41	115	43	31	47	19	28	4	55	41	54	3	35	33	15	17	33	35	40	60	84	30	61	32	24	43	47	30	35	38	25	20	41	36	80	43	52	33	31	41	41	28	28	19	46	25	3									
		3.14%	3.71%	3.17%	3.08%	2.41%	4.37%	3.20%	3.39%	3.50%	3.94%	3.29%	4.49%	3.95%	4.16%	3.91%	3.57%	3.58%	3.01%	4.60%	3.64%	4.17%	4.39%	2.13%	2.89%	2.77%	2.99%	3.41%	3.42%	2.60%	6.07%	2.69%	2.35%	4.40%	1.84%	2.27%	2.17%	3.39%	3.18%	4.72%	0.88%	3.19%	2.99%	1.91%	2.80%	2.40%	5.68%	2.81%	3.99%	3.85%	3.47%	3.89%	2.42%	1.80%	2.65%	4.82%	2.04%	2.21%	2.35%	1.60%	1.55%	2.27%	2.20%	4.75%	2.67%	3.18%	2.38%	2.01%	2.88%	2.82%	1.88%	1.55%	2.08%	3.56%	1.95%	0.87%									
18	Сурайкин Максим Александрович	598	18	16	7	10	8	6	9	8	7	20	1	12	15	13	7	7	14	6	9	11	8	7	2	10	7	13	5	10	10	3	6	11	9	8	1	13	6	9	6	4	10	8	8	9	4	13	7	16	7	6	13	6	7	3	6	2	7	9	8	6	1	3	13	5	6	5	9	7	10	13	2	8	7	2									
		0.60%	1.13%	0.99%	0.47%	0.86%	0.47%	0.38%	0.66%	0.90%	0.42%	1.24%	0.12%	0.76%	0.89%	0.83%	0.40%	0.72%	1.14%	0.37%	0.61%	0.64%	0.52%	0.60%	0.17%	0.87%	0.58%	0.85%	0.59%	0.63%	0.53%	0.19%	0.45%	1.03%	0.87%	0.65%	0.54%	0.80%	0.47%	0.79%	1.76%	0.36%	0.91%	1.02%	1.32%	0.66%	0.65%	0.91%	0.47%	0.73%	0.81%	0.38%	0.98%	0.45%	0.43%	0.31%	0.41%	0.13%	0.43%	0.58%	0.62%	0.33%	0.06%	0.18%	0.81%	0.31%	0.43%	0.32%	0.63%	0.48%	0.67%	0.72%	0.22%	0.62%	0.55%	0.58%									
19	Титов Борис Юрьевич	1368	31	34	20	15	28	17	19	22	28	31	5	27	26	29	29	22	20	33	28	38	25	20	14	22	11	17	17	22	45	19	5	14	12	11	1	30	31	17	0	10	15	14	3	29	14	14	13	35	12	21	12	4	20	18	11	10	17	19	6	10	20	35	18	22	12	12	17	15	15	17	9	19	14	1									
		1.38%	1.95%	2.11%	1.34%	1.29%	1.63%	1.07%	1.40%	2.48%	1.70%	1.92%	0.59%	1.72%	1.55%	1.86%	1.67%	2.25%	1.63%	2.02%	1.89%	2.20%	1.64%	1.71%	1.16%	1.90%	0.91%	1.12%	2.00%	1.40%	2.38%	1.19%	0.38%	1.31%	1.17%	0.89%	0.54%	1.85%	2.40%	1.49%	0.00%	0.91%	1.36%	1.78%	0.49%	2.11%	2.27%	0.99%	0.86%	1.60%	1.39%	1.34%	0.91%	0.30%	1.23%	1.85%	0.75%	0.63%	1.05%	1.22%	0.47%	0.55%	1.22%	2.08%	1.12%	1.34%	0.86%	0.78%	1.19%	1.03%	1.01%	0.94%	0.98%	1.47%	1.09%	0.29%									
20	Явлинский Григорий Алексеевич	2005	39	40	37	23	53	28	26	21	51	40	23	38	49	59	52	11	31	53	47	50	37	36	16	19	40	35	16	26	64	23	22	16	16	19	3	56	39	22	2	30	32	5	4	34	11	25	27	42	10	30	27	12	30	20	14	23	17	20	13	16	30	50	20	20	12	28	27	14	19	13	8	24	16	4									
		2.02%	2.45%	2.49%	2.47%	1.98%	3.09%	1.75%	1.92%	2.37%	3.09%	2.48%	2.72%	2.42%	2.91%	3.78%	2.99%	1.13%	2.52%	3.25%	3.17%	2.90%	2.43%	3.07%	1.32%	1.65%	3.32%	2.30%	1.88%	1.65%	3.38%	1.44%	1.67%	1.50%	1.55%	1.54%	1.63%	3.45%	3.02%	1.92%	0.59%	2.74%	2.90%	0.64%	0.66%	2.48%	1.79%	1.76%	1.80%	1.93%	1.16%	1.91%	2.04%	0.90%	1.85%	2.05%	0.95%	1.45%	1.05%	1.28%	1.01%	0.89%	1.83%	2.97%	1.24%	1.22%	0.86%	1.81%	1.89%	0.96%	1.28%	0.72%	0.87%	1.86%	1.25%	1.16%									
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
