Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Чусовская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
		15.16%	16.07%	12.59%	13.79%	14.40%	13.99%	8.75%	14.50%	16.61%	13.21%	10.93%	13.33%	14.40%	18.35%	16.05%	18.04%	19.05%	18.84%	16.67%	15.46%	15.01%	16.71%	16.48%	18.59%	17.99%	18.23%	16.30%	15.84%	9.97%	11.37%	9.80%	12.00%	13.43%	12.50%	13.60%	12.12%	11.39%	7.67%	9.38%	7.14%	8.53%	14.15%	16.26%	15.47%	10.96%	22.55%	13.33%	14.74%	14.97%	10.72%	10.77%	10.16%	11.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5534	66	79	150	107	221	53	74	141	121	148	59	214	158	225	219	235	108	232	162	218	268	185	248	38	40	231	57	79	112	18	27	28	42	41	61	21	53	122	34	98	12	46	89	6	19	35	190	63	114	22	128	17					
		18.41%	14.73%	18.76%	24.92%	20.82%	23.44%	22.08%	18.18%	23.90%	12.99%	19.73%	20.70%	16.14%	17.58%	19.00%	15.87%	15.49%	14.23%	14.01%	17.27%	16.78%	17.03%	14.45%	17.14%	20.11%	20.83%	18.02%	14.81%	23.17%	20.22%	17.65%	27.00%	20.90%	20.19%	16.40%	20.54%	26.58%	15.63%	27.92%	20.24%	33.45%	11.32%	22.66%	18.86%	8.22%	18.63%	25.93%	23.93%	20.06%	28.43%	33.85%	25.00%	12.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	318	1	1	11	2	13	1	4	6	12	6	5	15	11	10	16	15	8	17	5	10	15	15	10	2	6	14	3	4	5	2	9	0	2	0	5	1	2	2	2	2	2	2	8	1	0	1	11	8	3	2	8	2					
		1.06%	0.22%	0.24%	1.83%	0.39%	1.38%	0.42%	0.98%	1.02%	1.29%	0.80%	1.75%	1.13%	1.22%	0.84%	1.16%	0.99%	1.05%	1.03%	0.53%	0.77%	0.95%	1.17%	0.69%	1.06%	3.13%	1.09%	0.78%	1.17%	0.90%	1.96%	9.00%	0.00%	0.96%	0.00%	1.68%	1.27%	0.59%	0.46%	1.19%	0.68%	1.89%	0.99%	1.69%	1.37%	0.00%	0.74%	1.39%	2.55%	0.75%	3.08%	1.56%	1.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4176	51	58	72	66	131	26	51	46	157	86	30	184	93	197	192	207	93	231	141	198	231	169	250	28	25	198	50	46	67	17	0	12	18	33	50	8	73	84	17	40	13	26	71	4	9	18	87	38	39	6	124	15					
		13.90%	11.38%	13.78%	11.96%	12.84%	13.89%	10.83%	12.53%	7.80%	16.86%	11.47%	10.53%	13.88%	10.34%	16.64%	13.91%	13.65%	12.25%	13.95%	15.03%	15.24%	14.68%	13.20%	17.28%	14.81%	13.02%	15.44%	12.99%	13.49%	12.09%	16.67%	0.00%	8.96%	8.65%	13.20%	16.84%	10.13%	21.53%	19.22%	10.12%	13.65%	12.26%	12.81%	15.04%	5.48%	8.82%	13.33%	10.96%	12.10%	9.73%	9.23%	24.22%	11.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	673	10	3	12	7	17	7	7	7	24	14	4	32	26	30	31	41	14	46	32	28	33	43	47	3	2	22	15	6	6	0	0	3	4	6	10	2	6	3	0	4	1	10	8	1	2	2	20	0	8	0	11	3					
		2.24%	2.23%	0.71%	1.99%	1.36%	1.80%	2.92%	1.72%	1.19%	2.58%	1.87%	1.40%	2.41%	2.89%	2.53%	2.25%	2.70%	1.84%	2.78%	3.41%	2.16%	2.10%	3.36%	3.25%	1.59%	1.04%	1.72%	3.90%	1.76%	1.08%	0.00%	0.00%	2.24%	1.92%	2.40%	3.37%	2.53%	1.77%	0.69%	0.00%	1.37%	0.94%	4.93%	1.69%	1.37%	1.96%	1.48%	2.52%	0.00%	1.99%	0.00%	2.15%	2.21%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14014	239	218	251	249	407	126	205	276	473	395	144	655	416	504	627	699	374	820	427	614	717	613	594	79	83	574	189	162	289	54	51	67	111	127	123	35	173	174	100	117	62	84	208	51	48	60	337	145	187	27	175	79					
		46.63%	53.35%	51.78%	41.69%	48.44%	43.16%	52.50%	50.37%	46.78%	50.81%	52.67%	50.53%	49.40%	46.27%	42.57%	45.43%	46.08%	49.28%	49.52%	45.52%	47.27%	45.55%	47.89%	41.05%	41.80%	43.23%	44.77%	49.09%	47.51%	52.17%	52.94%	51.00%	50.00%	53.37%	50.80%	41.41%	44.30%	51.03%	39.82%	59.52%	39.93%	58.49%	41.38%	44.07%	69.86%	47.06%	44.44%	42.44%	46.18%	46.63%	41.54%	34.18%	58.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	161	0	2	3	1	5	1	3	5	8	2	0	11	4	4	9	5	4	6	5	2	14	13	9	2	1	6	4	1	2	1	0	0	1	2	3	2	2	4	1	1	0	0	1	1	0	0	4	0	4	0	2	0					
		0.54%	0.00%	0.48%	0.50%	0.19%	0.53%	0.42%	0.74%	0.85%	0.86%	0.27%	0.00%	0.83%	0.44%	0.34%	0.65%	0.33%	0.53%	0.36%	0.53%	0.15%	0.89%	1.02%	0.62%	1.06%	0.52%	0.47%	1.04%	0.29%	0.36%	0.98%	0.00%	0.00%	0.48%	0.80%	1.01%	2.53%	0.59%	0.92%	0.60%	0.34%	0.00%	0.00%	0.21%	1.37%	0.00%	0.00%	0.50%	0.00%	0.99%	0.00%	0.39%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
