Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Мантуровская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	168	19	25	11	14	20	14	18	16	15	16					
		2.27%	2.33%	3.09%	1.69%	1.95%	2.53%	2.16%	2.63%	1.99%	1.88%	2.35%					
30	"13. ""Демократическая партия России"""	29	2	1	3	1	3	4	2	6	4	3					
		0.39%	0.24%	0.12%	0.46%	0.13%	0.37%	0.61%	0.29%	0.74%	0.50%	0.44%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	0	0	1	1	4	0	1	1	0	0					
		0.10%	0.0%	0.0%	0.15%	0.13%	0.50%	0.0%	0.14%	0.12%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	5	0	1	0	2	0	2	0	0	0	0					
		0.06%	0.0%	0.12%	0.0%	0.27%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	579	56	69	56	56	58	48	54	62	57	63					
		7.83%	6.87%	8.55%	8.61%	7.83%	7.34%	7.41%	7.89%	7.71%	7.15%	9.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	0	6	0	0	0	3	1	1	5	1					
		0.23%	0.0%	0.74%	0.0%	0.0%	0.0%	0.46%	0.14%	0.12%	0.62%	0.14%					
35	"18. ""ЛДПР"""	882	87	102	69	79	99	85	75	116	99	71					
		11.93%	10.68%	12.63%	10.61%	11.04%	12.53%	13.13%	10.96%	14.42%	12.42%	10.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	197	17	26	13	13	23	18	20	27	27	13					
		2.66%	2.08%	3.22%	2.0%	1.81%	2.91%	2.78%	2.92%	3.35%	3.38%	1.91%					
37	"20. ""Политическая партия ""Единая Россия"""	2606	265	272	243	293	245	257	241	266	270	254					
		35.27%	32.55%	33.70%	37.38%	40.97%	31.01%	39.72%	35.23%	33.08%	33.87%	37.40%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	3	0	2	0	0	3	0	2	3	2					
		0.20%	0.36%	0.0%	0.30%	0.0%	0.0%	0.46%	0.0%	0.24%	0.37%	0.29%					
39	"22. ""Развитие предпринимательства"""	16	1	1	0	2	1	1	2	4	3	1					
		0.21%	0.12%	0.12%	0.0%	0.27%	0.12%	0.15%	0.29%	0.49%	0.37%	0.14%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1513	194	121	134	139	201	103	140	177	182	122					
		20.48%	23.83%	14.99%	20.61%	19.44%	25.44%	15.91%	20.46%	22.01%	22.83%	17.96%					
																	
41	Против всех	168	14	33	11	6	13	12	13	21	26	19					
		2.27%	1.71%	4.08%	1.69%	0.83%	1.64%	1.85%	1.90%	2.61%	3.26%	2.79%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
