Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Романовская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1379	125	97	119	46	137	56	65	16	29	20	146	199	153	97	74					
		16.19%	17.88%	30.50%	17.63%	12.23%	22.50%	16.14%	28.26%	14.04%	15.68%	8.26%	13.11%	16.14%	16.09%	11.33%	13.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	133	34	4	12	6	2	19	1	4	1	4	12	16	6	3	9					
		1.56%	4.86%	1.26%	1.78%	1.60%	0.33%	5.48%	0.43%	3.51%	0.54%	1.65%	1.08%	1.30%	0.63%	0.35%	1.58%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	1	2	2	1	2	0	0	0	1	3	2	0	0	3					
		0.20%	0.00%	0.31%	0.30%	0.53%	0.16%	0.58%	0.00%	0.00%	0.00%	0.41%	0.27%	0.16%	0.00%	0.00%	0.53%					
24	7.Политическая партия «Либерально-демократическая партия России»	778	76	36	44	28	45	19	18	18	23	51	87	87	79	118	49					
		9.13%	10.87%	11.32%	6.52%	7.45%	7.39%	5.48%	7.83%	15.79%	12.43%	21.07%	7.81%	7.06%	8.31%	13.79%	8.63%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	419	35	10	25	12	24	10	12	5	5	19	68	83	46	45	20					
		4.92%	5.01%	3.14%	3.70%	3.19%	3.94%	2.88%	5.22%	4.39%	2.70%	7.85%	6.10%	6.73%	4.84%	5.26%	3.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	50	5	2	4	3	4	0	4	1	3	4	4	3	9	3	1					
		0.59%	0.72%	0.63%	0.59%	0.80%	0.66%	0.00%	1.74%	0.88%	1.62%	1.65%	0.36%	0.24%	0.95%	0.35%	0.18%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4440	339	118	350	223	299	162	101	64	107	113	621	676	528	458	281					
		52.13%	48.50%	37.11%	51.85%	59.31%	49.10%	46.69%	43.91%	56.14%	57.84%	46.69%	55.75%	54.83%	55.52%	53.50%	49.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	1	1	1	0	0	0	0	2	2	0	6	3	7	1	0					
		0.28%	0.14%	0.31%	0.15%	0.00%	0.00%	0.00%	0.00%	1.75%	1.08%	0.00%	0.54%	0.24%	0.74%	0.12%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
