Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
"Наименование Избирательной комиссии:    Иваново, Ленинская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
19	2.Всероссийская политическая партия «Гражданская Сила»	1319	16	31	33	43	26	33	30	18	29	22	15	23	22	32	21	19	13	40	21	38	36	20	23	16	11	34	31	12	22	14	14	12	26	11	26	22	17	25	23	27	19	20	16	11	12	12	32	23	18	24	10	26	22	31	20	38	16	22					
		1.94%	3.46%	3.00%	3.04%	3.15%	2.58%	3.19%	3.16%	2.13%	2.64%	1.76%	1.82%	2.36%	2.36%	3.18%	1.92%	2.20%	2.13%	2.61%	1.60%	2.89%	2.75%	1.91%	2.94%	1.26%	0.99%	2.31%	1.83%	1.16%	1.91%	1.28%	1.24%	0.90%	1.81%	1.28%	2.01%	1.47%	1.58%	1.89%	1.92%	2.12%	1.62%	1.44%	1.62%	1.13%	0.82%	1.06%	3.01%	1.62%	1.19%	1.65%	0.97%	2.25%	2.07%	2.49%	1.39%	2.33%	1.14%	1.58%					
20	3.Политическая партия «Демократическая партия России»	75	1	3	1	4	1	0	1	4	1	1	2	2	0	0	1	0	0	1	2	5	1	1	1	0	2	1	3	1	2	0	0	0	0	0	1	8	1	2	0	0	1	1	1	0	1	1	1	1	1	0	1	1	2	2	1	0	4	2					
		0.11%	0.22%	0.29%	0.09%	0.29%	0.10%	0.00%	0.11%	0.47%	0.09%	0.08%	0.24%	0.21%	0.00%	0.00%	0.09%	0.00%	0.00%	0.07%	0.15%	0.38%	0.08%	0.10%	0.13%	0.00%	0.18%	0.07%	0.18%	0.10%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.53%	0.09%	0.15%	0.00%	0.00%	0.09%	0.07%	0.10%	0.00%	0.07%	0.09%	0.09%	0.07%	0.07%	0.00%	0.10%	0.09%	0.19%	0.16%	0.07%	0.00%	0.29%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8233	68	120	76	271	108	154	105	120	111	143	73	90	97	96	108	94	55	170	153	162	168	92	94	193	150	236	194	136	128	155	173	148	213	84	149	166	125	158	135	135	137	205	139	138	184	143	125	191	204	174	136	136	114	115	152	185	208	141					
		12.13%	14.72%	11.63%	6.99%	19.88%	10.74%	14.91%	11.08%	14.17%	10.09%	11.44%	8.86%	9.24%	10.42%	9.55%	9.90%	10.88%	9.03%	11.10%	11.66%	12.33%	12.85%	8.80%	12.02%	15.20%	13.60%	16.02%	11.47%	13.14%	11.10%	14.14%	15.35%	11.10%	14.83%	9.77%	11.53%	11.06%	11.63%	11.93%	11.24%	10.59%	11.66%	14.74%	14.08%	14.15%	12.56%	12.64%	11.75%	13.41%	13.44%	11.96%	13.23%	11.76%	10.74%	9.25%	10.57%	11.35%	14.87%	10.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1039	12	8	19	23	19	17	18	13	22	21	19	21	36	20	14	12	7	17	20	18	20	16	6	12	13	19	17	9	23	23	21	14	17	7	13	23	17	18	11	22	33	23	25	10	14	15	16	9	13	22	15	18	17	35	38	20	15	24					
		1.53%	2.60%	0.78%	1.75%	1.69%	1.89%	1.65%	1.90%	1.53%	2.00%	1.68%	2.31%	2.16%	3.87%	1.99%	1.28%	1.39%	1.15%	1.11%	1.52%	1.37%	1.53%	1.53%	0.77%	0.94%	1.18%	1.29%	1.01%	0.87%	1.99%	2.10%	1.86%	1.05%	1.18%	0.81%	1.01%	1.53%	1.58%	1.36%	0.92%	1.73%	2.81%	1.65%	2.53%	1.03%	0.96%	1.33%	1.50%	0.63%	0.86%	1.51%	1.46%	1.56%	1.60%	2.82%	2.64%	1.23%	1.07%	1.72%					
23	6.Политическая партия «Партия социальной справедливости»	226	2	8	5	5	9	2	5	1	4	1	3	7	4	2	3	2	6	4	4	4	7	6	1	7	5	8	1	3	3	4	2	1	3	1	6	5	2	4	0	3	5	7	3	0	5	1	6	3	2	5	3	7	2	6	4	4	6	4					
		0.33%	0.43%	0.78%	0.46%	0.37%	0.89%	0.19%	0.53%	0.12%	0.36%	0.08%	0.36%	0.72%	0.43%	0.20%	0.27%	0.23%	0.99%	0.26%	0.30%	0.30%	0.54%	0.57%	0.13%	0.55%	0.45%	0.54%	0.06%	0.29%	0.26%	0.36%	0.18%	0.08%	0.21%	0.12%	0.46%	0.33%	0.19%	0.30%	0.00%	0.24%	0.43%	0.50%	0.30%	0.00%	0.34%	0.09%	0.56%	0.21%	0.13%	0.34%	0.29%	0.61%	0.19%	0.48%	0.28%	0.25%	0.43%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	6959	54	105	142	106	97	86	87	94	118	128	82	96	105	113	123	90	72	166	133	107	123	110	79	129	113	131	186	93	119	110	109	181	156	113	126	160	97	139	118	143	105	144	93	93	126	132	119	148	141	144	94	109	105	129	151	174	141	172					
		10.25%	11.69%	10.17%	13.08%	7.78%	9.64%	8.33%	9.18%	11.10%	10.73%	10.24%	9.95%	9.86%	11.28%	11.24%	11.27%	10.42%	11.82%	10.84%	10.14%	8.14%	9.41%	10.52%	10.10%	10.16%	10.24%	8.89%	10.99%	8.99%	10.32%	10.04%	9.67%	13.58%	10.86%	13.14%	9.75%	10.66%	9.02%	10.50%	9.83%	11.22%	8.94%	10.35%	9.42%	9.54%	8.60%	11.67%	11.18%	10.39%	9.29%	9.90%	9.14%	9.43%	9.90%	10.38%	10.50%	10.67%	10.08%	12.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5017	40	79	66	114	77	76	61	68	91	113	96	87	78	107	99	75	53	105	87	112	97	76	73	100	72	91	123	65	83	80	72	79	97	55	89	112	56	94	91	94	90	85	74	81	95	62	63	90	123	136	84	88	95	102	79	94	104	89					
		7.39%	8.66%	7.66%	6.08%	8.36%	7.65%	7.36%	6.43%	8.03%	8.27%	9.04%	11.65%	8.93%	8.38%	10.65%	9.07%	8.68%	8.70%	6.85%	6.63%	8.52%	7.42%	7.27%	9.34%	7.87%	6.53%	6.18%	7.27%	6.28%	7.20%	7.30%	6.39%	5.93%	6.75%	6.40%	6.89%	7.46%	5.21%	7.10%	7.58%	7.37%	7.66%	6.11%	7.50%	8.31%	6.48%	5.48%	5.92%	6.32%	8.10%	9.35%	8.17%	7.61%	8.95%	8.21%	5.49%	5.77%	7.43%	6.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	762	3	10	10	13	12	16	11	14	8	12	12	19	14	13	7	9	8	20	17	24	12	13	6	19	14	28	17	15	12	15	15	11	10	7	19	8	16	14	8	18	10	15	15	10	14	9	13	13	20	6	9	9	6	19	20	8	22	15					
		1.12%	0.65%	0.97%	0.92%	0.95%	1.19%	1.55%	1.16%	1.65%	0.73%	0.96%	1.46%	1.95%	1.50%	1.29%	0.64%	1.04%	1.31%	1.31%	1.30%	1.83%	0.92%	1.24%	0.77%	1.50%	1.27%	1.90%	1.01%	1.45%	1.04%	1.37%	1.33%	0.83%	0.70%	0.81%	1.47%	0.53%	1.49%	1.06%	0.67%	1.41%	0.85%	1.08%	1.52%	1.03%	0.96%	0.80%	1.22%	0.91%	1.32%	0.41%	0.88%	0.78%	0.57%	1.53%	1.39%	0.49%	1.57%	1.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39486	226	571	654	659	573	553	570	461	634	729	472	541	491	558	643	490	354	901	774	739	760	636	449	716	649	835	990	651	689	619	639	798	814	522	773	905	670	771	724	749	690	794	548	566	915	685	606	858	866	854	613	685	639	704	860	1019	811	821					
		58.16%	48.92%	55.33%	60.22%	48.35%	56.96%	53.53%	60.13%	54.43%	57.64%	58.32%	57.28%	55.54%	52.74%	55.52%	58.94%	56.71%	58.13%	58.81%	58.99%	56.24%	58.15%	60.80%	57.42%	56.38%	58.84%	56.69%	58.55%	62.90%	59.76%	56.48%	56.70%	59.86%	56.69%	60.70%	59.83%	60.29%	62.33%	58.23%	60.28%	58.75%	58.72%	57.08%	55.52%	58.05%	62.46%	60.57%	56.95%	60.25%	57.05%	58.69%	59.63%	59.26%	60.23%	56.64%	59.81%	62.52%	57.97%	58.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1483	16	40	24	47	40	39	21	16	21	22	12	22	39	28	23	29	6	43	37	39	27	16	13	22	14	23	48	12	22	15	23	24	27	25	25	27	18	29	28	34	19	26	15	23	21	18	36	19	38	25	21	18	19	29	23	31	26	40					
		2.18%	3.46%	3.88%	2.21%	3.45%	3.98%	3.78%	2.22%	1.89%	1.91%	1.76%	1.46%	2.26%	4.19%	2.79%	2.11%	3.36%	0.99%	2.81%	2.82%	2.97%	2.07%	1.53%	1.66%	1.73%	1.27%	1.56%	2.84%	1.16%	1.91%	1.37%	2.04%	1.80%	1.88%	2.91%	1.93%	1.80%	1.67%	2.19%	2.33%	2.67%	1.62%	1.87%	1.52%	2.36%	1.43%	1.59%	3.38%	1.33%	2.50%	1.72%	2.04%	1.56%	1.79%	2.33%	1.60%	1.90%	1.86%	2.87%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
