Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Каменская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	132	6	0	1	0	7	7	0	1	1	1	0	2	4	0	0	1	9	7	3	7	9	0	2	6	3	3	0	0	6	3	8	1	2	7	5	5	9	1	2	0	2	0	0	0	1	0	0	0									
		0.48%	1.36%	0.00%	0.10%	0.00%	0.53%	1.55%	0.00%	0.88%	0.29%	0.52%	0.00%	1.87%	0.69%	0.00%	0.00%	0.49%	0.88%	0.49%	0.28%	0.47%	0.57%	0.00%	0.63%	1.89%	0.74%	0.78%	0.00%	0.00%	0.89%	0.55%	1.08%	0.24%	0.53%	1.93%	1.01%	0.42%	1.72%	1.39%	0.73%	0.00%	0.11%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	402	7	0	0	1	26	10	5	2	11	5	3	3	11	3	3	2	14	19	0	76	15	9	6	3	3	10	3	5	19	8	25	5	6	5	13	11	13	0	5	0	8	14	0	7	5	0	3	0									
		1.46%	1.59%	0.00%	0.00%	0.38%	1.97%	2.21%	7.04%	1.75%	3.19%	2.60%	1.26%	2.80%	1.90%	2.48%	2.56%	0.97%	1.36%	1.34%	0.00%	5.12%	0.95%	1.36%	1.89%	0.95%	0.74%	2.60%	1.69%	1.21%	2.82%	1.48%	3.38%	1.19%	1.60%	1.38%	2.64%	0.93%	2.49%	0.00%	1.82%	0.00%	0.42%	0.84%	0.00%	2.79%	1.19%	0.00%	1.10%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	221	0	0	2	2	15	1	1	0	6	5	3	0	5	1	7	4	9	6	0	29	13	4	1	4	5	4	1	2	9	8	20	2	4	3	9	10	6	0	6	0	1	4	0	2	6	1	0	0									
		0.80%	0.00%	0.00%	0.20%	0.77%	1.13%	0.22%	1.41%	0.00%	1.74%	2.60%	1.26%	0.00%	0.86%	0.83%	5.98%	1.94%	0.88%	0.42%	0.00%	1.95%	0.83%	0.61%	0.31%	1.26%	1.24%	1.04%	0.56%	0.48%	1.34%	1.48%	2.70%	0.48%	1.06%	0.83%	1.83%	0.85%	1.15%	0.00%	2.18%	0.00%	0.05%	0.24%	0.00%	0.80%	1.43%	1.96%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19836	309	220	695	176	907	337	49	61	238	101	147	86	455	103	77	141	767	940	798	901	1211	544	259	239	324	270	145	316	450	365	390	302	267	267	339	894	298	42	135	1132	1587	1374	364	185	229	43	194	163									
		71.86%	70.07%	70.06%	70.42%	67.43%	68.61%	74.39%	69.01%	53.51%	68.99%	52.60%	61.51%	80.37%	78.58%	85.12%	65.81%	68.45%	74.61%	66.10%	74.93%	60.71%	77.08%	82.42%	81.45%	75.39%	80.40%	70.13%	81.92%	76.33%	66.86%	67.47%	52.70%	71.90%	71.01%	73.55%	68.76%	75.96%	57.09%	58.33%	49.09%	70.05%	84.15%	81.98%	83.87%	73.71%	54.52%	84.31%	71.06%	70.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	0	0	0	0	4	0	0	2	4	1	0	0	0	0	0	3	4	7	0	5	5	1	0	0	0	0	0	0	3	1	4	2	1	0	0	6	4	0	0	0	0	4	0	0	0	0	0	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	1.75%	1.16%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.39%	0.49%	0.00%	0.34%	0.32%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.18%	0.54%	0.48%	0.27%	0.00%	0.00%	0.51%	0.77%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	0	0	0	1	0	1	2	3	1	0	0	1	0	0	0	2	2	2	4	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
		0.09%	0.23%	0.00%	0.00%	0.00%	0.08%	0.00%	1.41%	1.75%	0.87%	0.52%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.19%	0.14%	0.19%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.18%	0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2974	39	28	80	35	133	46	7	17	39	39	25	9	61	8	7	17	74	151	110	287	155	62	28	42	37	50	14	51	43	92	153	59	46	25	62	133	110	18	78	129	19	96	42	31	108	3	30	46									
		10.77%	8.84%	8.92%	8.11%	13.41%	10.06%	10.15%	9.86%	14.91%	11.30%	20.31%	10.46%	8.41%	10.54%	6.61%	5.98%	8.25%	7.20%	10.62%	10.33%	19.34%	9.87%	9.39%	8.81%	13.25%	9.18%	12.99%	7.91%	12.32%	6.39%	17.01%	20.68%	14.05%	12.23%	6.89%	12.58%	11.30%	21.07%	25.00%	28.36%	7.98%	1.01%	5.73%	9.68%	12.35%	25.71%	5.88%	10.99%	19.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	3	7	0	5	3	1	0	0	1	0	0	0	3	2	1	0	0	0	4	2	3	1	1	0	1	2	0	0	0	1	0	0									
		0.18%	0.45%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	3.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.49%	0.00%	0.34%	0.19%	0.15%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.45%	0.37%	0.14%	0.00%	0.00%	0.00%	0.81%	0.17%	0.57%	1.39%	0.36%	0.00%	0.05%	0.12%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	1	0	0	1	4	0	0	0	1	0	0	0	0	0	0	2	3	3	0	7	7	1	0	1	0	0	0	0	2	1	2	3	0	0	1	3	3	0	1	0	0	3	0	0	1	0	0	0									
		0.18%	0.23%	0.00%	0.00%	0.38%	0.30%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.29%	0.21%	0.00%	0.47%	0.45%	0.15%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.30%	0.18%	0.27%	0.71%	0.00%	0.00%	0.20%	0.25%	0.57%	0.00%	0.36%	0.00%	0.00%	0.18%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	3	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.88%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.21%	0.09%	0.13%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.36%	0.00%	0.05%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	3	1	2	0	4	5	0	1	1	1	4	0	0	0	0	0	2	20	1	4	7	1	0	2	0	0	0	0	0	2	8	1	4	0	0	2	3	0	1	0	2	3	0	1	1	0	0	0									
		0.32%	0.68%	0.32%	0.20%	0.00%	0.30%	1.10%	0.00%	0.88%	0.29%	0.52%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	1.41%	0.09%	0.27%	0.45%	0.15%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	1.08%	0.24%	1.06%	0.00%	0.00%	0.17%	0.57%	0.00%	0.36%	0.00%	0.11%	0.18%	0.00%	0.40%	0.24%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3008	62	62	202	37	189	37	1	20	33	24	39	4	32	6	18	32	121	103	139	107	101	20	14	15	29	35	8	26	130	48	89	32	31	44	49	83	44	10	29	323	253	151	28	23	60	3	42	20									
		10.90%	14.06%	19.75%	20.47%	14.18%	14.30%	8.17%	1.41%	17.54%	9.57%	12.50%	16.32%	3.74%	5.53%	4.96%	15.38%	15.53%	11.77%	7.24%	13.05%	7.21%	6.43%	3.03%	4.40%	4.73%	7.20%	9.09%	4.52%	6.28%	19.32%	8.87%	12.03%	7.62%	8.24%	12.12%	9.94%	7.05%	8.43%	13.89%	10.55%	19.99%	13.41%	9.01%	6.45%	9.16%	14.29%	5.88%	15.38%	8.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	0	0	1	6	0	1	1	2	0	1	1	0	0	1	0	1	2	3	6	3	1	0	1	0	0	2	0	6	0	1	0	0	1	0	1	3	0	1	0	1	0	0	0	1	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.38%	0.45%	0.00%	1.41%	0.88%	0.58%	0.00%	0.42%	0.93%	0.00%	0.00%	0.85%	0.00%	0.10%	0.14%	0.28%	0.40%	0.19%	0.15%	0.00%	0.32%	0.00%	0.00%	1.13%	0.00%	0.89%	0.00%	0.14%	0.00%	0.00%	0.28%	0.00%	0.08%	0.57%	0.00%	0.36%	0.00%	0.05%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	510	6	3	5	4	26	6	4	2	4	6	2	2	10	0	4	4	13	122	8	36	30	10	6	4	0	10	3	9	0	6	22	6	11	3	6	19	16	0	8	32	11	18	0	1	8	0	4	0									
		1.85%	1.36%	0.96%	0.51%	1.53%	1.97%	1.32%	5.63%	1.75%	1.16%	3.13%	0.84%	1.87%	1.73%	0.00%	3.42%	1.94%	1.26%	8.58%	0.75%	2.43%	1.91%	1.52%	1.89%	1.26%	0.00%	2.60%	1.69%	2.17%	0.00%	1.11%	2.97%	1.43%	2.93%	0.83%	1.22%	1.61%	3.07%	0.00%	2.91%	1.98%	0.58%	1.07%	0.00%	0.40%	1.90%	0.00%	1.47%	0.00%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
