Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Алтуфьевский район																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	769	16	59	16	36	91	103	59	55	55	28	74	19	31	127					
14	Число погашенных неиспользованных открепительных удостоверений	34	6	0	7	7	0	5	0	0	0	0	1	2	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	391	26	42	23	7	23	119	20	18	29	7	9	16	26	26					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	563	49	31	38	29	47	32	37	39	59	30	49	34	42	47					
		2.92%	4.19%	3.29%	3.42%	2.58%	3.54%	2.44%	2.51%	2.64%	3.61%	1.94%	3.26%	2.39%	2.74%	2.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	397	29	24	27	9	17	14	30	22	43	42	47	44	21	28					
		2.06%	2.48%	2.55%	2.43%	0.80%	1.28%	1.07%	2.03%	1.49%	2.63%	2.71%	3.13%	3.09%	1.37%	1.64%					
20	3.Политическая партия «Демократическая партия России»	49	5	6	1	3	0	3	3	4	6	3	6	0	6	3					
		0.25%	0.43%	0.64%	0.09%	0.27%	0.00%	0.23%	0.20%	0.27%	0.37%	0.19%	0.40%	0.00%	0.39%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2184	133	100	150	129	165	120	128	166	173	200	180	178	174	188					
		11.32%	11.37%	10.63%	13.50%	11.46%	12.44%	9.14%	8.68%	11.25%	10.59%	12.92%	11.97%	12.51%	11.35%	11.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	333	17	18	20	6	25	10	28	26	38	36	30	31	27	21					
		1.73%	1.45%	1.91%	1.80%	0.53%	1.89%	0.76%	1.90%	1.76%	2.33%	2.33%	1.99%	2.18%	1.76%	1.23%					
23	6.Политическая партия «Партия социальной справедливости»	97	5	8	6	3	3	7	7	7	24	5	5	2	9	6					
		0.50%	0.43%	0.85%	0.54%	0.27%	0.23%	0.53%	0.47%	0.47%	1.47%	0.32%	0.33%	0.14%	0.59%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	1640	105	85	93	100	103	173	103	147	126	129	120	105	116	135					
		8.50%	8.97%	9.03%	8.37%	8.88%	7.77%	13.18%	6.98%	9.97%	7.72%	8.33%	7.98%	7.38%	7.57%	7.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1584	107	78	76	84	132	87	96	118	120	130	120	146	132	158					
		8.21%	9.15%	8.29%	6.84%	7.46%	9.95%	6.63%	6.51%	8.00%	7.35%	8.40%	7.98%	10.26%	8.61%	9.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	302	10	18	26	10	14	26	14	23	36	17	19	31	15	43					
		1.57%	0.85%	1.91%	2.34%	0.89%	1.06%	1.98%	0.95%	1.56%	2.20%	1.10%	1.26%	2.18%	0.98%	2.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11232	646	527	601	720	769	799	971	846	932	862	848	771	929	1011					
		58.24%	55.21%	56.00%	54.10%	63.94%	57.99%	60.85%	65.83%	57.36%	57.07%	55.68%	56.38%	54.18%	60.60%	59.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	646	44	33	55	26	37	31	45	51	40	72	61	63	46	42					
		3.35%	3.76%	3.51%	4.95%	2.31%	2.79%	2.36%	3.05%	3.46%	2.45%	4.65%	4.06%	4.43%	3.00%	2.46%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
