Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Череповецкая																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	. Глазьев Сергей Юрьевич	509	8	15	13	3	3	0	2	11	2	4	1	4	0	13	0	43	15	4	8	26	2	1	1	4	15	3	16	2	1	2	7	0	28	32	22	4	2	4	7	6	5	4	6	8	11	12	0	10	6	3	46	21	30	13					
		2.50%	1.60%	2.12%	2.33%	2.03%	3.03%	0.00%	1.59%	3.33%	2.13%	2.33%	0.86%	2.12%	0.00%	2.06%	0.00%	2.74%	2.20%	2.74%	4.52%	2.32%	0.68%	0.69%	1.00%	3.12%	2.85%	1.28%	2.56%	1.25%	0.54%	1.08%	4.86%	0.00%	2.97%	3.94%	2.57%	3.67%	1.77%	1.87%	3.37%	4.69%	1.44%	1.38%	2.42%	2.58%	3.41%	4.30%	0.00%	17.24%	4.80%	1.18%	3.89%	2.11%	2.57%	3.19%					
19	. Малышкин Олег Александрович	342	8	14	7	3	1	1	2	4	1	5	5	0	0	8	6	40	12	0	0	6	6	0	1	0	3	1	14	6	5	3	1	4	12	20	16	3	1	1	1	4	2	3	3	3	3	1	5	4	1	5	28	25	23	11					
		1.68%	1.60%	1.97%	1.25%	2.03%	1.01%	0.50%	1.59%	1.21%	1.06%	2.91%	4.31%	0.00%	0.00%	1.27%	3.16%	2.54%	1.76%	0.00%	0.00%	0.54%	2.03%	0.00%	1.00%	0.00%	0.57%	0.43%	2.24%	3.75%	2.69%	1.62%	0.69%	3.39%	1.27%	2.46%	1.87%	2.75%	0.88%	0.47%	0.48%	3.12%	0.58%	1.03%	1.21%	0.97%	0.93%	0.36%	1.82%	6.90%	0.80%	1.97%	2.37%	2.51%	1.97%	2.70%					
20	. Миронов Сергей Михайлович	135	2	3	3	1	0	1	0	2	0	0	4	1	0	3	3	16	3	1	0	4	1	0	0	2	5	4	2	1	0	1	0	0	14	8	8	2	0	0	0	1	1	0	1	4	0	0	3	1	1	1	13	2	11	1					
		0.66%	0.40%	0.42%	0.54%	0.68%	0.00%	0.50%	0.00%	0.61%	0.00%	0.00%	3.45%	0.53%	0.00%	0.48%	1.58%	1.02%	0.44%	0.68%	0.00%	0.36%	0.34%	0.00%	0.00%	1.56%	0.95%	1.71%	0.32%	0.62%	0.00%	0.54%	0.00%	0.00%	1.49%	0.99%	0.93%	1.83%	0.00%	0.00%	0.00%	0.78%	0.29%	0.00%	0.40%	1.29%	0.00%	0.00%	1.09%	1.72%	0.80%	0.39%	1.10%	0.20%	0.94%	0.25%					
21	. Путин Владимир Владимирович	16135	420	597	479	109	66	168	111	271	80	148	93	151	66	510	155	1176	514	114	145	939	263	123	82	103	415	199	499	133	133	158	117	103	694	636	681	85	96	178	154	104	267	238	186	247	258	222	199	36	98	193	914	806	926	277					
		79.37%	84.00%	84.20%	85.84%	73.65%	66.67%	83.58%	88.10%	82.12%	85.11%	86.05%	80.17%	79.89%	83.54%	80.95%	81.58%	74.81%	75.26%	78.08%	81.92%	83.76%	89.15%	85.42%	82.00%	80.47%	78.75%	85.04%	79.84%	83.12%	71.51%	85.41%	81.25%	87.29%	73.67%	78.33%	79.56%	77.98%	84.96%	83.18%	74.04%	81.25%	76.95%	82.07%	75.00%	79.68%	79.88%	79.57%	72.36%	62.07%	78.40%	75.98%	77.33%	80.84%	79.35%	68.06%					
22	. Хакамада Ирина Муцуовна	396	10	7	9	3	1	4	2	8	3	1	0	1	0	7	7	44	6	2	3	30	1	0	0	1	8	4	15	4	1	3	2	0	28	13	16	2	1	3	7	1	3	2	0	3	9	5	4	3	0	3	22	35	38	11					
		1.95%	2.00%	0.99%	1.61%	2.03%	1.01%	1.99%	1.59%	2.42%	3.19%	0.58%	0.00%	0.53%	0.00%	1.11%	3.68%	2.80%	0.88%	1.37%	1.69%	2.68%	0.34%	0.00%	0.00%	0.78%	1.52%	1.71%	2.40%	2.50%	0.54%	1.62%	1.39%	0.00%	2.97%	1.60%	1.87%	1.83%	0.88%	1.40%	3.37%	0.78%	0.86%	0.69%	0.00%	0.97%	2.79%	1.79%	1.45%	5.17%	0.00%	1.18%	1.86%	3.51%	3.26%	2.70%					
23	. Харитонов Николай Михайлович	2182	37	59	37	23	27	24	8	27	6	8	10	28	11	65	9	160	110	19	19	86	22	18	14	17	59	22	54	11	43	16	15	9	126	81	90	12	11	25	38	7	58	38	50	43	35	30	61	3	18	45	122	72	90	54					
		10.73%	7.40%	8.32%	6.63%	15.54%	27.27%	11.94%	6.35%	8.18%	6.38%	4.65%	8.62%	14.81%	13.92%	10.32%	4.74%	10.18%	16.11%	13.01%	10.73%	7.67%	7.46%	12.50%	14.00%	13.28%	11.20%	9.40%	8.64%	6.88%	23.12%	8.65%	10.42%	7.63%	13.38%	9.98%	10.51%	11.01%	9.73%	11.68%	18.27%	5.47%	16.71%	13.10%	20.16%	13.87%	10.84%	10.75%	22.18%	5.17%	14.40%	17.72%	10.32%	7.22%	7.71%	13.27%					
																																																													
24	Против всех	430	10	9	8	3	1	1	1	7	2	5	1	3	1	12	7	57	13	4	1	22	0	2	2	1	10	0	21	3	0	0	2	2	27	18	17	0	0	2	1	4	7	4	1	2	4	5	1	1	1	3	20	28	35	38					
		2.12%	2.00%	1.27%	1.43%	2.03%	1.01%	0.50%	0.79%	2.12%	2.13%	2.91%	0.86%	1.59%	1.27%	1.90%	3.68%	3.63%	1.90%	2.74%	0.56%	1.96%	0.00%	1.39%	2.00%	0.78%	1.90%	0.00%	3.36%	1.88%	0.00%	0.00%	1.39%	1.69%	2.87%	2.22%	1.99%	0.00%	0.00%	0.93%	0.48%	3.12%	2.02%	1.38%	0.40%	0.65%	1.24%	1.79%	0.36%	1.72%	0.80%	1.18%	1.69%	2.81%	3.00%	9.34%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
