Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
"Наименование Избирательной комиссии:    Челябинск, Тракторозаводская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
		57.87%	46.40%	60.71%	59.00%	57.09%	57.93%	64.25%	56.39%	57.66%	58.73%	57.39%	58.45%	61.20%	57.44%	51.72%	56.15%	67.39%	63.67%	58.35%	59.83%	58.64%	53.20%	53.58%	59.67%	62.71%	60.17%	60.20%	59.32%	58.80%	60.65%	59.50%	55.67%	47.38%	49.22%	51.46%	50.60%	54.93%	54.39%	57.71%	58.13%	58.02%	59.62%	53.98%	57.83%	64.40%	58.68%	60.14%	56.16%	57.34%	55.75%	58.86%	56.56%	58.08%	56.33%	57.58%	60.48%	67.39%	65.97%	64.20%	66.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2430	129	76	50	23	31	19	28	37	11	49	45	23	44	65	51	16	26	47	28	39	74	61	37	40	44	26	33	44	22	25	28	64	68	45	40	34	27	27	27	61	60	52	51	33	48	47	46	32	41	36	61	53	49	47	41	14	17	10	28					
		2.83%	7.95%	4.59%	2.71%	2.23%	2.36%	1.70%	2.42%	3.80%	1.20%	3.48%	2.55%	2.18%	3.64%	4.75%	3.82%	1.11%	2.46%	2.73%	2.63%	3.83%	5.71%	4.74%	1.99%	2.46%	2.45%	1.74%	2.04%	2.56%	2.65%	1.65%	3.24%	4.05%	3.53%	3.46%	2.08%	2.15%	2.44%	2.55%	1.95%	3.48%	3.72%	2.95%	3.09%	2.41%	2.77%	2.82%	2.44%	1.87%	2.39%	1.99%	3.72%	2.69%	2.77%	2.51%	2.42%	1.01%	1.53%	1.40%	2.47%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
