Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
"Наименование Избирательной комиссии:    Челябинск, Тракторозаводская"																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №2226					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	5909	98	83	139	83	84	102	88	67	67	79	160	80	101	78	73	114	92	91	76	88	73	105	98	110	106	82	113	109	45	100	69	123	128	84	114	142	60	68	90	148	143	156	105	114	137	118	127	117	122	124	107	124	98	81	106	89	97	95	39	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	5723	97	81	138	79	82	102	83	62	65	77	149	80	100	78	73	112	88	91	72	87	72	103	97	110	102	78	110	108	45	92	68	111	127	84	112	137	56	65	89	148	136	153	104	114	127	117	118	110	122	120	103	123	93	81	103	80	86	84	39	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	10318	517	428	374	87	27	34	63	67	84	28	60	30	69	49	49	140	215	25	170	260	608	784	273	526	799	495	232	189	121	263	89	44	180	31	50	47	22	47	230	24	31	14	33	84	39	31	59	34	50	66	67	49	49	126	22	70	178	141	12	1333					
14	Число погашенных неиспользованных открепительных удостоверений	186	1	2	1	4	2	0	5	5	2	2	11	0	1	0	0	2	4	0	4	1	1	2	1	0	4	4	3	1	0	8	1	12	1	0	2	5	4	3	1	0	7	3	1	0	10	1	9	7	0	4	4	1	5	0	3	9	11	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1426	28	18	33	15	24	25	10	17	13	20	50	18	31	19	19	38	29	18	25	23	28	29	37	29	20	21	20	19	5	19	14	19	36	25	38	41	26	20	15	46	30	35	33	28	22	32	21	24	20	22	28	20	26	20	22	22	18	15	8	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13753	380	315	307	153	172	144	170	99	109	232	247	172	210	215	188	175	176	186	170	158	284	322	267	243	338	253	232	248	143	228	175	264	335	200	273	278	177	134	194	267	225	297	217	163	234	231	284	286	313	327	253	308	332	302	258	208	195	152	74	261					
		18.67%	22.41%	20.22%	18.39%	18.57%	17.20%	18.92%	18.70%	12.56%	15.71%	22.66%	18.03%	21.58%	22.88%	19.74%	20.06%	15.97%	18.37%	15.30%	17.69%	16.58%	18.26%	13.89%	19.07%	14.91%	16.16%	15.76%	17.22%	17.60%	21.60%	15.90%	19.38%	22.64%	20.27%	21.21%	18.29%	18.91%	22.29%	15.16%	14.13%	21.58%	19.20%	23.15%	16.83%	15.25%	18.90%	17.93%	20.58%	22.68%	24.88%	23.36%	21.62%	21.27%	23.94%	18.93%	20.71%	17.60%	16.10%	15.83%	14.62%	14.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10052	196	235	252	126	163	146	163	64	62	119	242	107	123	138	129	137	112	165	149	135	215	304	234	237	294	202	212	195	90	233	118	133	220	107	186	217	112	107	160	195	155	179	207	143	187	202	188	158	139	191	140	193	166	165	146	182	192	145	70	170					
		13.64%	11.56%	15.08%	15.10%	15.29%	16.30%	19.19%	17.93%	8.12%	8.93%	11.62%	17.66%	13.43%	13.40%	12.67%	13.77%	12.50%	11.69%	13.57%	15.50%	14.17%	13.83%	13.11%	16.71%	14.54%	14.06%	12.59%	15.74%	13.84%	13.60%	16.25%	13.07%	11.41%	13.31%	11.35%	12.46%	14.76%	14.11%	12.10%	11.65%	15.76%	13.23%	13.95%	16.06%	13.38%	15.11%	15.68%	13.62%	12.53%	11.05%	13.64%	11.97%	13.33%	11.97%	10.34%	11.72%	15.40%	15.85%	15.10%	13.83%	9.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	882	14	18	14	12	13	11	15	8	6	12	21	8	14	16	17	11	19	20	8	10	18	28	26	19	14	12	11	17	8	17	17	15	19	16	25	18	13	5	20	11	20	9	18	7	16	9	23	18	16	18	15	19	13	17	10	11	13	13	4	17					
		1.20%	0.83%	1.16%	0.84%	1.46%	1.30%	1.45%	1.65%	1.02%	0.86%	1.17%	1.53%	1.00%	1.53%	1.47%	1.81%	1.00%	1.98%	1.64%	0.83%	1.05%	1.16%	1.21%	1.86%	1.17%	0.67%	0.75%	0.82%	1.21%	1.21%	1.19%	1.88%	1.29%	1.15%	1.70%	1.67%	1.22%	1.64%	0.57%	1.46%	0.89%	1.71%	0.70%	1.40%	0.65%	1.29%	0.70%	1.67%	1.43%	1.27%	1.29%	1.28%	1.31%	0.94%	1.07%	0.80%	0.93%	1.07%	1.35%	0.79%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12961	347	302	232	150	170	110	159	86	82	193	254	164	162	212	200	192	161	203	141	156	257	346	251	251	314	302	241	245	126	216	165	281	361	218	340	296	147	138	201	210	242	271	271	129	220	250	280	262	241	253	200	262	284	252	216	156	165	160	55	210					
		17.59%	20.46%	19.38%	13.90%	18.20%	17.00%	14.45%	17.49%	10.91%	11.82%	18.85%	18.54%	20.58%	17.65%	19.47%	21.34%	17.52%	16.81%	16.69%	14.67%	16.37%	16.53%	14.93%	17.93%	15.40%	15.02%	18.82%	17.89%	17.39%	19.03%	15.06%	18.27%	24.10%	21.84%	23.12%	22.77%	20.14%	18.51%	15.61%	14.64%	16.98%	20.65%	21.12%	21.02%	12.07%	17.77%	19.41%	20.29%	20.78%	19.16%	18.07%	17.09%	18.09%	20.48%	15.80%	17.34%	13.20%	13.63%	16.67%	10.87%	12.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3909	188	110	69	60	53	31	63	22	23	55	82	46	72	86	63	32	51	66	41	61	43	108	58	66	76	52	55	56	26	76	66	80	114	74	96	98	40	32	67	82	85	80	65	60	69	86	73	60	72	55	80	78	68	63	59	45	48	45	8	71					
		5.31%	11.08%	7.06%	4.13%	7.28%	5.30%	4.07%	6.93%	2.79%	3.31%	5.37%	5.99%	5.77%	7.84%	7.90%	6.72%	2.92%	5.32%	5.43%	4.27%	6.40%	2.77%	4.66%	4.14%	4.05%	3.63%	3.24%	4.08%	3.97%	3.93%	5.30%	7.31%	6.86%	6.90%	7.85%	6.43%	6.67%	5.04%	3.62%	4.88%	6.63%	7.25%	6.24%	5.04%	5.61%	5.57%	6.68%	5.29%	4.76%	5.72%	3.93%	6.84%	5.39%	4.90%	3.95%	4.74%	3.81%	3.96%	4.69%	1.58%	4.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30198	526	541	761	300	394	301	317	492	400	395	478	277	321	393	312	518	408	551	422	404	693	1149	527	761	1001	729	558	607	258	631	340	369	551	301	534	526	284	448	702	445	409	427	480	548	474	461	496	448	437	512	452	551	491	765	521	553	570	415	278	985					
		40.99%	31.01%	34.72%	45.60%	36.41%	39.40%	39.55%	34.87%	62.44%	57.64%	38.57%	34.89%	34.76%	34.97%	36.09%	33.30%	47.26%	42.59%	45.31%	43.91%	42.39%	44.57%	49.57%	37.64%	46.69%	47.87%	45.42%	41.43%	43.08%	38.97%	44.00%	37.65%	31.65%	33.33%	31.92%	35.77%	35.78%	35.77%	50.68%	51.13%	35.97%	34.90%	33.28%	37.24%	51.26%	38.29%	35.79%	35.94%	35.53%	34.74%	36.57%	38.63%	38.05%	35.40%	47.96%	41.81%	46.79%	47.07%	43.23%	54.94%	56.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	551	16	12	8	7	11	8	4	4	1	5	18	8	6	9	6	7	6	12	12	6	17	18	9	17	17	14	6	11	2	12	11	10	17	6	14	8	5	5	9	6	10	8	6	7	11	11	5	7	7	7	8	14	12	9	11	8	3	8	7	12					
		0.75%	0.94%	0.77%	0.48%	0.85%	1.10%	1.05%	0.44%	0.51%	0.14%	0.49%	1.31%	1.00%	0.65%	0.83%	0.64%	0.64%	0.63%	0.99%	1.25%	0.63%	1.09%	0.78%	0.64%	1.04%	0.81%	0.87%	0.45%	0.78%	0.30%	0.84%	1.22%	0.86%	1.03%	0.64%	0.94%	0.54%	0.63%	0.57%	0.66%	0.49%	0.85%	0.62%	0.47%	0.65%	0.89%	0.85%	0.36%	0.56%	0.56%	0.50%	0.68%	0.97%	0.87%	0.56%	0.88%	0.68%	0.25%	0.83%	1.38%	0.69%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
