Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
"Наименование Избирательной комиссии:    Казань, Кировская"																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2120	50	50	50	10	50	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	30	50	50	50	50	50	50	50	50	50	50	10	20	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1193	42	29	41	5	37	60	29	29	35	26	36	31	23	44	45	29	27	13	9	30	31	38	32	35	25	19	13	37	30	43	16	20	12	16	14	29	34	34	29	21	18	17	0	10	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1014	18	19	6	9	8	4	3	19	7	10	2	3	3	11	7	22	6	12	32	30	21	61	15	17	16	101	33	14	16	8	16	16	4	8	5	10	17	5	5	8	12	3	25	10	5	324	8									
14	Число погашенных неиспользованных открепительных удостоверений	927	8	21	9	5	13	40	21	21	15	24	14	19	27	6	5	21	23	37	41	20	19	12	18	15	25	31	37	13	20	7	34	10	38	34	36	21	16	16	21	29	32	33	10	10	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	136	5	2	2	0	4	2	3	1	0	2	2	5	4	6	3	7	9	1	2	0	0	2	5	1	3	0	15	6	2	3	4	1	2	3	0	1	5	4	2	6	3	4	1	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	394	9	6	2	2	5	2	9	14	13	11	2	1	7	22	22	12	4	25	7	25	8	18	23	15	16	14	0	3	0	9	0	1	0	12	9	2	17	4	8	5	4	7	3	7	0	9	0									
		0.85%	0.67%	0.50%	0.07%	0.71%	0.42%	0.20%	0.75%	1.04%	1.24%	0.90%	0.19%	0.10%	0.83%	1.68%	1.92%	0.76%	0.39%	2.78%	1.75%	2.84%	0.53%	1.18%	1.43%	1.94%	2.19%	2.53%	0.00%	0.30%	0.00%	0.81%	0.00%	0.36%	0.00%	1.23%	1.42%	0.22%	1.50%	0.30%	0.57%	0.40%	0.39%	0.63%	1.18%	1.38%	0.00%	1.59%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	577	12	14	0	5	4	9	21	21	21	10	4	23	7	39	16	10	9	13	5	23	29	2	31	35	26	9	7	5	5	14	3	2	3	9	14	1	35	3	1	25	14	9	5	6	3	14	1									
		1.24%	0.90%	1.17%	0.00%	1.77%	0.33%	0.88%	1.74%	1.56%	2.00%	0.82%	0.38%	2.24%	0.83%	2.98%	1.40%	0.64%	0.87%	1.45%	1.25%	2.61%	1.93%	0.13%	1.93%	4.53%	3.57%	1.62%	0.78%	0.50%	0.33%	1.27%	0.46%	0.71%	0.60%	0.92%	2.20%	0.11%	3.08%	0.23%	0.07%	2.01%	1.38%	0.81%	1.97%	1.18%	4.29%	2.47%	0.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	420	5	21	0	5	9	10	18	19	13	13	1	5	9	20	6	14	12	9	4	17	14	10	34	23	26	5	5	4	0	11	5	0	2	8	12	1	6	0	0	5	6	4	7	6	2	12	2									
		0.90%	0.37%	1.75%	0.00%	1.77%	0.75%	0.98%	1.49%	1.41%	1.24%	1.07%	0.09%	0.49%	1.07%	1.53%	0.52%	0.89%	1.16%	1.00%	1.00%	1.93%	0.93%	0.65%	2.12%	2.98%	3.57%	0.90%	0.56%	0.40%	0.00%	0.99%	0.77%	0.00%	0.40%	0.82%	1.89%	0.11%	0.53%	0.00%	0.00%	0.40%	0.59%	0.36%	2.76%	1.18%	2.86%	2.12%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34974	1014	901	2476	217	893	895	896	993	785	954	790	769	636	920	816	1208	774	674	280	423	1181	1123	1208	395	369	412	679	736	1309	786	478	211	377	729	475	669	852	937	1086	931	756	827	193	365	53	426	97									
		75.10%	75.78%	75.21%	92.73%	76.95%	74.54%	87.92%	74.36%	73.77%	74.90%	78.45%	74.95%	75.02%	75.71%	70.23%	71.33%	76.99%	75.07%	75.06%	70.00%	48.01%	78.42%	73.54%	75.26%	51.10%	50.62%	74.37%	75.70%	73.45%	87.03%	71.13%	73.99%	75.09%	75.25%	74.77%	74.80%	73.92%	75.00%	70.45%	77.74%	75.02%	74.26%	74.30%	75.98%	71.99%	75.71%	75.13%	80.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	203	4	5	0	2	5	2	0	0	9	15	0	0	6	15	6	3	3	6	2	7	11	5	15	4	11	6	0	2	0	16	0	0	0	14	3	0	10	0	0	2	2	0	1	4	0	5	2									
		0.44%	0.30%	0.42%	0.00%	0.71%	0.42%	0.20%	0.00%	0.00%	0.86%	1.23%	0.00%	0.00%	0.71%	1.15%	0.52%	0.19%	0.29%	0.67%	0.50%	0.79%	0.73%	0.33%	0.93%	0.52%	1.51%	1.08%	0.00%	0.20%	0.00%	1.45%	0.00%	0.00%	0.00%	1.44%	0.47%	0.00%	0.88%	0.00%	0.00%	0.16%	0.20%	0.00%	0.39%	0.79%	0.00%	0.88%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	3	4	0	0	2	2	0	0	2	2	0	0	2	4	11	1	6	3	0	3	0	2	4	3	0	1	0	2	0	4	0	0	0	1	2	2	3	0	0	1	1	0	0	0	0	2	1									
		0.16%	0.22%	0.33%	0.00%	0.00%	0.17%	0.20%	0.00%	0.00%	0.19%	0.16%	0.00%	0.00%	0.24%	0.31%	0.96%	0.06%	0.58%	0.33%	0.00%	0.34%	0.00%	0.13%	0.25%	0.39%	0.00%	0.18%	0.00%	0.20%	0.00%	0.36%	0.00%	0.00%	0.00%	0.10%	0.31%	0.22%	0.26%	0.00%	0.00%	0.08%	0.10%	0.00%	0.00%	0.00%	0.00%	0.35%	0.83%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1892	35	44	36	6	46	15	26	70	30	38	18	46	20	49	43	78	50	28	23	116	57	13	63	83	95	20	13	15	9	75	34	4	14	57	30	48	45	63	79	76	44	52	8	20	4	48	6									
		4.06%	2.62%	3.67%	1.35%	2.13%	3.84%	1.47%	2.16%	5.20%	2.86%	3.13%	1.71%	4.49%	2.38%	3.74%	3.76%	4.97%	4.85%	3.12%	5.75%	13.17%	3.78%	0.85%	3.93%	10.74%	13.03%	3.61%	1.45%	1.50%	0.60%	6.79%	5.26%	1.42%	2.79%	5.85%	4.72%	5.30%	3.96%	4.74%	5.65%	6.12%	4.32%	4.67%	3.15%	3.94%	5.71%	8.47%	5.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	243	2	6	0	1	3	0	11	0	8	4	1	2	6	5	22	11	9	11	1	16	8	5	16	9	9	4	1	17	0	7	0	1	1	8	2	3	7	3	0	5	3	6	2	4	0	3	0									
		0.52%	0.15%	0.50%	0.00%	0.35%	0.25%	0.00%	0.91%	0.00%	0.76%	0.33%	0.09%	0.20%	0.71%	0.38%	1.92%	0.70%	0.87%	1.22%	0.25%	1.82%	0.53%	0.33%	0.99%	1.16%	1.23%	0.72%	0.11%	1.70%	0.00%	0.63%	0.00%	0.36%	0.20%	0.82%	0.31%	0.33%	0.62%	0.23%	0.00%	0.40%	0.29%	0.54%	0.79%	0.79%	0.00%	0.53%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	195	5	0	0	0	6	0	0	4	5	5	1	17	5	5	3	3	6	3	2	18	0	1	20	3	2	9	0	14	0	5	2	1	0	5	4	2	8	1	0	4	3	0	3	6	0	14	0									
		0.42%	0.37%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.30%	0.48%	0.41%	0.09%	1.66%	0.60%	0.38%	0.26%	0.19%	0.58%	0.33%	0.50%	2.04%	0.00%	0.07%	1.25%	0.39%	0.27%	1.62%	0.00%	1.40%	0.00%	0.45%	0.31%	0.36%	0.00%	0.51%	0.63%	0.22%	0.70%	0.08%	0.00%	0.32%	0.29%	0.00%	1.18%	1.18%	0.00%	2.47%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	72	1	0	0	1	3	2	4	4	1	3	0	6	2	6	11	2	0	2	0	1	0	2	2	1	1	0	0	1	0	6	0	0	0	1	3	0	0	0	0	1	1	2	0	0	0	2	0									
		0.15%	0.07%	0.00%	0.00%	0.35%	0.25%	0.20%	0.33%	0.30%	0.10%	0.25%	0.00%	0.59%	0.24%	0.46%	0.96%	0.13%	0.00%	0.22%	0.00%	0.11%	0.00%	0.13%	0.12%	0.13%	0.14%	0.00%	0.00%	0.10%	0.00%	0.54%	0.00%	0.00%	0.00%	0.10%	0.47%	0.00%	0.00%	0.00%	0.00%	0.08%	0.10%	0.18%	0.00%	0.00%	0.00%	0.35%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	550	3	7	0	3	3	7	7	2	26	18	5	2	32	31	22	5	15	10	5	41	49	4	23	16	18	16	0	40	4	8	4	1	1	8	4	14	13	2	13	15	12	29	6	4	1	1	0									
		1.18%	0.22%	0.58%	0.00%	1.06%	0.25%	0.69%	0.58%	0.15%	2.48%	1.48%	0.47%	0.20%	3.81%	2.37%	1.92%	0.32%	1.45%	1.11%	1.25%	4.65%	3.25%	0.26%	1.43%	2.07%	2.47%	2.89%	0.00%	3.99%	0.27%	0.72%	0.62%	0.36%	0.20%	0.82%	0.63%	1.55%	1.14%	0.15%	0.93%	1.21%	1.18%	2.61%	2.36%	0.79%	1.43%	0.18%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3113	104	78	48	16	101	30	98	76	50	61	20	57	47	121	68	94	67	51	40	103	63	153	78	118	85	34	91	103	81	69	52	29	47	47	34	51	64	153	101	84	77	95	11	36	4	17	6									
		6.68%	7.77%	6.51%	1.80%	5.67%	8.43%	2.95%	8.13%	5.65%	4.77%	5.02%	1.90%	5.56%	5.60%	9.24%	5.94%	5.99%	6.50%	5.68%	10.00%	11.69%	4.18%	10.02%	4.86%	15.27%	11.66%	6.14%	10.14%	10.28%	5.39%	6.24%	8.05%	10.32%	9.38%	4.82%	5.35%	5.64%	5.63%	11.50%	7.23%	6.77%	7.56%	8.54%	4.33%	7.10%	5.71%	2.99%	5.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	3	5	0	1	2	7	0	18	1	1	1	3	1	2	8	2	1	0	0	2	0	1	2	4	3	2	0	1	0	9	2	0	0	1	1	1	2	0	1	1	4	1	3	0	0	5	1									
		0.22%	0.22%	0.42%	0.00%	0.35%	0.17%	0.69%	0.00%	1.34%	0.10%	0.08%	0.09%	0.29%	0.12%	0.15%	0.70%	0.13%	0.10%	0.00%	0.00%	0.23%	0.00%	0.07%	0.12%	0.52%	0.41%	0.36%	0.00%	0.10%	0.00%	0.81%	0.31%	0.00%	0.00%	0.10%	0.16%	0.11%	0.18%	0.00%	0.07%	0.08%	0.39%	0.09%	1.18%	0.00%	0.00%	0.88%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3307	106	87	108	17	106	35	105	103	74	69	210	91	58	55	80	126	69	52	25	69	69	158	82	39	39	17	98	38	91	76	56	31	48	67	37	99	74	149	103	82	81	68	12	35	3	6	4									
		7.10%	7.92%	7.26%	4.04%	6.03%	8.85%	3.44%	8.71%	7.65%	7.06%	5.67%	19.92%	8.88%	6.90%	4.20%	6.99%	8.03%	6.69%	5.79%	6.25%	7.83%	4.58%	10.35%	5.11%	5.05%	5.35%	3.07%	10.93%	3.79%	6.05%	6.88%	8.67%	11.03%	9.58%	6.87%	5.83%	10.94%	6.51%	11.20%	7.37%	6.61%	7.96%	6.11%	4.72%	6.90%	4.29%	1.06%	3.33%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
