Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Шадринская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161					
		3.90%	7.37%	5.00%	4.40%	2.31%	2.56%	1.94%	3.36%	5.80%	3.85%	4.71%	4.27%	5.06%	6.12%	2.86%	3.35%	5.35%	4.52%	5.12%	3.14%	5.45%	2.31%	7.35%	4.62%	1.94%	1.87%	2.03%	6.92%	3.87%	5.35%	4.79%	3.16%	7.24%	6.37%	2.38%	1.44%	4.28%	2.92%	5.76%	8.70%	4.14%	2.08%	0.00%	1.99%	0.53%	1.32%	3.53%	2.78%	1.62%	4.88%	6.25%	4.27%	0.86%	2.11%	3.08%	2.74%	4.22%	5.70%	2.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	1	0	2	3	1	0	0	0	0	1	0	0	0	0	4	0	0	4	0	1	1	0	1	0	0	1	1	4	0	1	0	0	3	4	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	5	1	0	1					
		0.26%	0.53%	0.00%	1.10%	0.35%	1.28%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.59%	0.00%	0.91%	0.38%	0.00%	0.29%	0.00%	0.00%	0.68%	0.26%	0.46%	0.00%	0.34%	0.00%	0.00%	0.66%	0.64%	0.00%	0.24%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.11%	0.00%	0.35%	0.39%	0.00%	0.00%	0.00%	0.22%	1.52%	0.60%	0.00%	0.38%					
20	3.Политическая партия «Демократическая партия России»	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1					
		0.06%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.38%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1422	43	15	3	73	2	9	2	17	7	133	16	9	2	14	38	17	22	40	33	4	18	45	39	15	37	24	32	62	35	42	28	15	46	29	26	23	7	4	6	47	8	2	29	23	13	33	67	8	12	21	19	14	3	19	35	16	7	14					
		7.94%	22.63%	9.38%	1.65%	8.45%	2.56%	5.81%	1.34%	12.32%	6.73%	22.35%	7.58%	3.80%	2.04%	6.67%	5.09%	5.69%	5.53%	5.86%	6.92%	3.64%	6.92%	8.06%	11.27%	5.81%	9.89%	16.22%	8.21%	7.06%	6.24%	14.38%	17.72%	9.87%	10.11%	4.61%	6.25%	5.46%	5.11%	2.09%	6.52%	9.73%	8.33%	2.06%	14.43%	12.23%	8.61%	8.97%	7.17%	4.32%	4.18%	8.20%	8.12%	12.07%	2.11%	4.18%	10.64%	9.64%	4.43%	5.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	0	0	0	4	0	0	1	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	1	0	0	0	1	3	1	1	0	0	0	4	3	3	0	1	0	0	1	0	0	0	1	0	6	0	2	6	0	0	1	0	1	1	2	0					
		0.28%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.95%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.26%	0.34%	0.18%	0.34%	0.00%	0.00%	0.00%	0.64%	0.72%	0.71%	0.00%	0.52%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.66%	0.00%	0.64%	0.00%	0.70%	2.34%	0.00%	0.00%	0.70%	0.00%	0.30%	0.60%	1.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.21%	0.00%	0.00%	0.36%	0.00%	0.00%	0.27%	0.00%	0.26%	0.11%	0.18%	0.00%	0.00%	0.00%	0.44%	0.32%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1521	21	15	26	72	8	16	5	15	7	86	37	21	5	12	81	21	29	55	61	19	17	34	21	32	20	5	41	61	56	16	19	23	38	65	29	22	4	13	6	21	3	8	17	12	12	25	81	19	29	17	21	4	15	26	26	18	4	29					
		8.49%	11.05%	9.38%	14.29%	8.33%	10.26%	10.32%	3.36%	10.87%	6.73%	14.45%	17.54%	8.86%	5.10%	5.71%	10.84%	7.02%	7.29%	8.05%	12.79%	17.27%	6.54%	6.09%	6.07%	12.40%	5.35%	3.38%	10.51%	6.95%	9.98%	5.48%	12.03%	15.13%	8.35%	10.33%	6.97%	5.23%	2.92%	6.81%	6.52%	4.35%	3.13%	8.25%	8.46%	6.38%	7.95%	6.79%	8.67%	10.27%	10.10%	6.64%	8.97%	3.45%	10.56%	5.71%	7.90%	10.84%	2.53%	11.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	644	4	8	2	27	0	4	1	4	8	36	14	9	1	4	35	4	16	20	23	6	12	41	8	10	7	7	18	26	11	3	5	6	24	44	13	8	4	3	2	17	3	0	5	0	5	10	39	4	15	6	0	1	2	19	17	3	6	14					
		3.60%	2.11%	5.00%	1.10%	3.13%	0.00%	2.58%	0.67%	2.90%	7.69%	6.05%	6.64%	3.80%	1.02%	1.90%	4.69%	1.34%	4.02%	2.93%	4.82%	5.45%	4.62%	7.35%	2.31%	3.88%	1.87%	4.73%	4.62%	2.96%	1.96%	1.03%	3.16%	3.95%	5.27%	6.99%	3.13%	1.90%	2.92%	1.57%	2.17%	3.52%	3.13%	0.00%	2.49%	0.00%	3.31%	2.72%	4.18%	2.16%	5.23%	2.34%	0.00%	0.86%	1.41%	4.18%	5.17%	1.81%	3.80%	5.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	91	0	1	0	1	0	0	2	1	0	2	0	1	0	1	6	0	4	3	7	0	5	3	1	1	0	0	2	2	0	3	2	1	5	4	0	3	0	1	1	1	0	0	1	2	0	2	5	0	2	6	1	1	0	2	0	3	1	1					
		0.51%	0.00%	0.63%	0.00%	0.12%	0.00%	0.00%	1.34%	0.72%	0.00%	0.34%	0.00%	0.42%	0.00%	0.48%	0.80%	0.00%	1.01%	0.44%	1.47%	0.00%	1.92%	0.54%	0.29%	0.39%	0.00%	0.00%	0.51%	0.23%	0.00%	1.03%	1.27%	0.66%	1.10%	0.64%	0.00%	0.71%	0.00%	0.52%	1.09%	0.21%	0.00%	0.00%	0.50%	1.06%	0.00%	0.54%	0.54%	0.00%	0.70%	2.34%	0.43%	0.86%	0.00%	0.44%	0.00%	1.81%	0.63%	0.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13276	107	112	141	658	63	122	127	92	78	299	134	179	82	166	549	240	305	520	335	74	200	387	259	193	299	107	265	678	424	212	99	94	307	459	334	339	118	158	69	374	78	84	145	150	117	281	696	150	210	183	180	95	117	368	233	116	125	190					
		74.14%	56.32%	70.00%	77.47%	76.16%	80.77%	78.71%	85.23%	66.67%	75.00%	50.25%	63.51%	75.53%	83.67%	79.05%	73.49%	80.27%	76.63%	76.13%	70.23%	67.27%	76.92%	69.35%	74.86%	74.81%	79.95%	72.30%	67.95%	77.22%	75.58%	72.60%	62.66%	61.84%	67.47%	72.97%	80.29%	80.52%	86.13%	82.72%	75.00%	77.43%	81.25%	86.60%	72.14%	79.79%	77.48%	76.36%	74.52%	81.08%	73.17%	71.48%	76.92%	81.90%	82.39%	80.88%	70.82%	69.88%	79.11%	73.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	0	0	0	4	0	0	2	1	0	5	0	4	1	3	4	0	2	1	0	0	0	1	0	1	1	1	0	5	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	2	0	0	0					
		0.30%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	1.34%	0.72%	0.00%	0.84%	0.00%	1.69%	1.02%	1.43%	0.54%	0.00%	0.50%	0.15%	0.00%	0.00%	0.00%	0.18%	0.00%	0.39%	0.27%	0.68%	0.00%	0.57%	0.36%	0.00%	0.00%	0.66%	0.00%	0.16%	0.24%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.61%	0.00%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
