Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Шадринская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	151	4	0	0	4	1	0	1	1	0	8	2	3	1	0	4	1	7	10	5	4	4	6	0	4	5	3	4	5	2	2	0	4	1	2	2	2	1	3	4	1	1	4	2	2	2	6	1	10	2	1	0	1	1	2	1	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2171	26	12	17	103	15	17	18	20	14	111	37	25	15	23	96	46	60	100	53	16	33	76	48	35	31	11	45	95	62	31	15	18	63	87	43	47	15	34	42	16	3	19	11	12	35	131	15	22	30	21	1	13	59	57	23	15	33					
		13.54%	15.76%	9.60%	10.49%	14.07%	21.74%	11.26%	12.77%	17.70%	17.95%	19.93%	21.26%	12.82%	20.83%	11.62%	13.37%	19.01%	18.40%	17.33%	11.78%	15.53%	12.99%	15.67%	16.33%	15.84%	9.31%	7.48%	13.08%	13.07%	10.76%	12.16%	11.54%	12.86%	15.40%	15.26%	11.68%	12.30%	12.30%	14.29%	9.40%	19.75%	3.90%	10.22%	5.79%	11.11%	11.15%	15.75%	9.62%	6.43%	13.45%	10.66%	0.98%	10.66%	12.47%	19.13%	13.53%	11.63%	13.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2294	21	14	21	121	17	32	15	13	15	84	28	23	5	32	150	29	51	85	75	12	37	54	30	39	56	3	69	90	77	38	23	18	66	99	54	53	17	27	23	3	11	23	19	17	35	108	23	42	22	22	11	18	76	71	25	14	38					
		14.31%	12.73%	11.20%	12.96%	16.53%	24.64%	21.19%	10.64%	11.50%	19.23%	15.08%	16.09%	11.79%	6.94%	16.16%	20.89%	11.98%	15.64%	14.73%	16.67%	11.65%	14.57%	11.13%	10.20%	17.65%	16.82%	2.04%	20.06%	12.38%	13.37%	14.90%	17.69%	12.86%	16.14%	17.37%	14.67%	13.87%	13.93%	11.34%	5.15%	3.70%	14.29%	12.37%	10.00%	15.74%	11.15%	12.98%	14.74%	12.28%	9.87%	11.17%	10.78%	14.75%	16.07%	23.83%	14.71%	10.85%	15.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	137	1	1	2	5	0	1	0	0	0	9	2	1	0	2	12	3	5	3	3	2	2	6	5	2	2	0	2	3	1	3	0	0	5	9	6	2	2	2	1	1	0	0	2	0	2	1	1	5	2	2	1	0	4	4	1	0	6					
		0.85%	0.61%	0.80%	1.23%	0.68%	0.00%	0.66%	0.00%	0.00%	0.00%	1.62%	1.15%	0.51%	0.00%	1.01%	1.67%	1.24%	1.53%	0.52%	0.67%	1.94%	0.79%	1.24%	1.70%	0.90%	0.60%	0.00%	0.58%	0.41%	0.17%	1.18%	0.00%	0.00%	1.22%	1.58%	1.63%	0.52%	1.64%	0.84%	0.22%	1.23%	0.00%	0.00%	1.05%	0.00%	0.64%	0.12%	0.64%	1.46%	0.90%	1.02%	0.98%	0.00%	0.85%	1.34%	0.59%	0.00%	2.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2142	30	29	5	114	3	13	7	13	6	118	32	11	1	20	75	23	48	49	71	10	44	78	46	26	29	11	61	113	50	52	24	23	52	66	47	51	8	37	128	9	10	26	17	7	40	126	9	29	32	35	19	11	41	39	16	19	33					
		13.36%	18.18%	23.20%	3.09%	15.57%	4.35%	8.61%	4.96%	11.50%	7.69%	21.18%	18.39%	5.64%	1.39%	10.10%	10.45%	9.50%	14.72%	8.49%	15.78%	9.71%	17.32%	16.08%	15.65%	11.76%	8.71%	7.48%	17.73%	15.54%	8.68%	20.39%	18.46%	16.43%	12.71%	11.58%	12.77%	13.35%	6.56%	15.55%	28.64%	11.11%	12.99%	13.98%	8.95%	6.48%	12.74%	15.14%	5.77%	8.48%	14.35%	17.77%	18.63%	9.02%	8.67%	13.09%	9.41%	14.73%	13.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	0	2	0	10	0	0	0	0	0	8	0	0	0	1	11	3	1	6	5	1	1	4	1	2	2	0	6	2	2	1	2	1	2	16	4	3	4	3	1	1	0	0	0	1	3	6	5	2	2	1	0	0	8	6	0	2	1					
		0.89%	0.00%	1.60%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.51%	1.53%	1.24%	0.31%	1.04%	1.11%	0.97%	0.39%	0.82%	0.34%	0.90%	0.60%	0.00%	1.74%	0.28%	0.35%	0.39%	1.54%	0.71%	0.49%	2.81%	1.09%	0.79%	3.28%	1.26%	0.22%	1.23%	0.00%	0.00%	0.00%	0.93%	0.96%	0.72%	3.21%	0.58%	0.90%	0.51%	0.00%	0.00%	1.69%	2.01%	0.00%	1.55%	0.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8893	85	65	115	376	34	87	99	64	43	218	69	130	51	115	359	133	145	325	234	60	135	254	163	117	207	122	153	415	374	124	64	80	218	284	208	218	76	135	244	50	53	118	138	71	193	445	102	233	135	114	70	80	276	121	99	76	121					
		55.48%	51.52%	52.00%	70.99%	51.37%	49.28%	57.62%	70.21%	56.64%	55.13%	39.14%	39.66%	66.67%	70.83%	58.08%	50.00%	54.96%	44.48%	56.33%	52.00%	58.25%	53.15%	52.37%	55.44%	52.94%	62.16%	82.99%	44.48%	57.08%	64.93%	48.63%	49.23%	57.14%	53.30%	49.82%	56.52%	57.07%	62.30%	56.72%	54.59%	61.73%	68.83%	63.44%	72.63%	65.74%	61.46%	53.49%	65.38%	68.13%	60.54%	57.87%	68.63%	65.57%	58.35%	40.60%	58.24%	58.91%	50.42%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	0	0	0	0	0	0	0	1	0	2	2	1	0	1	4	0	2	4	1	1	0	2	0	0	1	0	2	4	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	3	0	0	0	0	2	0	1	0	2					
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.36%	1.15%	0.51%	0.00%	0.51%	0.56%	0.00%	0.61%	0.69%	0.22%	0.97%	0.00%	0.41%	0.00%	0.00%	0.30%	0.00%	0.58%	0.55%	0.35%	0.78%	0.00%	0.00%	0.24%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.24%	0.64%	0.88%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.59%	0.00%	0.83%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
