Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    район Люблино																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №3703	УИК №3704	УИК №3705									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	1	1	3	1	1	0	1	0	2	1	0	1	0	1	0	0	1	0	3	0	4	0	0	2	0	0	3	0	0	2	3	0	1	1	2	5	0	1	4	1	3	1	3	0	0	1	2	1	0	0	3	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1135	25	28	4	13	20	10	27	11	16	11	19	16	15	37	20	18	26	30	32	19	28	31	17	17	29	39	31	23	6	24	18	15	17	21	24	20	15	20	22	14	23	34	24	30	21	16	24	30	23	27	40	8	4	3	0									
		3.06%	2.49%	4.27%	0.97%	2.35%	3.24%	1.75%	3.85%	2.46%	4.68%	2.08%	3.45%	3.07%	2.10%	4.77%	2.38%	2.99%	3.38%	3.68%	3.79%	2.42%	3.47%	4.08%	2.57%	2.15%	3.37%	4.42%	4.61%	4.46%	1.33%	2.98%	3.21%	1.89%	2.53%	2.34%	3.51%	2.79%	2.05%	3.12%	3.94%	2.72%	2.93%	3.88%	2.75%	5.13%	3.86%	3.40%	3.35%	3.90%	2.88%	1.74%	2.70%	2.52%	2.96%	2.63%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	773	17	14	12	14	10	19	17	6	5	8	15	12	10	20	17	14	14	16	19	16	12	15	22	14	11	14	10	15	3	18	8	14	22	25	12	15	14	15	19	10	7	20	19	12	16	10	11	23	19	30	29	7	2	5	0									
		2.09%	1.69%	2.14%	2.92%	2.53%	1.62%	3.33%	2.43%	1.34%	1.46%	1.51%	2.72%	2.30%	1.40%	2.58%	2.02%	2.32%	1.82%	1.96%	2.25%	2.04%	1.49%	1.97%	3.33%	1.77%	1.28%	1.59%	1.49%	2.91%	0.67%	2.24%	1.43%	1.77%	3.28%	2.79%	1.76%	2.09%	1.92%	2.34%	3.40%	1.95%	0.89%	2.28%	2.17%	2.05%	2.94%	2.12%	1.53%	2.99%	2.38%	1.94%	1.96%	2.21%	1.48%	4.39%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1071	34	20	13	21	21	16	21	14	9	20	15	16	16	18	23	13	26	28	29	20	21	19	26	44	16	38	18	7	10	26	15	22	16	31	15	25	28	17	19	15	22	21	19	13	13	6	20	26	22	23	45	8	6	5	1									
		2.89%	3.39%	3.05%	3.16%	3.80%	3.40%	2.80%	2.99%	3.13%	2.63%	3.78%	2.72%	3.07%	2.24%	2.32%	2.73%	2.16%	3.38%	3.44%	3.43%	2.54%	2.60%	2.50%	3.93%	5.56%	1.86%	4.31%	2.67%	1.36%	2.22%	3.23%	2.67%	2.77%	2.38%	3.46%	2.20%	3.49%	3.84%	2.65%	3.40%	2.92%	2.80%	2.39%	2.17%	2.22%	2.39%	1.27%	2.79%	3.38%	2.75%	1.49%	3.04%	2.52%	4.44%	4.39%	5.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15563	395	250	159	218	222	212	268	201	157	238	218	215	310	316	328	247	272	310	308	324	284	297	274	352	352	312	251	222	190	342	213	338	285	393	320	295	323	270	251	220	337	333	339	232	226	187	312	316	335	918	751	204	61	47	13									
		41.99%	39.34%	38.17%	38.69%	39.42%	35.92%	37.13%	38.23%	44.97%	45.91%	44.99%	39.56%	41.27%	43.36%	40.72%	39.00%	40.96%	35.32%	38.04%	36.45%	41.22%	35.15%	39.08%	41.45%	44.50%	40.93%	35.37%	37.30%	43.02%	42.22%	42.48%	37.97%	42.62%	42.47%	43.86%	46.85%	41.14%	44.25%	42.12%	44.90%	42.80%	42.88%	37.97%	38.79%	39.66%	41.54%	39.70%	43.51%	41.09%	41.93%	59.30%	50.71%	64.35%	45.19%	41.23%	76.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	533	26	13	4	8	13	14	13	4	1	7	3	6	5	9	8	11	10	13	14	10	12	13	5	6	14	12	14	16	14	10	11	19	4	16	6	10	9	7	8	4	5	22	13	9	2	8	14	11	10	20	8	0	5	4	0									
		1.44%	2.59%	1.98%	0.97%	1.45%	2.10%	2.45%	1.85%	0.89%	0.29%	1.32%	0.54%	1.15%	0.70%	1.16%	0.95%	1.82%	1.30%	1.60%	1.66%	1.27%	1.49%	1.71%	0.76%	0.76%	1.63%	1.36%	2.08%	3.10%	3.11%	1.24%	1.96%	2.40%	0.60%	1.79%	0.88%	1.39%	1.23%	1.09%	1.43%	0.78%	0.64%	2.51%	1.49%	1.54%	0.37%	1.70%	1.95%	1.43%	1.25%	1.29%	0.54%	0.00%	3.70%	3.51%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	141	2	1	1	4	1	0	3	1	0	1	4	3	6	1	1	2	3	3	3	1	0	2	6	2	3	2	4	7	5	6	2	0	2	1	3	2	2	0	3	1	2	10	4	0	4	3	1	4	3	8	4	3	1	0	0									
		0.38%	0.20%	0.15%	0.24%	0.72%	0.16%	0.00%	0.43%	0.22%	0.00%	0.19%	0.73%	0.58%	0.84%	0.13%	0.12%	0.33%	0.39%	0.37%	0.36%	0.13%	0.00%	0.26%	0.91%	0.25%	0.35%	0.23%	0.59%	1.36%	1.11%	0.75%	0.36%	0.00%	0.30%	0.11%	0.44%	0.28%	0.27%	0.00%	0.54%	0.19%	0.25%	1.14%	0.46%	0.00%	0.74%	0.64%	0.14%	0.52%	0.38%	0.52%	0.27%	0.95%	0.74%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5587	134	108	61	81	101	83	102	77	49	89	87	71	117	111	104	90	113	125	116	120	140	111	131	132	143	156	90	61	59	121	65	111	87	156	117	94	138	89	79	84	143	95	119	86	82	67	134	125	150	187	219	27	30	19	1									
		15.08%	13.35%	16.49%	14.84%	14.65%	16.34%	14.54%	14.55%	17.23%	14.33%	16.82%	15.79%	13.63%	16.36%	14.30%	12.37%	14.93%	14.68%	15.34%	13.73%	15.27%	17.33%	14.61%	19.82%	16.69%	16.63%	17.69%	13.37%	11.82%	13.11%	15.03%	11.59%	13.99%	12.97%	17.41%	17.13%	13.11%	18.90%	13.88%	14.13%	16.34%	18.19%	10.83%	13.62%	14.70%	15.07%	14.23%	18.69%	16.25%	18.77%	12.08%	14.79%	8.52%	22.22%	16.67%	5.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	768	26	8	16	15	21	14	12	1	1	16	11	15	19	13	21	13	19	23	15	13	16	9	11	22	19	22	18	8	11	21	17	17	10	17	8	7	9	14	8	7	17	39	23	11	15	11	16	20	17	13	19	2	0	2	0									
		2.07%	2.59%	1.22%	3.89%	2.71%	3.40%	2.45%	1.71%	0.22%	0.29%	3.02%	1.99%	2.88%	2.66%	1.68%	2.50%	2.16%	2.47%	2.82%	1.78%	1.65%	1.98%	1.18%	1.66%	2.78%	2.21%	2.49%	2.67%	1.55%	2.44%	2.61%	3.03%	2.14%	1.49%	1.90%	1.17%	0.98%	1.23%	2.18%	1.43%	1.36%	2.16%	4.45%	2.63%	1.88%	2.76%	2.34%	2.23%	2.60%	2.13%	0.84%	1.28%	0.63%	0.00%	1.75%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	968	44	13	12	20	24	9	23	7	8	15	16	21	12	15	22	14	28	18	23	20	33	22	10	13	17	17	31	23	16	18	24	11	13	18	16	15	13	9	9	8	23	35	35	17	17	16	24	29	24	25	17	3	0	3	0									
		2.61%	4.38%	1.98%	2.92%	3.62%	3.88%	1.58%	3.28%	1.57%	2.34%	2.84%	2.90%	4.03%	1.68%	1.93%	2.62%	2.32%	3.64%	2.21%	2.72%	2.54%	4.08%	2.89%	1.51%	1.64%	1.98%	1.93%	4.61%	4.46%	3.56%	2.24%	4.28%	1.39%	1.94%	2.01%	2.34%	2.09%	1.78%	1.40%	1.61%	1.56%	2.93%	3.99%	4.00%	2.91%	3.13%	3.40%	3.35%	3.77%	3.00%	1.61%	1.15%	0.95%	0.00%	2.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	70	3	4	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	3	1	1	3	4	0	1	5	2	1	3	2	2	1	0	1	2	1	0	0	1	0	0	5	2	2	0	0	1	3	3	0	5	2	1	0	0	0									
		0.19%	0.30%	0.61%	0.00%	0.00%	0.16%	0.18%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.17%	0.00%	0.37%	0.12%	0.13%	0.37%	0.53%	0.00%	0.13%	0.58%	0.23%	0.15%	0.58%	0.44%	0.25%	0.18%	0.00%	0.15%	0.22%	0.15%	0.00%	0.00%	0.16%	0.00%	0.00%	0.64%	0.23%	0.23%	0.00%	0.00%	0.21%	0.42%	0.39%	0.00%	0.32%	0.14%	0.32%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2138	97	38	30	24	44	32	51	23	26	20	32	27	43	48	73	40	70	50	51	38	40	41	28	36	61	54	50	34	31	55	36	58	24	34	26	61	30	50	24	27	39	75	67	45	24	33	26	32	27	44	49	9	4	7	0									
		5.77%	9.66%	5.80%	7.30%	4.34%	7.12%	5.60%	7.28%	5.15%	7.60%	3.78%	5.81%	5.18%	6.01%	6.19%	8.68%	6.63%	9.09%	6.13%	6.04%	4.83%	4.95%	5.39%	4.24%	4.55%	7.09%	6.12%	7.43%	6.59%	6.89%	6.83%	6.42%	7.31%	3.58%	3.79%	3.81%	8.51%	4.11%	7.80%	4.29%	5.25%	4.96%	8.55%	7.67%	7.69%	4.41%	7.01%	3.63%	4.16%	3.38%	2.84%	3.31%	2.84%	2.96%	6.14%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5284	122	91	56	84	97	118	91	56	44	55	89	68	114	126	146	84	127	122	147	133	127	128	85	95	110	154	92	54	62	111	88	108	122	107	84	116	99	91	71	76	106	122	146	96	94	80	79	97	94	165	209	24	11	9	2									
		14.26%	12.15%	13.89%	13.63%	15.19%	15.70%	20.67%	12.98%	12.53%	12.87%	10.40%	16.15%	13.05%	15.94%	16.24%	17.36%	13.93%	16.49%	14.97%	17.40%	16.92%	15.72%	16.84%	12.86%	12.01%	12.79%	17.46%	13.67%	10.47%	13.78%	13.79%	15.69%	13.62%	18.18%	11.94%	12.30%	16.18%	13.56%	14.20%	12.70%	14.79%	13.49%	13.91%	16.70%	16.41%	17.28%	16.99%	11.02%	12.61%	11.76%	10.66%	14.11%	7.57%	8.15%	7.89%	11.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	242	5	4	5	1	1	4	9	3	3	1	6	4	2	3	2	4	3	3	8	5	2	7	3	5	5	3	7	4	5	2	6	7	6	1	2	4	3	6	0	3	2	3	16	1	3	10	8	5	10	12	14	1	0	0	0									
		0.65%	0.50%	0.61%	1.22%	0.18%	0.16%	0.70%	1.28%	0.67%	0.88%	0.19%	1.09%	0.77%	0.28%	0.39%	0.24%	0.66%	0.39%	0.37%	0.95%	0.64%	0.25%	0.92%	0.45%	0.63%	0.58%	0.34%	1.04%	0.78%	1.11%	0.25%	1.07%	0.88%	0.89%	0.11%	0.29%	0.56%	0.41%	0.94%	0.00%	0.58%	0.25%	0.34%	1.83%	0.17%	0.55%	2.12%	1.12%	0.65%	1.25%	0.78%	0.95%	0.32%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2066	66	54	27	39	37	28	50	25	16	24	24	32	31	43	53	40	48	59	66	48	64	45	35	36	57	39	47	36	26	38	44	57	44	53	36	40	33	44	31	31	42	47	42	24	16	17	33	36	46	45	46	13	5	8	0									
		5.57%	6.57%	8.24%	6.57%	7.05%	5.99%	4.90%	7.13%	5.59%	4.68%	4.54%	4.36%	6.14%	4.34%	5.54%	6.30%	6.63%	6.23%	7.24%	7.81%	6.11%	7.92%	5.92%	5.30%	4.55%	6.63%	4.42%	6.98%	6.98%	5.78%	4.72%	7.84%	7.19%	6.56%	5.92%	5.27%	5.58%	4.52%	6.86%	5.55%	6.03%	5.34%	5.36%	4.81%	4.10%	2.94%	3.61%	4.60%	4.68%	5.76%	2.91%	3.11%	4.10%	3.70%	7.02%	0.00%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
