Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Макаровская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
30	"13. ""Демократическая партия России"""	10	1	0	1	1	3	1	3					
		0.23%	0.25%	0.0%	0.11%	0.07%	0.38%	0.76%	0.66%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	0	3	2	0	1					
		0.14%	0.0%	0.0%	0.0%	0.21%	0.25%	0.0%	0.22%					
32	"15. ""Партия СЛОН"""	8	1	0	1	1	2	0	3					
		0.19%	0.25%	0.0%	0.11%	0.07%	0.25%	0.0%	0.66%					
33	"16. ""Родина"" (народно-патриотический союз)"""	274	12	16	65	96	45	12	28					
		6.54%	3.11%	6.95%	7.66%	7.03%	5.79%	9.23%	6.16%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	2	5	7	4	1	1					
		0.47%	0.0%	0.86%	0.58%	0.51%	0.51%	0.76%	0.22%					
35	"18. ""ЛДПР"""	1038	97	56	209	338	190	23	125					
		24.79%	25.19%	24.34%	24.64%	24.78%	24.48%	17.69%	27.53%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	71	2	1	17	18	19	4	10					
		1.69%	0.51%	0.43%	2.00%	1.31%	2.44%	3.07%	2.20%					
37	"20. ""Политическая партия ""Единая Россия"""	1428	168	100	243	475	256	28	158					
		34.10%	43.63%	43.47%	28.65%	34.82%	32.98%	21.53%	34.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	2	3	1	0	0	0					
		0.14%	0.0%	0.86%	0.35%	0.07%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	0	1	0	3	1	1	1					
		0.16%	0.0%	0.43%	0.0%	0.21%	0.12%	0.76%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	438	32	12	98	138	98	30	30					
		10.46%	8.31%	5.21%	11.55%	10.11%	12.62%	23.07%	6.60%					
														
41	Против всех	140	6	1	37	46	35	4	11					
		3.34%	1.55%	0.43%	4.36%	3.37%	4.51%	3.07%	2.42%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
