Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
"Наименование Избирательной комиссии:    Краснодар, Западная"																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	637	10	6	8	11	5	7	11	11	14	22	3	3	10	19	9	5	16	5	3	8	13	7	18	7	11	10	9	8	9	14	14	8	14	6	17	8	5	18	5	6	5	16	3	5	10	6	10	7	7	9	6	14	8	16	1	7	4	2	90	18					
14	Число погашенных открепительных удостоверений	2345	46	39	38	35	43	47	34	43	45	44	51	47	44	45	48	40	43	45	23	47	42	37	50	42	50	45	37	34	41	32	47	48	33	54	39	41	48	46	44	50	50	46	43	47	41	32	39	42	41	44	51	49	43	70	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	664	17	10	23	8	9	7	9	8	9	10	7	16	10	16	12	18	9	40	7	10	11	9	12	8	5	6	9	11	11	17	9	16	15	15	13	10	12	16	12	8	6	11	19	7	9	14	13	16	16	11	4	15	15	16	1	0	5	1	4	1					
		1.00%	2.03%	0.81%	1.16%	0.57%	0.69%	0.57%	0.69%	0.68%	1.28%	0.90%	0.57%	1.42%	0.82%	1.82%	0.95%	1.40%	0.74%	2.32%	0.55%	0.82%	0.91%	0.60%	1.59%	0.59%	0.48%	0.70%	0.79%	0.73%	0.73%	1.12%	1.04%	1.31%	1.16%	1.60%	0.80%	0.92%	1.15%	1.39%	0.90%	1.21%	0.65%	0.90%	1.32%	0.98%	0.65%	0.93%	0.92%	1.13%	1.12%	0.71%	0.41%	1.27%	1.27%	1.35%	0.78%	0.0%	3.96%	7.14%	1.15%	3.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2868	35	52	68	65	50	79	82	47	38	50	74	43	74	36	50	42	41	64	70	78	63	73	30	60	50	57	43	61	49	50	25	39	53	32	63	32	35	60	41	40	31	51	37	25	60	74	76	67	46	75	50	47	48	70	2	1	8	0	5	1					
		4.33%	4.18%	4.24%	3.45%	4.68%	3.85%	6.48%	6.36%	4.03%	5.43%	4.53%	6.03%	3.82%	6.13%	4.11%	3.97%	3.27%	3.40%	3.71%	5.50%	6.44%	5.21%	4.94%	3.97%	4.48%	4.85%	6.73%	3.80%	4.06%	3.27%	3.29%	2.90%	3.20%	4.11%	3.43%	3.92%	2.97%	3.38%	5.21%	3.08%	6.05%	3.38%	4.19%	2.57%	3.51%	4.33%	4.94%	5.39%	4.73%	3.23%	4.89%	5.13%	4.00%	4.08%	5.93%	1.57%	5.88%	6.34%	0.0%	1.44%	3.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1299	12	23	36	26	25	21	23	17	19	18	27	22	32	21	15	28	16	22	13	26	33	29	23	29	10	18	26	26	25	31	21	24	28	22	33	24	17	18	32	13	13	24	31	18	24	17	27	34	26	39	24	25	33	21	5	1	7	1	3	2					
		1.96%	1.43%	1.87%	1.82%	1.87%	1.92%	1.72%	1.78%	1.45%	2.71%	1.63%	2.20%	1.95%	2.65%	2.4%	1.19%	2.18%	1.32%	1.27%	1.02%	2.14%	2.73%	1.96%	3.05%	2.16%	0.97%	2.12%	2.30%	1.73%	1.66%	2.04%	2.43%	1.97%	2.17%	2.36%	2.05%	2.22%	1.64%	1.56%	2.40%	1.96%	1.41%	1.97%	2.16%	2.52%	1.73%	1.13%	1.91%	2.40%	1.82%	2.54%	2.46%	2.13%	2.80%	1.78%	3.93%	5.88%	5.55%	7.14%	0.86%	6.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3541	44	61	93	78	50	90	79	70	50	68	81	69	73	38	61	61	48	62	106	103	84	75	45	70	65	45	73	79	80	67	57	54	63	47	75	54	34	96	63	28	51	55	69	32	74	82	64	66	52	76	63	68	63	74	4	0	4	1	4	0					
		5.35%	5.26%	4.98%	4.71%	5.61%	3.85%	7.38%	6.12%	6.00%	7.15%	6.17%	6.60%	6.13%	6.04%	4.34%	4.85%	4.75%	3.98%	3.60%	8.33%	8.51%	6.95%	5.08%	5.96%	5.22%	6.31%	5.31%	6.46%	5.25%	5.34%	4.41%	6.61%	4.44%	4.89%	5.04%	4.66%	5.01%	3.28%	8.34%	4.74%	4.23%	5.56%	4.52%	4.80%	4.49%	5.35%	5.47%	4.54%	4.66%	3.65%	4.96%	6.47%	5.79%	5.35%	6.27%	3.14%	0.0%	3.17%	7.14%	1.15%	0.0%					
22	"5. ""За Русь Святую"""	804	24	15	19	14	15	13	21	11	5	19	10	9	15	14	16	16	15	11	10	14	11	24	10	20	10	9	12	8	18	23	10	18	16	7	23	9	9	11	19	8	9	18	17	13	20	14	20	16	14	33	18	7	10	20	3	0	4	1	5	1					
		1.21%	2.87%	1.22%	0.96%	1.00%	1.15%	1.06%	1.62%	0.94%	0.71%	1.72%	0.81%	0.8%	1.24%	1.6%	1.27%	1.24%	1.24%	0.63%	0.78%	1.15%	0.91%	1.62%	1.32%	1.49%	0.97%	1.06%	1.06%	0.53%	1.20%	1.51%	1.16%	1.48%	1.24%	0.75%	1.43%	0.83%	0.86%	0.95%	1.42%	1.21%	0.98%	1.48%	1.18%	1.82%	1.44%	0.93%	1.41%	1.13%	0.98%	2.15%	1.84%	0.59%	0.85%	1.69%	2.36%	0.0%	3.17%	7.14%	1.44%	3.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	168	1	3	15	2	3	2	2	1	1	5	3	3	3	2	6	6	2	9	1	0	2	4	1	2	0	2	1	5	4	3	2	3	2	1	2	4	7	10	0	0	2	3	1	1	5	2	1	1	7	4	4	4	5	2	0	0	0	0	1	0					
		0.25%	0.11%	0.24%	0.76%	0.14%	0.23%	0.16%	0.15%	0.08%	0.14%	0.45%	0.24%	0.26%	0.24%	0.22%	0.47%	0.46%	0.16%	0.52%	0.07%	0.0%	0.16%	0.27%	0.13%	0.14%	0.0%	0.23%	0.08%	0.33%	0.26%	0.19%	0.23%	0.24%	0.15%	0.10%	0.12%	0.37%	0.67%	0.86%	0.0%	0.0%	0.21%	0.24%	0.06%	0.14%	0.36%	0.13%	0.07%	0.07%	0.49%	0.26%	0.41%	0.34%	0.42%	0.16%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	744	6	15	37	16	8	14	16	9	8	5	14	12	17	7	15	17	12	17	5	14	17	12	13	17	16	4	8	19	12	23	6	15	9	7	17	10	21	10	29	13	8	14	15	10	18	14	12	15	22	19	10	10	14	17	1	0	2	0	1	0					
		1.12%	0.71%	1.22%	1.87%	1.15%	0.61%	1.14%	1.24%	0.77%	1.14%	0.45%	1.14%	1.06%	1.40%	0.8%	1.19%	1.32%	0.99%	0.98%	0.39%	1.15%	1.40%	0.81%	1.72%	1.26%	1.55%	0.47%	0.70%	1.26%	0.80%	1.51%	0.69%	1.23%	0.69%	0.75%	1.05%	0.92%	2.02%	0.86%	2.18%	1.96%	0.87%	1.15%	1.04%	1.40%	1.30%	0.93%	0.85%	1.06%	1.54%	1.24%	1.02%	0.85%	1.19%	1.44%	0.78%	0.0%	1.58%	0.0%	0.28%	0.0%					
25	"8. ""Народно-республиканская партия России"""	83	0	2	3	1	1	3	1	3	3	1	2	2	2	0	0	1	0	2	2	1	1	1	0	2	1	0	5	0	2	3	0	3	1	0	2	4	2	2	1	1	2	4	2	3	1	0	1	1	2	1	0	0	0	2	0	0	2	0	1	0					
		0.12%	0.0%	0.16%	0.15%	0.07%	0.07%	0.24%	0.07%	0.25%	0.42%	0.09%	0.16%	0.17%	0.16%	0.0%	0.0%	0.07%	0.0%	0.11%	0.15%	0.08%	0.08%	0.06%	0.0%	0.14%	0.09%	0.0%	0.44%	0.0%	0.13%	0.19%	0.0%	0.24%	0.07%	0.0%	0.12%	0.37%	0.19%	0.17%	0.07%	0.15%	0.21%	0.32%	0.13%	0.42%	0.07%	0.0%	0.07%	0.07%	0.14%	0.06%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.58%	0.0%	0.28%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	309	5	4	12	5	10	4	10	4	3	5	4	5	3	6	3	4	2	10	6	9	2	3	6	5	4	6	5	9	6	10	4	3	7	4	11	10	4	4	3	1	5	4	1	2	10	11	6	4	7	11	4	6	5	6	2	0	2	0	2	0					
		0.46%	0.59%	0.32%	0.60%	0.36%	0.77%	0.32%	0.77%	0.34%	0.42%	0.45%	0.32%	0.44%	0.24%	0.68%	0.23%	0.31%	0.16%	0.58%	0.47%	0.74%	0.16%	0.20%	0.79%	0.37%	0.38%	0.70%	0.44%	0.59%	0.40%	0.65%	0.46%	0.24%	0.54%	0.42%	0.68%	0.92%	0.38%	0.34%	0.22%	0.15%	0.54%	0.32%	0.06%	0.28%	0.72%	0.73%	0.42%	0.28%	0.49%	0.71%	0.41%	0.51%	0.42%	0.50%	1.57%	0.0%	1.58%	0.0%	0.57%	0.0%					
27	"10. ""Аграрная партия России"""	1087	12	22	26	30	23	22	17	13	7	9	17	17	24	10	21	19	13	24	19	29	16	26	14	32	19	0	25	14	23	26	23	16	27	21	35	21	12	16	20	16	22	29	33	10	17	23	19	19	27	25	7	20	15	16	1	0	6	1	21	0					
		1.64%	1.43%	1.79%	1.31%	2.16%	1.77%	1.80%	1.31%	1.11%	1.00%	0.81%	1.38%	1.51%	1.98%	1.14%	1.67%	1.47%	1.07%	1.39%	1.49%	2.39%	1.32%	1.76%	1.85%	2.38%	1.84%	0.0%	2.21%	0.93%	1.53%	1.71%	2.66%	1.31%	2.09%	2.25%	2.17%	1.94%	1.15%	1.39%	1.50%	2.42%	2.39%	2.38%	2.29%	1.40%	1.22%	1.53%	1.34%	1.34%	1.89%	1.63%	0.71%	1.70%	1.27%	1.35%	0.78%	0.0%	4.76%	7.14%	6.06%	0.0%					
28	"11. ""Истинные патриоты России"""	74	0	1	2	2	0	2	2	0	1	0	1	0	1	2	0	0	0	2	0	2	1	1	3	4	2	15	0	0	1	0	0	3	0	0	1	2	0	0	0	1	0	0	2	3	1	2	5	0	1	3	0	1	0	3	0	0	0	0	1	0					
		0.11%	0.0%	0.08%	0.10%	0.14%	0.0%	0.16%	0.15%	0.0%	0.14%	0.0%	0.08%	0.0%	0.08%	0.22%	0.0%	0.0%	0.0%	0.11%	0.0%	0.16%	0.08%	0.06%	0.39%	0.29%	0.19%	1.77%	0.0%	0.0%	0.06%	0.0%	0.0%	0.24%	0.0%	0.0%	0.06%	0.18%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.13%	0.42%	0.07%	0.13%	0.35%	0.0%	0.07%	0.19%	0.0%	0.08%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	752	9	18	114	12	16	3	9	8	3	9	14	10	9	7	13	15	7	20	11	13	14	19	7	10	22	10	9	21	5	12	8	13	18	16	13	6	15	15	22	5	9	19	20	10	7	16	15	13	15	1	12	7	15	9	2	0	0	0	2	0					
		1.13%	1.07%	1.47%	5.78%	0.86%	1.23%	0.24%	0.69%	0.68%	0.42%	0.81%	1.14%	0.88%	0.74%	0.8%	1.03%	1.16%	0.58%	1.16%	0.86%	1.07%	1.15%	1.28%	0.92%	0.74%	2.13%	1.18%	0.79%	1.39%	0.33%	0.79%	0.92%	1.06%	1.39%	1.71%	0.80%	0.55%	1.44%	1.30%	1.65%	0.75%	0.98%	1.56%	1.39%	1.40%	0.50%	1.06%	1.06%	0.91%	1.05%	0.06%	1.23%	0.59%	1.27%	0.76%	1.57%	0.0%	0.0%	0.0%	0.57%	0.0%					
30	"13. ""Демократическая партия России"""	99	3	0	7	2	4	1	2	0	1	0	4	1	1	1	2	2	2	5	0	2	1	3	3	1	2	1	0	3	1	2	2	3	1	0	1	4	2	2	2	1	4	4	3	2	0	0	1	0	1	4	1	2	1	0	0	0	0	0	1	0					
		0.14%	0.35%	0.0%	0.35%	0.14%	0.30%	0.08%	0.15%	0.0%	0.14%	0.0%	0.32%	0.08%	0.08%	0.11%	0.15%	0.15%	0.16%	0.29%	0.0%	0.16%	0.08%	0.20%	0.39%	0.07%	0.19%	0.11%	0.0%	0.19%	0.06%	0.13%	0.23%	0.24%	0.07%	0.0%	0.06%	0.37%	0.19%	0.17%	0.15%	0.15%	0.43%	0.32%	0.20%	0.28%	0.0%	0.0%	0.07%	0.0%	0.07%	0.26%	0.10%	0.17%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	89	1	1	2	1	0	1	2	1	1	2	1	5	0	3	2	2	0	3	1	0	2	1	3	4	2	3	1	2	2	1	0	1	0	0	3	0	2	0	3	1	5	2	2	0	5	1	1	0	3	5	1	0	1	2	0	0	0	0	1	0					
		0.13%	0.11%	0.08%	0.10%	0.07%	0.0%	0.08%	0.15%	0.08%	0.14%	0.18%	0.08%	0.44%	0.0%	0.34%	0.15%	0.15%	0.0%	0.17%	0.07%	0.0%	0.16%	0.06%	0.39%	0.29%	0.19%	0.35%	0.08%	0.13%	0.13%	0.06%	0.0%	0.08%	0.0%	0.0%	0.18%	0.0%	0.19%	0.0%	0.22%	0.15%	0.54%	0.16%	0.13%	0.0%	0.36%	0.06%	0.07%	0.0%	0.21%	0.32%	0.10%	0.0%	0.08%	0.16%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
32	"15. ""Партия СЛОН"""	103	0	0	10	3	0	1	1	1	4	0	0	0	1	0	3	2	15	8	0	0	3	0	1	1	3	2	1	4	4	2	0	1	0	1	2	0	0	3	4	0	2	0	1	1	1	1	0	5	4	0	2	3	0	1	1	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.50%	0.21%	0.0%	0.08%	0.07%	0.08%	0.57%	0.0%	0.0%	0.0%	0.08%	0.0%	0.23%	0.15%	1.24%	0.46%	0.0%	0.0%	0.24%	0.0%	0.13%	0.07%	0.29%	0.23%	0.08%	0.26%	0.26%	0.13%	0.0%	0.08%	0.0%	0.10%	0.12%	0.0%	0.0%	0.26%	0.30%	0.0%	0.21%	0.0%	0.06%	0.14%	0.07%	0.06%	0.0%	0.35%	0.28%	0.0%	0.20%	0.25%	0.0%	0.08%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	9559	82	154	228	203	171	173	176	130	93	182	185	129	128	116	147	169	263	212	188	225	206	237	80	204	166	121	166	257	290	195	106	193	190	166	211	154	145	158	166	79	146	146	203	71	220	251	200	247	240	234	159	195	178	184	8	2	1	0	25	5					
		14.45%	9.80%	12.58%	11.56%	14.62%	13.19%	14.19%	13.65%	11.15%	13.30%	16.51%	15.08%	11.46%	10.60%	13.25%	11.69%	13.16%	21.82%	12.31%	14.79%	18.59%	17.06%	16.05%	10.61%	15.23%	16.13%	14.30%	14.70%	17.11%	19.35%	12.85%	12.29%	15.87%	14.75%	17.81%	13.13%	14.29%	14.00%	13.73%	12.49%	11.95%	15.92%	12.00%	14.14%	9.97%	15.90%	16.76%	14.19%	17.46%	16.85%	15.27%	16.34%	16.62%	15.13%	15.60%	6.29%	11.76%	0.79%	0.0%	7.22%	15.62%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	127	1	1	7	1	0	0	1	5	1	0	4	3	0	3	4	2	1	7	1	3	2	1	0	3	3	0	2	1	1	2	2	7	3	0	5	1	4	4	0	1	3	3	8	0	2	4	3	3	2	2	0	1	3	3	1	0	1	0	1	0					
		0.19%	0.11%	0.08%	0.35%	0.07%	0.0%	0.0%	0.07%	0.42%	0.14%	0.0%	0.32%	0.26%	0.0%	0.34%	0.31%	0.15%	0.08%	0.40%	0.07%	0.24%	0.16%	0.06%	0.0%	0.22%	0.29%	0.0%	0.17%	0.06%	0.06%	0.13%	0.23%	0.57%	0.23%	0.0%	0.31%	0.09%	0.38%	0.34%	0.0%	0.15%	0.32%	0.24%	0.55%	0.0%	0.14%	0.26%	0.21%	0.21%	0.14%	0.13%	0.0%	0.08%	0.25%	0.25%	0.78%	0.0%	0.79%	0.0%	0.28%	0.0%					
35	"18. ""ЛДПР"""	5477	64	98	245	77	105	86	113	96	51	77	80	120	105	53	138	121	86	154	69	78	79	100	75	95	68	56	83	94	122	125	63	89	105	67	139	65	104	100	129	55	67	97	135	68	107	130	138	134	140	118	86	125	80	132	33	2	34	2	10	10					
		8.28%	7.65%	8.00%	12.43%	5.54%	8.10%	7.05%	8.76%	8.24%	7.29%	6.98%	6.52%	10.66%	8.69%	6.05%	10.97%	9.42%	7.13%	8.94%	5.42%	6.44%	6.54%	6.77%	9.94%	7.09%	6.60%	6.61%	7.35%	6.25%	8.14%	8.23%	7.30%	7.31%	8.15%	7.18%	8.65%	6.03%	10.04%	8.69%	9.70%	8.32%	7.30%	7.97%	9.40%	9.55%	7.73%	8.68%	9.79%	9.47%	9.83%	7.70%	8.83%	10.65%	6.80%	11.19%	25.98%	11.76%	26.98%	14.28%	2.89%	31.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	644	4	13	19	19	11	9	11	10	5	12	13	15	10	7	18	18	1	23	14	15	8	11	5	13	4	14	17	13	17	15	13	12	8	5	10	12	14	10	17	3	6	13	19	9	16	8	13	12	19	20	13	6	12	5	0	0	0	0	5	0					
		0.97%	0.47%	1.06%	0.96%	1.36%	0.84%	0.73%	0.85%	0.85%	0.71%	1.08%	1.06%	1.33%	0.82%	0.8%	1.43%	1.40%	0.08%	1.33%	1.10%	1.23%	0.66%	0.74%	0.66%	0.97%	0.38%	1.65%	1.50%	0.86%	1.13%	0.98%	1.50%	0.98%	0.62%	0.53%	0.62%	1.11%	1.35%	0.86%	1.27%	0.45%	0.65%	1.06%	1.32%	1.26%	1.15%	0.53%	0.92%	0.84%	1.33%	1.30%	1.33%	0.51%	1.02%	0.42%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	22200	289	428	659	442	423	358	404	419	235	373	377	426	434	303	467	424	380	716	450	349	382	448	250	457	348	269	388	483	449	487	268	395	425	319	562	372	355	355	437	243	323	432	464	263	511	543	521	482	475	527	321	373	424	351	35	7	24	3	64	9					
		33.57%	34.56%	34.96%	33.43%	31.84%	32.63%	29.36%	31.34%	35.96%	33.61%	33.84%	30.75%	37.86%	35.95%	34.62%	37.15%	33.02%	31.53%	41.60%	35.40%	28.84%	31.64%	30.35%	33.15%	34.12%	33.81%	31.79%	34.36%	32.15%	29.97%	32.10%	31.09%	32.48%	32.99%	34.22%	34.99%	34.54%	34.29%	30.86%	32.88%	36.76%	35.22%	35.52%	32.33%	36.93%	36.94%	36.27%	36.97%	34.08%	33.35%	34.39%	32.99%	31.79%	36.05%	29.77%	27.55%	41.17%	19.04%	21.42%	18.49%	28.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	2	4	4	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	3	2	1	2	0	2	4	2	0	1	1	2	3	1	3	0	0	0	2	1	0	1	2	0	1	3	0	2	4	2	0	0	0	0	1	0					
		0.10%	0.23%	0.32%	0.20%	0.0%	0.07%	0.08%	0.0%	0.08%	0.14%	0.09%	0.0%	0.0%	0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.16%	0.06%	0.0%	0.0%	0.29%	0.23%	0.08%	0.13%	0.0%	0.13%	0.46%	0.16%	0.0%	0.10%	0.06%	0.18%	0.28%	0.08%	0.22%	0.0%	0.0%	0.0%	0.13%	0.14%	0.0%	0.06%	0.14%	0.0%	0.07%	0.19%	0.0%	0.17%	0.34%	0.16%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	217	0	3	6	3	3	2	4	5	1	5	4	2	3	6	8	2	4	6	3	3	0	4	4	3	5	2	5	0	7	5	3	1	4	1	4	0	7	4	4	3	4	5	9	2	7	9	6	9	5	2	0	9	4	4	1	0	0	0	1	1					
		0.32%	0.0%	0.24%	0.30%	0.21%	0.23%	0.16%	0.31%	0.42%	0.14%	0.45%	0.32%	0.17%	0.24%	0.68%	0.63%	0.15%	0.33%	0.34%	0.23%	0.24%	0.0%	0.27%	0.53%	0.22%	0.48%	0.23%	0.44%	0.0%	0.46%	0.32%	0.34%	0.08%	0.31%	0.10%	0.24%	0.0%	0.67%	0.34%	0.30%	0.45%	0.43%	0.41%	0.62%	0.28%	0.50%	0.60%	0.42%	0.63%	0.35%	0.13%	0.0%	0.76%	0.34%	0.33%	0.78%	0.0%	0.0%	0.0%	0.28%	3.12%					
