Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Сусуманская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №109	УИК №111	УИК №112	УИК №114	УИК №116	УИК №117	УИК №118	УИК №120					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	3	2	0	2	0	0	0	0	0	6	0	0					
		0.28%	0.22%	0.24%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	65	19	9	2	8	2	0	9	1	1	13	1	0					
		1.41%	1.45%	1.10%	1.30%	2.20%	1.05%	0.0%	1.78%	1.66%	0.79%	1.52%	1.04%	0.0%					
28	"11. ""Истинные патриоты России"""	6	1	3	0	0	0	0	1	0	0	1	0	0					
		0.13%	0.07%	0.36%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.11%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	25	5	6	0	1	6	2	1	1	1	0	1	1					
		0.54%	0.38%	0.73%	0.0%	0.27%	3.17%	2.63%	0.19%	1.66%	0.79%	0.0%	1.04%	1.63%					
30	"13. ""Демократическая партия России"""	9	3	1	0	0	1	0	1	0	2	1	0	0					
		0.19%	0.22%	0.12%	0.0%	0.0%	0.52%	0.0%	0.19%	0.0%	1.58%	0.11%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	20	9	0	1	1	0	5	0	0	1	0	0					
		0.80%	1.52%	1.10%	0.0%	0.27%	0.52%	0.0%	0.99%	0.0%	0.0%	0.11%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	5	0	0	0	0	0	1	0	0	1	0	0					
		0.15%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.11%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	394	105	69	9	29	8	5	29	6	11	108	4	11					
		8.56%	8.02%	8.50%	5.88%	7.98%	4.23%	6.57%	5.76%	10.0%	8.73%	12.63%	4.16%	18.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	1	3	2	1	0	0	1	0	0	1	1	0					
		0.21%	0.07%	0.36%	1.30%	0.27%	0.0%	0.0%	0.19%	0.0%	0.0%	0.11%	1.04%	0.0%					
35	"18. ""ЛДПР"""	1135	300	168	38	98	42	18	104	11	57	239	38	22					
		24.66%	22.91%	20.71%	24.83%	26.99%	22.22%	23.68%	20.67%	18.33%	45.23%	27.95%	39.58%	36.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	59	12	9	0	5	4	2	8	0	1	16	2	0					
		1.28%	0.91%	1.10%	0.0%	1.37%	2.11%	2.63%	1.59%	0.0%	0.79%	1.87%	2.08%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1654	517	317	58	126	83	33	195	32	23	227	26	17					
		35.94%	39.49%	39.08%	37.90%	34.71%	43.91%	43.42%	38.76%	53.33%	18.25%	26.54%	27.08%	27.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	1	0	1	0	0	0	0	0	2	0	0					
		0.08%	0.0%	0.12%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	3	0	0	1	1	0	3	1	0	4	0	0					
		0.28%	0.22%	0.0%	0.0%	0.27%	0.52%	0.0%	0.59%	1.66%	0.0%	0.46%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	361	91	52	13	27	16	7	41	1	8	94	9	2					
		7.84%	6.95%	6.41%	8.49%	7.43%	8.46%	9.21%	8.15%	1.66%	6.34%	10.99%	9.37%	3.27%					
																			
41	Против всех	221	57	47	11	12	6	3	34	4	3	36	7	1					
		4.80%	4.35%	5.79%	7.18%	3.30%	3.17%	3.94%	6.75%	6.66%	2.38%	4.21%	7.29%	1.63%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
