Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Шуйская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357									
		2.20%	1.55%	1.08%	2.85%	3.44%	0.83%	1.65%	1.88%	3.38%	2.63%	2.09%	4.20%	1.18%	2.01%	1.72%	1.37%	3.18%	2.20%	1.50%	1.96%	0.99%	2.21%	1.17%	2.41%	2.69%	2.51%	2.39%	2.60%	2.13%	4.24%	1.03%	1.09%	2.82%	2.10%	1.96%	2.28%	3.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4361	116	83	124	117	111	148	111	88	136	70	121	115	98	120	177	81	134	78	90	116	131	186	76	182	205	123	214	119	105	144	83	76	85	119	125	154									
		29.58%	30.05%	29.86%	29.45%	28.75%	30.75%	30.58%	29.84%	29.73%	29.82%	29.29%	42.31%	27.25%	28.16%	29.48%	30.20%	21.49%	32.76%	23.35%	29.41%	38.16%	26.31%	36.12%	22.89%	30.59%	28.59%	26.68%	27.86%	28.13%	31.82%	37.11%	30.07%	23.82%	25.53%	29.17%	31.65%	30.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	163	4	3	5	2	1	4	6	3	8	2	1	6	6	4	12	2	4	5	3	2	6	14	3	10	9	4	5	5	2	2	2	3	3	4	3	5									
		1.11%	1.04%	1.08%	1.19%	0.49%	0.28%	0.83%	1.61%	1.01%	1.75%	0.84%	0.35%	1.42%	1.72%	0.98%	2.05%	0.53%	0.98%	1.50%	0.98%	0.66%	1.20%	2.72%	0.90%	1.68%	1.26%	0.87%	0.65%	1.18%	0.61%	0.52%	0.72%	0.94%	0.90%	0.98%	0.76%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	2	0	1	0	0	0	0	6	1	0	1	1	2	1	2	0	2	1	1	1	2	0	0	1	2	0	3	1	0	0	1	0	0	4	1	0									
		0.25%	0.52%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	2.03%	0.22%	0.00%	0.35%	0.24%	0.57%	0.25%	0.34%	0.00%	0.49%	0.30%	0.33%	0.33%	0.40%	0.00%	0.00%	0.17%	0.28%	0.00%	0.39%	0.24%	0.00%	0.00%	0.36%	0.00%	0.00%	0.98%	0.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3116	102	83	103	85	87	103	103	67	116	72	42	109	80	98	91	59	83	64	58	52	78	105	58	124	115	91	147	66	44	82	62	68	93	101	105	120									
		21.13%	26.42%	29.86%	24.47%	20.88%	24.10%	21.28%	27.69%	22.64%	25.44%	30.13%	14.69%	25.83%	22.99%	24.08%	15.53%	15.65%	20.29%	19.16%	18.95%	17.11%	15.66%	20.39%	17.47%	20.84%	16.04%	19.74%	19.14%	15.60%	13.33%	21.13%	22.46%	21.32%	27.93%	24.75%	26.58%	23.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	106	0	4	3	5	3	3	2	0	1	0	0	7	1	3	5	10	3	3	3	4	1	2	5	1	2	6	7	4	3	2	0	0	4	2	3	4									
		0.72%	0.00%	1.44%	0.71%	1.23%	0.83%	0.62%	0.54%	0.00%	0.22%	0.00%	0.00%	1.66%	0.29%	0.74%	0.85%	2.65%	0.73%	0.90%	0.98%	1.32%	0.20%	0.39%	1.51%	0.17%	0.28%	1.30%	0.91%	0.95%	0.91%	0.52%	0.00%	0.00%	1.20%	0.49%	0.76%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	157	4	4	1	1	3	6	2	1	5	1	2	3	3	3	8	0	2	2	6	3	5	4	4	10	8	7	13	7	7	3	3	3	9	7	4	3									
		1.06%	1.04%	1.44%	0.24%	0.25%	0.83%	1.24%	0.54%	0.34%	1.10%	0.42%	0.70%	0.71%	0.86%	0.74%	1.37%	0.00%	0.49%	0.60%	1.96%	0.99%	1.00%	0.78%	1.20%	1.68%	1.12%	1.52%	1.69%	1.65%	2.12%	0.77%	1.09%	0.94%	2.70%	1.72%	1.01%	0.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0									
		0.09%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.27%	0.00%	0.00%	0.00%	0.00%	0.20%	0.19%	0.30%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	235	0	2	2	6	3	1	5	2	11	1	5	5	7	7	11	6	8	8	8	8	13	10	5	14	10	6	13	6	13	5	4	8	6	8	3	5									
		1.59%	0.00%	0.72%	0.48%	1.47%	0.83%	0.21%	1.34%	0.68%	2.41%	0.42%	1.75%	1.18%	2.01%	1.72%	1.88%	1.59%	1.96%	2.40%	2.61%	2.63%	2.61%	1.94%	1.51%	2.35%	1.39%	1.30%	1.69%	1.42%	3.94%	1.29%	1.45%	2.51%	1.80%	1.96%	0.76%	0.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3172	80	56	95	98	74	125	77	57	82	51	44	85	81	78	117	87	84	94	76	65	122	81	100	130	174	99	163	97	68	68	57	81	71	72	71	112									
		21.51%	20.73%	20.14%	22.57%	24.08%	20.50%	25.83%	20.70%	19.26%	17.98%	21.34%	15.38%	20.14%	23.28%	19.16%	19.97%	23.08%	20.54%	28.14%	24.84%	21.38%	24.50%	15.73%	30.12%	21.85%	24.27%	21.48%	21.22%	22.93%	20.61%	17.53%	20.65%	25.39%	21.32%	17.65%	17.97%	22.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	1	2	2	4	0	4	3	1	2	1	1	0	2	0	1	5	0	0	1	2	1	1	5	0	4	2	2	3	2	3	2	1	0	9	1	4									
		0.49%	0.26%	0.72%	0.48%	0.98%	0.00%	0.83%	0.81%	0.34%	0.44%	0.42%	0.35%	0.00%	0.57%	0.00%	0.17%	1.33%	0.00%	0.00%	0.33%	0.66%	0.20%	0.19%	1.51%	0.00%	0.56%	0.43%	0.26%	0.71%	0.61%	0.77%	0.72%	0.31%	0.00%	2.21%	0.25%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1905	35	18	37	36	50	58	26	37	41	16	29	55	43	56	113	73	50	51	40	21	87	60	47	71	117	70	140	75	58	53	45	50	32	42	30	43									
		12.92%	9.07%	6.47%	8.79%	8.85%	13.85%	11.98%	6.99%	12.50%	8.99%	6.69%	10.14%	13.03%	12.36%	13.76%	19.28%	19.36%	12.22%	15.27%	13.07%	6.91%	17.47%	11.65%	14.16%	11.93%	16.32%	15.18%	18.23%	17.73%	17.58%	13.66%	16.30%	15.67%	9.61%	10.29%	7.59%	8.48%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
