Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Сокольская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №1025									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	750	20	20	25	25	25	25	25	25	25	20	20	20	20	25	20	25	25	25	25	25	20	20	25	25	15	15	15	15	15	15	15	15	15	15	15	15	15	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	225	9	4	2	14	9	7	9	7	14	5	8	3	7	5	13	2	13	11	9	9	5	7	4	3	2	1	15	2	3	3	1	1	8	1	3	2	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	187	7	8	3	5	8	7	5	5	14	3	3	6	6	1	1	3	12	6	7	4	8	7	11	4	3	3	4	2	10	3	1	6	1	2	1	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	525	11	16	23	11	16	18	16	18	11	15	12	17	13	20	7	23	12	14	16	16	15	13	21	22	13	14	0	13	12	12	14	14	7	14	12	13	11	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	0	0	2	0	2	1	1	4	0	2	2	1	0	1	5	0	1	1	0	0	0	0	1	2	4	0	0	0	4	1	0	2	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	143	4	4	5	5	7	1	6	5	5	1	4	3	8	6	4	5	6	5	6	5	2	0	1	13	3	2	0	1	3	6	1	1	4	4	2	3	2	0									
		1.04%	0.99%	1.59%	1.84%	0.90%	1.56%	0.18%	1.11%	0.95%	0.72%	0.20%	0.69%	1.24%	1.79%	1.42%	0.91%	1.00%	1.28%	0.94%	0.99%	1.11%	1.41%	0.00%	0.13%	1.70%	2.13%	2.56%	0.00%	1.04%	1.41%	1.69%	0.56%	1.12%	1.43%	1.21%	2.70%	2.21%	0.79%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	336	11	5	5	14	8	13	18	6	15	11	14	2	11	10	8	13	8	11	18	15	5	10	15	16	7	1	2	3	9	7	5	3	9	11	0	2	15	0									
		2.45%	2.71%	1.99%	1.84%	2.52%	1.78%	2.35%	3.34%	1.14%	2.15%	2.22%	2.41%	0.83%	2.46%	2.36%	1.81%	2.61%	1.70%	2.08%	2.99%	3.34%	3.52%	4.02%	2.01%	2.09%	4.96%	1.28%	2.22%	3.13%	4.23%	1.97%	2.82%	3.37%	3.21%	3.32%	0.00%	1.47%	5.91%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	535	23	7	12	20	13	17	21	22	25	19	16	6	13	24	19	30	21	16	25	15	8	7	38	35	3	4	5	3	7	15	5	0	9	10	1	7	12	2									
		3.90%	5.67%	2.79%	4.41%	3.60%	2.89%	3.07%	3.90%	4.17%	3.59%	3.83%	2.76%	2.49%	2.90%	5.66%	4.31%	6.02%	4.47%	3.02%	4.15%	3.34%	5.63%	2.81%	5.09%	4.57%	2.13%	5.13%	5.56%	3.13%	3.29%	4.21%	2.82%	0.00%	3.21%	3.02%	1.35%	5.15%	4.72%	3.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4877	128	98	86	175	148	202	160	179	217	178	228	92	140	161	146	161	161	192	172	158	45	76	278	298	56	19	35	38	70	135	73	34	138	171	45	54	99	31									
		35.59%	31.53%	39.04%	31.62%	31.47%	32.89%	36.53%	29.68%	33.97%	31.13%	35.89%	39.31%	38.17%	31.25%	37.97%	33.11%	32.33%	34.26%	36.23%	28.52%	35.19%	31.69%	30.52%	37.22%	38.90%	39.72%	24.36%	38.89%	39.58%	32.86%	37.92%	41.24%	38.20%	49.29%	51.66%	60.81%	39.71%	38.98%	56.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	88	1	1	4	4	2	3	5	3	4	2	3	0	3	5	7	5	5	3	3	1	1	2	6	3	0	1	0	1	1	4	0	1	0	2	0	0	2	0									
		0.64%	0.25%	0.40%	1.47%	0.72%	0.44%	0.54%	0.93%	0.57%	0.57%	0.40%	0.52%	0.00%	0.67%	1.18%	1.59%	1.00%	1.06%	0.57%	0.50%	0.22%	0.70%	0.80%	0.80%	0.39%	0.00%	1.28%	0.00%	1.04%	0.47%	1.12%	0.00%	1.12%	0.00%	0.60%	0.00%	0.00%	0.79%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	118	0	1	0	0	1	1	1	1	2	1	1	1	3	0	0	3	89	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	2	1	0	2	2	0									
		0.86%	0.00%	0.40%	0.00%	0.00%	0.22%	0.18%	0.19%	0.19%	0.29%	0.20%	0.17%	0.41%	0.67%	0.00%	0.00%	0.60%	18.94%	0.19%	0.00%	0.22%	0.00%	0.00%	0.13%	0.00%	0.00%	1.28%	1.11%	0.00%	0.00%	0.28%	0.00%	0.00%	0.71%	0.30%	0.00%	1.47%	0.79%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2583	74	49	60	103	104	111	102	99	139	83	114	51	94	107	92	88	3	104	114	73	27	54	152	151	20	20	16	27	52	63	38	20	42	52	10	26	38	11									
		18.85%	18.23%	19.52%	22.06%	18.53%	23.11%	20.07%	18.92%	18.79%	19.94%	16.73%	19.66%	21.16%	20.98%	25.24%	20.86%	17.67%	0.64%	19.62%	18.91%	16.26%	19.01%	21.69%	20.35%	19.71%	14.18%	25.64%	17.78%	28.13%	24.41%	17.70%	21.47%	22.47%	15.00%	15.71%	13.51%	19.12%	14.96%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	4	2	2	3	7	6	6	1	2	1	4	3	2	6	2	7	2	3	6	4	0	0	2	9	3	0	0	2	2	0	3	1	0	0	0	0	2	0									
		0.71%	0.99%	0.80%	0.74%	0.54%	1.56%	1.08%	1.11%	0.19%	0.29%	0.20%	0.69%	1.24%	0.45%	1.42%	0.45%	1.41%	0.43%	0.57%	0.99%	0.89%	0.00%	0.00%	0.27%	1.17%	2.13%	0.00%	0.00%	2.08%	0.94%	0.00%	1.69%	1.12%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	137	4	1	3	10	2	1	3	4	12	2	4	4	3	4	10	2	2	7	8	7	3	3	3	13	2	0	4	0	3	3	1	1	2	0	0	2	3	1									
		0.99%	0.99%	0.40%	1.10%	1.80%	0.44%	0.18%	0.56%	0.76%	1.72%	0.40%	0.69%	1.66%	0.67%	0.94%	2.27%	0.40%	0.43%	1.32%	1.33%	1.56%	2.11%	1.20%	0.40%	1.70%	1.42%	0.00%	4.44%	0.00%	1.41%	0.84%	0.56%	1.12%	0.71%	0.00%	0.00%	1.47%	1.18%	1.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	0	1	0	0	2	2	0	2	0	1	0	0	0	1	1	1	13	0	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0									
		0.22%	0.00%	0.40%	0.00%	0.00%	0.44%	0.36%	0.00%	0.38%	0.00%	0.20%	0.00%	0.00%	0.00%	0.24%	0.23%	0.20%	2.77%	0.00%	0.17%	0.00%	0.70%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	302	3	5	3	22	5	9	11	11	12	8	10	5	7	10	11	15	54	18	14	10	3	0	17	17	1	4	0	0	6	6	0	2	0	2	0	0	1	0									
		2.20%	0.74%	1.99%	1.10%	3.96%	1.11%	1.63%	2.04%	2.09%	1.72%	1.61%	1.72%	2.07%	1.56%	2.36%	2.49%	3.01%	11.49%	3.40%	2.32%	2.23%	2.11%	0.00%	2.28%	2.22%	0.71%	5.13%	0.00%	0.00%	2.82%	1.69%	0.00%	2.25%	0.00%	0.60%	0.00%	0.00%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1688	39	31	33	85	52	75	78	61	101	65	66	24	70	40	47	72	4	71	88	60	21	31	83	85	26	15	14	10	30	57	23	15	34	25	10	16	29	2									
		12.32%	9.61%	12.35%	12.13%	15.29%	11.56%	13.56%	14.47%	11.57%	14.49%	13.10%	11.38%	9.96%	15.63%	9.43%	10.66%	14.46%	0.85%	13.40%	14.59%	13.36%	14.79%	12.45%	11.11%	11.10%	18.44%	19.23%	15.56%	10.42%	14.08%	16.01%	12.99%	16.85%	12.14%	7.55%	13.51%	11.76%	11.42%	3.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	0	1	0	1	1	2	2	2	2	0	1	0	2	1	2	1	93	0	0	2	1	0	1	6	0	0	0	1	1	1	3	0	0	1	1	1	0	1									
		0.96%	0.00%	0.40%	0.00%	0.18%	0.22%	0.36%	0.37%	0.38%	0.29%	0.00%	0.17%	0.00%	0.45%	0.24%	0.45%	0.20%	19.79%	0.00%	0.00%	0.45%	0.70%	0.00%	0.13%	0.78%	0.00%	0.00%	0.00%	1.04%	0.47%	0.28%	1.69%	0.00%	0.00%	0.30%	1.35%	0.74%	0.00%	1.82%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2224	96	38	46	108	81	92	102	125	134	106	96	44	78	39	80	79	0	89	127	86	23	56	124	95	12	10	8	8	19	45	18	8	37	40	4	22	44	5									
		16.23%	23.65%	15.14%	16.91%	19.42%	18.00%	16.64%	18.92%	23.72%	19.23%	21.37%	16.55%	18.26%	17.41%	9.20%	18.14%	15.86%	0.00%	16.79%	21.06%	19.15%	16.20%	22.49%	16.60%	12.40%	8.51%	12.82%	8.89%	8.33%	8.92%	12.64%	10.17%	8.99%	13.21%	12.08%	5.41%	16.18%	17.32%	9.09%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
