Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Сочи, Хостинская"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534	УИК №4535	УИК №4536	УИК №4537	УИК №4538	УИК №4539									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1230	30	30	30	30	30	30	30	30	30	30	40	30	40	30	30	30	30	30	30	30	50	30	30	30	30	30	30	30	30	30	50	30	30	30	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	731	30	14	24	18	30	24	10	30	15	30	35	17	34	30	15	12	8	22	15	30	35	11	9	11	12	3	19	17	10	9	41	21	14	22	12	6	15	16	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1424	6	4	9	10	6	13	7	41	36	23	46	73	11	56	16	33	75	57	150	25	12	32	8	87	195	19	54	39	29	31	33	46	63	2	0	9	32	16	20									
14	Число погашенных неиспользованных открепительных удостоверений	499	0	16	6	12	0	6	20	0	15	0	5	13	6	0	15	18	22	8	15	0	15	19	21	19	18	27	11	13	20	21	9	9	16	8	18	24	15	14	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	235	1	2	2	6	5	7	3	9	6	1	15	10	15	10	12	2	1	4	6	4	12	3	4	9	3	4	18	13	5	3	8	3	12	1	6	3	3	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	641	12	12	10	20	18	33	13	16	20	22	5	16	14	26	6	24	0	13	26	21	43	10	18	21	17	6	14	24	25	5	31	15	22	4	11	10	13	10	15									
		1.92%	0.61%	0.85%	0.41%	1.31%	2.78%	4.19%	1.61%	1.60%	3.46%	2.88%	0.34%	1.97%	1.26%	2.26%	0.75%	3.29%	0.00%	1.35%	3.55%	4.02%	2.80%	2.89%	3.81%	2.33%	3.22%	4.03%	2.22%	3.07%	4.28%	1.28%	3.29%	2.38%	3.77%	1.06%	0.90%	1.17%	3.02%	1.59%	4.30%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	584	20	10	16	23	11	18	12	19	11	9	4	11	20	22	19	10	5	18	16	10	23	4	13	28	15	12	15	16	17	7	32	12	19	31	14	5	8	20	9									
		1.75%	1.01%	0.71%	0.66%	1.50%	1.70%	2.29%	1.48%	1.90%	1.90%	1.18%	0.27%	1.35%	1.80%	1.91%	2.37%	1.37%	0.61%	1.87%	2.18%	1.91%	1.50%	1.16%	2.75%	3.10%	2.84%	8.05%	2.38%	2.04%	2.91%	1.79%	3.40%	1.90%	3.26%	8.20%	1.14%	0.58%	1.86%	3.18%	2.58%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	603	13	29	12	20	14	29	5	27	27	10	3	12	11	20	5	10	0	26	26	9	45	8	12	28	15	3	22	29	22	12	24	8	15	4	13	4	5	13	13									
		1.80%	0.66%	2.07%	0.49%	1.31%	2.16%	3.68%	0.62%	2.70%	4.67%	1.31%	0.20%	1.48%	0.99%	1.74%	0.62%	1.37%	0.00%	2.70%	3.55%	1.72%	2.93%	2.31%	2.54%	3.10%	2.84%	2.01%	3.49%	3.70%	3.77%	3.07%	2.55%	1.27%	2.57%	1.06%	1.06%	0.47%	1.16%	2.07%	3.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21648	1711	1132	2259	988	411	381	603	644	240	506	1261	514	867	729	549	444	504	522	329	289	995	156	243	359	204	64	297	382	216	255	388	269	256	278	1020	741	247	248	147									
		64.76%	86.46%	80.63%	92.70%	64.53%	63.43%	48.41%	74.54%	64.40%	41.52%	66.14%	84.52%	63.22%	78.11%	63.39%	68.37%	60.91%	61.24%	54.15%	44.88%	55.26%	64.74%	45.09%	51.37%	39.80%	38.64%	42.95%	47.07%	48.79%	36.99%	65.22%	41.19%	42.70%	43.91%	73.54%	83.13%	86.46%	57.44%	39.43%	42.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	358	5	5	5	2	3	18	3	13	14	9	5	6	9	10	7	12	0	14	19	3	15	9	6	19	7	9	11	16	12	6	17	6	8	2	18	2	12	17	4									
		1.07%	0.25%	0.36%	0.21%	0.13%	0.46%	2.29%	0.37%	1.30%	2.42%	1.18%	0.34%	0.74%	0.81%	0.87%	0.87%	1.65%	0.00%	1.45%	2.59%	0.57%	0.98%	2.60%	1.27%	2.11%	1.33%	6.04%	1.74%	2.04%	2.05%	1.53%	1.80%	0.95%	1.37%	0.53%	1.47%	0.23%	2.79%	2.70%	1.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	1	1	4	1	0	1	2	0	1	1	6	3	4	0	0	0	3	0	1	4	0	1	3	0	1	2	0	1	0	4	4	2	1	0	0	0	2	0									
		0.16%	0.05%	0.07%	0.04%	0.26%	0.15%	0.00%	0.12%	0.20%	0.00%	0.13%	0.07%	0.74%	0.27%	0.35%	0.00%	0.00%	0.00%	0.31%	0.00%	0.19%	0.26%	0.00%	0.21%	0.33%	0.00%	0.67%	0.32%	0.00%	0.17%	0.00%	0.42%	0.63%	0.34%	0.26%	0.00%	0.00%	0.00%	0.32%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3432	65	70	11	63	88	131	68	113	97	67	86	90	48	111	44	90	162	105	111	79	174	55	85	185	77	29	119	123	116	51	189	81	106	47	23	37	51	108	77									
		10.27%	3.28%	4.99%	0.45%	4.11%	13.58%	16.65%	8.41%	11.30%	16.78%	8.76%	5.76%	11.07%	4.32%	9.65%	5.48%	12.35%	19.68%	10.89%	15.14%	15.11%	11.32%	15.90%	17.97%	20.51%	14.58%	19.46%	18.86%	15.71%	19.86%	13.04%	20.06%	12.86%	18.18%	12.43%	1.87%	4.32%	11.86%	17.17%	22.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	294	11	8	5	7	3	10	9	1	7	6	2	7	4	11	4	15	0	8	14	11	19	9	3	13	12	1	3	5	10	7	10	13	14	0	0	5	9	15	3									
		0.88%	0.56%	0.57%	0.21%	0.46%	0.46%	1.27%	1.11%	0.10%	1.21%	0.78%	0.13%	0.86%	0.36%	0.96%	0.50%	2.06%	0.00%	0.83%	1.91%	2.10%	1.24%	2.60%	0.63%	1.44%	2.27%	0.67%	0.48%	0.64%	1.71%	1.79%	1.06%	2.06%	2.40%	0.00%	0.00%	0.58%	2.09%	2.38%	0.86%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	395	9	7	5	10	2	10	2	9	26	8	6	11	3	23	14	10	0	14	30	11	15	7	10	18	5	1	12	12	13	7	5	15	1	1	15	11	12	23	2									
		1.18%	0.45%	0.50%	0.21%	0.65%	0.31%	1.27%	0.25%	0.90%	4.50%	1.05%	0.40%	1.35%	0.27%	2.00%	1.74%	1.37%	0.00%	1.45%	4.09%	2.10%	0.98%	2.02%	2.11%	1.99%	0.95%	0.67%	1.90%	1.53%	2.23%	1.79%	0.53%	2.38%	0.17%	0.26%	1.22%	1.28%	2.79%	3.66%	0.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	2	0	2	1	0	1	0	1	2	1	1	2	1	1	0	0	0	0	0	1	0	3	0	1	0	4	1	0	0	0	1	0	0	0	0	0	1									
		0.08%	0.00%	0.07%	0.08%	0.00%	0.31%	0.13%	0.00%	0.10%	0.00%	0.13%	0.13%	0.12%	0.09%	0.17%	0.12%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.33%	0.00%	0.67%	0.00%	0.51%	0.17%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	10	22	16	14	4	17	12	9	16	22	6	14	7	23	6	11	5	21	27	7	19	9	2	16	23	1	13	19	12	10	13	16	9	0	11	4	10	20	3									
		1.43%	0.51%	1.57%	0.66%	0.91%	0.62%	2.16%	1.48%	0.90%	2.77%	2.88%	0.40%	1.72%	0.63%	2.00%	0.75%	1.51%	0.61%	2.18%	3.68%	1.34%	1.24%	2.60%	0.42%	1.77%	4.36%	0.67%	2.06%	2.43%	2.05%	2.56%	1.38%	2.54%	1.54%	0.00%	0.90%	0.47%	2.33%	3.18%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3521	91	67	65	340	68	102	52	113	75	77	50	89	93	116	117	79	133	187	96	59	110	54	36	155	101	16	86	103	96	19	160	133	92	7	55	25	45	104	55									
		10.53%	4.60%	4.77%	2.67%	22.21%	10.49%	12.96%	6.43%	11.30%	12.98%	10.07%	3.35%	10.95%	8.38%	10.09%	14.57%	10.84%	16.16%	19.40%	13.10%	11.28%	7.16%	15.61%	7.61%	17.18%	19.13%	10.74%	13.63%	13.15%	16.44%	4.86%	16.99%	21.11%	15.78%	1.85%	4.48%	2.92%	10.47%	16.53%	15.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	4	0	2	8	1	4	0	6	5	7	1	4	8	4	2	3	0	5	6	2	6	1	3	6	4	1	4	1	5	2	5	3	3	0	3	1	6	4	3									
		0.40%	0.20%	0.00%	0.08%	0.52%	0.15%	0.51%	0.00%	0.60%	0.87%	0.92%	0.07%	0.49%	0.72%	0.35%	0.25%	0.41%	0.00%	0.52%	0.82%	0.38%	0.39%	0.29%	0.63%	0.67%	0.76%	0.67%	0.63%	0.13%	0.86%	0.51%	0.53%	0.48%	0.51%	0.00%	0.24%	0.12%	1.40%	0.64%	0.86%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	685	14	2	17	16	8	15	9	27	23	14	5	21	7	29	7	14	8	21	23	16	43	16	31	36	39	3	19	23	33	6	38	16	25	2	11	6	6	30	6									
		2.05%	0.71%	0.14%	0.70%	1.05%	1.23%	1.91%	1.11%	2.70%	3.98%	1.83%	0.34%	2.58%	0.63%	2.52%	0.87%	1.92%	0.97%	2.18%	3.14%	3.06%	2.80%	4.62%	6.55%	3.99%	7.39%	2.01%	3.01%	2.94%	5.65%	1.53%	4.03%	2.54%	4.29%	0.53%	0.90%	0.70%	1.40%	4.77%	1.72%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
