Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Сабинская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499									
		0.29%	0.17%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.43%	0.00%	1.86%	0.58%	0.00%	0.12%	0.28%	0.00%	0.00%	0.00%	0.38%	0.24%	0.23%	0.56%	0.15%	0.78%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.42%	0.48%	0.55%	0.66%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22880	571	515	204	412	583	216	427	516	397	380	382	446	420	202	328	203	842	349	503	254	289	257	1160	1269	1151	1214	1227	533	161	654	593	341	203	617	1073	962	1006	1257	181	582									
		95.36%	97.61%	96.26%	99.03%	96.04%	96.36%	99.08%	97.27%	95.91%	96.83%	97.19%	97.20%	96.12%	97.67%	93.95%	95.63%	97.13%	97.68%	96.68%	99.80%	96.95%	95.07%	98.47%	93.32%	95.70%	92.52%	93.60%	95.34%	99.63%	98.17%	96.89%	97.85%	97.71%	96.67%	97.94%	91.09%	92.23%	91.62%	92.22%	98.91%	97.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	0	1	2	1	2	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.08%	0.08%	0.15%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.08%	0.19%	0.09%	0.15%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	4	1	2	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.38%	0.09%	0.15%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	260	2	3	0	6	2	1	3	5	5	3	4	4	0	1	6	2	4	2	1	1	4	0	29	10	15	11	18	1	0	2	2	2	0	2	28	15	27	33	2	4									
		1.08%	0.34%	0.56%	0.00%	1.40%	0.33%	0.46%	0.68%	0.93%	1.22%	0.77%	1.02%	0.86%	0.00%	0.47%	1.75%	0.96%	0.46%	0.55%	0.20%	0.38%	1.32%	0.00%	2.33%	0.75%	1.21%	0.85%	1.40%	0.19%	0.00%	0.30%	0.33%	0.57%	0.00%	0.32%	2.38%	1.44%	2.46%	2.42%	1.09%	0.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	3	2	1	2	0	0									
		0.09%	0.17%	0.19%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.08%	0.08%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.25%	0.19%	0.09%	0.15%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	1	3	1	1	2	0	0									
		0.06%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.08%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.16%	0.25%	0.10%	0.09%	0.15%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.18%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	2	4	1	0	0	0	1	0	0	0	2	8	2	4	8	0	2									
		0.18%	0.17%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.33%	0.38%	0.16%	0.15%	0.32%	0.08%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.32%	0.68%	0.19%	0.36%	0.59%	0.00%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	404	5	6	1	8	11	0	4	10	6	4	0	5	7	2	5	1	6	7	0	3	7	1	34	13	22	50	26	1	2	7	10	0	0	5	33	36	30	29	0	7									
		1.68%	0.85%	1.12%	0.49%	1.86%	1.82%	0.00%	0.91%	1.86%	1.46%	1.02%	0.00%	1.08%	1.63%	0.93%	1.46%	0.48%	0.70%	1.94%	0.00%	1.15%	2.30%	0.38%	2.74%	0.98%	1.77%	3.86%	2.02%	0.19%	1.22%	1.04%	1.65%	0.00%	0.00%	0.79%	2.80%	3.45%	2.73%	2.13%	0.00%	1.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	2	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.23%	0.16%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.10%	0.09%	0.07%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	98	1	3	1	3	2	0	1	2	2	4	0	1	2	0	0	0	2	0	0	4	0	0	7	7	22	5	6	0	0	1	0	0	0	1	4	3	8	3	0	3									
		0.41%	0.17%	0.56%	0.49%	0.70%	0.33%	0.00%	0.23%	0.37%	0.49%	1.02%	0.00%	0.22%	0.47%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	1.53%	0.00%	0.00%	0.56%	0.53%	1.77%	0.39%	0.47%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.16%	0.34%	0.29%	0.73%	0.22%	0.00%	0.50%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
