Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Лесосибирская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536									
		1.21%	0.42%	0.65%	0.90%	0.72%	1.67%	0.33%	1.37%	1.87%	1.27%	2.01%	1.04%	0.90%	1.28%	2.01%	0.99%	1.77%	1.93%	3.03%	1.02%	1.51%	1.31%	0.57%	0.55%	1.74%	0.59%	1.07%	0.99%	0.51%	0.84%	0.70%	1.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3157	73	75	124	20	116	117	54	214	152	152	192	57	98	100	19	131	186	74	90	102	88	133	121	25	31	114	114	94	156	113	22									
		19.16%	15.40%	16.30%	22.34%	14.39%	21.52%	19.18%	14.84%	23.52%	19.26%	20.35%	22.22%	17.01%	20.99%	18.25%	18.81%	19.29%	18.92%	22.42%	15.25%	21.98%	16.45%	15.17%	22.24%	21.74%	18.24%	20.32%	18.91%	16.12%	21.73%	15.92%	18.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	434	1	4	1	3	11	29	11	21	17	15	17	10	9	14	0	15	14	8	15	7	47	100	18	1	2	4	8	8	10	13	1									
		2.63%	0.21%	0.87%	0.18%	2.16%	2.04%	4.75%	3.02%	2.31%	2.15%	2.01%	1.97%	2.99%	1.93%	2.55%	0.00%	2.21%	1.42%	2.42%	2.54%	1.51%	8.79%	11.40%	3.31%	0.87%	1.18%	0.71%	1.33%	1.37%	1.39%	1.83%	0.86%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	742	13	11	12	1	19	31	19	29	38	40	52	13	29	23	8	45	46	17	30	22	14	57	28	0	3	17	23	28	29	39	6									
		4.50%	2.74%	2.39%	2.16%	0.72%	3.53%	5.08%	5.22%	3.19%	4.82%	5.35%	6.02%	3.88%	6.21%	4.20%	7.92%	6.63%	4.68%	5.15%	5.08%	4.74%	2.62%	6.50%	5.15%	0.00%	1.76%	3.03%	3.81%	4.80%	4.04%	5.49%	5.17%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
