Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Волжская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1034	25	35	30	5	35	30	30	15	15	15	5	5	5	10	35	25	10	5	30	5	5	20	15	5	10	5	35	20	5	5	15	50	55	50	50	25	15	20	20	30	15	35	30	15	40	35	5	25	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	421	4	15	14	1	12	14	14	4	2	5	2	0	0	1	15	12	1	2	8	5	1	6	5	4	0	0	8	3	0	2	4	25	39	41	16	5	3	14	9	10	5	11	4	6	39	4	1	23	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	312	2	0	4	8	5	1	4	8	0	1	1	0	7	0	6	4	2	2	9	11	4	24	3	5	1	0	14	5	0	2	5	5	13	13	11	4	7	5	2	6	4	8	10	36	9	13	9	13	6					
14	Число погашенных неиспользованных открепительных удостоверений	613	21	20	16	4	23	16	16	11	13	10	3	5	5	9	20	13	9	3	22	0	4	14	10	1	10	5	27	17	5	3	11	25	16	9	34	20	12	6	11	20	10	24	26	9	1	31	4	2	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	600	7	24	23	5	7	18	23	9	5	12	0	3	3	2	13	13	6	2	38	13	1	20	8	12	4	2	17	9	4	3	16	20	25	25	10	12	12	19	10	16	9	21	15	12	39	14	6	11	2					
		1.98%	1.23%	2.74%	3.20%	3.09%	0.82%	2.35%	2.99%	2.54%	1.76%	3.37%	0.00%	1.82%	1.90%	1.96%	1.85%	1.66%	1.45%	1.15%	3.06%	4.96%	0.46%	3.70%	2.13%	5.43%	1.36%	1.47%	1.38%	1.22%	2.27%	1.58%	3.69%	1.28%	1.44%	1.86%	0.54%	2.02%	2.80%	3.34%	2.14%	2.21%	1.70%	1.73%	1.98%	1.81%	3.68%	1.39%	3.73%	1.07%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	208	1	6	8	0	6	4	13	3	0	6	1	1	0	1	5	3	0	0	4	1	1	4	2	2	3	0	3	1	0	0	1	9	18	23	18	3	3	6	3	5	2	12	3	8	1	10	2	2	0					
		0.69%	0.18%	0.68%	1.11%	0.00%	0.71%	0.52%	1.69%	0.85%	0.00%	1.69%	0.66%	0.61%	0.00%	0.98%	0.71%	0.38%	0.00%	0.00%	0.32%	0.38%	0.46%	0.74%	0.53%	0.90%	1.02%	0.00%	0.24%	0.14%	0.00%	0.00%	0.23%	0.58%	1.03%	1.71%	0.97%	0.51%	0.70%	1.05%	0.64%	0.69%	0.38%	0.99%	0.40%	1.21%	0.09%	0.99%	1.24%	0.19%	0.00%					
20	3.Политическая партия «Демократическая партия России»	35	2	2	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	4	1	0	1	0	0	0	0	3	1	0	0	0	3	2	1	1	0	0	0	1	0	1	0	1	1	2	1	0	1	0					
		0.12%	0.35%	0.23%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.48%	0.00%	0.32%	0.38%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.24%	0.14%	0.00%	0.00%	0.00%	0.19%	0.11%	0.07%	0.05%	0.00%	0.00%	0.00%	0.21%	0.00%	0.19%	0.00%	0.13%	0.15%	0.19%	0.10%	0.00%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3397	84	151	118	23	98	119	116	43	41	41	25	15	8	16	33	100	39	8	211	26	25	79	42	31	51	17	69	80	31	11	39	99	130	137	95	66	73	90	73	110	65	116	119	50	120	144	24	70	26					
		11.19%	14.79%	17.24%	16.43%	14.20%	11.54%	15.51%	15.10%	12.11%	14.44%	11.52%	16.56%	9.09%	5.06%	15.69%	4.71%	12.74%	9.44%	4.60%	16.99%	9.92%	11.57%	14.63%	11.17%	14.03%	17.29%	12.50%	5.58%	10.85%	17.61%	5.79%	8.99%	6.34%	7.47%	10.18%	5.12%	11.13%	17.02%	15.82%	15.60%	15.19%	12.29%	9.56%	15.72%	7.55%	11.31%	14.29%	14.91%	6.80%	11.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	224	6	3	7	0	13	8	11	1	1	0	0	0	0	0	3	4	0	0	8	1	0	3	3	0	0	2	5	4	0	1	15	16	13	12	6	2	4	12	4	5	6	6	7	3	3	6	10	9	1					
		0.74%	1.06%	0.34%	0.97%	0.00%	1.53%	1.04%	1.43%	0.28%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.51%	0.00%	0.00%	0.64%	0.38%	0.00%	0.56%	0.80%	0.00%	0.00%	1.47%	0.40%	0.54%	0.00%	0.53%	3.46%	1.02%	0.75%	0.89%	0.32%	0.34%	0.93%	2.11%	0.85%	0.69%	1.13%	0.49%	0.92%	0.45%	0.28%	0.60%	6.21%	0.87%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	47	0	1	0	0	3	1	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	5	7	4	2	0	2	1	0	2	0	0	2	3	0	5	0	1	0					
		0.15%	0.00%	0.11%	0.00%	0.00%	0.35%	0.13%	0.13%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.32%	0.40%	0.30%	0.11%	0.00%	0.47%	0.18%	0.00%	0.28%	0.00%	0.00%	0.26%	0.45%	0.00%	0.50%	0.00%	0.10%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2838	66	93	58	23	73	71	62	52	27	41	12	10	5	4	60	63	30	17	96	19	16	52	50	13	29	14	100	52	15	11	31	241	247	165	219	54	39	50	42	71	42	54	58	59	84	70	10	42	26					
		9.35%	11.62%	10.62%	8.08%	14.20%	8.60%	9.26%	8.07%	14.65%	9.51%	11.52%	7.95%	6.06%	3.16%	3.92%	8.56%	8.03%	7.26%	9.77%	7.73%	7.25%	7.41%	9.63%	13.30%	5.88%	9.83%	10.29%	8.09%	7.06%	8.52%	5.79%	7.14%	15.43%	14.19%	12.26%	11.80%	9.11%	9.09%	8.79%	8.97%	9.81%	7.94%	4.45%	7.66%	8.91%	7.92%	6.94%	6.21%	4.08%	11.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1941	44	64	57	7	52	59	81	40	31	64	11	28	22	9	54	58	11	9	54	41	28	32	23	18	17	10	54	49	30	15	46	49	92	94	51	27	30	36	29	51	34	54	49	32	54	67	18	49	7					
		6.40%	7.75%	7.31%	7.94%	4.32%	6.12%	7.69%	10.55%	11.27%	10.92%	17.98%	7.28%	16.97%	13.92%	8.82%	7.70%	7.39%	2.66%	5.17%	4.35%	15.65%	12.96%	5.93%	6.12%	8.14%	5.76%	7.35%	4.37%	6.65%	17.05%	7.89%	10.60%	3.14%	5.28%	6.98%	2.75%	4.55%	6.99%	6.33%	6.20%	7.04%	6.43%	4.45%	6.47%	4.83%	5.09%	6.65%	11.18%	4.76%	3.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	222	3	4	2	0	7	4	5	1	1	5	1	0	0	1	10	4	2	2	7	5	0	3	2	1	2	2	5	3	4	0	1	11	19	16	11	3	2	8	8	12	11	10	9	4	3	5	1	1	1					
		0.73%	0.53%	0.46%	0.28%	0.00%	0.82%	0.52%	0.65%	0.28%	0.35%	1.40%	0.66%	0.00%	0.00%	0.98%	1.43%	0.51%	0.48%	1.15%	0.56%	1.91%	0.00%	0.56%	0.53%	0.45%	0.68%	1.47%	0.40%	0.41%	2.27%	0.00%	0.23%	0.70%	1.09%	1.19%	0.59%	0.51%	0.47%	1.41%	1.71%	1.66%	2.08%	0.82%	1.19%	0.60%	0.28%	0.50%	0.62%	0.10%	0.44%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20221	338	520	429	95	567	462	435	199	173	178	97	104	118	69	509	525	318	135	792	150	141	334	239	142	180	88	903	523	91	149	279	1088	1150	838	1418	415	253	336	289	436	349	917	480	477	749	663	85	834	162					
		66.63%	59.51%	59.36%	59.75%	58.64%	66.78%	60.23%	56.64%	56.06%	60.92%	50.00%	64.24%	63.03%	74.68%	67.65%	72.61%	66.88%	76.99%	77.59%	63.77%	57.25%	65.28%	61.85%	63.56%	64.25%	61.02%	64.71%	73.06%	70.96%	51.70%	78.42%	64.29%	69.65%	66.05%	62.26%	76.40%	69.98%	58.97%	59.05%	61.75%	60.22%	65.97%	75.60%	63.41%	72.05%	70.59%	65.77%	52.80%	81.05%	71.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	222	13	5	3	4	9	10	10	4	2	3	2	2	0	0	0	5	0	1	7	0	0	6	2	0	5	1	3	12	0	0	0	3	16	11	11	6	5	4	7	8	4	6	11	2	3	9	4	3	0					
		0.73%	2.29%	0.57%	0.42%	2.47%	1.06%	1.30%	1.30%	1.13%	0.70%	0.84%	1.32%	1.21%	0.00%	0.00%	0.00%	0.64%	0.00%	0.57%	0.56%	0.00%	0.00%	1.11%	0.53%	0.00%	1.69%	0.74%	0.24%	1.63%	0.00%	0.00%	0.00%	0.19%	0.92%	0.82%	0.59%	1.01%	1.17%	0.70%	1.50%	1.10%	0.76%	0.49%	1.45%	0.30%	0.28%	0.89%	2.48%	0.29%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
