Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Коряжемская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	780	24	49	49	78	78	51	89	56	65	56	41	85	59					
		3.87%	2.46%	3.53%	3.40%	4.95%	5.11%	3.42%	4.96%	3.76%	4.25%	3.07%	2.33%	4.55%	4.00%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	610	24	24	75	45	39	46	54	32	43	81	46	59	42					
		3.03%	2.46%	1.73%	5.20%	2.85%	2.55%	3.08%	3.01%	2.15%	2.81%	4.44%	2.61%	3.16%	2.85%					
22	"5. ""За Русь Святую"""	79	6	5	10	9	6	3	6	6	7	7	6	2	6					
		0.39%	0.61%	0.36%	0.69%	0.57%	0.39%	0.20%	0.33%	0.40%	0.45%	0.38%	0.34%	0.10%	0.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	5	2	3	1	6	6	3	1	5	6	2	5	6					
		0.25%	0.51%	0.14%	0.20%	0.06%	0.39%	0.40%	0.16%	0.06%	0.32%	0.32%	0.11%	0.26%	0.40%					
24	"7. ""Новый курс - Автомобильная Россия"""	124	3	7	13	8	7	11	16	11	7	18	10	9	4					
		0.61%	0.30%	0.50%	0.90%	0.50%	0.45%	0.73%	0.89%	0.73%	0.45%	0.98%	0.56%	0.48%	0.27%					
25	"8. ""Народно-республиканская партия России"""	20	0	1	1	2	1	0	0	1	3	2	8	1	0					
		0.09%	0.0%	0.07%	0.06%	0.12%	0.06%	0.0%	0.0%	0.06%	0.19%	0.10%	0.45%	0.05%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	89	2	3	7	10	8	9	4	5	9	8	8	7	9					
		0.44%	0.20%	0.21%	0.48%	0.63%	0.52%	0.60%	0.22%	0.33%	0.58%	0.43%	0.45%	0.37%	0.61%					
27	"10. ""Аграрная партия России"""	636	24	46	45	46	35	35	71	43	61	60	57	62	51					
		3.16%	2.46%	3.31%	3.12%	2.92%	2.29%	2.34%	3.95%	2.88%	3.99%	3.29%	3.24%	3.32%	3.46%					
28	"11. ""Истинные патриоты России"""	7	3	0	0	0	0	1	1	0	0	0	1	1	0					
		0.03%	0.30%	0.0%	0.0%	0.0%	0.0%	0.06%	0.05%	0.0%	0.0%	0.0%	0.05%	0.05%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	294	9	14	34	22	17	18	34	24	13	29	25	32	23					
		1.46%	0.92%	1.01%	2.36%	1.39%	1.11%	1.20%	1.89%	1.61%	0.85%	1.59%	1.42%	1.71%	1.56%					
30	"13. ""Демократическая партия России"""	55	4	7	3	4	4	4	5	2	2	6	3	8	3					
		0.27%	0.41%	0.50%	0.20%	0.25%	0.26%	0.26%	0.27%	0.13%	0.13%	0.32%	0.17%	0.42%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	0	3	4	1	1	3	5	2	3	2	4	2	3					
		0.16%	0.0%	0.21%	0.27%	0.06%	0.06%	0.20%	0.27%	0.13%	0.19%	0.10%	0.22%	0.10%	0.20%					
32	"15. ""Партия СЛОН"""	28	2	1	3	1	2	2	3	1	0	1	5	6	1					
		0.13%	0.20%	0.07%	0.20%	0.06%	0.13%	0.13%	0.16%	0.06%	0.0%	0.05%	0.28%	0.32%	0.06%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1377	45	76	116	115	103	120	127	112	109	118	119	129	88					
		6.84%	4.62%	5.48%	8.05%	7.30%	6.75%	8.04%	7.08%	7.52%	7.14%	6.47%	6.76%	6.90%	5.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	43	3	4	1	3	7	3	7	2	3	2	5	2	1					
		0.21%	0.30%	0.28%	0.06%	0.19%	0.45%	0.20%	0.39%	0.13%	0.19%	0.10%	0.28%	0.10%	0.06%					
35	"18. ""ЛДПР"""	3445	209	244	191	212	251	260	263	267	253	323	375	365	232					
		17.12%	21.45%	17.60%	13.26%	13.46%	16.46%	17.43%	14.66%	17.94%	16.57%	17.72%	21.31%	19.55%	15.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	497	29	44	44	41	44	31	48	41	53	31	25	30	36					
		2.47%	2.97%	3.17%	3.05%	2.60%	2.88%	2.07%	2.67%	2.75%	3.47%	1.70%	1.42%	1.60%	2.44%					
37	"20. ""Политическая партия ""Единая Россия"""	9015	471	618	610	782	724	648	797	664	667	788	765	802	679					
		44.81%	48.35%	44.58%	42.36%	49.68%	47.50%	43.46%	44.45%	44.62%	43.70%	43.24%	43.49%	42.95%	46.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	1	4	2	2	2	1	1	1	0	2	2	1	4					
		0.11%	0.10%	0.28%	0.13%	0.12%	0.13%	0.06%	0.05%	0.06%	0.0%	0.10%	0.11%	0.05%	0.27%					
39	"22. ""Развитие предпринимательства"""	71	4	5	10	6	0	8	14	5	4	8	5	2	0					
		0.35%	0.41%	0.36%	0.69%	0.38%	0.0%	0.53%	0.78%	0.33%	0.26%	0.43%	0.28%	0.10%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1110	40	111	91	82	61	91	103	75	109	86	91	93	77					
		5.51%	4.10%	8.00%	6.31%	5.20%	4.00%	6.10%	5.74%	5.04%	7.14%	4.72%	5.17%	4.98%	5.23%					
																				
41	Против всех	881	30	59	56	57	68	80	60	81	54	89	83	98	66					
		4.37%	3.08%	4.25%	3.88%	3.62%	4.46%	5.36%	3.34%	5.44%	3.53%	4.88%	4.71%	5.24%	4.48%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
