Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Поддорская																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426					
		0.37%	0.0%	0.71%	0.0%	0.0%	0.0%	1.20%	0.0%	0.22%	1.81%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	7	9	2	4	0	0	3	12	4					
		1.41%	1.68%	3.20%	0.95%	1.12%	0.0%	0.0%	2.15%	1.32%	1.45%					
30	"13. ""Демократическая партия России"""	12	4	1	0	4	0	0	0	3	0					
		0.41%	0.96%	0.35%	0.0%	1.12%	0.0%	0.0%	0.0%	0.33%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	1	0	1	0	0	0	1	4	0					
		0.24%	0.24%	0.0%	0.47%	0.0%	0.0%	0.0%	0.71%	0.44%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	1	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	109	24	9	10	10	2	6	2	35	11					
		3.75%	5.78%	3.20%	4.76%	2.80%	1.30%	3.61%	1.43%	3.85%	4.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	2	0	1	2	1	1	1	2	0					
		0.34%	0.48%	0.0%	0.47%	0.56%	0.65%	0.60%	0.71%	0.22%	0.0%					
35	"18. ""ЛДПР"""	311	55	20	15	43	7	11	12	102	46					
		10.71%	13.25%	7.11%	7.14%	12.07%	4.57%	6.62%	8.63%	11.24%	16.72%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	83	22	4	6	7	2	5	5	22	10					
		2.86%	5.30%	1.42%	2.85%	1.96%	1.30%	3.01%	3.59%	2.42%	3.63%					
37	"20. ""Политическая партия ""Единая Россия"""	1565	180	176	141	193	107	95	80	456	137					
		53.92%	43.37%	62.63%	67.14%	54.21%	69.93%	57.22%	57.55%	50.27%	49.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	2	0	8	2	1	4	2	3	1					
		0.79%	0.48%	0.0%	3.80%	0.56%	0.65%	2.40%	1.43%	0.33%	0.36%					
39	"22. ""Развитие предпринимательства"""	5	1	0	0	2	0	1	0	1	0					
		0.17%	0.24%	0.0%	0.0%	0.56%	0.0%	0.60%	0.0%	0.11%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	236	43	26	6	25	4	12	8	93	19					
		8.13%	10.36%	9.25%	2.85%	7.02%	2.61%	7.22%	5.75%	10.25%	6.90%					
																
41	Против всех	67	7	5	2	12	5	6	2	19	9					
		2.30%	1.68%	1.77%	0.95%	3.37%	3.26%	3.61%	1.43%	2.09%	3.27%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
