Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Лебедянская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	733	28	41	20	17	24	50	51	28	29	33	47	36	19	3	28	3	6	2	1	9	1	32	2	12	6	7	42	6	4	1	6	6	3	5	6	1	0	14	0	0	1	11	2	15	6	3	11	38	10	7					
		2.86%	2.41%	4.40%	1.90%	1.76%	2.56%	5.20%	4.04%	3.80%	3.10%	2.88%	4.65%	3.00%	2.84%	2.13%	3.03%	1.97%	1.97%	0.87%	0.77%	5.00%	0.41%	2.59%	1.65%	2.40%	1.61%	2.42%	3.12%	1.53%	2.42%	0.83%	3.37%	1.81%	1.51%	1.69%	3.17%	0.48%	0.00%	1.96%	0.00%	0.00%	0.52%	2.92%	1.35%	5.49%	3.19%	1.35%	2.18%	5.53%	1.97%	3.63%					
19	. Малышкин Олег Александрович	833	32	30	37	40	27	26	34	23	37	47	27	41	18	1	24	4	6	2	1	8	10	47	1	10	9	7	36	18	11	4	14	17	7	6	3	4	3	14	2	1	3	15	8	14	10	8	14	43	20	9					
		3.25%	2.76%	3.22%	3.51%	4.14%	2.88%	2.70%	2.70%	3.12%	3.96%	4.11%	2.67%	3.41%	2.69%	0.71%	2.60%	2.63%	1.97%	0.87%	0.77%	4.44%	4.12%	3.80%	0.83%	2.00%	2.41%	2.42%	2.67%	4.60%	6.67%	3.33%	7.87%	5.12%	3.52%	2.03%	1.59%	1.93%	2.33%	1.96%	1.03%	1.01%	1.55%	3.98%	5.41%	5.13%	5.32%	3.60%	2.78%	6.26%	3.94%	4.66%					
20	. Миронов Сергей Михайлович	189	6	8	8	6	2	5	10	6	12	3	8	13	3	3	6	0	2	0	0	0	2	5	2	2	2	3	11	2	0	2	1	2	1	1	2	0	2	3	3	1	4	2	4	1	5	4	11	5	3	2					
		0.74%	0.52%	0.86%	0.76%	0.62%	0.21%	0.52%	0.79%	0.82%	1.28%	0.26%	0.79%	1.08%	0.45%	2.13%	0.65%	0.00%	0.66%	0.00%	0.00%	0.00%	0.82%	0.40%	1.65%	0.40%	0.54%	1.04%	0.82%	0.51%	0.00%	1.67%	0.56%	0.60%	0.50%	0.34%	1.06%	0.00%	1.55%	0.42%	1.54%	1.01%	2.07%	0.53%	2.70%	0.37%	2.66%	1.80%	2.18%	0.73%	0.59%	1.04%					
21	. Путин Владимир Владимирович	17050	790	609	713	627	606	631	743	457	601	711	565	754	420	67	504	104	224	149	93	112	166	862	89	402	281	223	944	275	103	75	111	238	152	252	114	166	99	512	127	75	144	282	91	195	112	170	333	438	384	155					
		66.47%	68.10%	65.34%	67.65%	64.84%	64.61%	65.59%	58.92%	62.09%	64.28%	62.15%	55.89%	62.73%	62.78%	47.52%	54.55%	68.42%	73.44%	64.78%	71.54%	62.22%	68.31%	69.68%	73.55%	80.40%	75.34%	77.16%	70.08%	70.33%	62.42%	62.50%	62.36%	71.69%	76.38%	85.42%	60.32%	80.19%	76.74%	71.71%	65.13%	75.76%	74.61%	74.80%	61.49%	71.43%	59.57%	76.58%	66.07%	63.76%	75.59%	80.31%					
22	. Хакамада Ирина Муцуовна	418	29	20	29	18	20	17	16	23	12	20	22	25	7	2	13	3	1	3	2	2	4	7	2	10	5	1	18	9	1	1	0	5	2	1	2	1	2	6	3	1	5	0	1	13	4	4	7	10	6	3					
		1.63%	2.50%	2.15%	2.75%	1.86%	2.13%	1.77%	1.27%	3.12%	1.28%	1.75%	2.18%	2.08%	1.05%	1.42%	1.41%	1.97%	0.33%	1.30%	1.54%	1.11%	1.65%	0.57%	1.65%	2.00%	1.34%	0.35%	1.34%	2.30%	0.61%	0.83%	0.00%	1.51%	1.01%	0.34%	1.06%	0.48%	1.55%	0.84%	1.54%	1.01%	2.59%	0.00%	0.68%	4.76%	2.13%	1.80%	1.39%	1.46%	1.18%	1.55%					
23	. Харитонов Николай Михайлович	5334	212	180	173	219	227	175	347	170	194	261	275	262	189	55	311	31	60	68	30	46	51	246	20	50	58	31	244	70	30	32	41	54	28	21	53	33	16	143	48	17	33	58	40	27	42	25	115	129	78	16					
		20.80%	18.28%	19.31%	16.41%	22.65%	24.20%	18.19%	27.52%	23.10%	20.75%	22.81%	27.20%	21.80%	28.25%	39.01%	33.66%	20.39%	19.67%	29.57%	23.08%	25.56%	20.99%	19.89%	16.53%	10.00%	15.55%	10.73%	18.11%	17.90%	18.18%	26.67%	23.03%	16.27%	14.07%	7.12%	28.04%	15.94%	12.40%	20.03%	24.62%	17.17%	17.10%	15.38%	27.03%	9.89%	22.34%	11.26%	22.82%	18.78%	15.35%	8.29%					
																																																									
24	Против всех	899	59	42	64	35	32	51	52	23	39	54	58	65	11	6	35	2	5	6	2	3	6	28	4	10	8	15	43	11	13	1	3	6	4	6	7	1	5	14	9	2	2	4	1	8	4	6	9	19	5	1					
		3.51%	5.09%	4.51%	6.07%	3.62%	3.41%	5.30%	4.12%	3.12%	4.17%	4.72%	5.74%	5.41%	1.64%	4.26%	3.79%	1.32%	1.64%	2.61%	1.54%	1.67%	2.47%	2.26%	3.31%	2.00%	2.14%	5.19%	3.19%	2.81%	7.88%	0.83%	1.69%	1.81%	2.01%	2.03%	3.70%	0.48%	3.88%	1.96%	4.62%	2.02%	1.04%	1.06%	0.68%	2.93%	2.13%	2.70%	1.79%	2.77%	0.98%	0.52%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
