Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Кантемировская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	550	40	30	15	20	5	30	15	10	5	5	20	3	15	2	5	15	10	15	10	15	25	10	5	20	1	10	13	2	5	15	30	5	5	3	16	6	20	15	5	24	2	21	2	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	6	1	7	2	4	1	6	2	0	0	2	0	2	1	0	0	0	1	0	1	2	1	0	0	1	0	2	10	2	0	0	1	0	0	0	2	9	3	0	3	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	5	2	3	3	2	2	1	0	0	2	2	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	14	1	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	168	3	11	7	8	5	12	7	7	1	5	0	0	7	0	3	2	1	4	6	6	10	6	3	9	0	1	6	0	4	4	4	0	1	0	2	3	8	1	1	5	0	4	0	1									
		0.91%	0.46%	1.38%	1.15%	1.00%	1.14%	2.42%	0.91%	1.35%	0.24%	1.64%	0.00%	0.00%	1.63%	0.00%	1.81%	0.50%	0.36%	0.42%	1.15%	1.46%	1.64%	1.85%	0.81%	1.57%	0.00%	0.43%	1.73%	0.00%	1.47%	0.50%	0.50%	0.00%	0.40%	0.00%	0.76%	1.59%	0.84%	0.20%	0.41%	0.64%	0.00%	0.89%	0.00%	0.83%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	604	22	28	28	39	16	15	25	16	14	5	12	5	27	5	5	15	7	12	4	19	19	16	13	24	14	11	14	8	14	15	28	2	7	1	6	6	31	8	3	19	3	18	2	3									
		3.26%	3.36%	3.52%	4.58%	4.89%	3.64%	3.02%	3.25%	3.08%	3.41%	1.64%	2.93%	3.55%	6.29%	3.76%	3.01%	3.76%	2.55%	1.26%	0.77%	4.63%	3.11%	4.94%	3.52%	4.17%	15.38%	4.78%	4.03%	4.42%	5.13%	1.87%	3.51%	0.99%	2.80%	0.77%	2.27%	3.17%	3.24%	1.62%	1.22%	2.45%	4.23%	4.01%	1.44%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	306	17	14	14	12	11	5	13	8	10	5	2	0	14	0	1	8	7	5	10	10	17	9	9	9	2	1	1	3	5	9	12	1	1	2	6	2	26	2	0	16	1	4	1	1									
		1.65%	2.60%	1.76%	2.29%	1.51%	2.50%	1.01%	1.69%	1.54%	2.43%	1.64%	0.49%	0.00%	3.26%	0.00%	0.60%	2.01%	2.55%	0.53%	1.92%	2.44%	2.78%	2.78%	2.44%	1.57%	2.20%	0.43%	0.29%	1.66%	1.83%	1.12%	1.51%	0.50%	0.40%	1.54%	2.27%	1.06%	2.72%	0.41%	0.00%	2.06%	1.41%	0.89%	0.72%	0.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9589	297	423	284	363	184	225	342	259	219	117	275	67	221	81	77	183	148	652	329	147	254	115	146	239	33	133	180	93	120	489	453	142	161	98	142	106	488	299	177	410	29	239	73	77									
		51.77%	45.41%	53.14%	46.48%	45.55%	41.82%	45.36%	44.42%	49.90%	53.28%	38.49%	67.07%	47.52%	51.52%	60.90%	46.39%	45.86%	53.82%	68.63%	63.03%	35.85%	41.57%	35.49%	39.57%	41.57%	36.26%	57.83%	51.87%	51.38%	43.96%	60.82%	56.84%	70.30%	64.40%	75.38%	53.79%	56.08%	50.99%	60.65%	72.24%	52.77%	40.85%	53.23%	52.52%	64.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	4	2	1	3	0	2	1	0	2	2	1	0	0	0	0	2	0	7	1	7	2	2	1	1	0	0	0	1	0	1	1	0	1	0	2	1	0	5	2	5	0	3	0	0									
		0.34%	0.61%	0.25%	0.16%	0.38%	0.00%	0.40%	0.13%	0.00%	0.49%	0.66%	0.24%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.74%	0.19%	1.71%	0.33%	0.62%	0.27%	0.17%	0.00%	0.00%	0.00%	0.55%	0.00%	0.12%	0.13%	0.00%	0.40%	0.00%	0.76%	0.53%	0.00%	1.01%	0.82%	0.64%	0.00%	0.67%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	2	0	1	0	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	0	0									
		0.11%	0.15%	0.13%	0.16%	0.00%	0.00%	0.00%	0.13%	0.19%	0.00%	0.00%	0.24%	0.71%	0.00%	0.00%	0.60%	0.50%	0.00%	0.11%	0.00%	0.24%	0.33%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.10%	0.00%	0.41%	0.13%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3113	128	142	89	156	84	124	156	113	48	56	41	31	51	20	24	85	43	171	79	109	95	67	57	95	17	24	61	30	39	122	133	36	25	18	48	28	168	53	19	111	19	60	20	18									
		16.81%	19.57%	17.84%	14.57%	19.57%	19.09%	25.00%	20.26%	21.77%	11.68%	18.42%	10.00%	21.99%	11.89%	15.04%	14.46%	21.30%	15.64%	18.00%	15.13%	26.59%	15.55%	20.68%	15.45%	16.52%	18.68%	10.43%	17.58%	16.57%	14.29%	15.17%	16.69%	17.82%	10.00%	13.85%	18.18%	14.81%	17.55%	10.75%	7.76%	14.29%	26.76%	13.36%	14.39%	15.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	0	1	6	3	5	2	5	2	0	2	0	0	1	0	0	1	0	2	0	1	1	1	1	1	0	1	0	0	1	2	3	1	0	0	0	0	2	1	0	2	0	1	0	0									
		0.26%	0.00%	0.13%	0.98%	0.38%	1.14%	0.40%	0.65%	0.39%	0.00%	0.66%	0.00%	0.00%	0.23%	0.00%	0.00%	0.25%	0.00%	0.21%	0.00%	0.24%	0.16%	0.31%	0.27%	0.17%	0.00%	0.43%	0.00%	0.00%	0.37%	0.25%	0.38%	0.50%	0.00%	0.00%	0.00%	0.00%	0.21%	0.20%	0.00%	0.26%	0.00%	0.22%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	6	1	3	6	0	4	2	3	2	1	0	0	3	0	0	0	0	0	1	2	2	0	0	4	0	1	3	0	0	3	4	0	0	0	1	2	6	2	0	7	0	2	4	0									
		0.40%	0.92%	0.13%	0.49%	0.75%	0.00%	0.81%	0.26%	0.58%	0.49%	0.33%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.49%	0.33%	0.00%	0.00%	0.70%	0.00%	0.43%	0.86%	0.00%	0.00%	0.37%	0.50%	0.00%	0.00%	0.00%	0.38%	1.06%	0.63%	0.41%	0.00%	0.90%	0.00%	0.45%	2.88%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	1	1	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0									
		0.08%	0.00%	0.13%	0.16%	0.13%	0.23%	0.00%	0.00%	0.00%	0.24%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	1	0	4	7	2	2	0	2	1	1	0	0	0	1	1	2	0	6	0	0	5	1	1	1	1	0	3	0	0	6	7	0	0	0	1	1	8	2	0	1	0	0	1	0									
		0.37%	0.15%	0.00%	0.65%	0.88%	0.45%	0.40%	0.00%	0.39%	0.24%	0.33%	0.00%	0.00%	0.00%	0.75%	0.60%	0.50%	0.00%	0.63%	0.00%	0.00%	0.82%	0.31%	0.27%	0.17%	1.10%	0.00%	0.86%	0.00%	0.00%	0.75%	0.88%	0.00%	0.00%	0.00%	0.38%	0.53%	0.84%	0.41%	0.00%	0.13%	0.00%	0.00%	0.72%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3164	130	120	131	142	91	66	172	61	85	88	59	28	66	18	32	79	29	63	41	92	165	72	112	153	19	54	64	23	57	114	114	12	41	1	31	18	130	93	38	141	16	66	23	14									
		17.08%	19.88%	15.08%	21.44%	17.82%	20.68%	13.31%	22.34%	11.75%	20.68%	28.95%	14.39%	19.86%	15.38%	13.53%	19.28%	19.80%	10.55%	6.63%	7.85%	22.44%	27.00%	22.22%	30.35%	26.61%	20.88%	23.48%	18.44%	12.71%	20.88%	14.18%	14.30%	5.94%	16.40%	0.77%	11.74%	9.52%	13.58%	18.86%	15.51%	18.15%	22.54%	14.70%	16.55%	11.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	341	1	10	3	9	7	4	13	9	5	7	4	2	4	0	8	2	34	5	10	2	1	7	4	8	0	1	5	1	6	9	6	3	0	3	5	6	46	14	0	32	0	35	7	3									
		1.84%	0.15%	1.26%	0.49%	1.13%	1.59%	0.81%	1.69%	1.73%	1.22%	2.30%	0.98%	1.42%	0.93%	0.00%	4.82%	0.50%	12.36%	0.53%	1.92%	0.49%	0.16%	2.16%	1.08%	1.39%	0.00%	0.43%	1.44%	0.55%	2.20%	1.12%	0.75%	1.49%	0.00%	2.31%	1.89%	3.17%	4.81%	2.84%	0.00%	4.12%	0.00%	7.80%	5.04%	2.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	674	34	28	28	28	23	31	23	28	13	4	10	6	31	6	7	12	3	13	36	9	26	27	16	19	4	1	7	18	25	17	22	4	2	6	12	14	29	7	2	18	3	13	6	3									
		3.64%	5.20%	3.52%	4.58%	3.51%	5.23%	6.25%	2.99%	5.39%	3.16%	1.32%	2.44%	4.26%	7.23%	4.51%	4.22%	3.01%	1.09%	1.37%	6.90%	2.20%	4.26%	8.33%	4.34%	3.30%	4.40%	0.43%	2.02%	9.94%	9.16%	2.11%	2.76%	1.98%	0.80%	4.62%	4.55%	7.41%	3.03%	1.42%	0.82%	2.32%	4.23%	2.90%	4.32%	2.50%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
