Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Лужская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	685	15	15	15	10	0	0	15	15	15	15	15	20	15	15	15	15	15	15	15	15	15	25	15	15	15	10	10	10	10	10	10	10	10	10	10	5	10	5	10	10	15	10	15	10	15	10	10	10	10	10	10	10	10	15	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	251	2	5	5	6	0	0	2	12	2	5	3	14	11	8	10	9	6	6	9	1	6	18	5	11	8	7	2	6	5	7	0	2	4	0	3	0	1	2	0	2	6	2	2	2	0	2	2	3	2	2	3	3	2	11	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	260	10	6	4	6	4	3	2	6	5	7	3	8	3	9	2	4	0	6	6	4	2	9	5	3	3	3	6	2	4	1	9	3	1	6	0	3	12	4	0	2	8	4	4	0	3	3	2	5	11	5	6	4	7	9	0	12	1					
14	Число погашенных открепительных удостоверений	434	13	10	10	4	0	0	13	3	13	10	12	6	4	7	5	6	9	9	6	14	9	7	10	4	7	3	8	4	5	3	10	8	6	10	7	5	9	3	10	8	9	8	13	8	15	8	8	7	8	8	7	7	8	4	9	10	7					
15	Число открепительных удостоверений выданных ТИК	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных бюллетеней	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	312	7	5	4	1	1	3	4	1	3	7	10	10	5	8	5	3	9	9	5	2	5	21	4	7	1	5	4	5	10	8	5	1	1	0	2	4	6	3	5	0	6	3	8	6	6	6	8	7	11	6	4	8	4	7	9	6	8					
		1.00%	0.96%	0.85%	1.09%	0.38%	0.97%	1.79%	0.71%	0.15%	0.50%	1.19%	1.45%	1.45%	0.77%	1.24%	0.70%	0.44%	1.18%	1.17%	0.72%	0.32%	0.90%	1.74%	0.68%	0.59%	0.28%	1.12%	0.72%	0.86%	1.39%	0.73%	2.79%	1.0%	0.34%	0.0%	0.56%	1.55%	1.54%	2.5%	1.60%	0.0%	0.62%	0.84%	1.25%	1.76%	1.12%	1.82%	1.18%	1.05%	1.28%	1.51%	0.90%	1.66%	1.73%	0.70%	1.66%	1.05%	1.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	913	23	21	15	10	2	2	19	18	35	25	36	21	18	26	27	29	24	42	37	33	24	52	26	45	14	9	4	3	18	37	4	3	4	7	6	3	14	0	7	7	26	4	3	1	3	0	18	7	11	13	4	8	2	33	17	7	6					
		2.95%	3.16%	3.58%	4.12%	3.86%	1.94%	1.19%	3.41%	2.74%	5.84%	4.25%	5.24%	3.06%	2.79%	4.04%	3.81%	4.29%	3.14%	5.49%	5.38%	5.43%	4.33%	4.32%	4.42%	3.84%	4.05%	2.01%	0.72%	0.52%	2.50%	3.40%	2.23%	3.0%	1.36%	3.88%	1.70%	1.16%	3.59%	0.0%	2.25%	2.55%	2.71%	1.12%	0.47%	0.29%	0.56%	0.0%	2.66%	1.05%	1.28%	3.29%	0.90%	1.66%	0.86%	3.31%	3.13%	1.22%	0.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	981	19	21	11	16	3	5	17	23	11	17	34	57	33	28	48	29	34	20	36	25	9	22	18	34	13	7	18	9	27	20	3	6	7	3	6	7	11	3	5	7	27	2	12	6	5	11	25	21	18	11	16	12	8	19	7	21	38					
		3.17%	2.61%	3.58%	3.02%	6.17%	2.91%	2.99%	3.05%	3.51%	1.83%	2.89%	4.94%	8.30%	5.12%	4.36%	6.78%	4.29%	4.46%	2.61%	5.24%	4.11%	1.62%	1.83%	3.06%	2.90%	3.76%	1.56%	3.24%	1.56%	3.75%	1.84%	1.67%	6.0%	2.38%	1.66%	1.70%	2.72%	2.82%	2.5%	1.60%	2.55%	2.81%	0.56%	1.88%	1.76%	0.93%	3.34%	3.69%	3.17%	2.09%	2.78%	3.62%	2.5%	3.46%	1.90%	1.29%	3.68%	5.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1070	32	33	13	8	2	4	27	30	39	28	41	27	35	26	31	28	34	51	39	32	29	52	35	42	13	10	8	7	15	64	8	1	4	3	6	8	3	1	3	6	11	4	9	4	12	6	13	16	19	3	6	8	7	31	11	10	22					
		3.46%	4.40%	5.63%	3.57%	3.08%	1.94%	2.39%	4.84%	4.58%	6.51%	4.76%	5.96%	3.93%	5.43%	4.04%	4.38%	4.14%	4.46%	6.67%	5.67%	5.27%	5.23%	4.32%	5.95%	3.59%	3.76%	2.24%	1.44%	1.21%	2.08%	5.89%	4.46%	1.0%	1.36%	1.66%	1.70%	3.11%	0.77%	0.83%	0.96%	2.18%	1.14%	1.12%	1.41%	1.17%	2.25%	1.82%	1.92%	2.42%	2.21%	0.75%	1.36%	1.66%	3.03%	3.11%	2.02%	1.75%	2.89%					
22	"5. ""За Русь Святую"""	164	2	2	2	1	1	1	0	4	3	4	1	4	7	4	0	2	3	3	2	2	5	8	6	3	2	7	2	3	10	5	0	2	3	0	1	4	2	0	2	2	9	4	0	1	2	2	3	4	3	1	1	2	0	4	4	5	4					
		0.53%	0.27%	0.34%	0.54%	0.38%	0.97%	0.59%	0.0%	0.61%	0.50%	0.68%	0.14%	0.58%	1.08%	0.62%	0.0%	0.29%	0.39%	0.39%	0.29%	0.32%	0.90%	0.66%	1.02%	0.25%	0.57%	1.56%	0.36%	0.52%	1.39%	0.46%	0.0%	2.0%	1.02%	0.0%	0.28%	1.55%	0.51%	0.0%	0.64%	0.72%	0.93%	1.12%	0.0%	0.29%	0.37%	0.60%	0.44%	0.60%	0.34%	0.25%	0.22%	0.41%	0.0%	0.40%	0.73%	0.87%	0.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	85	0	3	1	0	1	0	3	0	0	1	3	0	0	0	1	3	0	0	0	1	1	3	0	4	0	2	0	3	6	4	0	0	1	1	2	1	2	1	1	1	3	0	2	1	0	1	1	3	8	2	2	2	0	0	3	2	5					
		0.27%	0.0%	0.51%	0.27%	0.0%	0.97%	0.0%	0.53%	0.0%	0.0%	0.17%	0.43%	0.0%	0.0%	0.0%	0.14%	0.44%	0.0%	0.0%	0.0%	0.16%	0.18%	0.24%	0.0%	0.34%	0.0%	0.44%	0.0%	0.52%	0.83%	0.36%	0.0%	0.0%	0.34%	0.55%	0.56%	0.38%	0.51%	0.83%	0.32%	0.36%	0.31%	0.0%	0.31%	0.29%	0.0%	0.30%	0.14%	0.45%	0.93%	0.50%	0.45%	0.41%	0.0%	0.0%	0.55%	0.35%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	237	5	3	7	1	0	2	7	3	3	5	6	6	8	4	6	9	3	4	8	6	3	14	8	14	2	6	2	3	4	4	2	1	1	3	0	1	4	1	3	2	7	5	6	1	6	2	3	4	6	1	1	4	2	4	6	1	4					
		0.76%	0.68%	0.51%	1.92%	0.38%	0.0%	1.19%	1.25%	0.45%	0.50%	0.85%	0.87%	0.87%	1.24%	0.62%	0.84%	1.33%	0.39%	0.52%	1.16%	0.98%	0.54%	1.16%	1.36%	1.19%	0.57%	1.34%	0.36%	0.52%	0.55%	0.36%	1.11%	1.0%	0.34%	1.66%	0.0%	0.38%	1.02%	0.83%	0.96%	0.72%	0.73%	1.40%	0.94%	0.29%	1.12%	0.60%	0.44%	0.60%	0.69%	0.25%	0.22%	0.83%	0.86%	0.40%	1.10%	0.17%	0.52%					
25	"8. ""Народно-республиканская партия России"""	39	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	2	0	1	1	1	3	2	0	1	1	0	1	0	0	0	0	0	3	0	1	0	1	0	0	2	0	0	1	0	0	0	0	2	3					
		0.12%	0.13%	0.0%	0.0%	0.38%	0.0%	0.59%	0.17%	0.15%	0.16%	0.0%	0.14%	0.0%	0.15%	0.15%	0.0%	0.0%	0.13%	0.13%	0.0%	0.0%	0.0%	0.08%	0.17%	0.17%	0.0%	0.22%	0.18%	0.17%	0.41%	0.18%	0.0%	1.0%	0.34%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.15%	0.0%	0.18%	0.0%	0.0%	0.30%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.35%	0.39%					
26	"9. ""Российская экологическая партия ""Зеленые"""	75	5	2	0	1	0	1	2	2	0	0	0	0	1	2	1	1	1	2	2	2	2	3	5	5	2	1	0	1	2	3	3	0	0	1	0	0	0	1	1	1	2	0	1	0	1	0	3	2	0	1	0	0	0	3	5	0	1					
		0.24%	0.68%	0.34%	0.0%	0.38%	0.0%	0.59%	0.35%	0.30%	0.0%	0.0%	0.0%	0.0%	0.15%	0.31%	0.14%	0.14%	0.13%	0.26%	0.29%	0.32%	0.36%	0.24%	0.85%	0.42%	0.57%	0.22%	0.0%	0.17%	0.27%	0.27%	1.67%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.83%	0.32%	0.36%	0.20%	0.0%	0.15%	0.0%	0.18%	0.0%	0.44%	0.30%	0.0%	0.25%	0.0%	0.0%	0.0%	0.30%	0.92%	0.0%	0.13%					
27	"10. ""Аграрная партия России"""	1179	14	16	11	5	4	5	13	23	12	9	10	14	21	10	10	12	24	14	20	4	6	21	9	17	7	9	35	43	78	44	7	2	46	7	23	6	4	1	13	11	34	25	27	21	43	11	41	41	83	8	60	32	3	29	10	15	56					
		3.81%	1.92%	2.73%	3.02%	1.93%	3.88%	2.99%	2.33%	3.51%	2.00%	1.53%	1.45%	2.04%	3.26%	1.55%	1.41%	1.77%	3.14%	1.83%	2.91%	0.65%	1.08%	1.74%	1.53%	1.45%	2.02%	2.01%	6.30%	7.46%	10.84%	4.05%	3.91%	2.0%	15.64%	3.88%	6.53%	2.33%	1.02%	0.83%	4.18%	4.01%	3.54%	7.02%	4.24%	6.17%	8.08%	3.34%	6.06%	6.20%	9.67%	2.02%	13.60%	6.66%	1.29%	2.91%	1.84%	2.63%	7.36%					
28	"11. ""Истинные патриоты России"""	53	0	1	0	0	0	2	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	7	0	1	0	1	0	2	2	1	0	1	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	20	1	0	0	0	0	1	2	0	1					
		0.17%	0.0%	0.17%	0.0%	0.0%	0.0%	1.19%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.15%	0.15%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.08%	0.0%	0.22%	0.0%	0.34%	0.27%	0.09%	0.0%	1.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.20%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	3.02%	0.11%	0.0%	0.0%	0.0%	0.0%	0.10%	0.36%	0.0%	0.13%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	503	9	8	6	3	2	2	6	10	15	19	28	10	13	9	20	8	21	13	10	17	6	24	15	9	5	8	8	4	3	18	2	1	7	1	6	3	6	0	7	1	20	5	9	1	2	4	13	7	6	3	16	10	0	20	6	9	9					
		1.62%	1.23%	1.36%	1.64%	1.15%	1.94%	1.19%	1.07%	1.52%	2.50%	3.23%	4.07%	1.45%	2.01%	1.40%	2.82%	1.18%	2.75%	1.70%	1.45%	2.80%	1.08%	1.99%	2.55%	0.76%	1.44%	1.79%	1.44%	0.69%	0.41%	1.65%	1.11%	1.0%	2.38%	0.55%	1.70%	1.16%	1.54%	0.0%	2.25%	0.36%	2.08%	1.40%	1.41%	0.29%	0.37%	1.21%	1.92%	1.05%	0.69%	0.75%	3.62%	2.08%	0.0%	2.01%	1.10%	1.57%	1.18%					
30	"13. ""Демократическая партия России"""	86	1	2	3	1	0	1	1	0	1	3	2	0	2	1	1	1	2	3	3	1	4	1	4	2	0	0	0	1	5	3	0	1	1	0	3	1	0	0	3	0	1	1	4	1	4	1	1	1	1	0	2	0	3	1	3	3	1					
		0.27%	0.13%	0.34%	0.82%	0.38%	0.0%	0.59%	0.17%	0.0%	0.16%	0.51%	0.29%	0.0%	0.31%	0.15%	0.14%	0.14%	0.26%	0.39%	0.43%	0.16%	0.72%	0.08%	0.68%	0.17%	0.0%	0.0%	0.0%	0.17%	0.69%	0.27%	0.0%	1.0%	0.34%	0.0%	0.85%	0.38%	0.0%	0.0%	0.96%	0.0%	0.10%	0.28%	0.62%	0.29%	0.75%	0.30%	0.14%	0.15%	0.11%	0.0%	0.45%	0.0%	1.29%	0.10%	0.55%	0.52%	0.13%					
31	"14. ""Великая Россия - Евразийский Союз"""	56	0	0	0	1	0	1	2	1	1	2	2	0	0	0	4	1	0	1	1	0	1	1	1	2	0	1	0	3	1	1	0	1	0	0	2	0	1	0	0	2	0	0	4	0	2	1	1	1	3	0	1	1	0	4	3	0	1					
		0.18%	0.0%	0.0%	0.0%	0.38%	0.0%	0.59%	0.35%	0.15%	0.16%	0.34%	0.29%	0.0%	0.0%	0.0%	0.56%	0.14%	0.0%	0.13%	0.14%	0.0%	0.18%	0.08%	0.17%	0.17%	0.0%	0.22%	0.0%	0.52%	0.13%	0.09%	0.0%	1.0%	0.0%	0.0%	0.56%	0.0%	0.25%	0.0%	0.0%	0.72%	0.0%	0.0%	0.62%	0.0%	0.37%	0.30%	0.14%	0.15%	0.34%	0.0%	0.22%	0.20%	0.0%	0.40%	0.55%	0.0%	0.13%					
32	"15. ""Партия СЛОН"""	37	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	2	3	0	2	0	0	6	2	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1	0	0	2	0	0	0	0	1	0	0	0					
		0.11%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.29%	0.15%	0.0%	0.0%	0.29%	0.39%	0.0%	0.29%	0.0%	0.0%	0.49%	0.34%	0.17%	0.0%	0.22%	0.0%	0.34%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.29%	0.56%	0.30%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3841	89	71	45	32	8	6	72	69	93	80	88	94	90	91	98	92	128	114	100	92	81	151	78	124	59	37	51	75	79	157	16	9	50	33	40	40	42	10	24	36	103	52	60	29	52	22	110	102	86	44	38	56	19	119	55	88	62					
		12.42%	12.24%	12.11%	12.36%	12.35%	7.76%	3.59%	12.92%	10.53%	15.52%	13.60%	12.80%	13.70%	13.97%	14.17%	13.86%	13.62%	16.79%	14.92%	14.55%	15.15%	14.62%	12.57%	13.26%	10.60%	17.10%	8.29%	9.18%	13.02%	10.98%	14.45%	8.93%	9.0%	17.00%	18.33%	11.36%	15.56%	10.79%	8.33%	7.71%	13.13%	10.75%	14.60%	9.43%	8.52%	9.77%	6.68%	16.27%	15.43%	10.02%	11.13%	8.61%	11.66%	8.22%	11.95%	10.14%	15.43%	8.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	85	0	0	0	1	0	9	1	0	1	4	1	1	1	1	1	1	0	1	0	1	1	3	4	2	0	1	1	5	1	3	1	1	1	0	1	3	0	0	0	1	2	6	0	0	0	2	0	2	3	2	2	3	1	2	6	0	1					
		0.27%	0.0%	0.0%	0.0%	0.38%	0.0%	5.38%	0.17%	0.0%	0.16%	0.68%	0.14%	0.14%	0.15%	0.15%	0.14%	0.14%	0.0%	0.13%	0.0%	0.16%	0.18%	0.24%	0.68%	0.17%	0.0%	0.22%	0.18%	0.86%	0.13%	0.27%	0.55%	1.0%	0.34%	0.0%	0.28%	1.16%	0.0%	0.0%	0.0%	0.36%	0.20%	1.68%	0.0%	0.0%	0.0%	0.60%	0.0%	0.30%	0.34%	0.50%	0.45%	0.62%	0.43%	0.20%	1.10%	0.0%	0.13%					
35	"18. ""ЛДПР"""	3809	116	78	48	33	9	3	92	92	68	90	72	77	64	86	79	75	63	96	69	80	78	150	72	237	27	78	45	49	74	153	16	5	30	10	45	34	59	12	70	26	117	41	81	36	41	32	103	85	96	34	48	68	14	98	102	53	100					
		12.31%	15.95%	13.31%	13.18%	12.74%	8.73%	1.79%	16.51%	14.04%	11.35%	15.30%	10.48%	11.22%	9.93%	13.39%	11.17%	11.11%	8.26%	12.56%	10.04%	13.17%	14.07%	12.48%	12.24%	20.27%	7.82%	17.48%	8.10%	8.50%	10.29%	14.08%	8.93%	5.0%	10.20%	5.55%	12.78%	13.22%	15.16%	10.0%	22.50%	9.48%	12.21%	11.51%	12.73%	10.58%	7.70%	9.72%	15.23%	12.85%	11.18%	8.60%	10.88%	14.16%	6.06%	9.84%	18.81%	9.29%	13.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	714	11	18	6	5	3	4	17	19	15	12	20	16	11	14	11	15	14	23	21	12	18	8	16	23	10	5	22	10	13	26	5	4	6	1	4	5	4	1	9	4	26	8	30	8	11	7	13	2	24	19	10	9	4	32	12	16	22					
		2.30%	1.51%	3.07%	1.64%	1.93%	2.91%	2.39%	3.05%	2.90%	2.50%	2.04%	2.91%	2.33%	1.70%	2.18%	1.55%	2.22%	1.83%	3.01%	3.05%	1.97%	3.24%	0.66%	2.72%	1.96%	2.89%	1.12%	3.96%	1.73%	1.80%	2.39%	2.79%	4.0%	2.04%	0.55%	1.13%	1.94%	1.02%	0.83%	2.89%	1.45%	2.71%	2.24%	4.71%	2.35%	2.06%	2.12%	1.92%	0.30%	2.79%	4.81%	2.26%	1.87%	1.73%	3.21%	2.21%	2.80%	2.89%					
37	"20. ""Политическая партия ""Единая Россия"""	11678	270	208	148	100	44	86	186	238	214	173	209	225	208	203	220	214	250	266	191	196	182	412	203	422	112	187	257	303	289	390	73	44	105	94	168	91	188	62	130	115	414	153	273	184	248	125	210	212	367	190	182	193	129	407	192	225	298					
		37.76%	37.13%	35.49%	40.65%	38.61%	42.71%	51.49%	33.39%	36.33%	35.72%	29.42%	30.42%	32.79%	32.29%	31.61%	31.11%	31.70%	32.80%	34.81%	27.80%	32.28%	32.85%	34.30%	34.52%	36.09%	32.46%	41.92%	46.30%	52.60%	40.19%	35.91%	40.78%	44.0%	35.71%	52.22%	47.72%	35.40%	48.32%	51.66%	41.80%	41.97%	43.21%	42.97%	42.92%	54.11%	46.61%	37.99%	31.06%	32.07%	42.77%	48.10%	41.26%	40.20%	55.84%	40.90%	35.42%	39.47%	39.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	61	1	1	0	0	1	1	0	1	0	0	2	1	0	0	2	2	2	0	1	0	1	3	0	2	1	0	0	3	3	1	0	0	1	1	0	0	0	0	0	0	2	1	0	1	4	2	0	0	1	3	0	4	1	1	1	7	2					
		0.19%	0.13%	0.17%	0.0%	0.0%	0.97%	0.59%	0.0%	0.15%	0.0%	0.0%	0.29%	0.14%	0.0%	0.0%	0.28%	0.29%	0.26%	0.0%	0.14%	0.0%	0.18%	0.24%	0.0%	0.17%	0.28%	0.0%	0.0%	0.52%	0.41%	0.09%	0.0%	0.0%	0.34%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.28%	0.0%	0.29%	0.75%	0.60%	0.0%	0.0%	0.11%	0.75%	0.0%	0.83%	0.43%	0.10%	0.18%	1.22%	0.26%					
39	"22. ""Развитие предпринимательства"""	168	6	3	2	1	0	2	8	4	2	3	2	3	3	1	5	7	7	3	6	2	2	1	6	6	1	0	1	3	2	16	1	0	3	1	0	2	0	0	0	1	12	2	3	0	3	1	3	1	6	3	2	1	2	5	4	2	2					
		0.54%	0.82%	0.51%	0.54%	0.38%	0.0%	1.19%	1.43%	0.61%	0.33%	0.51%	0.29%	0.43%	0.46%	0.15%	0.70%	1.03%	0.91%	0.39%	0.87%	0.32%	0.36%	0.08%	1.02%	0.51%	0.28%	0.0%	0.18%	0.52%	0.27%	1.47%	0.55%	0.0%	1.02%	0.55%	0.0%	0.77%	0.0%	0.0%	0.0%	0.36%	1.25%	0.56%	0.47%	0.0%	0.56%	0.30%	0.44%	0.15%	0.69%	0.75%	0.45%	0.20%	0.86%	0.50%	0.73%	0.35%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3436	82	72	33	27	17	11	47	76	50	72	89	94	95	105	106	108	107	72	110	77	68	138	53	88	65	32	81	17	43	80	20	10	17	13	23	33	29	16	23	30	95	23	85	30	57	79	65	95	83	35	32	40	25	141	52	84	86					
		11.11%	11.27%	12.28%	9.06%	10.42%	16.50%	6.58%	8.43%	11.60%	8.34%	12.24%	12.95%	13.70%	14.75%	16.35%	14.99%	16.0%	14.04%	9.42%	16.01%	12.68%	12.27%	11.49%	9.01%	7.52%	18.84%	7.17%	14.59%	2.95%	5.98%	7.36%	11.17%	10.0%	5.78%	7.22%	6.53%	12.84%	7.45%	13.33%	7.39%	10.94%	9.91%	6.46%	13.36%	8.82%	10.71%	24.01%	9.61%	14.37%	9.67%	8.86%	7.25%	8.33%	10.82%	14.17%	9.59%	14.73%	11.31%					
																																																																
41	Против всех	955	23	9	6	5	3	2	24	32	30	22	26	10	17	16	24	25	24	20	21	17	20	93	18	63	9	31	4	10	18	34	6	2	4	0	8	6	9	3	2	11	20	9	14	8	18	6	30	20	14	15	8	13	6	20	22	8	17					
		3.08%	3.16%	1.53%	1.64%	1.93%	2.91%	1.19%	4.30%	4.88%	5.00%	3.74%	3.78%	1.45%	2.63%	2.49%	3.39%	3.70%	3.14%	2.61%	3.05%	2.80%	3.61%	7.74%	3.06%	5.38%	2.60%	6.95%	0.72%	1.73%	2.50%	3.13%	3.35%	2.0%	1.36%	0.0%	2.27%	2.33%	2.31%	2.5%	0.64%	4.01%	2.08%	2.52%	2.20%	2.35%	3.38%	1.82%	4.43%	3.02%	1.63%	3.79%	1.81%	2.70%	2.59%	2.01%	4.05%	1.40%	2.23%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
