Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Карабашская городская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №2266	УИК №2267	УИК №2334									
		0.55%	0.00%	0.68%	0.33%	1.23%	0.60%	0.23%	1.45%	1.30%	0.00%	0.38%	0.85%	0.82%	0.00%	1.67%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	1	0	3	3	9	17	2	0	1	0	1	1	2	2	0									
		1.04%	0.51%	0.00%	0.99%	0.92%	1.34%	1.95%	0.72%	0.00%	0.68%	0.00%	0.85%	0.82%	1.69%	3.33%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	0	2	0	0	2	0	0	0	1	0									
		0.15%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	1.67%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	2	1	2	4	4	6	5	1	1	4	0	0	0	1	2									
		0.82%	1.02%	0.68%	0.66%	1.23%	0.60%	0.69%	1.81%	1.30%	0.68%	1.53%	0.00%	0.00%	0.00%	1.67%	0.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	461	35	24	32	36	79	112	38	9	6	32	6	7	5	6	34									
		11.43%	17.77%	16.44%	10.56%	11.08%	11.79%	12.81%	13.77%	11.69%	4.05%	12.21%	5.13%	5.74%	4.24%	10.00%	10.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	1	1	1	2	5	1	0	0	2	0	0	0	0	1									
		0.35%	0.00%	0.68%	0.33%	0.31%	0.30%	0.57%	0.36%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	685	30	14	40	71	128	193	33	12	28	45	17	21	17	7	29									
		16.98%	15.23%	9.59%	13.20%	21.85%	19.10%	22.08%	11.96%	15.58%	18.92%	17.18%	14.53%	17.21%	14.41%	11.67%	8.55%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
