Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    район Метрогородок 																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №3183	УИК №3184	УИК №3185	УИК №3186	УИК №3187	УИК №3188					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	383	45	28	34	31	46	34	34	34	39	36	7	3	4	4	4	0					
		2.99%	4.31%	2.48%	2.42%	2.57%	3.78%	2.61%	3.39%	3.03%	3.15%	3.07%	2.80%	4.48%	1.66%	4.21%	2.67%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	304	31	32	25	39	25	22	20	23	32	36	5	2	1	6	1	4					
		2.37%	2.97%	2.83%	1.78%	3.24%	2.05%	1.69%	1.99%	2.05%	2.58%	3.07%	2.00%	2.99%	0.41%	6.32%	0.67%	2.22%					
20	3.Политическая партия «Демократическая партия России»	29	5	3	3	5	1	3	1	0	2	2	0	0	2	0	2	0					
		0.23%	0.48%	0.27%	0.21%	0.42%	0.08%	0.23%	0.10%	0.00%	0.16%	0.17%	0.00%	0.00%	0.83%	0.00%	1.33%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1651	140	169	183	160	160	161	131	132	162	147	24	10	39	16	7	10					
		12.87%	13.41%	14.94%	13.01%	13.29%	13.14%	12.38%	13.05%	11.76%	13.06%	12.52%	9.60%	14.93%	16.18%	16.84%	4.67%	5.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	239	17	20	10	38	18	22	24	22	21	30	5	4	3	2	1	2					
		1.86%	1.63%	1.77%	0.71%	3.16%	1.48%	1.69%	2.39%	1.96%	1.69%	2.56%	2.00%	5.97%	1.24%	2.11%	0.67%	1.11%					
23	6.Политическая партия «Партия социальной справедливости»	53	3	4	5	6	3	7	4	5	7	8	0	1	0	0	0	0					
		0.41%	0.29%	0.35%	0.36%	0.50%	0.25%	0.54%	0.40%	0.45%	0.56%	0.68%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1105	90	79	143	107	96	123	86	94	103	99	17	10	20	5	7	26					
		8.61%	8.62%	6.98%	10.16%	8.89%	7.88%	9.45%	8.57%	8.38%	8.31%	8.43%	6.80%	14.93%	8.30%	5.26%	4.67%	14.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1049	73	95	113	103	97	96	89	88	128	101	27	2	17	5	3	12					
		8.18%	6.99%	8.40%	8.03%	8.55%	7.96%	7.38%	8.86%	7.84%	10.32%	8.60%	10.80%	2.99%	7.05%	5.26%	2.00%	6.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	174	11	14	27	16	14	17	7	19	15	16	7	3	1	0	4	3					
		1.36%	1.05%	1.24%	1.92%	1.33%	1.15%	1.31%	0.70%	1.69%	1.21%	1.36%	2.80%	4.48%	0.41%	0.00%	2.67%	1.67%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7024	570	627	769	613	683	727	541	645	637	606	142	29	147	52	120	116					
		54.76%	54.60%	55.44%	54.66%	50.91%	56.08%	55.88%	53.88%	57.49%	51.37%	51.62%	56.80%	43.28%	60.99%	54.74%	80.00%	64.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	626	45	46	65	67	63	65	50	46	79	71	15	3	4	1	1	5					
		4.88%	4.31%	4.07%	4.62%	5.56%	5.17%	4.99%	4.98%	4.10%	6.37%	6.05%	6.00%	4.48%	1.66%	1.05%	0.67%	2.78%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
