Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
"Наименование Избирательной комиссии:    Барнаул, Железнодорожная"																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1207	25	55	67	50	42	43	40	60	20	32	20	20	25	25	20	30	30	30	30	45	23	20	20	20	17	20	20	30	20	20	20	28	30	19	21	20	20	20	30	25	20	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1139	25	55	59	50	41	43	39	58	20	31	20	20	18	25	20	25	29	27	30	43	23	19	20	19	17	19	20	24	20	13	20	28	30	14	20	17	19	20	25	23	20	11	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1079	18	36	39	28	35	51	41	22	32	23	24	9	21	69	19	28	29	19	30	18	32	24	10	13	14	16	18	14	24	15	20	25	28	17	27	25	24	13	17	28	11	24	49					
14	Число погашенных неиспользованных открепительных удостоверений	68	0	0	8	0	1	0	1	2	0	1	0	0	7	0	0	5	1	3	0	2	0	1	0	1	0	1	0	6	0	7	0	0	0	5	1	3	1	0	5	2	0	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	1884	44	85	68	73	68	155	58	43	44	32	21	16	29	62	39	42	33	45	34	63	52	40	27	39	27	36	45	29	29	23	28	45	39	39	31	40	39	37	57	38	31	14	45					
		3.49%	4.09%	5.25%	3.89%	4.30%	3.99%	12.43%	3.72%	3.55%	3.80%	2.64%	3.24%	1.89%	3.68%	4.12%	3.62%	4.26%	2.46%	3.52%	1.95%	4.51%	3.62%	4.30%	2.16%	3.49%	2.41%	3.00%	3.69%	2.40%	2.50%	2.17%	2.31%	3.06%	2.97%	3.30%	2.38%	3.71%	3.32%	2.82%	3.79%	2.44%	2.95%	1.55%	3.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	783	18	25	32	30	28	20	31	20	33	21	13	20	11	25	23	7	18	17	30	23	27	8	7	14	12	9	14	13	21	13	12	18	12	13	15	15	19	11	28	20	11	5	21					
		1.45%	1.67%	1.54%	1.83%	1.77%	1.64%	1.60%	1.99%	1.65%	2.85%	1.73%	2.00%	2.36%	1.40%	1.66%	2.14%	0.71%	1.34%	1.33%	1.72%	1.65%	1.88%	0.86%	0.56%	1.25%	1.07%	0.75%	1.15%	1.07%	1.81%	1.23%	0.99%	1.23%	0.91%	1.10%	1.15%	1.39%	1.62%	0.84%	1.86%	1.28%	1.05%	0.55%	1.60%					
20	3.Политическая партия «Демократическая партия России»	98	0	4	2	2	1	2	4	2	7	3	1	5	4	3	3	4	1	2	1	3	3	1	1	3	2	2	0	1	1	1	5	2	2	1	2	5	1	1	3	2	4	0	1					
		0.18%	0.00%	0.25%	0.11%	0.12%	0.06%	0.16%	0.26%	0.17%	0.60%	0.25%	0.15%	0.59%	0.51%	0.20%	0.28%	0.41%	0.07%	0.16%	0.06%	0.21%	0.21%	0.11%	0.08%	0.27%	0.18%	0.17%	0.00%	0.08%	0.09%	0.09%	0.41%	0.14%	0.15%	0.08%	0.15%	0.46%	0.09%	0.08%	0.20%	0.13%	0.38%	0.00%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9434	131	305	244	340	352	168	320	186	239	272	135	189	129	268	152	171	250	157	307	221	300	131	142	163	166	196	228	205	177	225	258	326	290	245	258	200	206	252	269	210	137	102	212					
		17.50%	12.19%	18.83%	13.97%	20.02%	20.66%	13.47%	20.54%	15.36%	20.64%	22.44%	20.80%	22.34%	16.39%	17.81%	14.13%	17.33%	18.67%	12.27%	17.58%	15.82%	20.91%	14.07%	11.37%	14.61%	14.81%	16.35%	18.72%	16.94%	15.23%	21.21%	21.27%	22.19%	22.10%	20.73%	19.80%	18.54%	17.56%	19.18%	17.91%	13.47%	13.04%	11.27%	16.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1301	28	28	48	51	53	19	40	28	38	54	19	33	20	27	24	17	29	18	29	38	24	11	19	28	32	10	31	26	31	10	36	44	39	21	45	27	31	65	40	34	13	14	29					
		2.41%	2.60%	1.73%	2.75%	3.00%	3.11%	1.52%	2.57%	2.31%	3.28%	4.46%	2.93%	3.90%	2.54%	1.79%	2.23%	1.72%	2.17%	1.41%	1.66%	2.72%	1.67%	1.18%	1.52%	2.51%	2.85%	0.83%	2.55%	2.15%	2.67%	0.94%	2.97%	2.99%	2.97%	1.78%	3.45%	2.50%	2.64%	4.95%	2.66%	2.18%	1.24%	1.55%	2.22%					
23	6.Политическая партия «Партия социальной справедливости»	114	3	8	3	2	1	2	2	2	4	5	1	0	2	3	2	3	3	4	2	6	4	1	0	1	1	2	2	3	0	1	3	1	3	5	3	0	2	5	5	6	4	1	3					
		0.21%	0.28%	0.49%	0.17%	0.12%	0.06%	0.16%	0.13%	0.17%	0.35%	0.41%	0.15%	0.00%	0.25%	0.20%	0.19%	0.30%	0.22%	0.31%	0.11%	0.43%	0.28%	0.11%	0.00%	0.09%	0.09%	0.17%	0.16%	0.25%	0.00%	0.09%	0.25%	0.07%	0.23%	0.42%	0.23%	0.00%	0.17%	0.38%	0.33%	0.38%	0.38%	0.11%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	5958	132	160	216	121	129	151	113	95	98	121	55	75	64	199	128	115	125	182	201	127	135	132	190	134	127	140	145	139	164	119	142	165	166	132	158	141	102	151	182	211	118	122	136					
		11.05%	12.28%	9.88%	12.37%	7.13%	7.57%	12.11%	7.25%	7.84%	8.46%	9.98%	8.47%	8.87%	8.13%	13.22%	11.90%	11.65%	9.34%	14.22%	11.51%	9.09%	9.41%	14.18%	15.21%	12.01%	11.33%	11.68%	11.90%	11.49%	14.11%	11.22%	11.71%	11.23%	12.65%	11.17%	12.13%	13.07%	8.70%	11.49%	12.12%	13.53%	11.23%	13.48%	10.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5429	84	167	142	153	163	51	174	115	91	104	59	85	101	137	141	108	186	150	237	176	188	82	97	117	98	114	93	143	109	104	110	150	144	131	162	84	152	119	140	136	93	113	126					
		10.07%	7.81%	10.31%	8.13%	9.01%	9.57%	4.09%	11.17%	9.50%	7.86%	8.58%	9.09%	10.05%	12.83%	9.10%	13.10%	10.94%	13.89%	11.72%	13.57%	12.60%	13.10%	8.81%	7.77%	10.48%	8.74%	9.51%	7.64%	11.82%	9.38%	9.80%	9.07%	10.21%	10.98%	11.08%	12.43%	7.78%	12.96%	9.06%	9.32%	8.72%	8.85%	12.49%	9.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	747	11	38	20	27	30	15	35	17	27	30	12	30	13	19	11	8	16	21	21	22	20	6	13	17	9	14	7	13	11	8	13	30	15	13	15	15	17	17	19	15	8	6	23					
		1.39%	1.02%	2.35%	1.15%	1.59%	1.76%	1.20%	2.25%	1.40%	2.33%	2.48%	1.85%	3.55%	1.65%	1.26%	1.02%	0.81%	1.19%	1.64%	1.20%	1.57%	1.39%	0.64%	1.04%	1.52%	0.80%	1.17%	0.57%	1.07%	0.95%	0.75%	1.07%	2.04%	1.14%	1.10%	1.15%	1.39%	1.45%	1.29%	1.26%	0.96%	0.76%	0.66%	1.76%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26272	600	723	905	815	804	623	708	654	509	503	280	348	370	687	511	470	627	651	821	667	633	507	744	575	623	651	623	592	576	520	561	658	573	547	572	521	570	605	723	837	606	511	668					
		48.73%	55.81%	44.63%	51.83%	47.99%	47.18%	49.96%	45.44%	54.00%	43.96%	41.50%	43.14%	41.13%	47.01%	45.65%	47.49%	47.62%	46.83%	50.86%	47.02%	47.75%	44.11%	54.46%	59.57%	51.52%	55.58%	54.30%	51.15%	48.93%	49.57%	49.01%	46.25%	44.79%	43.67%	46.28%	43.90%	48.29%	48.59%	46.04%	48.14%	53.69%	57.66%	56.46%	51.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1380	17	53	43	71	60	32	58	41	56	57	49	36	33	58	31	26	32	22	49	38	45	6	6	19	17	12	21	37	25	24	30	22	19	27	25	24	23	33	25	22	15	9	32					
		2.56%	1.58%	3.27%	2.46%	4.18%	3.52%	2.57%	3.72%	3.39%	4.84%	4.70%	7.55%	4.26%	4.19%	3.85%	2.88%	2.63%	2.39%	1.72%	2.81%	2.72%	3.14%	0.64%	0.48%	1.70%	1.52%	1.00%	1.72%	3.06%	2.15%	2.26%	2.47%	1.50%	1.45%	2.28%	1.92%	2.22%	1.96%	2.51%	1.66%	1.41%	1.43%	0.99%	2.44%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
