Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Петропавловская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	558	25	25	20	33	25	50	110	5	15	20	20	20	20	5	25	25	25	5	30	30	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	513	25	25	10	33	25	50	110	5	4	20	20	20	20	5	25	17	9	5	30	30	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	4	3	1	6	0	3	6	1	6	3	0	3	1	4	0	3	3	2	0	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	8	16	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	4	2	0	2	0	5	8	1	2	2	7	0	3	0	0	0	0	0	5	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	55	1	0	1	0	2	19	18	5	5	0	0	0	0	0	0	3	0	0	0	0	1									
		0.49%	0.21%	0.00%	0.35%	0.00%	0.25%	1.67%	1.13%	2.02%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	10	1	1	0	2	46	40	4	14	4	5	2	6	15	0	8	11	5	0	0	4									
		1.60%	2.06%	0.18%	0.35%	0.00%	0.25%	4.05%	2.51%	1.62%	3.66%	1.01%	1.02%	0.39%	1.54%	7.85%	0.00%	2.20%	4.51%	5.68%	0.00%	0.00%	0.81%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	9	1	1	2	2	18	20	2	7	4	0	0	2	0	0	0	0	0	0	0	3									
		0.64%	1.85%	0.18%	0.35%	0.24%	0.25%	1.59%	1.25%	0.81%	1.83%	1.01%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8700	347	442	234	698	678	679	1074	198	187	336	478	467	350	172	442	199	135	65	604	465	450									
		78.15%	71.40%	79.93%	82.39%	85.12%	83.70%	59.82%	67.38%	80.16%	48.83%	85.06%	97.15%	89.98%	89.97%	90.05%	91.51%	54.82%	55.33%	73.86%	95.57%	87.24%	91.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	0	1	0	2	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.18%	0.00%	0.24%	0.00%	0.26%	0.06%	0.40%	0.26%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.13%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	487	20	12	10	2	17	149	71	9	57	8	9	5	12	0	0	39	26	0	3	29	9									
		4.37%	4.12%	2.17%	3.52%	0.24%	2.10%	13.13%	4.45%	3.64%	14.88%	2.03%	1.83%	0.96%	3.08%	0.00%	0.00%	10.74%	10.66%	0.00%	0.47%	5.44%	1.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	2	5	1	2	0	0	0	0	0	0	1	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.31%	0.40%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	1	0	0	0	1	3	4	1	4	0	0	0	0	0	0	5	0	0	0	0	0									
		0.17%	0.21%	0.00%	0.00%	0.00%	0.12%	0.26%	0.25%	0.40%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.13%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	0	1	0	1	2	8	1	0	2	0	0	1	0	0	1	0	0	0	1	3									
		0.19%	0.00%	0.00%	0.35%	0.00%	0.12%	0.18%	0.50%	0.40%	0.00%	0.51%	0.00%	0.00%	0.26%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.19%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1360	90	84	30	113	98	158	312	21	74	37	0	42	15	0	38	99	62	18	25	28	16									
		12.22%	18.52%	15.19%	10.56%	13.78%	12.10%	13.92%	19.57%	8.50%	19.32%	9.37%	0.00%	8.09%	3.86%	0.00%	7.87%	27.27%	25.41%	20.45%	3.96%	5.25%	3.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	2	0	1	1	4	6	1	5	2	0	1	1	0	0	0	0	0	0	2	0									
		0.24%	0.21%	0.36%	0.00%	0.12%	0.12%	0.35%	0.38%	0.40%	1.31%	0.51%	0.00%	0.19%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	138	5	10	3	2	3	33	24	2	20	2	0	1	2	4	3	6	7	0	0	7	4									
		1.24%	1.03%	1.81%	1.06%	0.24%	0.37%	2.91%	1.51%	0.81%	5.22%	0.51%	0.00%	0.19%	0.51%	2.09%	0.62%	1.65%	2.87%	0.00%	0.00%	1.31%	0.81%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
