Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Правобережная																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №351	УИК №352	УИК №353									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1									
		0.04%	0.17%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.07%	0.00%	0.05%	0.00%	0.36%	0.07%	0.00%	0.00%	0.00%	0.07%	0.32%	0.00%	1.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	5	0	0	0	0	0	0	0	0	2	11	7	9	2	2	6	5	0	2	2	2	3	0	2	1	3	0									
		0.18%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.57%	0.34%	0.46%	0.19%	0.13%	0.37%	0.23%	0.00%	0.72%	0.15%	0.15%	0.14%	0.00%	0.15%	0.32%	0.44%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7407	352	36	291	17	538	188	178	4	0	227	482	694	619	179	357	47	829	488	40	321	316	524	343	269	24	38	6									
		21.26%	20.14%	2.18%	17.60%	1.79%	23.09%	17.33%	17.85%	1.72%	0.00%	24.84%	24.95%	34.12%	31.89%	16.71%	23.24%	2.87%	37.61%	36.77%	14.49%	23.99%	22.99%	25.25%	22.09%	19.72%	7.79%	5.56%	6.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	773	26	67	86	166	12	64	51	9	0	6	20	25	35	29	41	25	21	12	5	9	7	10	15	11	3	12	6									
		2.22%	1.49%	4.05%	5.20%	17.44%	0.52%	5.90%	5.12%	3.86%	0.00%	0.66%	1.04%	1.23%	1.80%	2.71%	2.67%	1.53%	0.95%	0.90%	1.81%	0.67%	0.51%	0.48%	0.97%	0.81%	0.97%	1.76%	6.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	987	73	43	6	4	112	50	40	3	20	5	98	25	56	59	8	17	15	12	2	87	67	84	37	38	4	9	13									
		2.83%	4.18%	2.60%	0.36%	0.42%	4.81%	4.61%	4.01%	1.29%	3.77%	0.55%	5.07%	1.23%	2.89%	5.51%	0.52%	1.04%	0.68%	0.90%	0.72%	6.50%	4.88%	4.05%	2.38%	2.79%	1.30%	1.32%	14.94%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
