Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Лыткаринская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306					
24	7.Политическая партия «Либерально-демократическая партия России»	1771	86	137	110	117	123	125	117	68	109	92	116	120	99	88	81	78	105					
		7.87%	8.53%	9.45%	8.11%	7.33%	8.30%	8.22%	7.93%	5.33%	8.43%	8.48%	8.90%	7.67%	7.84%	8.04%	7.81%	7.04%	6.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2189	67	180	148	188	161	128	125	120	132	91	138	150	106	98	96	92	169					
		9.72%	6.65%	12.42%	10.91%	11.78%	10.86%	8.42%	8.47%	9.41%	10.21%	8.39%	10.59%	9.58%	8.40%	8.96%	9.26%	8.30%	10.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	364	9	14	18	27	26	33	32	23	28	17	22	20	18	14	19	16	28					
		1.62%	0.89%	0.97%	1.33%	1.69%	1.75%	2.17%	2.17%	1.80%	2.17%	1.57%	1.69%	1.28%	1.43%	1.28%	1.83%	1.44%	1.74%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12119	663	777	697	846	768	829	820	706	646	591	667	849	659	593	521	626	861					
		53.83%	65.77%	53.62%	51.40%	53.01%	51.82%	54.54%	55.56%	55.37%	49.96%	54.47%	51.19%	54.25%	52.22%	54.20%	50.24%	56.50%	53.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	798	14	26	57	61	55	64	48	44	55	30	45	55	53	32	50	37	72					
		3.54%	1.39%	1.79%	4.20%	3.82%	3.71%	4.21%	3.25%	3.45%	4.25%	2.76%	3.45%	3.51%	4.20%	2.93%	4.82%	3.34%	4.48%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
