Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Новочебоксарская городская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2633	83	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	639	6	15	6	9	13	12	14	17	7	6	15	20	16	4	15	13	13	12	9	7	10	18	13	4	4	11	5	12	6	20	10	6	15	11	2	8	16	23	21	18	9	13	9	12	15	5	24	13	7	25	20	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	557	18	14	7	3	18	4	2	6	7	2	21	29	4	4	4	7	4	4	9	6	4	17	8	2	7	2	2	3	36	26	65	82	7	1	1	8	2	6	6	6	8	9	3	2	7	2	19	2	3	9	9	20									
14	Число погашенных неиспользованных открепительных удостоверений	1994	77	35	44	41	37	38	36	33	43	44	35	30	34	46	35	37	37	38	41	43	40	32	37	46	46	39	45	38	44	30	40	44	35	39	48	42	34	27	29	32	41	37	41	38	35	45	26	37	43	25	30	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	367	7	11	4	7	8	8	7	7	4	6	6	8	12	4	7	6	8	9	5	8	10	5	8	4	8	3	9	6	8	8	3	7	3	6	0	8	10	14	5	9	5	6	6	6	4	10	5	1	14	13	9	12									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	599	5	9	8	8	5	13	8	10	9	15	13	16	18	6	13	12	12	9	7	11	16	7	12	7	12	14	5	12	7	16	7	10	9	18	2	19	15	16	12	10	9	8	16	9	13	11	14	18	15	11	21	21									
		1.30%	0.65%	0.83%	1.09%	0.96%	0.88%	1.16%	1.13%	1.27%	1.49%	2.01%	1.15%	1.61%	1.45%	0.94%	1.72%	1.32%	1.02%	1.20%	0.78%	1.34%	1.92%	0.94%	1.03%	1.36%	1.69%	1.83%	0.79%	1.30%	0.94%	1.53%	0.77%	1.23%	1.09%	2.84%	1.55%	1.55%	1.27%	1.50%	1.26%	0.95%	0.88%	0.84%	1.49%	1.12%	1.30%	1.32%	1.34%	1.80%	1.60%	1.07%	1.65%	1.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1034	24	25	17	23	16	34	12	20	8	15	18	16	37	20	22	21	26	11	20	15	15	16	21	20	9	12	14	17	22	29	26	15	22	21	7	40	19	17	18	21	22	22	20	26	27	15	24	22	27	16	20	12									
		2.24%	3.10%	2.32%	2.32%	2.77%	2.81%	3.04%	1.69%	2.54%	1.32%	2.01%	1.59%	1.61%	2.97%	3.12%	2.91%	2.32%	2.20%	1.47%	2.22%	1.83%	1.80%	2.15%	1.79%	3.90%	1.27%	1.57%	2.20%	1.84%	2.96%	2.76%	2.86%	1.85%	2.66%	3.32%	5.43%	3.26%	1.61%	1.60%	1.89%	2.00%	2.15%	2.30%	1.86%	3.23%	2.70%	1.80%	2.29%	2.20%	2.88%	1.55%	1.57%	1.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	2214	22	51	27	42	20	53	47	34	31	40	60	56	83	41	54	55	66	35	51	41	40	31	56	22	26	40	33	40	42	60	43	30	49	33	0	93	46	38	32	58	42	47	35	33	50	42	45	41	45	42	38	33									
		4.79%	2.85%	4.73%	3.68%	5.06%	3.51%	4.73%	6.63%	4.33%	5.12%	5.36%	5.31%	5.63%	6.67%	6.40%	7.14%	6.06%	5.59%	4.69%	5.67%	5.01%	4.81%	4.17%	4.79%	4.29%	3.67%	5.24%	5.19%	4.32%	5.65%	5.72%	4.74%	3.69%	5.93%	5.21%	0.00%	7.57%	3.89%	3.57%	3.36%	5.52%	4.11%	4.92%	3.26%	4.10%	4.99%	5.04%	4.30%	4.10%	4.79%	4.08%	2.98%	2.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16773	299	389	280	300	252	387	270	284	214	275	400	348	414	236	257	312	421	313	325	279	303	271	396	181	253	278	221	290	271	367	343	307	290	220	52	458	431	366	338	396	395	330	385	264	360	320	414	366	339	383	485	445									
		36.28%	38.68%	36.09%	38.15%	36.14%	44.21%	34.55%	38.08%	36.13%	35.31%	36.86%	35.43%	34.97%	33.25%	36.82%	33.99%	34.40%	35.65%	41.90%	36.15%	34.11%	36.42%	36.47%	33.85%	35.28%	35.68%	36.39%	34.75%	31.32%	36.47%	34.99%	37.78%	37.76%	35.07%	34.76%	40.31%	37.30%	36.43%	34.37%	35.50%	37.71%	38.61%	34.52%	35.85%	32.84%	35.96%	38.37%	39.54%	36.60%	36.10%	37.22%	38.01%	40.09%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	347	2	8	5	3	7	6	3	5	2	10	9	9	11	6	7	3	5	5	6	7	5	8	10	2	2	5	10	6	7	9	8	3	8	6	1	8	11	8	10	6	7	6	8	7	4	6	9	9	9	7	13	10									
		0.75%	0.26%	0.74%	0.68%	0.36%	1.23%	0.54%	0.42%	0.64%	0.33%	1.34%	0.80%	0.90%	0.88%	0.94%	0.93%	0.33%	0.42%	0.67%	0.67%	0.86%	0.60%	1.08%	0.85%	0.39%	0.28%	0.65%	1.57%	0.65%	0.94%	0.86%	0.88%	0.37%	0.97%	0.95%	0.78%	0.65%	0.93%	0.75%	1.05%	0.57%	0.68%	0.63%	0.74%	0.87%	0.40%	0.72%	0.86%	0.90%	0.96%	0.68%	1.02%	0.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	129	3	5	3	1	4	2	2	0	1	1	7	4	5	1	3	0	0	4	2	2	2	2	5	3	4	1	1	6	2	0	1	2	3	2	0	2	2	2	3	3	5	2	2	2	2	2	4	1	2	3	3	5									
		0.28%	0.39%	0.46%	0.41%	0.12%	0.70%	0.18%	0.28%	0.00%	0.17%	0.13%	0.62%	0.40%	0.40%	0.16%	0.40%	0.00%	0.00%	0.54%	0.22%	0.24%	0.24%	0.27%	0.43%	0.58%	0.56%	0.13%	0.16%	0.65%	0.27%	0.00%	0.11%	0.25%	0.36%	0.32%	0.00%	0.16%	0.17%	0.19%	0.32%	0.29%	0.49%	0.21%	0.19%	0.25%	0.20%	0.24%	0.38%	0.10%	0.21%	0.29%	0.24%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7846	105	167	125	137	92	193	107	130	112	138	164	160	236	101	137	188	205	115	142	133	130	131	181	87	112	142	111	146	116	167	149	152	113	101	22	204	182	187	180	181	160	175	193	172	196	132	175	189	172	204	202	195									
		16.97%	13.58%	15.49%	17.03%	16.51%	16.14%	17.23%	15.09%	16.54%	18.48%	18.50%	14.53%	16.08%	18.96%	15.76%	18.12%	20.73%	17.36%	15.39%	15.80%	16.26%	15.63%	17.63%	15.47%	16.96%	15.80%	18.59%	17.45%	15.77%	15.61%	15.92%	16.41%	18.70%	13.66%	15.96%	17.05%	16.61%	15.38%	17.56%	18.91%	17.24%	15.64%	18.31%	17.97%	21.39%	19.58%	15.83%	16.71%	18.90%	18.32%	19.83%	15.83%	17.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	343	3	4	8	5	3	7	4	7	3	4	14	12	7	7	4	7	10	2	4	9	13	14	8	5	6	9	4	5	4	6	7	1	1	1	0	12	10	5	7	7	8	11	5	2	6	11	4	8	12	8	12	7									
		0.74%	0.39%	0.37%	1.09%	0.60%	0.53%	0.63%	0.56%	0.89%	0.50%	0.54%	1.24%	1.21%	0.56%	1.09%	0.53%	0.77%	0.85%	0.27%	0.44%	1.10%	1.56%	1.88%	0.68%	0.97%	0.85%	1.18%	0.63%	0.54%	0.54%	0.57%	0.77%	0.12%	0.12%	0.16%	0.00%	0.98%	0.85%	0.47%	0.74%	0.67%	0.78%	1.15%	0.47%	0.25%	0.60%	1.32%	0.38%	0.80%	1.28%	0.78%	0.94%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	493	6	8	9	9	5	16	5	6	3	2	18	12	12	5	7	12	9	4	6	6	6	10	6	5	8	6	12	10	7	12	8	12	7	6	1	9	14	19	9	18	14	7	9	4	6	13	16	12	10	8	25	24									
		1.07%	0.78%	0.74%	1.23%	1.08%	0.88%	1.43%	0.71%	0.76%	0.50%	0.27%	1.59%	1.21%	0.96%	0.78%	0.93%	1.32%	0.76%	0.54%	0.67%	0.73%	0.72%	1.35%	0.51%	0.97%	1.13%	0.79%	1.89%	1.08%	0.94%	1.14%	0.88%	1.48%	0.85%	0.95%	0.78%	0.73%	1.18%	1.78%	0.95%	1.71%	1.37%	0.73%	0.84%	0.50%	0.60%	1.56%	1.53%	1.20%	1.06%	0.78%	1.96%	2.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	83	2	2	1	0	2	4	1	0	1	4	1	1	0	3	3	3	4	1	2	3	2	1	1	0	2	1	0	3	1	1	0	1	0	3	0	3	5	1	3	0	2	4	0	0	3	1	0	0	2	1	3	1									
		0.18%	0.26%	0.19%	0.14%	0.00%	0.35%	0.36%	0.14%	0.00%	0.17%	0.54%	0.09%	0.10%	0.00%	0.47%	0.40%	0.33%	0.34%	0.13%	0.22%	0.37%	0.24%	0.13%	0.09%	0.00%	0.28%	0.13%	0.00%	0.32%	0.13%	0.10%	0.00%	0.12%	0.00%	0.47%	0.00%	0.24%	0.42%	0.09%	0.32%	0.00%	0.20%	0.42%	0.00%	0.00%	0.30%	0.12%	0.00%	0.00%	0.21%	0.10%	0.24%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	599	8	7	9	7	4	4	8	6	10	8	26	20	23	5	15	15	17	18	8	6	16	8	13	8	7	9	10	9	5	17	18	14	6	5	1	14	15	18	12	15	10	14	12	2	7	13	7	21	12	27	15	15									
		1.30%	1.03%	0.65%	1.23%	0.84%	0.70%	0.36%	1.13%	0.76%	1.65%	1.07%	2.30%	2.01%	1.85%	0.78%	1.98%	1.65%	1.44%	2.41%	0.89%	0.73%	1.92%	1.08%	1.11%	1.56%	0.99%	1.18%	1.57%	0.97%	0.67%	1.62%	1.98%	1.72%	0.73%	0.79%	0.78%	1.14%	1.27%	1.69%	1.26%	1.43%	0.98%	1.46%	1.12%	0.25%	0.70%	1.56%	0.67%	2.10%	1.28%	2.62%	1.18%	1.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6781	105	145	100	136	65	174	98	103	91	86	190	176	229	116	112	135	185	100	111	110	96	90	171	67	116	94	82	176	106	148	123	114	108	89	23	181	170	162	142	143	177	156	186	121	124	118	162	156	153	146	169	145									
		14.67%	13.58%	13.45%	13.62%	16.39%	11.40%	15.54%	13.82%	13.10%	15.02%	11.53%	16.83%	17.69%	18.39%	18.10%	14.81%	14.88%	15.66%	13.39%	12.35%	13.45%	11.54%	12.11%	14.62%	13.06%	16.36%	12.30%	12.89%	19.01%	14.27%	14.11%	13.55%	14.02%	13.06%	14.06%	17.83%	14.74%	14.37%	15.21%	14.92%	13.62%	17.30%	16.32%	17.32%	15.05%	12.39%	14.15%	15.47%	15.60%	16.29%	14.19%	13.24%	13.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	310	3	4	5	3	2	4	7	6	3	3	8	7	8	6	7	3	6	6	8	8	8	9	7	4	4	9	3	4	9	6	3	5	8	3	0	7	9	10	8	11	7	9	9	4	6	8	3	5	2	8	9	6									
		0.67%	0.39%	0.37%	0.68%	0.36%	0.35%	0.36%	0.99%	0.76%	0.50%	0.40%	0.71%	0.70%	0.64%	0.94%	0.93%	0.33%	0.51%	0.80%	0.89%	0.98%	0.96%	1.21%	0.60%	0.78%	0.56%	1.18%	0.47%	0.43%	1.21%	0.57%	0.33%	0.62%	0.97%	0.47%	0.00%	0.57%	0.76%	0.94%	0.84%	1.05%	0.68%	0.94%	0.84%	0.50%	0.60%	0.96%	0.29%	0.50%	0.21%	0.78%	0.71%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7128	147	199	113	127	63	174	111	141	92	107	165	120	130	68	99	125	179	105	178	152	145	121	241	82	115	107	114	176	123	175	140	127	184	100	17	137	215	183	139	148	136	136	157	132	156	113	134	125	118	145	224	168									
		15.42%	19.02%	18.46%	15.40%	15.30%	11.05%	15.54%	15.66%	17.94%	15.18%	14.34%	14.61%	12.06%	10.44%	10.61%	13.10%	13.78%	15.16%	14.06%	19.80%	18.58%	17.43%	16.29%	20.60%	15.98%	16.22%	14.01%	17.92%	19.01%	16.55%	16.68%	15.42%	15.62%	22.25%	15.80%	13.18%	11.16%	18.17%	17.18%	14.60%	14.10%	13.29%	14.23%	14.62%	16.42%	15.58%	13.55%	12.80%	12.50%	12.57%	14.09%	17.55%	15.14%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
