Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Аскизская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	112	4	10	5	2	1	0	9	0	1	1	3	2	1	0	1	0	2	0	2	6	3	0	3	1	1	0	2	1	5	1	4	6	7	3	6	0	7	11	0	0	0	1									
		0.94%	0.60%	1.27%	0.66%	1.33%	0.62%	0.00%	2.50%	0.00%	0.93%	0.41%	0.81%	1.49%	0.83%	0.00%	0.43%	0.00%	2.78%	0.00%	0.78%	1.39%	1.03%	0.00%	1.54%	0.91%	0.32%	0.00%	1.83%	1.37%	1.23%	0.32%	1.06%	1.12%	1.48%	6.98%	1.47%	0.00%	0.74%	1.41%	0.00%	0.00%	0.00%	2.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	491	31	28	35	6	4	2	12	14	2	16	9	4	0	7	11	2	4	0	3	16	15	0	7	6	14	5	4	7	19	7	18	24	18	1	10	1	62	29	15	7	8	8									
		4.14%	4.63%	3.57%	4.65%	4.00%	2.47%	2.82%	3.33%	2.69%	1.87%	6.53%	2.43%	2.99%	0.00%	6.19%	4.72%	2.30%	5.56%	0.00%	1.17%	3.71%	5.14%	0.00%	3.59%	5.45%	4.49%	5.62%	3.67%	9.59%	4.67%	2.22%	4.75%	4.47%	3.81%	2.33%	2.44%	2.38%	6.55%	3.71%	7.77%	6.03%	5.63%	19.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	229	22	15	18	5	1	3	4	12	2	1	3	4	1	1	2	2	1	1	4	6	6	1	4	2	7	1	1	2	8	12	9	8	8	2	5	0	20	20	1	1	2	1									
		1.93%	3.28%	1.91%	2.39%	3.33%	0.62%	4.23%	1.11%	2.31%	1.87%	0.41%	0.81%	2.99%	0.83%	0.88%	0.86%	2.30%	1.39%	1.04%	1.56%	1.39%	2.05%	0.88%	2.05%	1.82%	2.24%	1.12%	0.92%	2.74%	1.97%	3.80%	2.37%	1.49%	1.69%	4.65%	1.22%	0.00%	2.11%	2.56%	0.52%	0.86%	1.41%	2.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4887	258	330	285	76	80	38	153	148	46	115	204	71	90	62	138	71	25	75	121	183	117	78	81	56	157	47	72	30	161	149	132	122	93	11	164	25	310	294	68	54	74	23									
		41.22%	38.51%	42.04%	37.85%	50.67%	49.38%	53.52%	42.50%	28.46%	42.99%	46.94%	54.99%	52.99%	74.38%	54.87%	59.23%	81.61%	34.72%	78.13%	47.08%	42.46%	40.07%	69.03%	41.54%	50.91%	50.32%	52.81%	66.06%	41.10%	39.56%	47.15%	34.83%	22.72%	19.70%	25.58%	40.10%	59.52%	32.73%	37.64%	35.23%	46.55%	52.11%	56.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	3	4	5	0	1	0	7	4	0	0	3	3	0	0	0	0	1	0	1	3	1	0	0	0	2	2	1	0	6	1	1	4	3	0	1	0	1	3	3	2	1	0									
		0.57%	0.45%	0.51%	0.66%	0.00%	0.62%	0.00%	1.94%	0.77%	0.00%	0.00%	0.81%	2.24%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.39%	0.70%	0.34%	0.00%	0.00%	0.00%	0.64%	2.25%	0.92%	0.00%	1.47%	0.32%	0.26%	0.74%	0.64%	0.00%	0.24%	0.00%	0.11%	0.38%	1.55%	1.72%	0.70%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	2	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1	1	0	0									
		0.17%	0.15%	0.25%	0.13%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.83%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.68%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.52%	0.86%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1982	96	86	114	16	20	4	66	152	27	13	35	9	0	3	26	1	5	5	26	68	45	10	14	5	16	10	8	12	79	75	94	126	155	12	80	5	208	194	42	11	8	1									
		16.72%	14.33%	10.96%	15.14%	10.67%	12.35%	5.63%	18.33%	29.23%	25.23%	5.31%	9.43%	6.72%	0.00%	2.65%	11.16%	1.15%	6.94%	5.21%	10.12%	15.78%	15.41%	8.85%	7.18%	4.55%	5.13%	11.24%	7.34%	16.44%	19.41%	23.73%	24.80%	23.46%	32.84%	27.91%	19.56%	11.90%	21.96%	24.84%	21.76%	9.48%	5.63%	2.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	9	13	12	0	2	1	1	3	0	1	0	0	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	1	0	3	1	1	0	5	0	3	2	0	1	0	0									
		0.56%	1.34%	1.66%	1.59%	0.00%	1.23%	1.41%	0.28%	0.58%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.78%	0.70%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.79%	0.19%	0.21%	0.00%	1.22%	0.00%	0.32%	0.26%	0.00%	0.86%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	6	5	2	0	0	0	3	1	0	2	0	2	0	0	0	0	2	0	0	3	0	0	1	0	1	1	1	0	3	4	0	0	1	0	1	0	5	0	0	0	0	0									
		0.37%	0.90%	0.64%	0.27%	0.00%	0.00%	0.00%	0.83%	0.19%	0.00%	0.82%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.00%	0.70%	0.00%	0.00%	0.51%	0.00%	0.32%	1.12%	0.92%	0.00%	0.74%	1.27%	0.00%	0.00%	0.21%	0.00%	0.24%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	0	1	2	0	0	1	1	0	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	3	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0									
		0.18%	0.15%	0.00%	0.13%	1.33%	0.00%	0.00%	0.28%	0.19%	0.00%	0.82%	0.00%	0.00%	0.83%	0.88%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.96%	0.00%	0.92%	0.00%	0.49%	0.32%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	12	18	5	0	2	0	4	6	0	1	3	0	1	2	2	0	1	0	0	3	2	1	1	1	3	1	0	0	6	3	1	4	1	1	1	0	6	8	2	0	0	0									
		0.86%	1.79%	2.29%	0.66%	0.00%	1.23%	0.00%	1.11%	1.15%	0.00%	0.41%	0.81%	0.00%	0.83%	1.77%	0.86%	0.00%	1.39%	0.00%	0.00%	0.70%	0.68%	0.88%	0.51%	0.91%	0.96%	1.12%	0.00%	0.00%	1.47%	0.95%	0.26%	0.74%	0.21%	2.33%	0.24%	0.00%	0.63%	1.02%	1.04%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2933	168	198	200	36	34	19	70	126	19	84	94	28	13	25	37	7	24	11	87	112	89	21	70	33	89	13	15	19	93	42	93	190	149	9	110	11	225	148	45	34	38	5									
		24.74%	25.07%	25.22%	26.56%	24.00%	20.99%	26.76%	19.44%	24.23%	17.76%	34.29%	25.34%	20.90%	10.74%	22.12%	15.88%	8.05%	33.33%	11.46%	33.85%	25.99%	30.48%	18.58%	35.90%	30.00%	28.53%	14.61%	13.76%	26.03%	22.85%	13.29%	24.54%	35.38%	31.57%	20.93%	26.89%	26.19%	23.76%	18.95%	23.32%	29.31%	26.76%	12.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	11	16	13	1	1	1	5	10	3	1	1	0	0	2	3	1	0	0	0	2	1	0	2	0	3	1	0	0	2	3	3	2	2	0	3	0	9	7	3	1	4	0									
		0.99%	1.64%	2.04%	1.73%	0.67%	0.62%	1.41%	1.39%	1.92%	2.80%	0.41%	0.27%	0.00%	0.00%	1.77%	1.29%	1.15%	0.00%	0.00%	0.00%	0.46%	0.34%	0.00%	1.03%	0.00%	0.96%	1.12%	0.00%	0.00%	0.49%	0.95%	0.79%	0.37%	0.42%	0.00%	0.73%	0.00%	0.95%	0.90%	1.55%	0.86%	2.82%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	474	27	47	43	5	12	3	18	30	5	2	5	6	9	3	9	0	5	1	7	13	5	1	5	1	7	4	1	1	4	8	4	31	19	3	8	0	67	44	7	2	1	1									
		3.99%	4.03%	5.99%	5.71%	3.33%	7.41%	4.23%	5.00%	5.77%	4.67%	0.82%	1.35%	4.48%	7.44%	2.65%	3.86%	0.00%	6.94%	1.04%	2.72%	3.02%	1.71%	0.88%	2.56%	0.91%	2.24%	4.49%	0.92%	1.37%	0.98%	2.53%	1.06%	5.77%	4.03%	6.98%	1.96%	0.00%	7.07%	5.63%	3.63%	1.72%	0.70%	2.44%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
