Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Кирово-Чепецкая																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.12%	0.43%	0.00%	0.41%	0.20%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2037	104	28	84	150	158	56	237	31	100	238	65	25	52	138	115	130	123	92	91	20									
		24.14%	17.87%	16.97%	16.31%	22.80%	29.48%	28.00%	24.23%	28.97%	19.16%	28.74%	27.66%	31.25%	21.40%	27.71%	23.42%	26.92%	22.91%	32.06%	22.20%	23.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	0	5	3	2	0	3	0	0	0	1	0	0	3	2	1	0	2	2	0									
		0.30%	0.17%	0.00%	0.97%	0.46%	0.37%	0.00%	0.31%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.60%	0.41%	0.21%	0.00%	0.70%	0.49%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	102	2	3	2	13	5	2	22	1	3	9	6	0	4	4	4	3	7	7	5	0									
		1.21%	0.34%	1.82%	0.39%	1.98%	0.93%	1.00%	2.25%	0.93%	0.57%	1.09%	2.55%	0.00%	1.65%	0.80%	0.81%	0.62%	1.30%	2.44%	1.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	0	2	2	0	3	0	0	1	0	0	0	0	1	3	1	1	0	0									
		0.18%	0.17%	0.00%	0.00%	0.30%	0.37%	0.00%	0.31%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.20%	0.62%	0.19%	0.35%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	5	1	0	16	1	0	19	0	0	12	1	1	1	2	4	3	3	1	2	3									
		0.89%	0.86%	0.61%	0.00%	2.43%	0.19%	0.00%	1.94%	0.00%	0.00%	1.45%	0.43%	1.25%	0.41%	0.40%	0.81%	0.62%	0.56%	0.35%	0.49%	3.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	900	66	18	75	66	43	31	84	5	69	71	32	4	20	48	73	40	56	49	30	20									
		10.66%	11.34%	10.91%	14.56%	10.03%	8.02%	15.50%	8.59%	4.67%	13.22%	8.57%	13.62%	5.00%	8.23%	9.64%	14.87%	8.28%	10.43%	17.07%	7.32%	23.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	0	1	2	2	1	1	8	0	4	9	0	0	0	0	1	5	0	0	3	0									
		0.44%	0.00%	0.61%	0.39%	0.30%	0.19%	0.50%	0.82%	0.00%	0.77%	1.09%	0.00%	0.00%	0.00%	0.00%	0.20%	1.04%	0.00%	0.00%	0.73%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	574	17	5	38	34	35	12	88	6	25	70	26	8	11	28	27	46	47	32	12	7									
		6.80%	2.92%	3.03%	7.38%	5.17%	6.53%	6.00%	8.99%	5.61%	4.79%	8.45%	11.06%	10.00%	4.53%	5.62%	5.50%	9.52%	8.75%	11.15%	2.93%	8.33%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
