Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Кяхтинская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
18	"1. ""ЕДИНЕНИЕ"""	420	14	4	1	5	4	8	18	3	7	3	9	2	3	4	10	4	2	7	4	19	7	8	4	1	3	7	5	7	3	9	14	1	2	8	18	29	9	9	18	7	18	7	7	8	7	42	27	4					
		2.46%	3.43%	2.73%	0.79%	4.54%	5.06%	4.90%	2.56%	3.75%	2.01%	2.01%	4.18%	1.75%	3.09%	4.16%	3.86%	1.69%	0.56%	4.0%	3.88%	10.32%	2.56%	7.27%	0.89%	1.63%	3.09%	8.43%	5.88%	3.04%	2.91%	2.52%	2.85%	0.43%	1.70%	6.66%	2.83%	2.78%	1.62%	1.26%	2.62%	1.23%	2.79%	1.76%	1.62%	1.70%	1.77%	1.75%	2.48%	7.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	454	9	3	1	4	3	13	38	5	0	9	5	1	2	10	4	14	12	12	8	3	1	1	1	1	3	2	1	7	0	6	46	0	0	0	7	13	2	7	25	17	27	20	11	19	8	54	19	0					
		2.66%	2.21%	2.05%	0.79%	3.63%	3.79%	7.97%	5.41%	6.25%	0.0%	6.04%	2.32%	0.87%	2.06%	10.41%	1.54%	5.93%	3.37%	6.85%	7.76%	1.63%	0.36%	0.90%	0.22%	1.63%	3.09%	2.40%	1.17%	3.04%	0.0%	1.68%	9.38%	0.0%	0.0%	0.0%	1.10%	1.24%	0.36%	0.98%	3.64%	2.99%	4.18%	5.05%	2.55%	4.04%	2.02%	2.25%	1.74%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	374	8	5	9	0	3	6	27	1	5	0	4	4	0	3	7	7	10	4	2	1	9	0	10	1	4	1	1	5	3	9	14	0	2	1	16	22	17	17	21	21	23	7	12	9	4	15	21	3					
		2.19%	1.96%	3.42%	7.14%	0.0%	3.79%	3.68%	3.84%	1.25%	1.44%	0.0%	1.86%	3.50%	0.0%	3.12%	2.70%	2.96%	2.80%	2.28%	1.94%	0.54%	3.29%	0.0%	2.24%	1.63%	4.12%	1.20%	1.17%	2.17%	2.91%	2.52%	2.85%	0.0%	1.70%	0.83%	2.52%	2.11%	3.06%	2.38%	3.06%	3.69%	3.56%	1.76%	2.79%	1.91%	1.01%	0.62%	1.93%	5.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	202	3	4	0	0	0	3	3	1	2	2	0	0	2	0	6	2	4	0	0	1	4	0	0	1	0	0	0	0	0	3	4	0	0	2	15	13	1	11	12	9	14	9	7	8	5	31	19	1					
		1.18%	0.73%	2.73%	0.0%	0.0%	0.0%	1.84%	0.42%	1.25%	0.57%	1.34%	0.0%	0.0%	2.06%	0.0%	2.31%	0.84%	1.12%	0.0%	0.0%	0.54%	1.46%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.81%	0.0%	0.0%	1.66%	2.36%	1.24%	0.18%	1.54%	1.74%	1.58%	2.17%	2.27%	1.62%	1.70%	1.26%	1.29%	1.74%	1.75%					
22	"5. ""За Русь Святую"""	56	1	0	2	2	1	0	5	1	5	0	1	0	0	0	0	3	1	0	0	0	2	1	1	0	1	0	2	0	0	0	1	0	1	1	0	1	2	4	2	0	3	0	0	0	0	9	3	0					
		0.32%	0.24%	0.0%	1.58%	1.81%	1.26%	0.0%	0.71%	1.25%	1.44%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	1.27%	0.28%	0.0%	0.0%	0.0%	0.73%	0.90%	0.22%	0.0%	1.03%	0.0%	2.35%	0.0%	0.0%	0.0%	0.20%	0.0%	0.85%	0.83%	0.0%	0.09%	0.36%	0.56%	0.29%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.37%	0.27%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	44	2	2	1	2	0	0	2	1	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	5	6	1	2	1	0	1	1	0	1	0	4	2	0					
		0.25%	0.49%	1.36%	0.79%	1.81%	0.0%	0.0%	0.28%	1.25%	0.0%	0.67%	0.0%	3.50%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.83%	0.78%	0.57%	0.18%	0.28%	0.14%	0.0%	0.15%	0.25%	0.0%	0.21%	0.0%	0.16%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	105	4	1	0	0	0	2	5	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	6	0	0	6	0	1	0	5	1	5	3	4	2	8	0	1	1	3	31	8	0					
		0.61%	0.98%	0.68%	0.0%	0.0%	0.0%	1.22%	0.71%	0.0%	0.0%	0.67%	0.0%	0.87%	0.0%	0.0%	0.38%	0.0%	0.28%	0.0%	0.97%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	2.40%	0.0%	2.60%	0.0%	0.0%	1.22%	0.0%	0.85%	0.0%	0.78%	0.09%	0.90%	0.42%	0.58%	0.35%	1.24%	0.0%	0.23%	0.21%	0.75%	1.29%	0.73%	0.0%					
25	"8. ""Народно-республиканская партия России"""	31	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	1	1	0	1	0	0	0	0	0	1	2	2	0	0	0	1	2	0	0	2	0	0	1	0	1	1	5	3	0					
		0.18%	0.0%	0.68%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.77%	0.0%	0.28%	0.57%	0.0%	0.54%	0.36%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.56%	0.40%	0.0%	0.0%	0.0%	0.15%	0.19%	0.0%	0.0%	0.29%	0.0%	0.0%	0.25%	0.0%	0.21%	0.25%	0.20%	0.27%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	1	1	0	3	4	0	1	1	0	3	0	8	4	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.28%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	1.20%	0.0%	0.0%	0.97%	0.0%	0.20%	0.0%	0.0%	0.0%	0.15%	0.09%	0.0%	0.42%	0.58%	0.0%	0.15%	0.25%	0.0%	0.63%	0.0%	0.33%	0.36%	0.0%					
27	"10. ""Аграрная партия России"""	1096	32	20	15	7	6	24	38	0	58	7	5	21	13	11	28	45	40	27	10	18	29	13	61	5	4	8	8	71	25	11	40	90	29	13	48	28	12	11	19	22	16	11	19	23	4	26	21	4					
		6.44%	7.86%	13.69%	11.90%	6.36%	7.59%	14.72%	5.41%	0.0%	16.71%	4.69%	2.32%	18.42%	13.40%	11.45%	10.81%	19.06%	11.23%	15.42%	9.70%	9.78%	10.62%	11.81%	13.67%	8.19%	4.12%	9.63%	9.41%	30.86%	24.27%	3.08%	8.16%	39.13%	24.78%	10.83%	7.57%	2.68%	2.16%	1.54%	2.76%	3.87%	2.48%	2.77%	4.41%	4.89%	1.01%	1.08%	1.93%	7.01%					
28	"11. ""Истинные патриоты России"""	37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	1	3	0	1	0	20	3	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.20%	0.0%	0.0%	0.0%	0.15%	0.09%	0.36%	0.0%	0.0%	0.0%	0.15%	0.75%	0.0%	0.21%	0.0%	0.83%	0.27%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	220	2	3	1	1	4	2	8	1	9	1	4	0	0	0	3	4	5	6	0	2	0	0	2	0	0	0	1	6	1	5	1	2	9	5	7	8	5	5	11	11	25	6	12	8	4	19	7	4					
		1.29%	0.49%	2.05%	0.79%	0.90%	5.06%	1.22%	1.13%	1.25%	2.59%	0.67%	1.86%	0.0%	0.0%	0.0%	1.15%	1.69%	1.40%	3.42%	0.0%	1.08%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	1.17%	2.60%	0.97%	1.40%	0.20%	0.86%	7.69%	4.16%	1.10%	0.76%	0.90%	0.70%	1.60%	1.93%	3.87%	1.51%	2.79%	1.70%	1.01%	0.79%	0.64%	7.01%					
30	"13. ""Демократическая партия России"""	38	4	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	1	4	1	1	1	1	1	0	0	3	0	8	2	0					
		0.22%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.28%	0.0%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.36%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.15%	0.38%	0.18%	0.14%	0.14%	0.17%	0.15%	0.0%	0.0%	0.63%	0.0%	0.33%	0.18%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	2	1	0	1	0	0	5	0	3	0	0	0	0	1	0	1	0	1	0	1	3	0	4	0	0	0	0	0	1	2	1	0	0	0	1	3	2	1	1	1	0	1	1	0	0	7	2	0					
		0.27%	0.49%	0.68%	0.0%	0.90%	0.0%	0.0%	0.71%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.42%	0.0%	0.57%	0.0%	0.54%	1.09%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.56%	0.20%	0.0%	0.0%	0.0%	0.15%	0.28%	0.36%	0.14%	0.14%	0.17%	0.0%	0.25%	0.23%	0.0%	0.0%	0.29%	0.18%	0.0%					
32	"15. ""Партия СЛОН"""	42	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	3	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	3	0	2	3	12	1	0					
		0.24%	0.24%	0.68%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.67%	0.46%	0.0%	0.0%	0.0%	0.38%	1.27%	0.0%	0.0%	0.97%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.85%	0.83%	0.15%	0.09%	0.18%	0.0%	0.14%	0.0%	0.15%	0.75%	0.0%	0.42%	0.75%	0.50%	0.09%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	605	4	14	4	2	0	6	22	1	8	7	4	2	3	1	8	7	7	6	5	5	10	6	21	1	4	1	2	2	3	13	5	2	5	0	25	32	27	22	52	52	29	18	16	22	21	47	51	0					
		3.55%	0.98%	9.58%	3.17%	1.81%	0.0%	3.68%	3.13%	1.25%	2.30%	4.69%	1.86%	1.75%	3.09%	1.04%	3.08%	2.96%	1.96%	3.42%	4.85%	2.71%	3.66%	5.45%	4.70%	1.63%	4.12%	1.20%	2.35%	0.86%	2.91%	3.64%	1.02%	0.86%	4.27%	0.0%	3.94%	3.07%	4.87%	3.08%	7.58%	9.15%	4.49%	4.54%	3.72%	4.68%	5.31%	1.96%	4.68%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	81	1	0	1	1	1	0	5	0	1	0	1	1	0	1	2	4	1	1	0	3	0	1	2	1	0	0	0	2	1	0	4	1	1	0	4	4	2	0	2	2	1	1	0	1	2	22	3	0					
		0.47%	0.24%	0.0%	0.79%	0.90%	1.26%	0.0%	0.71%	0.0%	0.28%	0.0%	0.46%	0.87%	0.0%	1.04%	0.77%	1.69%	0.28%	0.57%	0.0%	1.63%	0.0%	0.90%	0.44%	1.63%	0.0%	0.0%	0.0%	0.86%	0.97%	0.0%	0.81%	0.43%	0.85%	0.0%	0.63%	0.38%	0.36%	0.0%	0.29%	0.35%	0.15%	0.25%	0.0%	0.21%	0.50%	0.92%	0.27%	0.0%					
35	"18. ""ЛДПР"""	1740	11	14	23	18	9	7	54	4	54	15	21	12	2	2	42	26	17	5	2	8	24	6	14	1	10	2	5	3	6	24	8	19	9	8	41	92	72	111	68	69	58	32	42	51	36	401	176	6					
		10.22%	2.70%	9.58%	18.25%	16.36%	11.39%	4.29%	7.69%	5.0%	15.56%	10.06%	9.76%	10.52%	2.06%	2.08%	16.21%	11.01%	4.77%	2.85%	1.94%	4.34%	8.79%	5.45%	3.13%	1.63%	10.30%	2.40%	5.88%	1.30%	5.82%	6.72%	1.63%	8.26%	7.69%	6.66%	6.46%	8.83%	12.99%	15.58%	9.91%	12.14%	8.99%	8.08%	9.76%	10.85%	9.11%	16.77%	16.17%	10.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	590	10	6	4	3	1	11	43	6	28	1	8	3	1	2	5	5	9	7	5	14	8	0	18	4	2	0	0	6	10	14	21	2	3	17	16	46	12	21	48	23	29	20	21	22	9	31	15	0					
		3.46%	2.45%	4.10%	3.17%	2.72%	1.26%	6.74%	6.12%	7.5%	8.06%	0.67%	3.72%	2.63%	1.03%	2.08%	1.93%	2.11%	2.52%	4.0%	4.85%	7.60%	2.93%	0.0%	4.03%	6.55%	2.06%	0.0%	0.0%	2.60%	9.70%	3.92%	4.28%	0.86%	2.56%	14.16%	2.52%	4.41%	2.16%	2.94%	6.99%	4.04%	4.49%	5.05%	4.88%	4.68%	2.27%	1.29%	1.37%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	7830	220	41	35	33	29	63	304	38	106	41	100	47	60	53	87	61	173	70	29	81	121	57	221	39	44	40	53	79	24	203	266	35	34	38	301	439	299	397	262	234	275	197	188	184	166	1359	587	17					
		46.02%	54.05%	28.08%	27.77%	29.99%	36.70%	38.65%	43.30%	47.5%	30.54%	27.51%	46.51%	41.22%	61.85%	55.20%	33.59%	25.84%	48.59%	40.0%	28.15%	44.02%	44.32%	51.81%	49.55%	63.93%	45.36%	48.19%	62.35%	34.34%	23.30%	56.86%	54.28%	15.21%	29.05%	31.66%	47.47%	42.17%	53.97%	55.75%	38.19%	41.19%	42.63%	49.74%	43.72%	39.14%	42.02%	56.86%	53.95%	29.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	4	0	0	0	0	1	2	2	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	2	1	4	1	2	0	1	0	1	0	6	2	0					
		0.22%	0.98%	0.0%	0.0%	0.0%	0.0%	0.61%	0.28%	2.5%	0.0%	0.67%	0.93%	0.0%	0.0%	0.0%	0.38%	0.42%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.15%	0.19%	0.18%	0.56%	0.14%	0.35%	0.0%	0.25%	0.0%	0.21%	0.0%	0.25%	0.18%	0.0%					
39	"22. ""Развитие предпринимательства"""	44	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	5	0	5	2	1	12	2	0					
		0.25%	0.49%	0.68%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.58%	0.35%	0.77%	0.0%	1.16%	0.42%	0.25%	0.50%	0.18%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1933	62	15	21	20	10	11	79	8	49	41	30	12	8	6	33	30	47	18	25	15	35	14	65	4	17	5	5	24	19	26	48	75	9	22	80	241	50	58	86	62	80	32	61	67	58	87	53	10					
		11.36%	15.23%	10.27%	16.66%	18.18%	12.65%	6.74%	11.25%	10.0%	14.12%	27.51%	13.95%	10.52%	8.24%	6.25%	12.74%	12.71%	13.20%	10.28%	24.27%	8.15%	12.82%	12.72%	14.57%	6.55%	17.52%	6.02%	5.88%	10.43%	18.44%	7.28%	9.79%	32.60%	7.69%	18.33%	12.61%	23.15%	9.02%	8.14%	12.53%	10.91%	12.40%	8.08%	14.18%	14.25%	14.68%	3.64%	4.87%	17.54%					
																																																							
41	Против всех	517	8	4	3	2	3	2	13	1	4	5	9	3	2	2	4	2	19	3	3	6	6	0	0	1	2	3	0	5	2	13	1	3	4	3	12	28	16	15	15	16	12	18	14	21	42	117	43	7					
		3.03%	1.96%	2.73%	2.38%	1.81%	3.79%	1.22%	1.85%	1.25%	1.15%	3.35%	4.18%	2.63%	2.06%	2.08%	1.54%	0.84%	5.33%	1.71%	2.91%	3.26%	2.19%	0.0%	0.0%	1.63%	2.06%	3.61%	0.0%	2.17%	1.94%	3.64%	0.20%	1.30%	3.41%	2.5%	1.89%	2.68%	2.88%	2.10%	2.18%	2.81%	1.86%	4.54%	3.25%	4.46%	10.63%	4.89%	3.95%	12.28%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
