Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Ростовская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	4	3	5	6	4	11	2	3	1	3	5	9	0	3	2	1	2	1	2	1	4	1	0	3	0	3	2	5	11	2	0	5	2	2	3	1	2	0	6	8	4	0	6	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	723	18	18	17	21	18	21	15	22	15	22	18	20	13	14	9	13	14	15	16	10	13	10	8	13	13	10	8	23	11	15	10	16	13	14	12	18	17	21	14	20	13	21	13	15	20	23	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	2	0	6	0	1	0	5	2	1	5	5	2	0	0	0	7	0	0	3	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	12	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	315	7	9	17	10	6	7	14	5	16	21	15	17	3	4	0	4	3	1	6	1	1	1	0	2	1	0	8	11	14	1	2	6	6	5	6	4	4	12	18	11	2	7	2	3	15	5	2									
		1.67%	1.17%	1.14%	1.82%	2.22%	1.03%	1.75%	2.04%	1.75%	2.28%	2.49%	1.81%	1.75%	1.92%	2.12%	0.00%	1.44%	1.38%	0.67%	1.80%	1.49%	0.82%	1.47%	0.00%	1.15%	1.00%	0.00%	2.85%	1.53%	1.87%	0.90%	1.32%	2.14%	3.64%	4.63%	2.03%	1.18%	1.83%	2.30%	1.85%	1.38%	1.02%	0.77%	0.59%	1.37%	2.34%	0.91%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	464	19	17	24	11	11	8	15	7	12	22	15	31	6	7	3	9	5	1	6	2	2	0	1	8	1	0	6	20	18	3	3	3	4	3	6	10	8	14	25	16	4	29	7	1	20	18	3									
		2.46%	3.18%	2.16%	2.56%	2.44%	1.89%	2.00%	2.19%	2.46%	1.71%	2.61%	1.81%	3.20%	3.85%	3.70%	3.09%	3.24%	2.29%	0.67%	1.80%	2.99%	1.64%	0.00%	1.79%	4.60%	1.00%	0.00%	2.14%	2.79%	2.41%	2.70%	1.99%	1.07%	2.42%	2.78%	2.03%	2.95%	3.65%	2.69%	2.57%	2.00%	2.04%	3.20%	2.07%	0.46%	3.12%	3.27%	1.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	526	23	23	15	9	9	8	24	9	14	28	20	25	7	8	0	3	7	3	11	1	4	3	0	2	2	2	9	12	20	0	7	7	4	3	4	9	3	27	39	28	9	26	12	5	25	14	3									
		2.79%	3.85%	2.92%	1.60%	1.99%	1.54%	2.00%	3.50%	3.16%	1.99%	3.32%	2.42%	2.58%	4.49%	4.23%	0.00%	1.08%	3.21%	2.01%	3.29%	1.49%	3.28%	4.41%	0.00%	1.15%	2.00%	4.88%	3.20%	1.67%	2.68%	0.00%	4.64%	2.50%	2.42%	2.78%	1.36%	2.65%	1.37%	5.18%	4.02%	3.50%	4.59%	2.87%	3.55%	2.28%	3.89%	2.54%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7838	200	272	331	167	247	155	272	116	250	276	264	340	82	103	55	163	111	88	155	27	61	43	47	78	55	25	171	321	335	77	75	154	87	70	140	136	104	205	303	311	101	362	157	151	282	239	74									
		41.63%	33.50%	34.52%	35.36%	37.03%	42.37%	38.75%	39.71%	40.70%	35.61%	32.74%	31.88%	35.05%	52.56%	54.50%	56.70%	58.63%	50.92%	59.06%	46.41%	40.30%	50.00%	63.24%	83.93%	44.83%	55.00%	60.98%	60.85%	44.71%	44.85%	69.37%	49.67%	55.00%	52.73%	64.81%	47.46%	40.12%	47.49%	39.35%	31.20%	38.88%	51.53%	40.00%	46.45%	68.95%	43.93%	43.38%	47.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	184	1	8	8	3	7	9	2	3	9	10	14	9	2	0	0	3	1	2	3	0	0	0	1	2	1	0	0	9	14	1	0	0	2	3	3	4	2	2	15	10	1	10	5	1	1	2	1									
		0.98%	0.17%	1.02%	0.85%	0.67%	1.20%	2.25%	0.29%	1.05%	1.28%	1.19%	1.69%	0.93%	1.28%	0.00%	0.00%	1.08%	0.46%	1.34%	0.90%	0.00%	0.00%	0.00%	1.79%	1.15%	1.00%	0.00%	0.00%	1.25%	1.87%	0.90%	0.00%	0.00%	1.21%	2.78%	1.02%	1.18%	0.91%	0.38%	1.54%	1.25%	0.51%	1.10%	1.48%	0.46%	0.16%	0.36%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	2	3	2	0	0	3	2	1	2	2	1	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	1									
		0.17%	0.34%	0.38%	0.21%	0.00%	0.00%	0.75%	0.29%	0.35%	0.28%	0.24%	0.12%	0.10%	0.64%	0.00%	0.00%	0.00%	0.46%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.34%	0.29%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.18%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3297	112	140	158	103	89	82	132	51	130	143	125	166	26	31	19	40	42	29	89	12	24	14	2	23	18	3	40	147	138	11	24	41	22	12	44	81	31	85	149	120	40	173	64	21	125	101	25									
		17.51%	18.76%	17.77%	16.88%	22.84%	15.27%	20.50%	19.27%	17.89%	18.52%	16.96%	15.10%	17.11%	16.67%	16.40%	19.59%	14.39%	19.27%	19.46%	26.65%	17.91%	19.67%	20.59%	3.57%	13.22%	18.00%	7.32%	14.23%	20.47%	18.47%	9.91%	15.89%	14.64%	13.33%	11.11%	14.92%	23.89%	14.16%	16.31%	15.35%	15.00%	20.41%	19.12%	18.93%	9.59%	19.47%	18.33%	16.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	115	5	3	3	3	7	1	6	5	10	7	1	10	0	1	1	1	2	0	1	0	3	0	1	0	0	0	0	5	4	1	0	0	0	0	0	2	1	2	8	12	0	3	1	0	4	1	0									
		0.61%	0.84%	0.38%	0.32%	0.67%	1.20%	0.25%	0.88%	1.75%	1.42%	0.83%	0.12%	1.03%	0.00%	0.53%	1.03%	0.36%	0.92%	0.00%	0.30%	0.00%	2.46%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.70%	0.54%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.46%	0.38%	0.82%	1.50%	0.00%	0.33%	0.30%	0.00%	0.62%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	179	7	5	13	7	3	1	11	10	8	7	6	7	2	0	1	0	2	1	2	0	0	1	0	1	0	0	0	3	12	0	0	1	2	1	2	5	3	5	13	10	1	7	5	1	11	2	0									
		0.95%	1.17%	0.63%	1.39%	1.55%	0.51%	0.25%	1.61%	3.51%	1.14%	0.83%	0.72%	0.72%	1.28%	0.00%	1.03%	0.00%	0.92%	0.67%	0.60%	0.00%	0.00%	1.47%	0.00%	0.57%	0.00%	0.00%	0.00%	0.42%	1.61%	0.00%	0.00%	0.36%	1.21%	0.93%	0.68%	1.47%	1.37%	0.96%	1.34%	1.25%	0.51%	0.77%	1.48%	0.46%	1.71%	0.36%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	2	0	0	0	2	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0									
		0.11%	0.17%	0.25%	0.00%	0.00%	0.00%	0.50%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.34%	0.00%	0.46%	0.96%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	459	14	26	24	17	15	16	27	9	28	27	24	29	0	2	3	9	0	0	5	2	5	0	1	2	0	0	2	12	12	0	4	4	1	0	5	13	4	10	39	26	6	13	4	2	6	10	1									
		2.44%	2.35%	3.30%	2.56%	3.77%	2.57%	4.00%	3.94%	3.16%	3.99%	3.20%	2.90%	2.99%	0.00%	1.06%	3.09%	3.24%	0.00%	0.00%	1.50%	2.99%	4.10%	0.00%	1.79%	1.15%	0.00%	0.00%	0.71%	1.67%	1.61%	0.00%	2.65%	1.43%	0.61%	0.00%	1.69%	3.83%	1.83%	1.92%	4.02%	3.25%	3.06%	1.44%	1.18%	0.91%	0.93%	1.81%	0.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2949	109	132	159	53	83	53	101	30	115	150	137	161	12	25	10	29	29	17	30	19	14	4	2	44	13	7	28	104	117	10	29	37	22	7	54	37	43	88	219	155	22	153	44	27	91	94	30									
		15.66%	18.26%	16.75%	16.99%	11.75%	14.24%	13.25%	14.74%	10.53%	16.38%	17.79%	16.55%	16.60%	7.69%	13.23%	10.31%	10.43%	13.30%	11.41%	8.98%	28.36%	11.48%	5.88%	3.57%	25.29%	13.00%	17.07%	9.96%	14.48%	15.66%	9.01%	19.21%	13.21%	13.33%	6.48%	18.31%	10.91%	19.63%	16.89%	22.55%	19.38%	11.22%	16.91%	13.02%	12.33%	14.17%	17.06%	19.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	3	5	12	1	1	4	7	4	1	7	4	9	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	2	1	1	4	3	2	1	3	4	0	4	2	0	3	3	1									
		0.54%	0.50%	0.63%	1.28%	0.22%	0.17%	1.00%	1.02%	1.40%	0.14%	0.83%	0.48%	0.93%	0.64%	0.00%	0.00%	0.36%	0.00%	0.00%	0.30%	0.00%	0.82%	1.47%	0.00%	0.00%	1.00%	0.00%	0.36%	0.14%	0.13%	0.00%	0.66%	0.71%	0.61%	0.93%	1.36%	0.88%	0.91%	0.19%	0.31%	0.50%	0.00%	0.44%	0.59%	0.00%	0.47%	0.54%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2037	80	134	152	60	85	41	61	35	94	135	185	156	12	5	3	14	14	5	18	2	5	1	0	6	8	4	11	63	54	3	4	19	13	3	19	32	10	53	122	80	7	98	29	7	43	44	8									
		10.82%	13.40%	17.01%	16.24%	13.30%	14.58%	10.25%	8.91%	12.28%	13.39%	16.01%	22.34%	16.08%	7.69%	2.65%	3.09%	5.04%	6.42%	3.36%	5.39%	2.99%	4.10%	1.47%	0.00%	3.45%	8.00%	9.76%	3.91%	8.77%	7.23%	2.70%	2.65%	6.79%	7.88%	2.78%	6.44%	9.44%	4.57%	10.17%	12.56%	10.00%	3.57%	10.83%	8.58%	3.20%	6.70%	7.99%	5.13%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
