Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Новокузнецк Заводская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1320	30	30	30	30	30	40	30	30	40	30	30	40	40	40	40	30	40	40	40	40	40	40	30	40	30	20	40	40	30	40	20	30	30	30	40	30	40	20	30	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	789	21	16	13	30	10	15	11	17	37	30	8	33	26	21	25	30	40	27	28	28	28	18	15	23	22	4	31	40	17	21	5	14	14	11	16	10	14	15	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	650	13	5	23	10	9	13	18	12	46	8	13	17	16	20	19	10	12	13	16	15	20	20	19	18	7	11	20	23	19	15	28	18	18	13	8	10	13	7	12	7	2	21	13					
14	Число погашенных неиспользованных открепительных удостоверений	531	9	14	17	0	20	25	19	13	3	0	22	7	14	19	15	0	0	13	12	12	12	22	15	17	8	16	9	0	13	19	15	16	16	19	24	20	26	5	25	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6259	150	132	164	143	60	173	85	184	253	146	146	220	196	210	171	188	244	184	195	170	154	253	183	169	100	38	213	229	100	120	45	135	79	113	124	71	156	83	66	57	72	164	121					
		14.77%	17.12%	16.46%	16.99%	14.76%	8.14%	15.53%	14.19%	18.07%	17.78%	17.38%	18.30%	16.74%	16.71%	15.58%	14.58%	16.91%	16.68%	15.58%	14.73%	14.00%	14.39%	20.40%	17.18%	17.48%	14.31%	11.48%	16.05%	16.50%	14.06%	12.59%	11.78%	15.59%	12.50%	18.23%	18.32%	14.61%	13.16%	11.94%	10.89%	14.00%	10.33%	7.96%	6.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9665	193	189	244	224	166	246	133	212	309	173	178	291	265	299	247	223	318	273	296	276	255	254	247	201	202	77	293	297	177	201	86	174	171	130	146	119	328	143	125	79	155	522	528					
		22.80%	22.03%	23.57%	25.28%	23.12%	22.52%	22.08%	22.20%	20.83%	21.71%	20.60%	22.31%	22.15%	22.59%	22.18%	21.06%	20.05%	21.74%	23.12%	22.36%	22.73%	23.83%	20.48%	23.19%	20.79%	28.90%	23.26%	22.08%	21.40%	24.89%	21.09%	22.51%	20.09%	27.06%	20.97%	21.57%	24.49%	27.68%	20.58%	20.63%	19.41%	22.24%	25.33%	28.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	486	5	11	10	11	10	14	8	8	13	11	6	12	17	14	15	16	15	11	22	16	13	15	11	13	8	3	18	9	9	5	4	12	6	5	10	3	10	9	8	5	14	13	38					
		1.15%	0.57%	1.37%	1.04%	1.14%	1.36%	1.26%	1.34%	0.79%	0.91%	1.31%	0.75%	0.91%	1.45%	1.04%	1.28%	1.44%	1.03%	0.93%	1.66%	1.32%	1.21%	1.21%	1.03%	1.34%	1.14%	0.91%	1.36%	0.65%	1.27%	0.52%	1.05%	1.39%	0.95%	0.81%	1.48%	0.62%	0.84%	1.29%	1.32%	1.23%	2.01%	0.63%	2.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4406	108	76	101	103	62	149	75	143	222	80	90	156	159	138	122	137	181	137	153	112	105	162	105	103	47	35	135	148	73	80	34	79	69	54	65	50	125	64	46	42	31	138	112					
		10.39%	12.33%	9.48%	10.47%	10.63%	8.41%	13.38%	12.52%	14.05%	15.60%	9.52%	11.28%	11.87%	13.55%	10.24%	10.40%	12.32%	12.37%	11.60%	11.56%	9.23%	9.81%	13.06%	9.86%	10.65%	6.72%	10.57%	10.17%	10.66%	10.27%	8.39%	8.90%	9.12%	10.92%	8.71%	9.60%	10.29%	10.55%	9.21%	7.59%	10.32%	4.45%	6.70%	5.96%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1424	36	32	28	36	6	42	17	59	64	40	29	55	39	43	47	60	70	37	56	46	47	65	31	23	10	2	40	33	13	33	16	30	19	11	21	6	36	15	15	16	13	33	54					
		3.36%	4.11%	3.99%	2.90%	3.72%	0.81%	3.77%	2.84%	5.80%	4.50%	4.76%	3.63%	4.19%	3.32%	3.19%	4.01%	5.40%	4.78%	3.13%	4.23%	3.79%	4.39%	5.24%	2.91%	2.38%	1.43%	0.60%	3.01%	2.38%	1.83%	3.46%	4.19%	3.46%	3.01%	1.77%	3.10%	1.23%	3.04%	2.16%	2.48%	3.93%	1.87%	1.60%	2.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18893	359	338	395	413	414	474	262	395	524	361	319	551	456	599	537	452	591	502	565	552	460	462	457	424	311	162	579	632	322	486	188	414	273	284	293	219	496	368	332	193	383	1133	963					
		44.57%	40.98%	42.14%	40.93%	42.62%	56.17%	42.55%	43.74%	38.80%	36.82%	42.98%	39.97%	41.93%	38.87%	44.44%	45.78%	40.65%	40.40%	42.51%	42.67%	45.47%	42.99%	37.26%	42.91%	43.85%	44.49%	48.94%	43.63%	45.53%	45.29%	50.99%	49.21%	47.81%	43.20%	45.81%	43.28%	45.06%	41.86%	52.95%	54.79%	47.42%	54.95%	54.97%	51.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	233	7	4	2	4	6	4	4	4	6	5	4	7	12	8	6	8	11	6	7	9	7	6	6	5	7	2	8	11	2	4	0	4	2	7	2	4	5	4	1	5	2	5	10					
		0.55%	0.80%	0.50%	0.21%	0.41%	0.81%	0.36%	0.67%	0.39%	0.42%	0.60%	0.50%	0.53%	1.02%	0.59%	0.51%	0.72%	0.75%	0.51%	0.53%	0.74%	0.65%	0.48%	0.56%	0.52%	1.00%	0.60%	0.60%	0.79%	0.28%	0.42%	0.00%	0.46%	0.32%	1.13%	0.30%	0.82%	0.42%	0.58%	0.17%	1.23%	0.29%	0.24%	0.53%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
