Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Каменская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	724	5	5	15	1	6	4	12	0	3	6	4	5	2	7	5	9	0	3	10	3	20	20	8	3	3	7	0	3	5	6	3	11	4	9	6	3	13	3	15	9	43	19	18	5	18	30	13	21	42	47	42	39	31	41	19	36	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	521	0	0	11	0	2	0	12	0	3	4	2	1	0	2	2	3	0	0	10	0	6	5	6	0	1	2	0	0	1	0	2	4	1	4	3	1	10	0	6	6	36	17	11	5	18	30	13	21	42	47	41	23	31	41	14	18	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	347	2	1	3	1	2	1	8	6	1	1	2	1	1	1	1	2	2	6	6	1	1	4	3	1	1	3	3	3	4	1	0	2	1	7	4	0	4	0	3	0	23	7	80	6	2	17	4	13	7	22	6	2	12	14	10	12	16					
14	Число погашенных неиспользованных открепительных удостоверений	203	5	5	4	1	4	4	0	0	0	2	2	4	2	5	3	6	0	3	0	3	14	15	2	3	2	5	0	3	4	6	1	7	3	5	3	2	3	3	9	3	7	2	7	0	0	0	0	0	0	0	1	16	0	0	5	18	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	242	3	1	0	0	2	1	7	1	1	0	3	2	2	2	2	2	0	0	29	0	14	0	1	0	0	7	0	1	0	3	0	2	0	2	2	2	0	0	0	1	20	0	10	0	0	10	1	0	15	2	26	19	10	17	3	15	1					
		0.57%	0.93%	0.33%	0.00%	0.00%	0.53%	0.46%	0.95%	0.25%	0.63%	0.00%	0.36%	0.73%	0.46%	0.52%	0.69%	0.35%	0.00%	0.00%	2.27%	0.00%	1.46%	0.00%	0.22%	0.00%	0.00%	1.77%	0.00%	1.16%	0.00%	0.93%	0.00%	0.29%	0.00%	0.41%	0.56%	1.59%	0.00%	0.00%	0.00%	0.19%	0.85%	0.00%	1.05%	0.00%	0.00%	0.76%	0.16%	0.00%	0.71%	0.09%	1.01%	0.94%	0.64%	0.92%	0.17%	0.96%	0.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	66	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	4	2	0	3	1	0	6	2	3	8	7	5	7	5	0					
		0.16%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.42%	0.21%	0.00%	0.23%	0.16%	0.00%	0.28%	0.09%	0.12%	0.39%	0.45%	0.27%	0.40%	0.32%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	1	0	1	1	2	0	2	4					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.16%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.24%	0.05%	0.00%	0.05%	0.06%	0.11%	0.00%	0.13%	0.84%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3540	19	7	6	1	15	27	39	3	0	5	61	10	16	14	16	11	2	7	133	5	64	29	4	0	2	0	5	15	2	6	0	20	6	7	5	11	12	0	138	19	121	109	92	95	115	54	59	149	230	242	307	258	298	208	191	230	40					
		8.39%	5.86%	2.33%	0.66%	0.78%	4.01%	12.44%	5.28%	0.74%	0.00%	1.40%	7.27%	3.66%	3.64%	3.66%	5.50%	1.92%	0.87%	5.26%	10.41%	5.56%	6.69%	2.33%	0.89%	0.00%	1.82%	0.00%	2.30%	17.44%	0.70%	1.86%	0.00%	2.93%	3.66%	1.45%	1.39%	8.73%	1.50%	0.00%	14.29%	3.53%	5.14%	11.76%	9.68%	10.12%	13.33%	4.10%	9.20%	13.10%	10.85%	11.14%	11.96%	12.72%	19.03%	11.29%	11.00%	14.79%	8.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	6	0	3	0	0	2	0	2	1	0	0					
		0.06%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.11%	0.00%	0.30%	0.94%	0.00%	0.14%	0.00%	0.00%	0.10%	0.00%	0.11%	0.06%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	1	0	5	1	0	0	0	1	1	4	1					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.11%	0.00%	0.00%	0.00%	0.16%	0.00%	0.24%	0.05%	0.00%	0.00%	0.00%	0.05%	0.06%	0.26%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	1176	24	6	8	1	4	7	16	2	2	1	4	4	3	10	2	9	2	6	40	4	26	7	2	1	1	0	2	2	5	3	0	6	2	6	0	1	2	0	2	10	126	30	51	0	36	48	30	32	92	113	55	73	54	63	53	74	13					
		2.79%	7.41%	1.99%	0.88%	0.78%	1.07%	3.23%	2.17%	0.49%	1.26%	0.28%	0.48%	1.47%	0.68%	2.61%	0.69%	1.57%	0.87%	4.51%	3.13%	4.44%	2.72%	0.56%	0.45%	0.61%	0.91%	0.00%	0.92%	2.33%	1.74%	0.93%	0.00%	0.88%	1.22%	1.24%	0.00%	0.79%	0.25%	0.00%	0.21%	1.86%	5.35%	3.24%	5.37%	0.00%	4.17%	3.64%	4.68%	2.81%	4.34%	5.20%	2.14%	3.60%	3.45%	3.42%	3.05%	4.76%	2.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	904	11	3	0	0	2	5	14	1	0	1	0	3	6	9	5	8	0	2	31	4	7	1	2	1	2	5	2	1	0	2	0	5	1	2	3	3	10	0	0	8	42	0	48	0	0	28	13	3	80	86	83	100	67	80	49	61	4					
		2.14%	3.40%	0.99%	0.00%	0.00%	0.53%	2.30%	1.89%	0.25%	0.00%	0.28%	0.00%	1.10%	1.37%	2.35%	1.72%	1.39%	0.00%	1.50%	2.43%	4.44%	0.73%	0.08%	0.45%	0.61%	1.82%	1.26%	0.92%	1.16%	0.00%	0.62%	0.00%	0.73%	0.61%	0.41%	0.84%	2.38%	1.25%	0.00%	0.00%	1.49%	1.78%	0.00%	5.05%	0.00%	0.00%	2.12%	2.03%	0.26%	3.77%	3.96%	3.23%	4.93%	4.28%	4.34%	2.82%	3.92%	0.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	147	2	1	0	0	1	1	1	0	0	0	0	0	1	4	0	0	0	2	5	2	3	0	0	0	1	4	0	0	0	1	0	2	0	0	2	0	0	0	0	0	6	0	7	3	0	3	4	0	9	3	10	26	6	11	9	14	3					
		0.35%	0.62%	0.33%	0.00%	0.00%	0.27%	0.46%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	1.04%	0.00%	0.00%	0.00%	1.50%	0.39%	2.22%	0.31%	0.00%	0.00%	0.00%	0.91%	1.01%	0.00%	0.00%	0.00%	0.31%	0.00%	0.29%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.74%	0.32%	0.00%	0.23%	0.62%	0.00%	0.42%	0.14%	0.39%	1.28%	0.38%	0.60%	0.52%	0.90%	0.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34822	262	250	891	126	338	176	653	398	155	351	719	251	410	332	260	513	224	115	1023	75	788	1127	334	159	94	379	208	65	232	285	88	593	151	463	337	109	760	128	753	495	1963	787	729	802	656	1042	515	953	1643	1687	2060	1490	1108	1417	1400	1095	405					
		82.50%	80.86%	83.06%	98.24%	98.44%	90.37%	81.11%	88.36%	98.03%	97.48%	98.04%	85.70%	91.94%	93.39%	86.68%	89.35%	89.37%	96.97%	86.47%	80.05%	83.33%	82.34%	90.67%	74.55%	96.95%	85.45%	95.71%	95.85%	75.58%	80.84%	88.51%	92.63%	86.95%	92.07%	95.86%	93.87%	86.51%	95.00%	96.97%	77.95%	92.01%	83.32%	84.90%	76.74%	85.41%	76.01%	79.06%	80.34%	83.82%	77.50%	77.67%	80.28%	73.47%	70.75%	76.89%	80.65%	70.42%	85.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	225	0	1	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	7	0	2	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	7	0	4	0	0	22	0	0	21	1	19	37	8	22	16	45	1					
		0.53%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.41%	0.25%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.21%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.30%	0.00%	0.42%	0.00%	0.00%	1.67%	0.00%	0.00%	0.99%	0.05%	0.74%	1.82%	0.51%	1.19%	0.92%	2.89%	0.21%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
