Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Каменская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	707	0	28	20	10	15	12	15	65	15	15	10	20	30	20	30	35	30	25	25	22	12	8	5	5	10	5	5	10	5	5	5	10	5	5	6	5	8	5	15	3	15	15	8	5	5	5	3	5	5	8	5	8	5	3	10	5	10	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	428	0	23	9	10	1	10	8	58	15	9	5	12	20	19	30	29	24	25	12	20	6	2	0	1	2	0	2	7	0	0	1	3	5	0	0	0	6	0	9	1	14	1	3	1	4	0	1	1	1	1	0	3	0	0	7	1	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	206	9	8	11	9	6	1	3	7	3	5	1	2	3	4	10	7	8	7	10	3	5	9	0	3	5	2	2	2	1	1	2	5	5	4	1	3	2	1	2	2	2	1	0	0	1	2	2	1	4	1	2	0	3	2	4	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	279	0	5	11	0	14	2	7	7	0	6	5	8	10	1	0	6	6	0	13	2	6	6	5	4	8	5	3	3	5	5	4	7	0	5	6	5	2	5	6	2	1	14	5	4	1	5	2	4	4	7	5	5	5	3	3	4	7	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	3	0	0	0	1	0	1	0	0	0	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1998	18	47	90	29	41	36	51	99	60	55	36	98	98	79	130	144	91	87	84	53	31	33	7	13	3	15	14	28	2	0	2	44	7	17	0	6	7	9	63	3	42	11	27	2	8	4	0	17	8	21	5	23	17	4	29	0	38	12					
		5.90%	7.06%	3.94%	8.11%	5.88%	4.74%	9.33%	7.45%	10.76%	8.53%	7.28%	8.20%	9.60%	12.55%	7.21%	10.56%	7.51%	11.23%	9.86%	6.40%	7.65%	8.12%	7.84%	2.42%	4.89%	0.32%	4.34%	6.48%	3.99%	0.55%	0.00%	0.60%	5.99%	3.00%	4.74%	0.00%	2.15%	1.32%	2.80%	6.04%	3.80%	3.45%	0.96%	5.48%	1.23%	1.99%	2.13%	0.00%	5.52%	2.86%	3.57%	3.25%	4.44%	4.84%	3.45%	3.91%	0.00%	7.22%	2.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2276	15	137	101	33	94	27	54	149	57	100	35	109	81	88	108	134	66	96	83	59	38	42	23	15	6	8	15	30	5	7	6	37	8	28	14	7	7	17	53	4	27	8	24	16	9	3	3	14	18	8	1	22	15	5	42	12	34	19					
		6.72%	5.88%	11.49%	9.10%	6.69%	10.87%	6.99%	7.88%	16.20%	8.11%	13.23%	7.97%	10.68%	10.37%	8.04%	8.77%	6.99%	8.15%	10.88%	6.33%	8.51%	9.95%	9.98%	7.96%	5.64%	0.64%	2.31%	6.94%	4.27%	1.37%	4.58%	1.80%	5.04%	3.43%	7.80%	3.34%	2.51%	1.32%	5.28%	5.08%	5.06%	2.21%	0.70%	4.87%	9.88%	2.24%	1.60%	3.26%	4.55%	6.43%	1.36%	0.65%	4.25%	4.27%	4.31%	5.66%	9.30%	6.46%	3.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	143	0	9	4	4	5	6	0	4	4	4	3	7	5	9	5	10	0	9	2	5	1	1	0	2	0	1	0	1	0	0	1	10	0	1	3	1	2	1	7	0	6	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	2	2					
		0.42%	0.00%	0.76%	0.36%	0.81%	0.58%	1.55%	0.00%	0.43%	0.57%	0.53%	0.68%	0.69%	0.64%	0.82%	0.41%	0.52%	0.00%	1.02%	0.15%	0.72%	0.26%	0.24%	0.00%	0.75%	0.00%	0.29%	0.00%	0.14%	0.00%	0.00%	0.30%	1.36%	0.00%	0.28%	0.72%	0.36%	0.38%	0.31%	0.67%	0.00%	0.49%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.65%	0.19%	0.28%	0.00%	0.13%	0.00%	0.38%	0.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5299	36	119	154	68	154	78	117	247	150	214	60	233	187	214	386	480	221	273	188	198	124	53	24	25	7	41	37	29	7	6	11	40	14	22	41	31	61	18	162	2	125	79	98	4	8	9	9	16	19	76	3	32	18	8	85	6	126	46					
		15.64%	14.12%	9.98%	13.87%	13.79%	17.80%	20.21%	17.08%	26.85%	21.34%	28.31%	13.67%	22.82%	23.94%	19.54%	31.36%	25.03%	27.28%	30.95%	14.33%	28.57%	32.46%	12.59%	8.30%	9.40%	0.75%	11.85%	17.13%	4.13%	1.91%	3.92%	3.29%	5.45%	6.01%	6.13%	9.79%	11.11%	11.49%	5.59%	15.53%	2.53%	10.25%	6.90%	19.88%	2.47%	1.99%	4.79%	9.78%	5.19%	6.79%	12.93%	1.95%	6.18%	5.13%	6.90%	11.46%	4.65%	23.95%	9.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	297	2	13	12	4	11	8	11	14	3	13	10	14	12	15	16	26	4	9	19	6	8	3	0	0	3	1	0	7	1	0	0	6	1	1	4	1	3	2	6	1	4	0	1	0	0	0	0	1	0	3	0	1	7	0	3	0	5	2					
		0.88%	0.78%	1.09%	1.08%	0.81%	1.27%	2.07%	1.61%	1.52%	0.43%	1.72%	2.28%	1.37%	1.54%	1.37%	1.30%	1.36%	0.49%	1.02%	1.45%	0.87%	2.09%	0.71%	0.00%	0.00%	0.32%	0.29%	0.00%	0.99%	0.27%	0.00%	0.00%	0.82%	0.43%	0.28%	0.95%	0.36%	0.56%	0.62%	0.58%	1.27%	0.33%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.51%	0.00%	0.19%	1.99%	0.00%	0.40%	0.00%	0.95%	0.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22975	182	825	732	321	537	211	413	393	418	351	289	541	393	685	564	1108	401	381	887	357	169	288	234	210	910	277	148	550	351	140	314	596	201	289	348	232	425	269	741	65	984	939	340	140	373	171	80	243	214	467	144	384	290	84	574	106	314	382					
		67.81%	71.37%	69.21%	65.95%	65.11%	62.08%	54.66%	60.29%	42.72%	59.46%	46.43%	65.83%	52.99%	50.32%	62.56%	45.82%	57.77%	49.51%	43.20%	67.61%	51.52%	44.24%	68.41%	80.97%	78.95%	96.91%	80.06%	68.52%	78.35%	95.90%	91.50%	94.01%	81.20%	86.27%	80.50%	83.05%	83.15%	80.04%	83.54%	71.05%	82.28%	80.72%	82.01%	68.97%	86.42%	92.79%	90.96%	86.96%	78.90%	76.43%	79.42%	93.51%	74.13%	82.62%	72.41%	77.36%	82.17%	59.70%	75.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	1	5	1	1	5	4	0	6	2	6	1	6	2	1	2	4	5	8	6	6	2	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	1	4	2	0	3	0	2	0	0	0	0	1	0	0	0	0	2	0	4	0	0	1					
		0.30%	0.39%	0.42%	0.09%	0.20%	0.58%	1.04%	0.00%	0.65%	0.28%	0.79%	0.23%	0.59%	0.26%	0.09%	0.16%	0.21%	0.62%	0.91%	0.46%	0.87%	0.52%	0.00%	0.35%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.28%	0.00%	0.00%	0.19%	1.24%	0.19%	0.00%	0.25%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.54%	0.00%	0.00%	0.20%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
