Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	990	20	20	35	20	20	20	30	20	20	20	20	20	20	20	25	30	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	527	11	7	23	9	5	3	21	10	12	13	13	12	10	0	21	25	7	9	12	23	10	3	10	16	5	10	10	10	5	10	5	8	11	5	12	14	10	19	4	9	15	13	16	16	19	14	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	284	4	4	9	7	7	6	6	17	9	7	5	12	3	5	10	5	8	0	4	6	4	2	6	4	9	4	8	4	4	7	5	4	5	8	4	7	8	10	4	5	4	6	7	4	7	5	5					
14	Число погашенных открепительных удостоверений	463	9	13	12	11	15	17	9	10	8	7	7	8	10	20	4	5	13	11	8	7	10	17	10	4	15	10	10	10	15	10	15	12	9	15	8	6	10	1	16	11	5	7	4	4	1	6	18					
15	Число открепительных удостоверений выданных ТИК	34	2	1	0	0	1	0	0	1	0	1	2	1	1	0	0	2	1	0	1	1	1	0	1	1	1	0	0	1	0	2	1	2	0	2	0	1	1	0	1	0	1	1	0	0	1	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	835	11	7	5	9	4	8	4	14	12	15	8	10	7	8	34	33	17	7	21	13	8	20	7	22	9	14	4	7	4	9	4	7	12	10	5	12	15	15	1	13	10	6	21	17	15	9	312					
		1.51%	1.21%	0.77%	0.42%	0.87%	0.49%	1.86%	0.74%	1.38%	1.0%	1.27%	0.92%	0.70%	0.82%	2.05%	2.51%	2.23%	1.53%	0.57%	1.70%	0.85%	0.65%	1.62%	0.63%	1.55%	0.88%	1.00%	0.29%	0.46%	0.47%	0.55%	0.32%	0.67%	1.16%	0.81%	0.34%	0.77%	1.06%	0.98%	0.09%	1.13%	0.87%	0.56%	1.41%	1.18%	1.06%	0.72%	24.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2181	51	44	80	51	31	23	36	41	42	42	31	48	19	11	24	37	41	36	24	85	48	52	56	74	62	58	63	73	46	53	36	48	55	52	59	55	45	68	32	41	41	46	57	58	48	43	15					
		3.97%	5.64%	4.87%	6.85%	4.93%	3.86%	5.36%	6.66%	4.05%	3.5%	3.56%	3.60%	3.37%	2.22%	2.82%	1.77%	2.50%	3.69%	2.94%	1.94%	5.59%	3.95%	4.22%	5.05%	5.21%	6.07%	4.16%	4.70%	4.81%	5.50%	3.29%	2.94%	4.61%	5.33%	4.25%	4.05%	3.55%	3.19%	4.47%	3.14%	3.58%	3.58%	4.33%	3.85%	4.04%	3.41%	3.45%	1.18%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2562	51	40	36	42	36	17	18	39	69	61	43	71	38	23	76	74	43	60	56	71	49	42	51	50	35	53	48	38	31	80	49	52	20	68	73	78	84	57	58	75	82	65	96	82	86	78	18					
		4.66%	5.64%	4.43%	3.08%	4.06%	4.48%	3.96%	3.33%	3.85%	5.75%	5.17%	4.99%	4.99%	4.45%	5.89%	5.61%	5.01%	3.87%	4.90%	4.53%	4.67%	4.03%	3.40%	4.60%	3.52%	3.42%	3.80%	3.58%	2.50%	3.70%	4.96%	4.01%	5.0%	1.93%	5.56%	5.02%	5.03%	5.95%	3.74%	5.69%	6.55%	7.16%	6.12%	6.48%	5.72%	6.12%	6.26%	1.42%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3144	50	46	116	78	45	26	50	69	74	71	46	64	36	10	41	43	45	36	51	91	84	54	53	71	52	103	113	88	52	86	72	42	68	57	79	83	75	93	50	68	62	39	87	70	77	74	204					
		5.72%	5.53%	5.09%	9.94%	7.55%	5.60%	6.06%	9.25%	6.81%	6.16%	6.02%	5.34%	4.50%	4.22%	2.56%	3.02%	2.91%	4.05%	2.94%	4.12%	5.99%	6.91%	4.38%	4.78%	5.00%	5.09%	7.39%	8.44%	5.80%	6.22%	5.34%	5.89%	4.03%	6.59%	4.66%	5.43%	5.36%	5.31%	6.11%	4.91%	5.94%	5.41%	3.67%	5.87%	4.88%	5.48%	5.94%	16.10%					
22	"5. ""За Русь Святую"""	279	5	5	6	2	1	1	2	7	12	3	3	3	3	2	7	2	5	9	12	3	4	4	6	4	5	6	10	7	3	6	11	9	4	9	9	4	10	8	3	3	9	3	4	9	6	6	24					
		0.50%	0.55%	0.55%	0.51%	0.19%	0.12%	0.23%	0.37%	0.69%	1.0%	0.25%	0.34%	0.21%	0.35%	0.51%	0.51%	0.13%	0.45%	0.73%	0.97%	0.19%	0.32%	0.32%	0.54%	0.28%	0.48%	0.43%	0.74%	0.46%	0.35%	0.37%	0.90%	0.86%	0.38%	0.73%	0.61%	0.25%	0.70%	0.52%	0.29%	0.26%	0.78%	0.28%	0.27%	0.62%	0.42%	0.48%	1.89%					
23	"6. ""Объединенная Российская партия ""Русь"""	136	1	2	2	0	1	2	2	2	2	2	1	1	1	1	0	2	1	4	2	4	2	3	2	5	4	3	3	1	1	4	5	1	1	5	1	1	1	1	0	0	0	4	3	0	1	1	50					
		0.24%	0.11%	0.22%	0.17%	0.0%	0.12%	0.46%	0.37%	0.19%	0.16%	0.16%	0.11%	0.07%	0.11%	0.25%	0.0%	0.13%	0.09%	0.32%	0.16%	0.26%	0.16%	0.24%	0.18%	0.35%	0.39%	0.21%	0.22%	0.06%	0.11%	0.24%	0.40%	0.09%	0.09%	0.40%	0.06%	0.06%	0.07%	0.06%	0.0%	0.0%	0.0%	0.37%	0.20%	0.0%	0.07%	0.08%	3.94%					
24	"7. ""Новый курс - Автомобильная Россия"""	611	4	5	8	9	10	3	5	5	9	16	2	16	9	6	15	15	25	13	15	11	9	16	15	24	12	21	13	18	12	17	19	14	17	17	11	19	14	16	10	10	14	16	17	9	17	5	28					
		1.11%	0.44%	0.55%	0.68%	0.87%	1.24%	0.69%	0.92%	0.49%	0.75%	1.35%	0.23%	1.12%	1.05%	1.53%	1.10%	1.01%	2.25%	1.06%	1.21%	0.72%	0.74%	1.29%	1.35%	1.69%	1.17%	1.50%	0.97%	1.18%	1.43%	1.05%	1.55%	1.34%	1.64%	1.39%	0.75%	1.22%	0.99%	1.05%	0.98%	0.87%	1.22%	1.50%	1.14%	0.62%	1.20%	0.40%	2.20%					
25	"8. ""Народно-республиканская партия России"""	76	1	0	1	1	2	4	0	1	1	0	0	3	0	0	0	2	1	1	2	0	1	1	1	1	1	1	1	1	0	0	2	0	1	0	0	1	10	1	1	2	6	0	2	4	0	1	17					
		0.13%	0.11%	0.0%	0.08%	0.09%	0.24%	0.93%	0.0%	0.09%	0.08%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.13%	0.09%	0.08%	0.16%	0.0%	0.08%	0.08%	0.09%	0.07%	0.09%	0.07%	0.07%	0.06%	0.0%	0.0%	0.16%	0.0%	0.09%	0.0%	0.0%	0.06%	0.70%	0.06%	0.09%	0.17%	0.52%	0.0%	0.13%	0.27%	0.0%	0.08%	1.34%					
26	"9. ""Российская экологическая партия ""Зеленые"""	289	6	1	10	5	0	3	7	6	3	3	3	5	7	0	3	5	5	5	6	8	6	6	10	10	7	5	4	8	3	8	6	5	4	12	8	14	10	6	9	7	4	10	9	5	4	10	8					
		0.52%	0.66%	0.11%	0.85%	0.48%	0.0%	0.69%	1.29%	0.59%	0.25%	0.25%	0.34%	0.35%	0.82%	0.0%	0.22%	0.33%	0.45%	0.40%	0.48%	0.52%	0.49%	0.48%	0.90%	0.70%	0.68%	0.35%	0.29%	0.52%	0.35%	0.49%	0.49%	0.48%	0.38%	0.98%	0.55%	0.90%	0.70%	0.39%	0.88%	0.61%	0.34%	0.94%	0.60%	0.34%	0.28%	0.80%	0.63%					
27	"10. ""Аграрная партия России"""	1277	20	20	23	25	26	13	13	30	28	18	29	19	19	8	26	38	32	35	34	30	32	23	21	22	30	30	27	25	23	35	22	28	15	36	37	35	38	30	24	18	20	24	34	36	42	22	62					
		2.32%	2.21%	2.21%	1.97%	2.42%	3.23%	3.03%	2.40%	2.96%	2.33%	1.52%	3.36%	1.33%	2.22%	2.05%	1.92%	2.57%	2.88%	2.86%	2.75%	1.97%	2.63%	1.86%	1.89%	1.55%	2.93%	2.15%	2.01%	1.64%	2.75%	2.17%	1.80%	2.69%	1.45%	2.94%	2.54%	2.26%	2.69%	1.97%	2.35%	1.57%	1.74%	2.26%	2.29%	2.51%	2.98%	1.76%	4.89%					
28	"11. ""Истинные патриоты России"""	302	1	0	0	0	0	2	0	0	0	1	0	0	1	0	1	3	0	0	2	2	0	0	0	1	1	0	2	0	0	2	2	0	0	0	2	0	0	3	0	0	0	0	1	2	0	0	273					
		0.54%	0.11%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.11%	0.0%	0.07%	0.20%	0.0%	0.0%	0.16%	0.13%	0.0%	0.0%	0.0%	0.07%	0.09%	0.0%	0.14%	0.0%	0.0%	0.12%	0.16%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.06%	0.13%	0.0%	0.0%	21.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	746	10	9	21	20	5	3	5	7	9	9	11	15	9	11	14	11	7	12	17	21	13	20	18	18	11	18	8	13	14	33	10	19	19	19	18	24	27	30	20	20	20	12	15	18	13	14	56					
		1.35%	1.10%	0.99%	1.79%	1.93%	0.62%	0.69%	0.92%	0.69%	0.75%	0.76%	1.27%	1.05%	1.05%	2.82%	1.03%	0.74%	0.63%	0.98%	1.37%	1.38%	1.07%	1.62%	1.62%	1.26%	1.07%	1.29%	0.59%	0.85%	1.67%	2.04%	0.81%	1.82%	1.84%	1.55%	1.23%	1.55%	1.91%	1.97%	1.96%	1.74%	1.74%	1.13%	1.01%	1.25%	0.92%	1.12%	4.41%					
30	"13. ""Демократическая партия России"""	280	0	3	1	0	0	1	1	0	2	1	1	1	0	1	4	1	3	6	7	2	3	3	3	6	3	4	1	1	3	2	2	0	1	7	0	5	3	6	1	2	1	0	3	0	2	1	182					
		0.50%	0.0%	0.33%	0.08%	0.0%	0.0%	0.23%	0.18%	0.0%	0.16%	0.08%	0.11%	0.07%	0.0%	0.25%	0.29%	0.06%	0.27%	0.49%	0.56%	0.13%	0.24%	0.24%	0.27%	0.42%	0.29%	0.28%	0.07%	0.06%	0.35%	0.12%	0.16%	0.0%	0.09%	0.57%	0.0%	0.32%	0.21%	0.39%	0.09%	0.17%	0.08%	0.0%	0.20%	0.0%	0.14%	0.08%	14.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	112	2	2	4	3	1	1	2	2	1	4	2	7	1	0	9	6	2	1	5	2	2	1	0	3	0	2	1	1	4	4	3	2	3	2	4	3	5	2	1	1	4	1	2	1	0	3	0					
		0.20%	0.22%	0.22%	0.34%	0.29%	0.12%	0.23%	0.37%	0.19%	0.08%	0.33%	0.23%	0.49%	0.11%	0.0%	0.66%	0.40%	0.18%	0.08%	0.40%	0.13%	0.16%	0.08%	0.0%	0.21%	0.0%	0.14%	0.07%	0.06%	0.47%	0.24%	0.24%	0.19%	0.29%	0.16%	0.27%	0.19%	0.35%	0.13%	0.09%	0.08%	0.34%	0.09%	0.13%	0.06%	0.0%	0.24%	0.0%					
32	"15. ""Партия СЛОН"""	56	2	2	3	1	1	0	1	1	0	3	1	1	2	1	2	1	1	2	0	2	0	2	1	1	0	1	4	4	0	2	1	0	2	1	0	2	0	1	3	0	2	0	0	2	0	0	0					
		0.10%	0.22%	0.22%	0.25%	0.09%	0.12%	0.0%	0.18%	0.09%	0.0%	0.25%	0.11%	0.07%	0.23%	0.25%	0.14%	0.06%	0.09%	0.16%	0.0%	0.13%	0.0%	0.16%	0.09%	0.07%	0.0%	0.07%	0.29%	0.26%	0.0%	0.12%	0.08%	0.0%	0.19%	0.08%	0.0%	0.12%	0.0%	0.06%	0.29%	0.0%	0.17%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7535	123	138	181	154	114	51	71	138	177	175	134	272	94	68	103	109	134	141	148	274	188	193	144	180	153	218	232	196	103	257	192	136	175	160	241	273	160	232	123	145	170	154	187	168	181	175	0					
		13.71%	13.62%	15.29%	15.50%	14.90%	14.19%	11.88%	13.14%	13.63%	14.75%	14.85%	15.56%	19.14%	11.01%	17.43%	7.60%	7.38%	12.08%	11.52%	11.98%	18.03%	15.48%	15.66%	12.99%	12.68%	14.98%	15.66%	17.33%	12.92%	12.32%	15.96%	15.72%	13.07%	16.97%	13.10%	16.57%	17.63%	11.34%	15.25%	12.08%	12.67%	14.86%	14.51%	12.63%	11.72%	12.88%	14.05%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	113	5	2	1	3	1	2	2	4	3	2	2	6	1	2	7	9	4	0	2	0	0	1	1	2	1	1	0	3	2	2	4	2	4	5	3	2	2	4	0	1	3	2	3	3	2	2	0					
		0.20%	0.55%	0.22%	0.08%	0.29%	0.12%	0.46%	0.37%	0.39%	0.25%	0.16%	0.23%	0.42%	0.11%	0.51%	0.51%	0.61%	0.36%	0.0%	0.16%	0.0%	0.0%	0.08%	0.09%	0.14%	0.09%	0.07%	0.0%	0.19%	0.23%	0.12%	0.32%	0.19%	0.38%	0.40%	0.20%	0.12%	0.14%	0.26%	0.0%	0.08%	0.26%	0.18%	0.20%	0.20%	0.14%	0.16%	0.0%					
35	"18. ""ЛДПР"""	6183	62	84	80	86	82	46	49	81	120	158	107	153	140	62	194	217	110	163	165	163	169	145	140	183	133	153	134	197	140	206	193	121	113	105	139	176	178	171	126	142	104	102	164	175	150	102	0					
		11.25%	6.86%	9.31%	6.85%	8.32%	10.21%	10.72%	9.07%	8.00%	10.0%	13.41%	12.42%	10.76%	16.41%	15.89%	14.32%	14.71%	9.91%	13.32%	13.36%	10.73%	13.92%	11.76%	12.63%	12.89%	13.02%	10.99%	10.01%	12.99%	16.74%	12.79%	15.80%	11.63%	10.96%	8.59%	9.55%	11.36%	12.62%	11.24%	12.37%	12.41%	9.09%	9.61%	11.08%	12.21%	10.67%	8.19%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	774	20	10	11	13	8	8	6	16	20	7	9	13	12	6	24	18	22	21	16	26	22	20	21	19	12	26	20	25	11	24	10	27	21	14	15	24	20	23	11	19	12	11	17	23	17	24	0					
		1.40%	2.21%	1.10%	0.94%	1.25%	0.99%	1.86%	1.11%	1.58%	1.66%	0.59%	1.04%	0.91%	1.40%	1.53%	1.77%	1.22%	1.98%	1.71%	1.29%	1.71%	1.81%	1.62%	1.89%	1.33%	1.17%	1.86%	1.49%	1.64%	1.31%	1.49%	0.81%	2.59%	2.03%	1.14%	1.03%	1.55%	1.41%	1.51%	1.08%	1.66%	1.04%	1.03%	1.14%	1.60%	1.20%	1.92%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	15960	271	260	310	303	264	131	166	313	328	337	220	378	283	106	506	556	324	368	327	437	347	369	353	435	307	418	375	528	230	447	354	311	291	355	434	444	420	430	328	337	335	308	401	400	436	379	0					
		29.05%	30.01%	28.82%	26.56%	29.33%	32.87%	30.53%	30.74%	30.92%	27.33%	28.60%	25.55%	26.60%	33.17%	27.17%	37.37%	37.69%	29.21%	30.08%	26.47%	28.76%	28.58%	29.95%	31.85%	30.65%	30.06%	30.02%	28.02%	34.82%	27.51%	27.76%	28.99%	29.90%	28.22%	29.07%	29.84%	28.68%	29.78%	28.27%	32.22%	29.45%	29.28%	29.02%	27.09%	27.91%	31.03%	30.44%	0.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	66	3	1	1	0	1	1	0	5	2	4	1	0	0	1	2	2	0	0	2	4	2	0	0	4	1	1	3	1	0	4	1	1	1	0	2	0	1	2	2	3	1	1	0	2	3	0	0					
		0.12%	0.33%	0.11%	0.08%	0.0%	0.12%	0.23%	0.0%	0.49%	0.16%	0.33%	0.11%	0.0%	0.0%	0.25%	0.14%	0.13%	0.0%	0.0%	0.16%	0.26%	0.16%	0.0%	0.0%	0.28%	0.09%	0.07%	0.22%	0.06%	0.0%	0.24%	0.08%	0.09%	0.09%	0.0%	0.13%	0.0%	0.07%	0.13%	0.19%	0.26%	0.08%	0.09%	0.0%	0.13%	0.21%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	144	3	2	3	1	2	0	1	4	4	2	4	4	0	0	5	4	6	2	3	5	5	3	2	4	3	3	3	5	1	4	5	6	3	5	3	3	7	4	3	2	5	2	4	3	1	0	0					
		0.26%	0.33%	0.22%	0.25%	0.09%	0.24%	0.0%	0.18%	0.39%	0.33%	0.16%	0.46%	0.28%	0.0%	0.0%	0.36%	0.27%	0.54%	0.16%	0.24%	0.32%	0.41%	0.24%	0.18%	0.28%	0.29%	0.21%	0.22%	0.32%	0.11%	0.24%	0.40%	0.57%	0.29%	0.40%	0.20%	0.19%	0.49%	0.26%	0.29%	0.17%	0.43%	0.18%	0.27%	0.20%	0.07%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7286	141	154	193	170	125	64	64	155	182	162	141	224	103	49	143	122	209	217	219	164	140	171	131	159	103	132	150	153	77	190	131	124	120	183	195	186	205	211	137	153	157	177	264	214	202	220	0					
		13.26%	15.61%	17.07%	16.53%	16.45%	15.56%	14.91%	11.85%	15.31%	15.16%	13.75%	16.37%	15.76%	12.07%	12.56%	10.56%	8.27%	18.84%	17.74%	17.73%	10.79%	11.53%	13.87%	11.82%	11.20%	10.08%	9.48%	11.21%	10.09%	9.21%	11.80%	10.72%	11.92%	11.63%	14.98%	13.41%	12.01%	14.53%	13.87%	13.45%	13.37%	13.72%	16.68%	17.83%	14.93%	14.37%	17.67%	0.0%					
																																																						
41	Против всех	3478	49	60	69	46	37	15	31	61	84	63	59	89	56	13	93	149	61	73	75	95	77	72	68	110	75	106	91	109	70	113	79	76	77	88	103	100	64	102	62	70	75	73	74	112	89	65	0					
		6.33%	5.42%	6.65%	5.91%	4.45%	4.60%	3.49%	5.74%	6.02%	7.0%	5.34%	6.85%	6.26%	6.56%	3.33%	6.86%	10.10%	5.50%	5.96%	6.07%	6.25%	6.34%	5.84%	6.13%	7.75%	7.34%	7.61%	6.80%	7.18%	8.37%	7.01%	6.47%	7.30%	7.46%	7.20%	7.08%	6.45%	4.53%	6.70%	6.09%	6.11%	6.55%	6.88%	5.0%	7.81%	6.33%	5.22%	0.0%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
