Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Таганский район																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №3218	УИК №3219	УИК №3220	УИК №3221					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21058	675	286	474	1145	793	482	356	1055	376	594	680	774	719	686	488	335	662	671	684	729	757	1321	621	409	959	573	805	707	875	366	12	319	650	20					
		46.77%	41.13%	23.54%	51.41%	61.07%	64.37%	31.96%	28.14%	55.01%	31.70%	41.86%	51.52%	48.93%	59.18%	40.98%	33.59%	27.15%	51.08%	54.60%	51.98%	59.46%	52.21%	77.25%	36.66%	50.56%	54.99%	38.72%	46.50%	51.16%	52.99%	21.32%	32.43%	37.89%	67.22%	23.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	264	15	22	7	10	2	14	10	2	15	6	4	7	5	16	17	7	3	0	3	4	2	0	18	4	0	11	7	4	6	27	0	10	4	2					
		0.59%	0.91%	1.81%	0.76%	0.53%	0.16%	0.93%	0.79%	0.10%	1.26%	0.42%	0.30%	0.44%	0.41%	0.96%	1.17%	0.57%	0.23%	0.00%	0.23%	0.33%	0.14%	0.00%	1.06%	0.49%	0.00%	0.74%	0.40%	0.29%	0.36%	1.57%	0.00%	1.19%	0.41%	2.33%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
