Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Урупская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203					
24	"7. ""Новый курс - Автомобильная Россия"""	35	0	1	3	3	3	1	4	8	2	0	1	0	2	6	1	0	0					
		0.48%	0.0%	0.27%	0.33%	1.59%	0.72%	0.45%	0.76%	0.85%	0.25%	0.0%	0.67%	0.0%	0.26%	0.89%	0.41%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	0	0	1	4	2	0	1	0	1	1	1	0	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.42%	0.25%	0.0%	0.67%	0.0%	0.13%	0.14%	0.41%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	0	2	1	0	1	0	1	1	2	2	0	1	0	0	0	0					
		0.15%	0.0%	0.0%	0.22%	0.53%	0.0%	0.45%	0.0%	0.10%	0.12%	1.19%	1.34%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	203	3	13	20	7	27	17	11	20	14	3	0	5	15	16	2	0	30					
		2.79%	1.96%	3.56%	2.22%	3.72%	6.50%	7.69%	2.10%	2.12%	1.75%	1.79%	0.0%	2.11%	1.98%	2.38%	0.83%	0.0%	5.92%					
28	"11. ""Истинные патриоты России"""	163	0	1	27	0	10	0	1	4	1	25	1	2	0	1	0	0	90					
		2.24%	0.0%	0.27%	3.00%	0.0%	2.40%	0.0%	0.19%	0.42%	0.12%	14.97%	0.67%	0.84%	0.0%	0.14%	0.0%	0.0%	17.78%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	62	0	7	9	0	3	1	5	10	11	3	2	0	4	3	3	0	1					
		0.85%	0.0%	1.91%	1.00%	0.0%	0.72%	0.45%	0.95%	1.06%	1.38%	1.79%	1.34%	0.0%	0.52%	0.44%	1.25%	0.0%	0.19%					
30	"13. ""Демократическая партия России"""	10	0	0	2	1	1	0	1	2	0	0	0	0	0	3	0	0	0					
		0.13%	0.0%	0.0%	0.22%	0.53%	0.24%	0.0%	0.19%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	0	0	7	0	0	2	4	1	0	2	2	0	1	1	1	0	8					
		0.39%	0.0%	0.0%	0.77%	0.0%	0.0%	0.90%	0.76%	0.10%	0.0%	1.19%	1.34%	0.0%	0.13%	0.14%	0.41%	0.0%	1.58%					
32	"15. ""Партия СЛОН"""	13	0	0	2	1	1	4	0	3	1	0	1	0	0	0	0	0	0					
		0.17%	0.0%	0.0%	0.22%	0.53%	0.24%	1.80%	0.0%	0.31%	0.12%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	651	9	27	124	19	39	3	25	160	145	3	0	11	23	47	10	0	6					
		8.95%	5.88%	7.39%	13.79%	10.10%	9.39%	1.35%	4.78%	17.03%	18.19%	1.79%	0.0%	4.66%	3.04%	6.99%	4.18%	0.0%	1.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	0	1	3	0	1	0	2	2	3	1	0	1	5	1	0	2	1					
		0.31%	0.0%	0.27%	0.33%	0.0%	0.24%	0.0%	0.38%	0.21%	0.37%	0.59%	0.0%	0.42%	0.66%	0.14%	0.0%	4.08%	0.19%					
35	"18. ""ЛДПР"""	895	29	34	160	44	30	12	114	123	88	7	22	47	68	79	27	7	4					
		12.30%	18.95%	9.31%	17.79%	23.40%	7.22%	5.42%	21.79%	13.09%	11.04%	4.19%	14.76%	19.91%	9.00%	11.75%	11.29%	14.28%	0.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	123	6	4	14	0	5	4	7	18	24	1	0	3	9	17	3	0	8					
		1.69%	3.92%	1.09%	1.55%	0.0%	1.20%	1.80%	1.33%	1.91%	3.01%	0.59%	0.0%	1.27%	1.19%	2.52%	1.25%	0.0%	1.58%					
37	"20. ""Политическая партия ""Единая Россия"""	3017	38	158	222	31	180	111	251	269	192	81	86	108	510	326	159	35	260					
		41.48%	24.83%	43.28%	24.69%	16.48%	43.37%	50.22%	47.99%	28.64%	24.09%	48.50%	57.71%	45.76%	67.54%	48.51%	66.52%	71.42%	51.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	1	6	3	0	0	3	0	3	2	0	0	3	2	2	0	0	1					
		0.35%	0.65%	1.64%	0.33%	0.0%	0.0%	1.35%	0.0%	0.31%	0.25%	0.0%	0.0%	1.27%	0.26%	0.29%	0.0%	0.0%	0.19%					
39	"22. ""Развитие предпринимательства"""	11	1	0	3	1	1	0	1	0	0	0	0	1	0	1	0	0	2					
		0.15%	0.65%	0.0%	0.33%	0.53%	0.24%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.14%	0.0%	0.0%	0.39%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1155	27	75	171	49	74	40	31	187	199	17	2	26	78	85	13	4	77					
		15.88%	17.64%	20.54%	19.02%	26.06%	17.83%	18.09%	5.92%	19.91%	24.96%	10.17%	1.34%	11.01%	10.33%	12.64%	5.43%	8.16%	15.21%					
																								
41	Против всех	166	3	7	32	5	4	3	12	29	28	3	13	5	6	12	1	0	3					
		2.28%	1.96%	1.91%	3.55%	2.65%	0.96%	1.35%	2.29%	3.08%	3.51%	1.79%	8.72%	2.11%	0.79%	1.78%	0.41%	0.0%	0.59%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
