Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Лунинская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697									
		70.96%	69.25%	52.31%	71.23%	81.03%	86.58%	77.73%	62.85%	75.75%	65.00%	78.23%	59.41%	69.67%	79.46%	68.71%	69.22%	78.49%	73.32%	53.30%	63.79%	57.66%	80.49%	77.15%	70.97%	75.83%	63.55%	75.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	0	0	2	1	1	1	2	1	0	0	0	3	0	2	1	0	2	4	2	1	2	0	0	0	1	0									
		0.22%	0.00%	0.00%	0.94%	0.11%	0.27%	0.21%	0.47%	0.18%	0.00%	0.00%	0.00%	0.90%	0.00%	0.72%	0.13%	0.00%	0.36%	0.85%	0.26%	0.15%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	0	0	1	0	0	3	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1									
		0.09%	0.30%	0.00%	0.00%	0.11%	0.00%	0.00%	0.70%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.18%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1027	43	22	18	51	14	27	48	45	87	16	40	28	15	19	91	52	46	52	55	87	48	33	9	9	43	29									
		8.82%	12.84%	10.19%	8.49%	5.50%	3.84%	5.57%	11.21%	7.96%	15.00%	5.44%	13.20%	8.41%	5.81%	6.83%	11.82%	7.12%	8.35%	11.09%	7.09%	12.70%	5.93%	9.79%	5.81%	7.50%	10.05%	12.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	0	0	1	0	0	0	2	0	2	0	1	3	0	0	5	1	1	5	6	1	0	0	3	0	2	0									
		0.28%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.47%	0.00%	0.34%	0.00%	0.33%	0.90%	0.00%	0.00%	0.65%	0.14%	0.18%	1.07%	0.77%	0.15%	0.00%	0.00%	1.94%	0.00%	0.47%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	0	0	0	0	0	1	3	4	0	3	1	0	2	1	1	0	1	3	2	1	2	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.53%	0.69%	0.00%	0.99%	0.30%	0.00%	0.72%	0.13%	0.14%	0.00%	0.21%	0.39%	0.29%	0.12%	0.59%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	0	1	0	2	0	0	1	0	0	0	0	2	0	2	2	2	4	2	16	3	0	0	1	0	2	0									
		0.34%	0.00%	0.46%	0.00%	0.22%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.72%	0.26%	0.27%	0.73%	0.43%	2.06%	0.44%	0.00%	0.00%	0.65%	0.00%	0.47%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1393	47	58	27	99	28	53	62	56	85	28	53	34	32	31	97	54	55	68	105	122	59	19	25	17	58	21									
		11.96%	14.03%	26.85%	12.74%	10.67%	7.67%	10.93%	14.49%	9.91%	14.66%	9.52%	17.49%	10.21%	12.40%	11.15%	12.60%	7.40%	9.98%	14.50%	13.53%	17.81%	7.28%	5.64%	16.13%	14.17%	13.55%	8.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	0	1	3	0	2	0	0	3	0	0	0	0	0	2	1	0	0	1	1	2	0	0	0	2	0									
		0.15%	0.00%	0.00%	0.47%	0.32%	0.00%	0.41%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.14%	0.00%	0.00%	0.13%	0.15%	0.25%	0.00%	0.00%	0.00%	0.47%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	228	4	2	3	5	1	4	11	5	12	1	8	9	6	3	18	11	15	19	41	30	8	0	2	1	6	3									
		1.96%	1.19%	0.93%	1.42%	0.54%	0.27%	0.82%	2.57%	0.88%	2.07%	0.34%	2.64%	2.70%	2.33%	1.08%	2.34%	1.51%	2.72%	4.05%	5.28%	4.38%	0.99%	0.00%	1.29%	0.83%	1.40%	1.27%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
