Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Дубненская городская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
		2.89%	2.22%	3.14%	2.60%	3.08%	2.55%	4.62%	2.27%	3.17%	2.79%	2.00%	2.37%	2.12%	1.95%	5.11%	3.21%	2.67%	2.91%	2.24%	2.94%	2.86%	2.64%	3.63%	3.18%	2.01%	3.75%	3.80%	3.01%	1.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7580	367	371	374	229	225	191	163	352	376	263	146	324	233	194	382	238	336	202	379	433	341	191	155	139	199	361	255	161									
		34.13%	33.95%	35.30%	33.54%	28.17%	38.20%	32.65%	36.96%	31.88%	36.15%	37.57%	38.42%	34.39%	34.98%	34.15%	35.01%	33.43%	31.58%	37.76%	33.81%	35.35%	29.05%	33.04%	32.91%	31.10%	33.96%	36.14%	36.59%	37.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	331	17	20	5	16	8	7	5	6	17	11	3	13	14	4	17	8	25	8	20	23	20	9	10	9	13	8	7	8									
		1.49%	1.57%	1.90%	0.45%	1.97%	1.36%	1.20%	1.13%	0.54%	1.63%	1.57%	0.79%	1.38%	2.10%	0.70%	1.56%	1.12%	2.35%	1.50%	1.78%	1.88%	1.70%	1.56%	2.12%	2.01%	2.22%	0.80%	1.00%	1.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	1	2	5	0	0	1	3	2	3	2	0	2	3	0	3	3	4	0	2	3	4	0	2	1	1	3	2	0									
		0.23%	0.09%	0.19%	0.45%	0.00%	0.00%	0.17%	0.68%	0.18%	0.29%	0.29%	0.00%	0.21%	0.45%	0.00%	0.27%	0.42%	0.38%	0.00%	0.18%	0.24%	0.34%	0.00%	0.42%	0.22%	0.17%	0.30%	0.29%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3304	195	183	175	128	110	85	72	195	159	109	53	183	103	90	175	68	148	78	105	121	158	62	70	59	93	149	115	63									
		14.88%	18.04%	17.41%	15.70%	15.74%	18.68%	14.53%	16.33%	17.66%	15.29%	15.57%	13.95%	19.43%	15.47%	15.85%	16.04%	9.55%	13.91%	14.58%	9.37%	9.88%	13.46%	10.73%	14.86%	13.20%	15.87%	14.91%	16.50%	14.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	338	13	9	18	16	9	2	3	9	14	4	1	20	13	8	21	5	13	12	15	20	35	16	5	15	11	8	15	8									
		1.52%	1.20%	0.86%	1.61%	1.97%	1.53%	0.34%	0.68%	0.82%	1.35%	0.57%	0.26%	2.12%	1.95%	1.41%	1.92%	0.70%	1.22%	2.24%	1.34%	1.63%	2.98%	2.77%	1.06%	3.36%	1.88%	0.80%	2.15%	1.86%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	850	48	38	27	34	20	21	12	36	46	28	9	32	17	20	40	52	28	30	49	63	46	26	17	15	25	29	21	21									
		3.83%	4.44%	3.62%	2.42%	4.18%	3.40%	3.59%	2.72%	3.26%	4.42%	4.00%	2.37%	3.40%	2.55%	3.52%	3.67%	7.30%	2.63%	5.61%	4.37%	5.14%	3.92%	4.50%	3.61%	3.36%	4.27%	2.90%	3.01%	4.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	5	2	0	1	3	11	1	3	6	1	0	1	0	0	1	0	2	1	3	3	2	3	2	1	0	0	1	0									
		0.24%	0.46%	0.19%	0.00%	0.12%	0.51%	1.88%	0.23%	0.27%	0.58%	0.14%	0.00%	0.11%	0.00%	0.00%	0.09%	0.00%	0.19%	0.19%	0.27%	0.24%	0.17%	0.52%	0.42%	0.22%	0.00%	0.00%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1390	50	35	45	46	21	32	31	43	58	44	26	54	30	24	53	69	51	39	118	103	107	42	44	35	48	59	39	44									
		6.26%	4.63%	3.33%	4.04%	5.66%	3.57%	5.47%	7.03%	3.89%	5.58%	6.29%	6.84%	5.73%	4.50%	4.23%	4.86%	9.69%	4.79%	7.29%	10.53%	8.41%	9.11%	7.27%	9.34%	7.83%	8.19%	5.91%	5.60%	10.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4456	222	197	273	191	100	130	81	240	191	131	72	174	158	122	197	132	255	71	225	250	261	126	74	103	96	193	129	62									
		20.07%	20.54%	18.74%	24.48%	23.49%	16.98%	22.22%	18.37%	21.74%	18.37%	18.71%	18.95%	18.47%	23.72%	21.48%	18.06%	18.54%	23.97%	13.27%	20.07%	20.41%	22.23%	21.80%	15.71%	23.04%	16.38%	19.32%	18.51%	14.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	144	3	8	11	12	3	0	7	6	10	6	1	11	2	1	9	5	8	4	5	6	7	4	4	0	1	8	2	0									
		0.65%	0.28%	0.76%	0.99%	1.48%	0.51%	0.00%	1.59%	0.54%	0.96%	0.86%	0.26%	1.17%	0.30%	0.18%	0.82%	0.70%	0.75%	0.75%	0.45%	0.49%	0.60%	0.69%	0.85%	0.00%	0.17%	0.80%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1199	47	57	50	35	34	36	24	63	50	35	28	49	34	32	66	50	59	39	61	51	63	35	33	23	30	55	36	24									
		5.40%	4.35%	5.42%	4.48%	4.31%	5.77%	6.15%	5.44%	5.71%	4.81%	5.00%	7.37%	5.20%	5.11%	5.63%	6.05%	7.02%	5.55%	7.29%	5.44%	4.16%	5.37%	6.06%	7.01%	5.15%	5.12%	5.51%	5.16%	5.57%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
