Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Электростальская городская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №3186	УИК №3187	УИК №3188	УИК №3189	УИК №3190	УИК №3191	УИК №3192	УИК №3193	УИК №3194	УИК №3195	УИК №3196	УИК №3197	УИК №3198	УИК №3199	УИК №3200	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234					
14	Число погашенных открепительных удостоверений	669	11	9	18	10	12	17	18	10	9	15	12	9	21	20	12	16	12	10	8	11	17	13	2	22	17	12	14	24	19	9	15	14	15	15	9	17	15	20	18	14	8	14	14	15	23	13	21	0	0					
15	Число открепительных удостоверений выданных ТИК	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	30	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	567	17	14	12	9	10	4	10	9	11	11	12	5	7	10	8	13	17	9	13	19	17	16	4	8	12	12	14	5	19	22	15	14	12	13	8	8	10	17	11	11	12	11	21	14	13	7	16	3	2					
		0.85%	1.09%	0.92%	0.71%	0.56%	0.68%	0.30%	0.70%	0.68%	0.73%	0.78%	0.87%	0.47%	0.54%	0.86%	0.50%	0.79%	1.11%	0.58%	0.85%	1.18%	1.17%	1.06%	0.27%	0.59%	0.85%	0.98%	1.06%	0.44%	1.62%	1.62%	1.04%	1.08%	0.92%	0.93%	0.63%	0.61%	0.77%	1.22%	0.82%	0.70%	0.88%	0.97%	1.51%	0.87%	0.84%	0.52%	1.32%	0.99%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3326	69	69	117	132	92	47	97	78	89	44	57	47	38	59	76	90	64	73	63	74	66	61	67	73	71	54	58	42	46	73	77	69	91	69	85	72	59	66	65	70	78	47	78	75	89	74	55	10	11					
		5.04%	4.43%	4.57%	7.00%	8.24%	6.34%	3.56%	6.81%	5.94%	5.97%	3.13%	4.14%	4.43%	2.95%	5.12%	4.81%	5.48%	4.18%	4.71%	4.13%	4.59%	4.57%	4.07%	4.67%	5.39%	5.04%	4.41%	4.40%	3.70%	3.94%	5.39%	5.36%	5.33%	7.02%	4.94%	6.70%	5.55%	4.58%	4.75%	4.86%	4.50%	5.75%	4.17%	5.63%	4.69%	5.77%	5.58%	4.54%	3.30%	4.93%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1860	33	32	23	23	41	33	33	33	58	36	46	30	35	37	51	37	46	41	36	44	45	63	47	56	40	33	39	43	50	38	35	38	38	43	31	24	27	41	41	48	34	33	49	25	35	30	60	14	12					
		2.81%	2.12%	2.12%	1.37%	1.43%	2.82%	2.5%	2.31%	2.51%	3.89%	2.56%	3.34%	2.83%	2.71%	3.21%	3.23%	2.25%	3.01%	2.64%	2.36%	2.73%	3.12%	4.20%	3.27%	4.13%	2.84%	2.69%	2.95%	3.79%	4.28%	2.80%	2.43%	2.93%	2.93%	3.08%	2.44%	1.85%	2.09%	2.95%	3.06%	3.09%	2.50%	2.93%	3.54%	1.56%	2.27%	2.26%	4.95%	4.62%	5.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4866	101	138	203	115	98	97	115	119	130	88	120	77	81	90	118	143	105	123	117	103	96	102	99	91	103	99	85	66	73	82	108	98	87	95	90	108	112	65	95	122	133	72	88	133	100	96	67	11	9					
		7.37%	6.49%	9.14%	12.14%	7.18%	6.75%	7.34%	8.07%	9.07%	8.73%	6.27%	8.72%	7.27%	6.28%	7.81%	7.48%	8.71%	6.87%	7.94%	7.68%	6.39%	6.65%	6.80%	6.90%	6.72%	7.32%	8.08%	6.44%	5.82%	6.25%	6.05%	7.52%	7.57%	6.71%	6.81%	7.10%	8.33%	8.69%	4.68%	7.10%	7.85%	9.80%	6.39%	6.36%	8.33%	6.48%	7.23%	5.53%	3.63%	4.03%					
22	"5. ""За Русь Святую"""	355	13	7	5	5	10	7	6	0	15	8	5	6	8	5	6	6	7	14	10	14	14	4	3	5	7	2	9	7	8	5	7	3	6	4	11	6	5	12	8	8	5	9	13	6	8	6	9	5	3					
		0.53%	0.83%	0.46%	0.29%	0.31%	0.68%	0.53%	0.42%	0.0%	1.00%	0.57%	0.36%	0.56%	0.62%	0.43%	0.38%	0.36%	0.45%	0.90%	0.65%	0.86%	0.97%	0.26%	0.20%	0.36%	0.49%	0.16%	0.68%	0.61%	0.68%	0.36%	0.48%	0.23%	0.46%	0.28%	0.86%	0.46%	0.38%	0.86%	0.59%	0.51%	0.36%	0.79%	0.93%	0.37%	0.51%	0.45%	0.74%	1.65%	1.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	131	2	5	3	5	1	2	1	5	3	0	3	1	0	6	0	1	1	4	5	5	1	12	3	2	1	2	3	3	3	4	4	2	2	0	3	2	0	2	0	5	2	7	2	5	3	3	1	1	0					
		0.19%	0.12%	0.33%	0.17%	0.31%	0.06%	0.15%	0.07%	0.38%	0.20%	0.0%	0.21%	0.09%	0.0%	0.52%	0.0%	0.06%	0.06%	0.25%	0.32%	0.31%	0.06%	0.80%	0.20%	0.14%	0.07%	0.16%	0.22%	0.26%	0.25%	0.29%	0.27%	0.15%	0.15%	0.0%	0.23%	0.15%	0.0%	0.14%	0.0%	0.32%	0.14%	0.62%	0.14%	0.31%	0.19%	0.22%	0.08%	0.33%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	1004	28	29	51	41	28	27	32	24	22	13	25	21	18	13	20	23	23	25	16	19	20	18	16	17	21	21	20	8	2	16	23	20	29	17	9	24	14	11	23	26	21	20	16	24	28	17	21	1	3					
		1.52%	1.80%	1.92%	3.05%	2.56%	1.93%	2.04%	2.24%	1.82%	1.47%	0.92%	1.81%	1.98%	1.39%	1.12%	1.26%	1.40%	1.50%	1.61%	1.05%	1.18%	1.38%	1.20%	1.11%	1.25%	1.49%	1.71%	1.51%	0.70%	0.17%	1.18%	1.60%	1.54%	2.23%	1.21%	0.71%	1.85%	1.08%	0.79%	1.72%	1.67%	1.54%	1.77%	1.15%	1.50%	1.81%	1.28%	1.73%	0.33%	1.34%					
25	"8. ""Народно-республиканская партия России"""	68	1	0	0	2	1	0	6	1	1	2	2	1	1	1	2	2	1	5	4	1	0	0	0	2	1	1	0	5	2	0	1	0	2	2	1	0	1	5	0	0	0	1	1	0	0	5	3	1	0					
		0.10%	0.06%	0.0%	0.0%	0.12%	0.06%	0.0%	0.42%	0.07%	0.06%	0.14%	0.14%	0.09%	0.07%	0.08%	0.12%	0.12%	0.06%	0.32%	0.26%	0.06%	0.0%	0.0%	0.0%	0.14%	0.07%	0.08%	0.0%	0.44%	0.17%	0.0%	0.06%	0.0%	0.15%	0.14%	0.07%	0.0%	0.07%	0.36%	0.0%	0.0%	0.0%	0.08%	0.07%	0.0%	0.0%	0.37%	0.24%	0.33%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	325	3	7	14	13	9	4	4	8	7	4	7	6	8	5	15	8	9	10	3	7	6	12	6	1	6	5	7	7	2	7	2	2	6	8	7	7	5	14	5	5	3	5	7	7	11	11	6	3	1					
		0.49%	0.19%	0.46%	0.83%	0.81%	0.62%	0.30%	0.28%	0.60%	0.47%	0.28%	0.50%	0.56%	0.62%	0.43%	0.95%	0.48%	0.58%	0.64%	0.19%	0.43%	0.41%	0.80%	0.41%	0.07%	0.42%	0.40%	0.53%	0.61%	0.17%	0.51%	0.13%	0.15%	0.46%	0.57%	0.55%	0.54%	0.38%	1.00%	0.37%	0.32%	0.22%	0.44%	0.50%	0.43%	0.71%	0.82%	0.49%	0.99%	0.44%					
27	"10. ""Аграрная партия России"""	1763	33	36	22	45	37	38	34	34	32	48	47	37	31	44	54	53	52	43	36	35	50	50	34	29	41	25	27	28	38	43	44	34	23	36	31	47	27	33	34	36	38	22	37	40	39	43	35	7	1					
		2.67%	2.12%	2.38%	1.31%	2.81%	2.55%	2.87%	2.38%	2.59%	2.14%	3.42%	3.41%	3.49%	2.40%	3.81%	3.42%	3.22%	3.40%	2.77%	2.36%	2.17%	3.46%	3.33%	2.37%	2.14%	2.91%	2.04%	2.04%	2.47%	3.25%	3.17%	3.06%	2.62%	1.77%	2.58%	2.44%	3.62%	2.09%	2.37%	2.54%	2.31%	2.80%	1.95%	2.67%	2.50%	2.53%	3.24%	2.89%	2.31%	0.44%					
28	"11. ""Истинные патриоты России"""	54	3	1	1	4	0	0	1	0	0	1	1	0	2	0	2	1	2	1	0	3	2	0	1	0	1	2	3	0	0	0	0	1	4	0	0	1	0	3	2	1	1	0	1	1	3	2	1	1	0					
		0.08%	0.19%	0.06%	0.05%	0.24%	0.0%	0.0%	0.07%	0.0%	0.0%	0.07%	0.07%	0.0%	0.15%	0.0%	0.12%	0.06%	0.13%	0.06%	0.0%	0.18%	0.13%	0.0%	0.06%	0.0%	0.07%	0.16%	0.22%	0.0%	0.0%	0.0%	0.0%	0.07%	0.30%	0.0%	0.0%	0.07%	0.0%	0.21%	0.14%	0.06%	0.07%	0.0%	0.07%	0.06%	0.19%	0.15%	0.08%	0.33%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1074	15	25	15	26	30	30	16	25	28	28	21	14	29	25	27	17	27	13	25	16	33	20	25	26	17	26	21	21	24	19	27	24	21	31	13	22	20	19	22	31	16	17	26	27	24	24	18	3	5					
		1.62%	0.96%	1.65%	0.89%	1.62%	2.06%	2.27%	1.12%	1.90%	1.88%	1.99%	1.52%	1.32%	2.25%	2.17%	1.71%	1.03%	1.76%	0.83%	1.64%	0.99%	2.28%	1.33%	1.74%	1.92%	1.20%	2.12%	1.59%	1.85%	2.05%	1.40%	1.88%	1.85%	1.62%	2.22%	1.02%	1.69%	1.55%	1.36%	1.64%	1.99%	1.17%	1.50%	1.87%	1.69%	1.55%	1.80%	1.48%	0.99%	2.24%					
30	"13. ""Демократическая партия России"""	120	3	2	3	3	4	4	3	3	3	1	0	2	1	0	1	3	0	2	4	2	5	1	1	3	3	2	3	2	4	3	3	0	2	4	5	0	3	3	0	5	3	1	1	1	8	2	6	1	1					
		0.18%	0.19%	0.13%	0.17%	0.18%	0.27%	0.30%	0.21%	0.22%	0.20%	0.07%	0.0%	0.18%	0.07%	0.0%	0.06%	0.18%	0.0%	0.12%	0.26%	0.12%	0.34%	0.06%	0.06%	0.22%	0.21%	0.16%	0.22%	0.17%	0.34%	0.22%	0.20%	0.0%	0.15%	0.28%	0.39%	0.0%	0.23%	0.21%	0.0%	0.32%	0.22%	0.08%	0.07%	0.06%	0.51%	0.15%	0.49%	0.33%	0.44%					
31	"14. ""Великая Россия - Евразийский Союз"""	117	5	2	3	1	3	1	3	4	2	2	4	0	2	1	1	3	5	1	4	4	4	2	1	3	0	2	3	2	2	1	3	3	3	1	0	0	3	7	1	3	2	1	2	1	6	4	3	3	0					
		0.17%	0.32%	0.13%	0.17%	0.06%	0.20%	0.07%	0.21%	0.30%	0.13%	0.14%	0.29%	0.0%	0.15%	0.08%	0.06%	0.18%	0.32%	0.06%	0.26%	0.24%	0.27%	0.13%	0.06%	0.22%	0.0%	0.16%	0.22%	0.17%	0.17%	0.07%	0.20%	0.23%	0.23%	0.07%	0.0%	0.0%	0.23%	0.50%	0.07%	0.19%	0.14%	0.08%	0.14%	0.06%	0.38%	0.30%	0.24%	0.99%	0.0%					
32	"15. ""Партия СЛОН"""	109	1	1	1	5	1	2	4	1	5	2	2	2	0	0	1	0	0	1	5	2	5	1	4	0	2	2	1	3	2	4	1	6	0	3	5	0	3	5	2	2	3	1	3	3	2	6	4	0	0					
		0.16%	0.06%	0.06%	0.05%	0.31%	0.06%	0.15%	0.28%	0.07%	0.33%	0.14%	0.14%	0.18%	0.0%	0.0%	0.06%	0.0%	0.0%	0.06%	0.32%	0.12%	0.34%	0.06%	0.27%	0.0%	0.14%	0.16%	0.07%	0.26%	0.17%	0.29%	0.06%	0.46%	0.0%	0.21%	0.39%	0.0%	0.23%	0.36%	0.14%	0.12%	0.22%	0.08%	0.21%	0.18%	0.12%	0.45%	0.33%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	10249	192	254	229	273	231	195	215	228	188	232	212	180	218	184	230	262	256	210	225	254	246	276	251	210	231	200	186	172	145	214	225	177	177	208	217	191	203	202	250	276	207	200	211	229	241	213	172	26	25					
		15.53%	12.34%	16.83%	13.70%	17.05%	15.93%	14.77%	15.09%	17.37%	12.62%	16.53%	15.40%	16.99%	16.92%	15.97%	14.58%	15.96%	16.75%	13.56%	14.78%	15.77%	17.05%	18.42%	17.50%	15.50%	16.41%	16.33%	14.11%	15.18%	12.42%	15.80%	15.67%	13.67%	13.66%	14.91%	17.12%	14.73%	15.76%	14.55%	18.69%	17.77%	15.26%	17.76%	15.25%	14.34%	15.63%	16.06%	14.21%	8.58%	11.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	103	6	5	1	0	2	4	3	0	2	5	1	1	3	2	0	0	4	4	2	1	3	0	2	3	1	2	1	1	1	4	2	5	0	0	2	1	3	2	4	2	2	0	0	4	4	1	3	3	1					
		0.15%	0.38%	0.33%	0.05%	0.0%	0.13%	0.30%	0.21%	0.0%	0.13%	0.35%	0.07%	0.09%	0.23%	0.17%	0.0%	0.0%	0.26%	0.25%	0.13%	0.06%	0.20%	0.0%	0.13%	0.22%	0.07%	0.16%	0.07%	0.08%	0.08%	0.29%	0.13%	0.38%	0.0%	0.0%	0.15%	0.07%	0.23%	0.14%	0.29%	0.12%	0.14%	0.0%	0.0%	0.25%	0.25%	0.07%	0.24%	0.99%	0.44%					
35	"18. ""ЛДПР"""	6392	162	119	158	146	136	146	133	118	161	140	147	119	122	91	144	170	109	179	155	138	108	151	109	119	139	100	145	128	107	109	148	163	155	139	121	124	158	124	124	155	137	120	115	165	140	131	94	42	29					
		9.68%	10.41%	7.88%	9.45%	9.11%	9.37%	11.06%	9.33%	8.99%	10.81%	9.97%	10.68%	11.23%	9.47%	7.89%	9.13%	10.35%	7.13%	11.56%	10.18%	8.57%	7.48%	10.08%	7.60%	8.78%	9.87%	8.16%	11.00%	11.29%	9.16%	8.05%	10.31%	12.59%	11.96%	9.96%	9.55%	9.56%	12.26%	8.93%	9.27%	9.98%	10.10%	10.65%	8.31%	10.33%	9.08%	9.87%	7.76%	13.86%	13.00%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	892	22	30	19	19	18	14	13	23	25	16	37	10	20	11	29	22	23	15	21	23	9	18	25	24	18	15	21	24	24	16	24	16	14	14	10	19	19	12	18	11	21	28	16	16	11	11	18	5	5					
		1.35%	1.41%	1.98%	1.13%	1.18%	1.24%	1.06%	0.91%	1.75%	1.67%	1.14%	2.68%	0.94%	1.55%	0.95%	1.83%	1.34%	1.50%	0.96%	1.37%	1.42%	0.62%	1.20%	1.74%	1.77%	1.27%	1.22%	1.59%	2.11%	2.05%	1.18%	1.67%	1.23%	1.08%	1.00%	0.78%	1.46%	1.47%	0.86%	1.34%	0.70%	1.54%	2.48%	1.15%	1.00%	0.71%	0.82%	1.48%	1.65%	2.24%					
37	"20. ""Политическая партия ""Единая Россия"""	21751	659	487	565	520	461	468	483	418	497	485	378	344	444	363	505	551	525	525	517	552	451	475	481	460	467	410	479	413	407	503	467	424	403	427	389	441	401	472	398	474	374	344	425	529	538	429	371	86	66					
		32.96%	42.37%	32.27%	33.81%	32.47%	31.79%	35.45%	33.91%	31.85%	33.37%	34.56%	27.47%	32.48%	34.47%	31.51%	32.02%	33.57%	34.35%	33.91%	33.96%	34.28%	31.27%	31.70%	33.54%	33.97%	33.19%	33.49%	36.34%	36.45%	34.87%	37.14%	32.54%	32.76%	31.11%	30.60%	30.70%	34.02%	31.13%	34.00%	29.76%	30.52%	27.58%	30.55%	30.73%	33.14%	34.91%	32.35%	30.66%	28.38%	29.59%					
38	"21. ""Российская Конституционно-демократическая партия"""	114	5	0	2	0	1	2	5	3	3	2	0	1	3	4	2	4	0	4	0	1	3	2	2	1	5	2	1	4	1	1	2	3	0	21	2	2	1	3	1	1	5	1	3	0	1	3	1	0	0					
		0.17%	0.32%	0.0%	0.11%	0.0%	0.06%	0.15%	0.35%	0.22%	0.20%	0.14%	0.0%	0.09%	0.23%	0.34%	0.12%	0.24%	0.0%	0.25%	0.0%	0.06%	0.20%	0.13%	0.13%	0.07%	0.35%	0.16%	0.07%	0.35%	0.08%	0.07%	0.13%	0.23%	0.0%	1.50%	0.15%	0.15%	0.07%	0.21%	0.07%	0.06%	0.36%	0.08%	0.21%	0.0%	0.06%	0.22%	0.08%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	211	5	6	7	3	4	2	5	4	4	3	3	6	2	4	1	9	6	4	4	8	3	6	4	5	2	1	5	0	4	2	6	8	3	3	5	1	4	6	3	10	4	7	5	5	2	4	8	3	2					
		0.31%	0.32%	0.39%	0.41%	0.18%	0.27%	0.15%	0.35%	0.30%	0.26%	0.21%	0.21%	0.56%	0.15%	0.34%	0.06%	0.54%	0.39%	0.25%	0.26%	0.49%	0.20%	0.40%	0.27%	0.36%	0.14%	0.08%	0.37%	0.0%	0.34%	0.14%	0.41%	0.61%	0.23%	0.21%	0.39%	0.07%	0.31%	0.43%	0.22%	0.64%	0.29%	0.62%	0.36%	0.31%	0.12%	0.30%	0.66%	0.99%	0.89%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5900	110	147	84	121	139	85	116	96	104	124	162	69	145	122	174	124	121	146	128	161	133	139	154	129	109	134	104	69	122	113	129	90	108	139	133	114	129	122	146	164	145	112	141	127	111	116	140	28	22					
		8.94%	7.07%	9.74%	5.02%	7.55%	9.58%	6.43%	8.14%	7.31%	6.98%	8.83%	11.77%	6.51%	11.25%	10.59%	11.03%	7.55%	7.91%	9.43%	8.40%	10.0%	9.22%	9.27%	10.73%	9.52%	7.74%	10.94%	7.89%	6.09%	10.45%	8.34%	8.98%	6.95%	8.33%	9.96%	10.49%	8.79%	10.01%	8.78%	10.91%	10.56%	10.69%	9.94%	10.19%	7.95%	7.20%	8.74%	11.57%	9.24%	9.86%					
																																																								
41	Против всех	3452	54	84	118	87	82	52	71	55	87	81	57	55	52	48	85	88	77	79	104	101	79	62	69	47	79	43	58	44	61	52	69	72	76	97	64	69	64	53	62	75	88	56	85	108	99	83	62	37	22					
		5.23%	3.47%	5.56%	7.06%	5.43%	5.65%	3.93%	4.98%	4.19%	5.84%	5.77%	4.14%	5.19%	4.03%	4.16%	5.38%	5.36%	5.03%	5.10%	6.83%	6.27%	5.47%	4.13%	4.81%	3.47%	5.61%	3.51%	4.40%	3.88%	5.22%	3.84%	4.80%	5.56%	5.86%	6.95%	5.05%	5.32%	4.96%	3.81%	4.63%	4.82%	6.48%	4.97%	6.14%	6.76%	6.42%	6.25%	5.12%	12.21%	9.86%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
