Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Шатурская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065					
11	Число полученных открепительных  удостоверений	1185	25	20	35	35	40	30	35	35	35	25	20	25	10	10	25	25	10	10	20	25	25	25	25	10	25	20	10	40	60	10	10	10	35	10	10	35	10	10	10	10	10	10	20	10	100	80	20	10	10	10	10					
12	Число выданных открепительных удостоверений	679	17	14	19	11	12	10	13	17	13	5	7	16	6	2	17	20	0	0	9	21	25	22	11	5	8	8	10	40	51	7	4	1	24	2	6	13	3	2	2	7	0	2	9	2	72	63	20	1	10	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	475	4	8	13	6	10	3	7	5	12	1	7	8	5	3	4	5	4	1	6	4	8	16	16	4	6	14	4	5	142	3	8	3	12	14	12	4	4	2	23	5	3	3	3	2	3	3	8	2	0	2	25					
14	Число неиспользованных открепительных удостоверений	506	8	6	16	24	28	20	22	18	22	20	13	9	4	8	8	5	10	10	11	4	0	3	14	5	17	12	0	0	9	3	6	9	11	8	4	22	7	8	8	3	10	8	11	8	28	17	0	9	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	. Глазьев Сергей Юрьевич	1034	26	24	50	40	36	42	59	43	29	45	35	27	11	7	23	27	3	3	23	25	19	40	16	8	33	22	15	7	41	2	10	7	50	1	21	26	4	5	2	0	5	4	24	3	21	21	27	1	1	8	12					
		3.24%	2.79%	3.09%	4.48%	3.35%	2.74%	3.47%	4.54%	3.65%	2.23%	4.54%	4.71%	3.34%	2.80%	2.11%	2.42%	2.92%	3.30%	1.90%	3.17%	3.04%	2.03%	4.09%	1.66%	2.77%	3.74%	4.01%	3.16%	1.58%	5.30%	1.08%	6.13%	2.89%	3.79%	0.66%	5.57%	1.80%	2.04%	2.98%	1.43%	0.00%	5.43%	1.63%	3.25%	0.96%	4.29%	5.16%	3.99%	0.72%	0.89%	2.71%	3.73%					
19	. Малышкин Олег Александрович	479	10	13	12	10	18	15	13	18	22	12	4	18	8	5	12	9	3	0	14	12	10	24	10	6	11	6	8	9	11	5	2	4	15	1	4	30	3	0	1	3	1	1	21	1	17	4	19	0	1	16	7					
		1.50%	1.07%	1.67%	1.08%	0.84%	1.37%	1.24%	1.00%	1.53%	1.69%	1.21%	0.54%	2.22%	2.04%	1.51%	1.26%	0.97%	3.30%	0.00%	1.93%	1.46%	1.07%	2.45%	1.04%	2.08%	1.25%	1.09%	1.68%	2.03%	1.42%	2.70%	1.23%	1.65%	1.14%	0.66%	1.06%	2.08%	1.53%	0.00%	0.71%	2.03%	1.09%	0.41%	2.85%	0.32%	3.48%	0.98%	2.81%	0.00%	0.89%	5.42%	2.17%					
20	. Миронов Сергей Михайлович	177	6	2	2	3	3	9	7	10	5	4	3	9	0	2	9	6	4	1	7	6	1	4	2	3	6	2	2	2	7	0	0	0	15	0	2	5	0	4	0	0	1	0	4	5	6	1	2	1	1	2	1					
		0.55%	0.64%	0.26%	0.18%	0.25%	0.23%	0.74%	0.54%	0.85%	0.38%	0.40%	0.40%	1.11%	0.00%	0.60%	0.95%	0.65%	4.40%	0.63%	0.96%	0.73%	0.11%	0.41%	0.21%	1.04%	0.68%	0.36%	0.42%	0.45%	0.90%	0.00%	0.00%	0.00%	1.14%	0.00%	0.53%	0.35%	0.00%	2.38%	0.00%	0.00%	1.09%	0.00%	0.54%	1.60%	1.23%	0.25%	0.30%	0.72%	0.89%	0.68%	0.31%					
21	. Путин Владимир Владимирович	25081	739	590	866	932	1036	980	989	930	1088	777	595	614	297	280	786	703	66	128	550	622	672	764	776	238	707	430	397	400	583	152	121	149	1002	116	297	1179	156	140	120	113	77	195	572	273	364	324	499	107	95	222	273					
		78.58%	79.21%	75.93%	77.60%	78.06%	78.84%	80.99%	76.08%	78.88%	83.56%	78.33%	80.08%	75.90%	75.57%	84.34%	82.65%	76.00%	72.53%	81.01%	75.76%	75.67%	71.95%	78.04%	80.50%	82.35%	80.16%	78.47%	83.58%	90.29%	75.32%	82.16%	74.23%	61.57%	75.91%	76.32%	78.78%	81.65%	79.59%	83.33%	85.71%	76.35%	83.70%	79.27%	77.51%	87.50%	74.44%	79.61%	73.82%	77.54%	84.82%	75.25%	84.78%					
22	. Хакамада Ирина Муцуовна	627	19	16	24	27	42	22	41	19	22	22	50	22	7	8	16	12	2	2	21	21	14	17	5	1	15	13	3	3	24	2	1	1	20	3	7	16	3	3	1	2	1	3	15	3	13	5	10	0	1	2	5					
		1.96%	2.04%	2.06%	2.15%	2.26%	3.20%	1.82%	3.15%	1.61%	1.69%	2.22%	6.73%	2.72%	1.78%	2.41%	1.68%	1.30%	2.20%	1.27%	2.89%	2.55%	1.50%	1.74%	0.52%	0.35%	1.70%	2.37%	0.63%	0.68%	3.10%	1.08%	0.61%	0.41%	1.52%	1.97%	1.86%	1.11%	1.53%	1.79%	0.71%	1.35%	1.09%	1.22%	2.03%	0.96%	2.66%	1.23%	1.48%	0.00%	0.89%	0.68%	1.55%					
23	. Харитонов Николай Михайлович	3348	82	102	119	133	114	108	134	114	79	90	31	90	58	21	74	116	8	16	84	99	185	97	118	31	83	53	32	14	79	19	24	79	171	27	36	133	27	14	16	28	7	31	78	23	53	40	89	25	11	37	16					
		10.49%	8.79%	13.13%	10.66%	11.14%	8.68%	8.93%	10.31%	9.67%	6.07%	9.07%	4.17%	11.12%	14.76%	6.33%	7.78%	12.54%	8.79%	10.13%	11.57%	12.04%	19.81%	9.91%	12.24%	10.73%	9.41%	9.67%	6.74%	3.16%	10.21%	10.27%	14.72%	32.64%	12.95%	17.76%	9.55%	9.21%	13.78%	8.33%	11.43%	18.92%	7.61%	12.60%	10.57%	7.37%	10.84%	9.83%	13.17%	18.12%	9.82%	12.54%	4.97%					
																																																										
24	Против всех	920	49	25	37	36	55	28	49	35	53	37	20	25	12	7	27	32	5	3	17	28	24	25	31	2	18	15	13	3	26	4	5	1	27	3	6	39	3	2	0	0	0	7	22	2	8	9	28	3	1	5	8					
		2.88%	5.25%	3.22%	3.32%	3.02%	4.19%	2.31%	3.77%	2.97%	4.07%	3.73%	2.69%	3.09%	3.05%	2.11%	2.84%	3.46%	5.49%	1.90%	2.34%	3.41%	2.57%	2.55%	3.22%	0.69%	2.04%	2.74%	2.74%	0.68%	3.36%	2.16%	3.07%	0.41%	2.05%	1.97%	1.59%	2.70%	1.53%	1.19%	0.00%	0.00%	0.00%	2.85%	2.98%	0.64%	1.64%	2.21%	4.14%	2.17%	0.89%	1.69%	2.48%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
