Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Нуримановская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	1	1	2	0	1	0	0	0	0	0	0	0	0	2	3	1	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4									
		0.16%	0.00%	1.04%	0.88%	0.76%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.48%	0.15%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3099	25	21	9	71	24	14	92	330	42	27	17	37	37	34	138	201	190	149	56	25	10	146	56	6	24	21	31	195	206	49	54	322	264	176									
		23.60%	9.06%	21.88%	7.96%	26.99%	13.64%	9.15%	16.61%	30.58%	9.27%	9.82%	8.67%	11.49%	11.56%	18.18%	28.75%	32.11%	28.57%	25.73%	21.37%	7.55%	8.93%	26.69%	19.05%	4.76%	12.50%	10.19%	20.81%	35.39%	37.52%	25.26%	32.34%	35.31%	25.83%	25.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1									
		0.11%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.15%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.36%	0.00%	0.00%	0.00%	0.20%	0.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	1	0	0	0	0	0	0	0	7	0	0	2	1	2	4	5	3	1	0	4	1	4	3	0	0	4	1	3	1	0	0	0	7	3									
		0.43%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.62%	0.31%	1.07%	0.83%	0.80%	0.45%	0.17%	0.00%	1.21%	0.89%	0.73%	1.02%	0.00%	0.00%	1.94%	0.67%	0.54%	0.18%	0.00%	0.00%	0.00%	0.68%	0.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	4	0									
		0.14%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.36%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.32%	0.45%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.39%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	0	0	0	0	1	5	0	7	0	0	2	0	0	1	1	3	9	2	0	0	0	0	1	0	1	0	1	1	0	1	0	0	5	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.57%	3.27%	0.00%	0.65%	0.00%	0.00%	1.02%	0.00%	0.00%	0.53%	0.21%	0.48%	1.35%	0.35%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.52%	0.00%	0.67%	0.18%	0.00%	0.52%	0.00%	0.00%	0.49%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1242	15	2	2	7	13	65	13	39	77	43	24	42	41	14	47	53	87	98	32	13	6	39	50	7	11	17	9	33	44	10	17	97	113	62									
		9.46%	5.43%	2.08%	1.77%	2.66%	7.39%	42.48%	2.35%	3.61%	16.99%	15.64%	12.24%	13.04%	12.81%	7.49%	9.79%	8.47%	13.08%	16.93%	12.21%	3.93%	5.36%	7.13%	17.01%	5.56%	5.73%	8.25%	6.04%	5.99%	8.01%	5.15%	10.18%	10.64%	11.06%	8.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	0	0	0	0	0	1	2	1	0	4	0	2	2	0	3	2	3	0	0	3	1	6	5	0	0	4	0	1	1	0	0	0	4	4									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.36%	0.09%	0.00%	1.45%	0.00%	0.62%	0.63%	0.00%	0.63%	0.32%	0.45%	0.00%	0.00%	0.91%	0.89%	1.10%	1.70%	0.00%	0.00%	1.94%	0.00%	0.18%	0.18%	0.00%	0.00%	0.00%	0.39%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	308	2	1	0	1	1	0	2	11	4	27	16	27	29	0	6	9	10	4	0	12	4	40	19	0	10	21	1	11	6	2	6	12	10	4									
		2.35%	0.72%	1.04%	0.00%	0.38%	0.57%	0.00%	0.36%	1.02%	0.88%	9.82%	8.16%	8.39%	9.06%	0.00%	1.25%	1.44%	1.50%	0.69%	0.00%	3.63%	3.57%	7.31%	6.46%	0.00%	5.21%	10.19%	0.67%	1.99%	1.09%	1.03%	3.59%	1.32%	0.98%	0.57%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
