Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Нижнеингашская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	391	8	40	12	8	5	3	3	20	15	20	15	5	12	7	15	5	10	5	5	5	3	10	5	3	15	5	15	5	8	3	7	3	5	8	7	3	3	3	10	3	3	3	10	20	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	353	8	40	12	8	5	3	3	20	15	20	15	5	12	7	15	5	10	5	4	5	3	10	5	3	15	5	15	0	8	3	0	0	0	8	7	3	0	2	9	2	0	1	4	20	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	157	5	16	14	6	4	5	0	8	6	2	1	3	2	1	8	6	2	3	2	3	1	2	0	1	5	2	3	0	0	0	4	1	2	1	1	5	1	1	2	3	2	2	6	8	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	7	3	5	0	0	0	3	1	1	1	3	2	6	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	412	2	50	25	3	8	3	1	24	24	10	12	2	15	7	8	8	6	1	1	6	0	18	15	2	13	1	26	3	7	2	4	1	0	11	23	0	13	0	18	2	1	4	3	19	3	7					
		2.82%	0.99%	3.48%	3.46%	1.12%	1.83%	2.75%	0.86%	2.02%	1.91%	1.57%	2.08%	1.55%	2.91%	2.02%	2.26%	2.43%	2.28%	0.98%	1.10%	3.16%	0.00%	4.65%	6.47%	2.38%	1.94%	0.76%	5.69%	2.22%	3.70%	1.54%	2.63%	2.17%	0.00%	3.82%	8.01%	0.00%	16.67%	0.00%	8.22%	6.45%	1.56%	4.60%	0.89%	2.98%	4.92%	2.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	67	0	15	5	3	4	0	0	5	4	3	1	2	2	2	0	2	1	2	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	3	0	0	1	2	2	0	1					
		0.46%	0.00%	1.04%	0.69%	1.12%	0.92%	0.00%	0.00%	0.42%	0.32%	0.47%	0.17%	1.55%	0.39%	0.58%	0.00%	0.61%	0.38%	1.96%	0.00%	0.53%	0.00%	0.26%	0.00%	0.00%	0.15%	0.00%	0.22%	0.00%	0.53%	0.00%	0.00%	0.00%	1.06%	0.00%	0.35%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	1.15%	0.60%	0.31%	0.00%	0.31%					
20	3.Политическая партия «Демократическая партия России»	19	0	1	1	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0					
		0.13%	0.00%	0.07%	0.14%	0.00%	0.46%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.45%	0.00%	0.22%	0.74%	0.53%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.02%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1687	19	173	113	11	12	9	9	106	110	87	60	8	79	64	39	31	22	9	5	40	8	41	25	10	80	8	33	12	45	28	9	4	6	23	37	11	6	4	54	6	12	17	81	72	21	28					
		11.55%	9.36%	12.05%	15.63%	4.10%	2.75%	8.26%	7.76%	8.93%	8.75%	13.70%	10.38%	6.20%	15.31%	18.44%	11.02%	9.42%	8.37%	8.82%	5.49%	21.05%	12.70%	10.59%	10.78%	11.90%	11.96%	6.11%	7.22%	8.89%	23.81%	21.54%	5.92%	8.70%	6.38%	7.99%	12.89%	11.22%	7.69%	6.15%	24.66%	19.35%	18.75%	19.54%	24.11%	11.29%	34.43%	8.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	72	4	14	4	3	1	1	0	2	4	3	1	0	9	7	2	0	0	0	0	0	0	0	1	0	3	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2					
		0.49%	1.97%	0.97%	0.55%	1.12%	0.23%	0.92%	0.00%	0.17%	0.32%	0.47%	0.17%	0.00%	1.74%	2.02%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.45%	0.76%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	3.28%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	31	0	6	0	0	1	2	0	0	1	2	3	0	2	1	1	1	0	0	1	0	0	3	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0					
		0.21%	0.00%	0.42%	0.00%	0.00%	0.23%	1.83%	0.00%	0.00%	0.08%	0.31%	0.52%	0.00%	0.39%	0.29%	0.28%	0.30%	0.00%	0.00%	1.10%	0.00%	0.00%	0.78%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.77%	0.66%	0.00%	1.06%	0.35%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1544	16	193	83	34	71	18	9	103	137	47	49	6	52	33	48	24	15	15	6	20	2	40	15	8	57	20	78	14	15	16	10	0	11	33	45	3	8	4	11	4	6	6	30	109	5	15					
		10.57%	7.88%	13.44%	11.48%	12.69%	16.25%	16.51%	7.76%	8.68%	10.90%	7.40%	8.48%	4.65%	10.08%	9.51%	13.56%	7.29%	5.70%	14.71%	6.59%	10.53%	3.17%	10.34%	6.47%	9.52%	8.52%	15.27%	17.07%	10.37%	7.94%	12.31%	6.58%	0.00%	11.70%	11.46%	15.68%	3.06%	10.26%	6.15%	5.02%	12.90%	9.38%	6.90%	8.93%	17.08%	8.20%	4.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	782	18	103	40	11	11	9	8	61	74	29	36	2	49	18	20	24	7	10	2	2	1	13	10	6	58	7	30	6	7	0	11	0	3	11	8	1	0	1	3	2	1	4	22	31	5	7					
		5.35%	8.87%	7.17%	5.53%	4.10%	2.52%	8.26%	6.90%	5.14%	5.89%	4.57%	6.23%	1.55%	9.50%	5.19%	5.65%	7.29%	2.66%	9.80%	2.20%	1.05%	1.59%	3.36%	4.31%	7.14%	8.67%	5.34%	6.56%	4.44%	3.70%	0.00%	7.24%	0.00%	3.19%	3.82%	2.79%	1.02%	0.00%	1.54%	1.37%	6.45%	1.56%	4.60%	6.55%	4.86%	8.20%	2.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	0	8	2	0	5	0	0	9	2	4	3	0	4	1	4	3	3	2	0	0	2	4	1	0	1	0	2	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	2	0	5					
		0.51%	0.00%	0.56%	0.28%	0.00%	1.14%	0.00%	0.00%	0.76%	0.16%	0.63%	0.52%	0.00%	0.78%	0.29%	1.13%	0.91%	1.14%	1.96%	0.00%	0.00%	3.17%	1.03%	0.43%	0.00%	0.15%	0.00%	0.44%	0.74%	0.53%	0.77%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	1.56%	1.15%	0.30%	0.31%	0.00%	1.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9726	142	851	437	193	319	65	89	861	879	447	406	108	298	209	228	235	209	62	74	120	48	255	162	55	449	94	269	94	108	80	115	39	71	205	166	81	49	55	127	17	43	53	194	392	22	251					
		66.58%	69.95%	59.26%	60.44%	72.01%	72.99%	59.63%	76.72%	72.54%	69.93%	70.39%	70.24%	83.72%	57.75%	60.23%	64.41%	71.43%	79.47%	60.78%	81.32%	63.16%	76.19%	65.89%	69.83%	65.48%	67.12%	71.76%	58.86%	69.63%	57.14%	61.54%	75.66%	84.78%	75.53%	71.18%	57.84%	82.65%	62.82%	84.62%	57.99%	54.84%	67.19%	60.92%	57.74%	61.44%	36.07%	78.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	58	1	8	5	3	1	0	0	7	7	2	1	1	2	0	1	0	0	1	1	0	1	0	2	0	0	0	3	2	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0					
		0.40%	0.49%	0.56%	0.69%	1.12%	0.23%	0.00%	0.00%	0.59%	0.56%	0.31%	0.17%	0.78%	0.39%	0.00%	0.28%	0.00%	0.00%	0.98%	1.10%	0.00%	1.59%	0.00%	0.86%	0.00%	0.00%	0.00%	0.66%	1.48%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.47%	0.00%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
