Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Заветинская районная																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №2437	УИК №2438	УИК №2439					
		1.85%	0.12%	0.48%	2.14%	2.18%	3.75%	1.40%	4.76%	2.27%	1.42%	8.74%	4.31%	1.79%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	0	0	0	0	2	0	4	0	0	1	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.79%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	809	151	140	50	54	23	44	103	58	61	78	21	10	16					
		9.30%	6.25%	8.46%	10.71%	7.35%	3.59%	8.82%	20.44%	10.12%	14.42%	15.85%	18.10%	8.93%	24.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	2	0	1	3	0	0	1	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.27%	0.00%	0.20%	0.60%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	1	0	1	0	0	1	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.20%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	204	7	37	8	16	9	7	31	13	22	39	7	2	6					
		2.35%	0.29%	2.24%	1.71%	2.18%	1.41%	1.40%	6.15%	2.27%	5.20%	7.93%	6.03%	1.79%	9.09%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	227	15	27	10	53	17	21	37	9	14	22	0	1	1					
		2.61%	0.62%	1.63%	2.14%	7.21%	2.66%	4.21%	7.34%	1.57%	3.31%	4.47%	0.00%	0.89%	1.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	18	0	0	0	0	2	0	4	4	4	4	0	0	0					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.79%	0.70%	0.95%	0.81%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7172	2226	1439	389	579	552	416	283	465	310	291	82	97	43					
		82.47%	92.14%	87.00%	83.30%	78.78%	86.25%	83.37%	56.15%	81.15%	73.29%	59.15%	70.69%	86.61%	65.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	45	2	0	0	4	8	2	11	10	1	6	1	0	0					
		0.52%	0.08%	0.00%	0.00%	0.54%	1.25%	0.40%	2.18%	1.75%	0.24%	1.22%	0.86%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
