Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Электростальская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358					
		7.31%	6.69%	8.72%	8.36%	9.48%	5.45%	6.30%	8.51%	8.93%	8.96%	4.53%	8.36%	7.49%	5.81%	6.32%	5.84%	7.78%	8.22%	6.78%	7.99%	6.91%	7.85%	7.05%	8.03%	6.64%	7.97%	8.90%	7.31%	5.71%	5.36%	6.44%	5.93%	7.19%	8.21%	6.12%	7.80%	6.42%	8.52%	6.99%	5.95%	8.90%	8.07%	5.66%	6.78%	9.07%	7.59%	7.19%	5.63%	9.62%	7.83%	7.17%	5.20%	3.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15733	408	251	309	258	255	257	330	248	239	288	315	268	267	318	397	376	338	346	361	318	272	313	329	346	294	287	300	267	359	325	327	286	334	294	274	227	309	306	371	288	277	383	319	353	394	342	274	278	296	284	223	55					
		26.80%	30.00%	21.45%	21.88%	21.85%	26.21%	26.97%	26.25%	24.08%	22.29%	26.11%	28.61%	26.07%	28.71%	29.15%	28.98%	29.86%	24.58%	27.93%	30.70%	24.98%	26.69%	27.60%	26.40%	29.47%	25.45%	26.60%	29.62%	28.74%	32.64%	29.47%	28.51%	26.05%	30.14%	25.72%	24.55%	22.43%	29.57%	31.45%	29.05%	24.64%	23.28%	31.89%	24.58%	23.19%	25.99%	22.56%	28.54%	23.24%	24.40%	28.29%	44.60%	28.21%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	498	9	9	12	16	10	10	12	12	11	15	6	10	6	5	11	15	14	7	5	7	7	7	7	8	9	6	16	4	5	12	15	9	7	10	6	5	8	11	9	12	11	23	7	13	19	12	10	14	3	7	2	2					
		0.85%	0.66%	0.77%	0.85%	1.35%	1.03%	1.05%	0.95%	1.17%	1.03%	1.36%	0.54%	0.97%	0.65%	0.46%	0.80%	1.19%	1.02%	0.56%	0.43%	0.55%	0.69%	0.62%	0.56%	0.68%	0.78%	0.56%	1.58%	0.43%	0.45%	1.09%	1.31%	0.82%	0.63%	0.87%	0.54%	0.49%	0.77%	1.13%	0.70%	1.03%	0.92%	1.92%	0.54%	0.85%	1.25%	0.79%	1.04%	1.17%	0.25%	0.70%	0.40%	1.03%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
