Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Электростальская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3283	УИК №3284	УИК №3285	УИК №3286	УИК №3287	УИК №3288	УИК №3289	УИК №3290	УИК №3291	УИК №3292	УИК №3293	УИК №3294	УИК №3295	УИК №3296	УИК №3297	УИК №3298	УИК №3299	УИК №3300	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2830	350	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	80	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1434	130	31	24	29	23	18	25	18	32	27	30	29	15	28	26	28	25	27	21	23	16	26	31	26	32	21	26	13	23	32	34	28	25	28	27	25	27	18	39	24	34	26	28	36	28	45	19	22	38	28	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	991	36	9	14	16	20	24	14	48	14	21	21	12	11	21	14	13	15	17	13	36	13	22	19	7	15	16	18	70	24	32	10	29	20	28	9	6	8	12	8	16	19	17	15	15	15	30	7	12	20	17	28	25					
14	Число погашенных неиспользованных открепительных удостоверений	1396	220	19	26	21	27	32	25	32	18	23	20	21	35	22	24	22	25	23	29	27	34	24	19	24	18	29	24	37	27	18	16	22	25	22	23	25	23	32	11	26	16	24	22	14	22	35	31	28	12	22	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	208	4	1	5	1	6	4	2	1	3	5	5	2	4	4	2	3	4	8	3	4	0	7	4	5	7	8	2	3	8	6	7	1	1	7	3	6	5	1	9	4	4	3	2	5	9	6	1	3	7	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	2154	39	49	43	44	40	48	53	27	55	57	46	60	48	48	55	41	59	40	2	42	33	44	53	55	66	47	41	37	4	40	62	3	27	50	45	33	27	34	51	38	45	44	73	64	51	40	51	1	34	51	3	11					
		2.96%	2.60%	3.54%	2.89%	3.15%	3.47%	4.23%	3.69%	2.20%	4.29%	3.92%	3.45%	4.30%	3.86%	3.58%	4.18%	2.98%	4.18%	2.95%	0.08%	2.88%	2.52%	3.32%	3.71%	4.29%	4.61%	3.87%	3.26%	2.84%	0.18%	2.85%	4.25%	0.12%	1.96%	3.43%	3.36%	2.68%	2.46%	2.74%	3.54%	3.03%	3.11%	3.06%	4.67%	3.93%	3.09%	2.43%	4.29%	0.04%	2.87%	4.38%	0.62%	3.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1136	26	23	42	38	23	14	25	21	23	22	14	33	11	17	17	35	18	18	1	27	14	23	21	13	20	19	17	10	2	20	31	1	25	32	35	23	23	17	26	31	37	20	27	35	49	47	17	3	19	26	1	4					
		1.56%	1.73%	1.66%	2.82%	2.72%	1.99%	1.23%	1.74%	1.71%	1.80%	1.51%	1.05%	2.37%	0.88%	1.27%	1.29%	2.55%	1.28%	1.33%	0.04%	1.85%	1.07%	1.73%	1.47%	1.01%	1.40%	1.57%	1.35%	0.77%	0.09%	1.42%	2.12%	0.04%	1.82%	2.19%	2.61%	1.87%	2.09%	1.37%	1.80%	2.47%	2.55%	1.39%	1.73%	2.15%	2.97%	2.85%	1.43%	0.13%	1.60%	2.23%	0.21%	1.43%					
20	3.Политическая партия «Демократическая партия России»	114	5	1	1	2	4	1	2	3	4	2	1	5	2	1	2	1	0	3	1	2	5	2	1	3	4	2	2	0	1	2	1	1	5	1	0	3	1	1	2	2	3	2	6	3	5	4	2	0	3	3	0	1					
		0.16%	0.33%	0.07%	0.07%	0.14%	0.35%	0.09%	0.14%	0.24%	0.31%	0.14%	0.08%	0.36%	0.16%	0.07%	0.15%	0.07%	0.00%	0.22%	0.04%	0.14%	0.38%	0.15%	0.07%	0.23%	0.28%	0.16%	0.16%	0.00%	0.04%	0.14%	0.07%	0.04%	0.36%	0.07%	0.00%	0.24%	0.09%	0.08%	0.14%	0.16%	0.21%	0.14%	0.38%	0.18%	0.30%	0.24%	0.17%	0.00%	0.25%	0.26%	0.00%	0.36%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9877	206	261	201	181	198	183	232	193	200	226	201	216	231	228	224	187	207	172	78	218	203	201	253	247	174	217	174	176	81	209	197	75	179	218	229	173	156	181	220	204	233	181	244	215	222	220	212	76	187	181	30	66					
		13.57%	13.74%	18.87%	13.49%	12.97%	17.16%	16.11%	16.17%	15.76%	15.61%	15.54%	15.08%	15.49%	18.57%	17.03%	17.01%	13.61%	14.68%	12.68%	3.18%	14.93%	15.48%	15.16%	17.72%	19.28%	12.16%	17.89%	13.85%	13.52%	3.55%	14.89%	13.50%	2.93%	12.99%	14.94%	17.10%	14.03%	14.19%	14.57%	15.27%	16.24%	16.08%	12.60%	15.61%	13.19%	13.45%	13.34%	17.82%	3.34%	15.78%	15.54%	6.24%	23.66%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	809	17	22	19	26	20	11	28	20	14	23	15	25	10	20	14	18	13	15	0	18	25	15	22	16	14	19	25	11	14	11	21	0	21	23	21	17	20	8	10	10	21	10	18	18	22	14	10	0	13	8	1	3					
		1.11%	1.13%	1.59%	1.28%	1.86%	1.73%	0.97%	1.95%	1.63%	1.09%	1.58%	1.13%	1.79%	0.80%	1.49%	1.06%	1.31%	0.92%	1.11%	0.00%	1.23%	1.91%	1.13%	1.54%	1.25%	0.98%	1.57%	1.99%	0.84%	0.61%	0.78%	1.44%	0.00%	1.53%	1.58%	1.57%	1.38%	1.82%	0.64%	0.69%	0.80%	1.45%	0.70%	1.15%	1.10%	1.33%	0.85%	0.84%	0.00%	1.10%	0.69%	0.21%	1.08%					
23	6.Политическая партия «Партия социальной справедливости»	209	6	2	4	5	5	4	6	3	2	6	1	5	3	6	7	1	5	3	1	3	2	6	5	6	3	6	2	3	0	6	7	2	4	5	6	3	2	3	4	7	3	5	6	11	4	6	4	0	3	5	0	2					
		0.29%	0.40%	0.14%	0.27%	0.36%	0.43%	0.35%	0.42%	0.24%	0.16%	0.41%	0.08%	0.36%	0.24%	0.45%	0.53%	0.07%	0.35%	0.22%	0.04%	0.21%	0.15%	0.45%	0.35%	0.47%	0.21%	0.49%	0.16%	0.23%	0.00%	0.43%	0.48%	0.08%	0.29%	0.34%	0.45%	0.24%	0.18%	0.24%	0.28%	0.56%	0.21%	0.35%	0.38%	0.67%	0.24%	0.36%	0.34%	0.00%	0.25%	0.43%	0.00%	0.72%					
24	7.Политическая партия «Либерально-демократическая партия России»	5611	139	100	151	133	99	127	147	107	134	150	118	131	108	120	134	124	96	135	0	118	97	125	110	101	131	90	114	101	8	113	108	16	133	124	108	127	91	112	118	103	139	131	161	165	140	167	86	11	83	95	17	15					
		7.71%	9.27%	7.23%	10.13%	9.53%	8.58%	11.18%	10.24%	8.73%	10.46%	10.32%	8.85%	9.40%	8.68%	8.96%	10.17%	9.02%	6.81%	9.95%	0.00%	8.08%	7.40%	9.43%	7.70%	7.88%	9.15%	7.42%	9.08%	7.76%	0.35%	8.05%	7.40%	0.63%	9.66%	8.50%	8.07%	10.30%	8.28%	9.02%	8.19%	8.20%	9.59%	9.12%	10.30%	10.12%	8.48%	10.13%	7.23%	0.48%	7.00%	8.15%	3.53%	5.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5246	117	127	149	131	102	99	124	95	94	113	119	123	102	113	129	103	121	119	0	122	113	130	164	107	142	97	118	113	0	109	108	0	113	118	113	104	89	86	133	83	102	112	117	127	110	127	84	0	95	98	9	23					
		7.21%	7.81%	9.18%	10.00%	9.38%	8.84%	8.71%	8.64%	7.76%	7.34%	7.77%	8.93%	8.82%	8.20%	8.44%	9.79%	7.50%	8.58%	8.77%	0.00%	8.36%	8.62%	9.80%	11.48%	8.35%	9.92%	7.99%	9.39%	8.68%	0.00%	7.76%	7.40%	0.00%	8.21%	8.09%	8.44%	8.43%	8.10%	6.92%	9.23%	6.61%	7.04%	7.79%	7.49%	7.79%	6.66%	7.70%	7.06%	0.00%	8.02%	8.41%	1.87%	8.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	714	15	15	22	12	12	7	12	7	14	13	10	15	16	14	15	10	18	16	0	26	10	12	18	20	20	7	13	8	0	18	15	0	15	15	23	8	21	13	12	16	24	16	22	29	18	17	17	2	18	14	2	2					
		0.98%	1.00%	1.08%	1.48%	0.86%	1.04%	0.62%	0.84%	0.57%	1.09%	0.89%	0.75%	1.08%	1.29%	1.05%	1.14%	0.73%	1.28%	1.18%	0.00%	1.78%	0.76%	0.90%	1.26%	1.56%	1.40%	0.58%	1.04%	0.61%	0.00%	1.28%	1.03%	0.00%	1.09%	1.03%	1.72%	0.65%	1.91%	1.05%	0.83%	1.27%	1.66%	1.11%	1.41%	1.78%	1.09%	1.03%	1.43%	0.09%	1.52%	1.20%	0.42%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	43600	878	704	787	728	600	594	738	688	669	780	755	724	679	698	672	790	798	779	2217	828	738	705	717	665	792	658	716	805	2053	836	842	2333	787	808	702	685	617	726	800	703	772	858	829	882	965	945	656	2056	668	623	415	137					
		59.90%	58.57%	50.90%	52.82%	52.15%	51.99%	52.29%	51.43%	56.16%	52.22%	53.65%	56.64%	51.94%	54.58%	52.13%	51.03%	57.50%	56.60%	57.41%	90.49%	56.71%	56.29%	53.17%	50.21%	51.91%	55.35%	54.25%	57.01%	61.83%	89.93%	59.54%	57.71%	91.17%	57.15%	55.38%	52.43%	55.56%	56.14%	58.45%	55.52%	55.97%	53.28%	59.71%	53.04%	54.11%	58.45%	57.31%	55.13%	90.37%	56.37%	53.48%	86.28%	49.10%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1921	40	56	59	69	30	32	50	45	48	33	33	39	21	40	28	48	42	45	4	37	43	34	45	31	48	34	21	23	4	25	42	2	46	44	44	38	36	44	41	45	55	48	40	64	47	47	27	0	47	47	2	8					
		2.64%	2.67%	4.05%	3.96%	4.94%	2.60%	2.82%	3.48%	3.67%	3.75%	2.27%	2.48%	2.80%	1.69%	2.99%	2.13%	3.49%	2.98%	3.32%	0.16%	2.53%	3.28%	2.56%	3.15%	2.42%	3.35%	2.80%	1.67%	1.77%	0.18%	1.78%	2.88%	0.08%	3.34%	3.02%	3.29%	3.08%	3.28%	3.54%	2.85%	3.58%	3.80%	3.34%	2.56%	3.93%	2.85%	2.85%	2.27%	0.00%	3.97%	4.03%	0.42%	2.87%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
