Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Лосиноостровский район																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №3659									
		0.50%	0.54%	0.51%	0.70%	0.27%	0.94%	0.59%	0.41%	0.43%	0.25%	0.85%	0.45%	0.60%	0.95%	0.39%	0.45%	0.46%	0.45%	0.00%	0.42%	0.32%	0.23%	0.61%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1522	54	45	38	61	59	50	66	54	90	81	67	97	66	82	103	66	75	60	81	58	65	55	49									
		7.96%	5.86%	5.78%	5.31%	8.34%	6.97%	7.34%	9.08%	7.80%	11.18%	8.60%	7.48%	9.70%	6.98%	7.92%	11.66%	7.52%	8.41%	7.74%	8.59%	6.20%	7.50%	6.75%	11.78%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
