Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Хайбуллинская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3283	УИК №3284	УИК №3285	УИК №3286	УИК №3287	УИК №3288	УИК №3289	УИК №3290	УИК №3291	УИК №3292	УИК №3293	УИК №3294	УИК №3295	УИК №3296	УИК №3297	УИК №3298	УИК №3299	УИК №3300	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	229	4	1	3	1	1	5	0	1	0	10	8	9	16	15	4	5	4	2	4	5	5	11	1	1	1	7	1	4	2	7	1	2	9	1	7	5	0	3	13	1	1	1	1	0	3	7	1	0	1	4	1	3	9	13	0	2	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	178	3	0	3	0	1	4	0	1	0	8	5	9	13	7	4	5	4	0	4	5	4	11	0	0	1	7	1	1	0	7	1	2	7	0	6	5	0	2	13	0	0	0	0	0	2	7	0	0	0	4	0	0	6	12	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	174	2	0	0	0	0	0	0	0	0	0	6	4	2	3	1	1	0	0	0	8	0	0	0	2	0	0	2	1	1	0	1	0	2	0	2	2	0	0	2	0	0	0	0	0	2	0	0	13	0	1	112	2	0	0	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	51	1	1	0	1	0	1	0	0	0	2	3	0	3	8	0	0	0	2	0	0	1	0	1	1	0	0	0	3	2	0	0	0	2	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	3	3	1	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	209	2	0	4	1	1	4	2	0	1	3	3	5	2	3	0	8	2	8	2	3	2	6	0	1	1	3	2	8	2	10	2	3	3	2	2	3	2	1	5	2	0	1	2	0	20	14	8	0	4	7	0	4	9	6	3	7	10	0					
		0.93%	0.58%	0.00%	1.70%	0.94%	1.05%	1.30%	1.53%	0.00%	0.91%	0.36%	0.40%	0.57%	0.25%	0.36%	0.00%	1.67%	0.62%	1.68%	0.18%	0.27%	0.20%	0.92%	0.00%	1.16%	1.23%	0.37%	1.08%	2.57%	0.86%	2.40%	0.79%	0.51%	1.12%	1.23%	0.36%	0.35%	0.85%	0.48%	0.66%	0.94%	0.00%	0.70%	1.27%	0.00%	3.51%	2.92%	2.45%	0.00%	1.84%	3.35%	0.00%	1.16%	2.39%	1.00%	2.88%	4.32%	3.24%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	2	1	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.40%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.09%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.54%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1185	4	0	2	2	1	10	0	1	2	64	18	41	53	16	8	15	3	6	98	121	104	44	0	8	2	69	2	18	3	52	1	19	6	3	11	23	4	17	57	13	9	2	3	4	62	58	4	11	18	10	11	12	13	25	2	3	9	8					
		5.28%	1.15%	0.00%	0.85%	1.89%	1.05%	3.26%	0.00%	1.59%	1.82%	7.66%	2.42%	4.66%	6.58%	1.91%	1.89%	3.14%	0.92%	1.26%	8.75%	10.97%	10.41%	6.77%	0.00%	9.30%	2.47%	8.45%	1.08%	5.79%	1.29%	12.50%	0.39%	3.21%	2.25%	1.84%	1.99%	2.70%	1.71%	8.17%	7.55%	6.13%	7.32%	1.41%	1.91%	1.72%	10.90%	12.11%	1.23%	7.05%	8.29%	4.78%	4.28%	3.49%	3.46%	4.18%	1.92%	1.85%	2.91%	4.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.23%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.09%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	176	2	0	0	0	2	1	0	2	2	3	9	5	1	0	1	13	0	1	2	13	3	6	0	3	4	2	0	4	0	2	0	8	5	3	4	7	0	5	9	2	0	0	2	4	7	4	0	0	0	3	2	11	8	6	0	0	3	2					
		0.78%	0.58%	0.00%	0.00%	0.00%	2.11%	0.33%	0.00%	3.17%	1.82%	0.36%	1.21%	0.57%	0.12%	0.00%	0.24%	2.72%	0.00%	0.21%	0.18%	1.18%	0.30%	0.92%	0.00%	3.49%	4.94%	0.24%	0.00%	1.29%	0.00%	0.48%	0.00%	1.35%	1.87%	1.84%	0.72%	0.82%	0.00%	2.40%	1.19%	0.94%	0.00%	0.00%	1.27%	1.72%	1.23%	0.84%	0.00%	0.00%	0.00%	1.44%	0.78%	3.20%	2.13%	1.00%	0.00%	0.00%	0.97%	1.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	224	2	3	3	1	0	10	2	2	0	11	18	6	2	4	0	10	7	5	8	10	2	13	0	3	0	3	3	7	1	11	4	4	4	2	1	5	3	0	0	0	0	1	2	3	17	7	1	0	0	0	2	6	5	3	1	3	2	1					
		0.99%	0.58%	2.56%	1.28%	0.94%	0.00%	3.26%	1.53%	3.17%	0.00%	1.32%	2.42%	0.68%	0.25%	0.48%	0.00%	2.09%	2.15%	1.05%	0.71%	0.91%	0.20%	2.00%	0.00%	3.49%	0.00%	0.37%	1.62%	2.25%	0.43%	2.64%	1.57%	0.68%	1.50%	1.23%	0.18%	0.59%	1.28%	0.00%	0.00%	0.00%	0.00%	0.70%	1.27%	1.29%	2.99%	1.46%	0.31%	0.00%	0.00%	0.00%	0.78%	1.74%	1.33%	0.50%	0.96%	1.85%	0.65%	0.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	45	0	0	3	0	0	1	0	0	1	1	0	1	2	0	2	3	0	1	5	3	1	1	0	0	0	2	1	2	0	1	2	0	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0					
		0.20%	0.00%	0.00%	1.28%	0.00%	0.00%	0.33%	0.00%	0.00%	0.91%	0.12%	0.00%	0.11%	0.25%	0.00%	0.47%	0.63%	0.00%	0.21%	0.45%	0.27%	0.10%	0.15%	0.00%	0.00%	0.00%	0.24%	0.54%	0.64%	0.00%	0.24%	0.79%	0.00%	0.75%	0.61%	0.18%	0.12%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.33%	0.00%	0.00%	0.65%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20204	324	111	213	102	89	281	127	58	99	750	676	818	742	813	408	416	309	454	999	949	881	576	101	71	67	737	175	269	202	340	241	539	243	149	481	806	223	179	677	195	111	131	148	221	456	386	260	145	193	185	205	300	333	554	98	145	283	160					
		90.04%	93.37%	94.87%	90.64%	96.23%	93.68%	91.53%	96.95%	92.06%	90.00%	89.82%	90.98%	92.95%	92.06%	97.25%	96.23%	87.03%	95.08%	95.18%	89.20%	86.04%	88.19%	88.62%	99.02%	82.56%	82.72%	90.21%	94.59%	86.50%	87.07%	81.73%	94.88%	91.20%	91.01%	91.41%	86.82%	94.71%	95.30%	86.06%	89.67%	91.98%	90.24%	92.25%	94.27%	95.26%	80.14%	80.58%	79.75%	92.95%	88.94%	88.52%	79.77%	87.21%	88.56%	92.64%	94.23%	89.51%	91.59%	91.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.24%	0.27%	0.00%	0.12%	0.00%	0.00%	0.21%	0.00%	0.00%	0.09%	0.18%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.18%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
