Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Хайбуллинская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3283	УИК №3284	УИК №3285	УИК №3286	УИК №3287	УИК №3288	УИК №3289	УИК №3290	УИК №3291	УИК №3292	УИК №3293	УИК №3294	УИК №3295	УИК №3296	УИК №3297	УИК №3298	УИК №3299	УИК №3300	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	376	0	0	0	1	0	0	0	0	0	3	1	4	11	2	1	4	2	1	4	5	3	1	5	0	0	2	3	2	0	0	0	1	1	0	2	0	0	3	1	1	0	1	4	0	3	0	1	0	1	5	296	1	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	79	0	2	1	3	3	0	3	3	3	3	1	0	0	1	0	0	0	3	4	2	3	2	2	0	2	0	0	4	0	1	0	0	2	3	2	0	2	2	3	0	3	0	0	0	0	1	2	3	0	3	3	1	1	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	0	0	2	0	1	1	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	560	2	3	3	1	2	3	4	2	1	15	10	24	19	10	40	4	16	2	86	5	32	7	3	2	0	2	10	0	2	10	8	10	12	4	0	13	2	2	9	0	3	8	17	5	3	1	3	13	7	3	8	12	20	53	7	10	6	1					
		2.41%	0.63%	1.27%	2.68%	1.00%	1.85%	0.89%	2.94%	2.94%	0.80%	1.80%	1.15%	2.76%	2.03%	1.08%	10.55%	0.83%	4.23%	0.50%	8.02%	0.45%	3.21%	1.16%	3.23%	2.08%	0.00%	0.99%	2.78%	0.00%	0.88%	2.34%	3.17%	1.60%	4.55%	2.50%	0.00%	1.68%	0.78%	1.75%	3.77%	0.00%	2.03%	1.62%	2.02%	2.43%	0.67%	0.19%	0.91%	6.02%	3.32%	1.97%	1.39%	3.34%	4.85%	7.35%	3.93%	4.95%	1.89%	1.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	361	3	1	0	0	0	2	0	0	1	2	2	10	0	3	19	4	7	1	58	0	83	5	6	3	0	1	5	9	3	8	4	10	1	2	0	14	2	0	4	0	3	1	12	4	13	3	2	5	6	0	6	7	6	8	2	4	4	2					
		1.55%	0.94%	0.42%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.80%	0.24%	0.23%	1.15%	0.00%	0.32%	5.01%	0.83%	1.85%	0.25%	5.41%	0.00%	8.33%	0.83%	6.45%	3.13%	0.00%	0.49%	1.39%	1.03%	1.32%	1.87%	1.59%	1.60%	0.38%	1.25%	0.00%	1.81%	0.78%	0.00%	1.67%	0.00%	2.03%	0.20%	1.42%	1.94%	2.89%	0.57%	0.60%	2.31%	2.84%	0.00%	1.04%	1.95%	1.46%	1.11%	1.12%	1.98%	1.26%	2.04%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	0	1	0	0	0	0	0	0	0	0	3	7	4	2	2	3	2	0	7	0	10	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	3	1	4	2	0	0	3	0	4	0	1	0	0	0	0	0					
		0.28%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.80%	0.43%	0.22%	0.53%	0.62%	0.53%	0.00%	0.65%	0.00%	1.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.76%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.49%	0.89%	0.38%	0.00%	0.00%	1.42%	0.00%	0.69%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2653	10	7	0	2	6	20	9	4	3	39	114	167	69	115	56	81	11	12	162	184	161	126	12	3	0	9	11	97	9	74	10	67	9	2	41	117	31	16	11	15	9	30	84	14	125	104	47	42	30	9	135	17	22	44	10	10	23	6					
		11.40%	3.14%	2.95%	0.00%	2.00%	5.56%	5.95%	6.62%	5.88%	2.40%	4.68%	13.06%	19.20%	7.37%	12.39%	14.78%	16.77%	2.91%	2.98%	15.11%	16.73%	16.16%	20.97%	12.90%	3.13%	0.00%	4.43%	3.06%	11.07%	3.96%	17.33%	3.97%	10.72%	3.41%	1.25%	17.30%	15.16%	12.06%	14.04%	4.60%	10.87%	6.08%	6.09%	9.96%	6.80%	27.78%	19.70%	14.20%	19.44%	14.22%	5.92%	23.40%	4.74%	5.34%	6.10%	5.62%	4.95%	7.23%	6.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	0	0	0	2	0	1	0	1	1	4	2	10	5	3	1	1	0	0	6	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	1	3	0	1	0	0	3	0	0	0	0	2	0	0					
		0.27%	0.00%	0.00%	0.00%	2.00%	0.00%	0.30%	0.00%	1.47%	0.80%	0.48%	0.23%	1.15%	0.53%	0.32%	0.26%	0.21%	0.00%	0.00%	0.56%	0.18%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.36%	0.49%	0.22%	0.57%	0.00%	0.46%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19262	303	225	108	95	100	304	123	59	115	769	733	642	825	791	261	388	341	383	746	901	699	459	72	86	106	191	329	770	204	333	230	535	240	147	196	625	221	95	209	118	133	450	627	181	300	412	272	150	164	140	411	319	358	565	156	175	285	87					
		82.74%	95.28%	94.94%	96.43%	95.00%	92.59%	90.48%	90.44%	86.76%	92.00%	92.32%	83.96%	73.79%	88.14%	85.24%	68.87%	80.33%	90.21%	95.04%	69.59%	81.91%	70.18%	76.37%	77.42%	89.58%	100.00%	94.09%	91.39%	87.90%	89.87%	77.99%	91.27%	85.60%	90.91%	91.88%	82.70%	80.96%	85.99%	83.33%	87.45%	85.51%	89.86%	91.28%	74.38%	87.86%	66.67%	78.03%	82.18%	69.44%	77.73%	92.11%	71.23%	88.86%	86.89%	78.36%	87.64%	86.63%	89.62%	88.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	0	0	1	0	0	0	0	0	0	1	1	1	3	2	0	0	0	1	4	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	1	2	0	0	2	0	1	0	1	0	0	2					
		0.15%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.11%	0.11%	0.32%	0.22%	0.00%	0.00%	0.00%	0.25%	0.37%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.44%	0.57%	0.30%	0.93%	0.00%	0.00%	0.35%	0.00%	0.24%	0.00%	0.56%	0.00%	0.00%	2.04%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
