Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																		
Дата голосования: 04.12.2011																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Тула, Пролетарская"																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8942	17	9	3	6	24	35	154	19	17	51	66	115	92	150	224	51	161	128	65	158	205	151	129	139	101	133	145	91	142	109	105	175	154	168	133	133	127	135	79	128	102	103	230	301	251	136	212	128	124	98	97	89	138	153	114	103	101	146	152	60	99	151	152	74	51	109	126	207	141	186	96	107	106	151	121					
		8.84%	10.56%	6.57%	6.00%	3.64%	9.60%	11.86%	11.58%	8.76%	12.50%	13.71%	8.43%	8.85%	5.83%	8.76%	11.31%	13.93%	12.57%	8.92%	5.97%	7.29%	8.33%	6.95%	10.40%	7.22%	5.45%	5.93%	9.53%	5.91%	7.08%	6.25%	6.63%	7.83%	7.57%	7.50%	8.49%	15.76%	8.72%	7.34%	7.96%	9.38%	7.17%	8.00%	11.39%	13.55%	12.32%	9.99%	13.30%	9.92%	8.63%	11.33%	6.91%	7.87%	15.00%	11.53%	8.30%	15.47%	8.65%	12.60%	8.47%	7.59%	7.65%	7.00%	7.68%	7.19%	8.93%	9.27%	8.89%	11.71%	7.54%	11.10%	6.77%	9.08%	7.13%	7.56%	9.87%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1009	5	0	2	1	2	2	22	1	2	6	4	8	11	16	21	4	17	13	7	29	27	30	20	26	16	15	32	15	26	9	7	27	20	26	8	9	10	9	15	27	15	10	23	12	17	10	18	17	15	7	19	15	16	22	9	3	9	14	18	9	6	18	18	9	10	4	11	8	23	14	16	8	11	16	12					
		0.99%	3.11%	0.00%	4.00%	0.61%	0.80%	0.68%	1.65%	0.46%	1.47%	1.61%	0.51%	0.62%	0.70%	0.93%	1.06%	1.09%	1.33%	0.91%	0.64%	1.34%	1.10%	1.38%	1.61%	1.35%	0.86%	0.67%	2.10%	0.97%	1.30%	0.52%	0.44%	1.21%	0.98%	1.16%	0.51%	1.07%	0.69%	0.49%	1.51%	1.98%	1.05%	0.78%	1.14%	0.54%	0.83%	0.73%	1.13%	1.32%	1.04%	0.81%	1.35%	1.33%	1.74%	1.66%	0.66%	0.45%	0.77%	1.21%	1.00%	1.14%	0.46%	0.83%	0.91%	0.87%	1.75%	0.34%	0.78%	0.45%	1.23%	0.84%	1.13%	0.68%	0.74%	0.80%	0.98%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13287	28	17	8	7	34	57	235	15	14	67	93	155	155	180	283	65	179	165	83	298	337	317	256	194	285	301	258	226	261	126	157	295	297	241	151	150	176	232	123	227	148	143	285	239	311	246	286	218	173	121	171	148	212	219	176	128	184	220	261	151	172	240	210	101	64	117	158	116	232	183	168	187	179	249	123					
		13.13%	17.39%	12.41%	16.00%	4.24%	13.60%	19.32%	17.67%	6.91%	10.29%	18.01%	11.88%	11.92%	9.83%	10.51%	14.29%	17.76%	13.97%	11.50%	7.63%	13.75%	13.69%	14.58%	20.65%	10.08%	15.38%	13.42%	16.96%	14.68%	13.02%	7.22%	9.92%	13.20%	14.60%	10.76%	9.64%	17.77%	12.09%	12.61%	12.40%	16.64%	10.40%	11.11%	14.11%	10.76%	15.26%	18.07%	17.94%	16.90%	12.04%	13.99%	12.18%	13.09%	23.04%	16.50%	12.82%	19.22%	15.75%	18.98%	14.54%	19.11%	13.29%	11.13%	10.62%	9.82%	11.21%	9.95%	11.14%	6.56%	12.41%	10.93%	11.86%	15.87%	12.04%	12.46%	10.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6071	9	12	3	6	16	12	51	7	6	17	17	43	63	93	117	23	56	78	35	122	172	111	75	125	114	172	115	131	138	90	85	174	137	114	80	76	87	81	42	101	77	59	166	107	118	105	128	99	85	35	100	65	68	118	77	77	84	85	130	57	64	103	71	57	34	70	73	102	119	111	69	78	107	108	59					
		6.00%	5.59%	8.76%	6.00%	3.64%	6.40%	4.07%	3.83%	3.23%	4.41%	4.57%	2.17%	3.31%	3.99%	5.43%	5.91%	6.28%	4.37%	5.44%	3.22%	5.63%	6.99%	5.11%	6.05%	6.50%	6.15%	7.67%	7.56%	8.51%	6.88%	5.16%	5.37%	7.79%	6.74%	5.09%	5.11%	9.00%	5.98%	4.40%	4.23%	7.40%	5.41%	4.58%	8.22%	4.82%	5.79%	7.71%	8.03%	7.67%	5.92%	4.05%	7.12%	5.75%	7.39%	8.89%	5.61%	11.56%	7.19%	7.33%	7.24%	7.22%	4.95%	4.78%	3.59%	5.54%	5.95%	5.95%	5.15%	5.77%	6.37%	6.63%	4.87%	6.62%	7.20%	5.41%	4.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	61889	70	78	27	132	146	132	660	150	83	177	557	890	1148	1159	1144	186	749	907	811	1343	1498	1360	569	1284	1083	1450	761	868	1254	1301	1149	1347	1207	1501	1054	335	904	1225	640	681	946	855	1142	1389	1246	701	765	675	880	501	904	711	358	664	843	255	648	535	1056	430	859	1444	1359	700	342	757	893	1152	1167	1023	927	674	955	1300	813					
		61.17%	43.48%	56.93%	54.00%	80.00%	58.40%	44.75%	49.62%	69.12%	61.03%	47.58%	71.14%	68.46%	72.80%	67.70%	57.75%	50.82%	58.47%	63.21%	74.54%	61.95%	60.87%	62.56%	45.89%	66.74%	58.45%	64.65%	50.03%	56.40%	62.54%	74.56%	72.58%	60.27%	59.34%	67.01%	67.31%	39.69%	62.09%	66.58%	64.52%	49.93%	66.48%	66.43%	56.53%	62.51%	61.14%	51.51%	47.99%	52.33%	61.24%	57.92%	64.39%	62.86%	38.91%	50.04%	61.40%	38.29%	55.48%	46.16%	58.83%	54.43%	66.38%	66.98%	68.71%	68.03%	59.89%	64.37%	62.98%	65.20%	62.44%	61.07%	65.42%	57.22%	64.22%	65.07%	66.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	476	1	3	0	1	0	2	10	1	0	1	1	4	7	4	9	1	9	4	6	12	11	12	10	11	12	15	14	7	10	4	6	20	11	5	6	5	1	7	2	27	2	4	7	4	6	8	7	8	3	8	4	7	6	4	8	5	8	10	5	6	6	11	6	5	2	4	5	15	6	5	5	2	5	6	1					
		0.47%	0.62%	2.19%	0.00%	0.61%	0.00%	0.68%	0.75%	0.46%	0.00%	0.27%	0.13%	0.31%	0.44%	0.23%	0.45%	0.27%	0.70%	0.28%	0.55%	0.55%	0.45%	0.55%	0.81%	0.57%	0.65%	0.67%	0.92%	0.45%	0.50%	0.23%	0.38%	0.89%	0.54%	0.22%	0.38%	0.59%	0.07%	0.38%	0.20%	1.98%	0.14%	0.31%	0.35%	0.18%	0.29%	0.59%	0.44%	0.62%	0.21%	0.92%	0.28%	0.62%	0.65%	0.30%	0.58%	0.75%	0.68%	0.86%	0.28%	0.76%	0.46%	0.51%	0.30%	0.49%	0.35%	0.34%	0.35%	0.85%	0.32%	0.30%	0.35%	0.17%	0.34%	0.30%	0.08%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
